,Id,Original Description,Normalized Description,Charge Class,FLAG,CREATE_DT,FTR1,FTR2,FTR3,FTR4,Predicted_Class_Jaro,Prob_Jaro,Predicted_Class_SVM,Prob_SVM,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Predicted_Class_DeepNN,Prob_DeepNN,Voted Output,Sum Correct,Correct_Jaro,Correct_SVM,Correct_Logistic_OvR,Correct_DeepNN,Confidence Score,Feature 1,Feature 2,Feature 3,Feature 4
936,5473,BUPIVAC 25% MPF 30M,bupivacaine 25% mpf 30m,Pharmacy,RETROSPECTIVE,2016-07-13,mpf,30m,bupivacaine,25%,Capital Equipment,0.69,Laboratory,0.433169568789,Pharmacy,0.682001338765,Laboratory,0.690429634205,Laboratory,2,0,1,0,1,0.280899800748,mpf,30m,bupivacaine,25%
937,386,DORNASE ALFA 1 MG/ML SOLN FOR INHALATION 2.5 MG,dornase alpha 1_mg/ml solution for inhalation 2.5_mg,Plan Benefit,RETROSPECTIVE,2016-07-12,inhalation,alfa,solution,dornase,OR / Anesthesia / Recovery Room,0.86,Plan Benefit,0.987530278895,Plan Benefit,0.858283048229,Plan Benefit,0.999997848509,Plan Benefit,3,0,1,1,1,0.711452793908,alpha,inhalation,soln,dornase
938,4398,64002000 - GRAM STAIN SMEAR,gram stain smear,Laboratory,RETROSPECTIVE,2016-07-13,smear,stain,gram,,Laboratory,0.8,Laboratory,0.85699675891,Laboratory,0.8675087041,Laboratory,0.991399788171,Laboratory,4,1,1,1,1,0.878976312795,smear,stain,gram,
939,436,GADOTERATE MEGLUMINE 0.5 MMOL/ML SOLN,gadoterate meglumine 0.5 mmol/ml solution,Pharmacy,ONLINE,2016-09-16,ml,soln,,,Pharmacy,0.73,Pharmacy,0.923001132478,Pharmacy,0.885260908217,Pharmacy,0.79415516218,Pharmacy,4,1,1,1,1,0.833104300719,ml,soln,,
940,2077,NITRIC OXIDE PER HOUR,nitric oxide per hour,Plan Benefit,RETROSPECTIVE,2016-07-12,oxide,hour,per,nitric,Plan Benefit,0.96,Plan Benefit,0.988831364139,Plan Benefit,0.901463036143,Plan Benefit,0.999998671761,Plan Benefit,4,1,1,1,1,0.962573268011,oxide,hour,per,nitric
941,4202,US ECHOENCEPHGRM PEDI,ultrasound echoencephalogram pediatric,Radiology,RETROSPECTIVE,2016-07-12,pedi,echoencephgrm,us,,Pharmacy,0.75,Radiology,0.659003186512,Radiology,0.613383680599,Radiology,0.606868058141,Radiology,3,0,1,1,1,0.469813731313,us,echoencephalogram,pediatric,
942,1359,TUBE DRAIN 3/8X12,tube drain 3/8x12,Supply,ONLINE,2016-09-16,tube,drain,3/8x12,,Respiratory Therapy,0.67,Supply,0.812778968054,Supply,0.823002423695,Supply,0.978061192728,Supply,3,0,1,1,1,0.653460646119,tube,drain,3/8x12,
943,6161,DEXTROSE 50 % SOLN,dextrose 50% solution,Pharmacy,ONLINE,2016-09-16,50%,dextrose,soln,,Pharmacy,1.0,Pharmacy,0.614257564928,Pharmacy,0.456680489011,Pharmacy,0.739627441076,Pharmacy,4,1,1,1,1,0.702641373754,50%,dextrose,soln,
944,971,NICOTINE 21 MG/24HR PT24,nicotine 21_mg/24 hour patch_24,Plan Benefit,ONLINE,2016-09-16,21_mg/24hr,pt24,nicotine,,Plan Benefit,1.0,Plan Benefit,0.977718115559,Plan Benefit,0.918474019754,Plan Benefit,0.999999260184,Plan Benefit,4,1,1,1,1,0.974047848874,nicotine,21_mg/24,hour,patch_24
945,832,KETAMINE 10 MG/ML SOLN,ketamine 10_mg/ml solution,Pharmacy,ONLINE,2016-09-16,ketamine,soln,10_mg/ml,,Pharmacy,0.91,Pharmacy,0.988572484306,Pharmacy,0.950925770061,Pharmacy,0.998662307983,Pharmacy,4,1,1,1,1,0.962040140587,ketamine,soln,10_mg/ml,
946,5801,MESALAMINE CR 250 MG CPCR,mesalamine cream 250_mg cpcr,Pharmacy,RETROSPECTIVE,2016-07-13,250_mg,mesalamine,cpcr,cream,Pharmacy,0.71,Pharmacy,0.987452036994,Pharmacy,0.921332718385,Pharmacy,0.99946501716,Pharmacy,4,1,1,1,1,0.904562443135,250_mg,mesalamine,cpcr,cream
947,2613,LEVALBUTEROL 0.31 MG/3 ML SOLN U,levalbuterol 0.31_mg/3_ml solution up,Pharmacy,RETROSPECTIVE,2016-07-12,units,0.31mg/3_ml,solution,levalbuterol,Pharmacy,0.75,Pharmacy,0.935676831723,Pharmacy,0.885074975261,Pharmacy,0.967066261324,Pharmacy,4,1,1,1,1,0.884454517077,soln,0.31_mg/3_ml,levalbuterol,
948,6612,HCHG BILL ONLY THAW PROCESSING,bill only thawing processing,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,bill,processing,thaw,,Laboratory,0.75,Blood Products,0.225442424599,OR / Anesthesia / Recovery Room,0.39511782054,PT / OT / Speech Therapy,0.846668542381,PT / OT / Speech Therapy,1,0,0,0,1,0.211667135595,bill,processing,thaw,
949,1296,SYRINGE ASEPTO,syringe asepto,Supply,ONLINE,2016-09-16,syringe,asepto,,,Supply,0.75,Supply,0.872331659171,Supply,0.596732287881,Supply,0.969200452773,Supply,4,1,1,1,1,0.797066099956,syringe,asepto,,
950,5763,KIT START IV SPLIT TAIL DRSG REGARD,kit start intravenous split tail dressing regard,Supply,RETROSPECTIVE,2016-07-13,dressing,intravenous,kit,,Respiratory Therapy,0.69,Supply,0.963320404123,Supply,0.904054274012,Supply,0.999121959678,Supply,3,0,1,1,1,0.716624159453,drsg,iv,kit,
951,6556,D5% 0.45 NACL 1000ML D5/ 0.45% NACL 1 000 ML BAG,d5% 0.45 nacl 1000 ml d5/0.45% nacl 1 000 ml bag,Pharmacy,ONLINE,2016-10-12,bag,000_ml,1000_ml,nacl,Pharmacy,0.78,Pharmacy,0.987338879677,Pharmacy,0.973766379006,Pharmacy,0.999932903988,Pharmacy,4,1,1,1,1,0.935259540668,ml,nacl,bag,
952,1806,SUCROSE N.F. 24% SOLUTION AMP 1ML,sucrose NF 24% solution ampule 1_ml,Pharmacy,ONLINE,2016-09-01,ampule,1_ml,flow,sucrose,Supply,0.77,Supply,0.436713375688,Pharmacy,0.659221224421,Pharmacy,0.568088976827,Pharmacy,2,0,0,1,1,0.306827550312,1_ml,ampule,solution,
953,1824,ACETAMINOPHEN 160 MG/5 ML SUSP 2.5 ML SYRINGE,acetaminophen 160_mg/5_ml suspension 2.5_ml syringe,Pharmacy,ONLINE,2016-09-16,syringe,susp,acetaminophen,,Pharmacy,0.97,Pharmacy,0.980753889082,Pharmacy,0.953042488955,Pharmacy,0.999294092527,Pharmacy,4,1,1,1,1,0.975772617641,syringe,susp,acetaminophen,
954,3148,SYRINGE-NEONATAL,syringe neonatal,Supply,RETROSPECTIVE,2016-07-12,syringe,neonatal,,,Room and Board,0.77,Supply,0.865076968223,Supply,0.763624880728,Supply,0.993182903681,Supply,3,0,1,1,1,0.655471188158,syringe,neonatal,,
955,4879,BISACODYL 10MG SUPP (DULO; BISACODYL 10 MG SUPP.RECT,bisacodyl 10_mg suppository dulcolox bisacodyl 10_mg suppository rectal,Pharmacy,ONLINE,2016-08-24,supp,10_mg,,,Pharmacy,0.8,Pharmacy,0.93501337603,Pharmacy,0.945323276736,Pharmacy,0.999780156286,Pharmacy,4,1,1,1,1,0.920029202263,supp,bisacodyl,10_mg,
956,1875,ANGIOCATH 18G 1 1/4,angiocath 18_g 1 1/4,Supply,ONLINE,2016-09-16,angiocath,4-Jan,18_gm,,Supply,0.82,Supply,0.578940936868,Supply,0.158861413605,Supply,0.348832005381,Supply,4,1,1,1,1,0.476658588963,angiocath,1/4,18_g,
957,581,HC INS ARTERY LINE PERC,insert artery line percutaneous,Procedure,ONLINE,2016-09-16,perc,insert,line,artery,Laboratory,0.77,Radiology,0.254827355096,Procedure,0.303929513301,Procedure,0.604325242399,Procedure,2,0,0,1,1,0.227063688925,insert,line,percutaneous,artery
958,1204,SET TUBING IRRIGATION SMART ABLATE,set tubing irrigation smart ablate,Supply,ONLINE,2016-09-16,tubing,irrigation,set,,Supply,0.71,Supply,0.981019330533,Supply,0.960900745703,Supply,0.999826015596,Supply,4,1,1,1,1,0.912936522958,tubing,irrigation,set,
959,5257,58872000 - PATIENT EDUCATION/15 MINUTES,patient education/15 minutes,Education / Training,RETROSPECTIVE,2016-07-13,minutes,patient,education/15,,Education / Training,0.84,Education / Training,0.417474114691,Education / Training,0.350521558191,PT / OT / Speech Therapy,0.940518209815,Education / Training,3,1,1,1,0,0.401998918221,minutes,patient,education/15,
960,569,HC HEPATIC FUNCTION PANEL,hepatic function panel,Laboratory,ONLINE,2016-09-16,function,panel,hepatic,,Laboratory,0.89,Laboratory,0.916404187814,Laboratory,0.935767436516,Laboratory,0.998482862964,Laboratory,4,1,1,1,1,0.935163621824,function,panel,hepatic,
961,1663,RBC LEUKOREDUCED IR,red_blood_cell leukoreduced irradiated,Blood Products,ONLINE,2016-08-29,rbc,leukoreduced,ir,,Blood Products,0.96,Blood Products,0.814499575212,Laboratory,0.581984120613,Blood Products,0.838032748291,Blood Products,3,1,1,0,1,0.653133080876,rbc,leukoreduced,irradiated,
962,4538,CANNU NASAL ADLT 7FT TUBE COMFT SFT PL,cannula nasal adult 7ft tube comfort soft ply,Supply,RETROSPECTIVE,2016-07-13,tube,nasal,adult,,Supply,0.7,Supply,0.978004339942,Supply,0.925670200834,Supply,0.998336802706,Supply,4,1,1,1,1,0.900502835871,tube,cannula,nasal,adlt
963,3519,ASPRIN 81MG CHEW TAB,aspirin 81_mg chew tablet,Pharmacy,RETROSPECTIVE,2016-07-12,chew,81_mg,tab,aspirin,Pharmacy,0.96,Pharmacy,0.935585310633,Pharmacy,0.941874822597,Pharmacy,0.989702550294,Pharmacy,4,1,1,1,1,0.956790670881,chew,81_mg,tab,aspirin
964,5187,14269042 - PANTOPRAZOLE/VIAL (40MG),pantoprazole/vial 40_mg,Pharmacy,RETROSPECTIVE,2016-07-13,vial,pantoprazole,40_mg,,Pharmacy,0.77,Pharmacy,0.990731286361,Pharmacy,0.960958035807,Pharmacy,0.999630185523,Pharmacy,4,1,1,1,1,0.930329876923,vial,pantoprazole,40_mg,
965,236,NS 50ML IV,normal_saline 50_ml intravenous,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,50_ml,intravenous,NS,,Diluent / Flush / Irrigant,0.92,Diluent / Flush / Irrigant,0.866622635896,Diluent / Flush / Irrigant,0.845580965481,Diluent / Flush / Irrigant,0.994624438924,Diluent / Flush / Irrigant,4,1,1,1,1,0.906707010075,50_ml,iv,ns,
966,1181,ROPIVACAINE 05% INJ 30ML,ropivacaine 05% injection 30_ml,Pharmacy,ONLINE,2016-09-16,ropivacaine,5%,inj,30_ml,Pharmacy,0.88,Pharmacy,0.852912359577,Pharmacy,0.881580820289,Pharmacy,0.947134759434,Pharmacy,4,1,1,1,1,0.890406984825,ropivacaine,05%,inj,30_ml
967,5129,12590042 - FUROSEMIDE TABLET 80MG,furosemide tablet 80_mg,Pharmacy,RETROSPECTIVE,2016-07-13,80_mg,furosemide,tablet,,Pharmacy,0.95,Pharmacy,0.97802432808,Pharmacy,0.952812553943,Pharmacy,0.989147276759,Pharmacy,4,1,1,1,1,0.967496039696,80_mg,furosemide,tablet,
968,5587,FUROSEMIDE 20 MG INJ,furosemide 20_mg injection,Pharmacy,RETROSPECTIVE,2016-07-13,injection,furosemide,20_mg,,Pharmacy,0.88,Pharmacy,0.984195709228,Pharmacy,0.955465968048,Pharmacy,0.986709266376,Pharmacy,4,1,1,1,1,0.951592735913,inj,furosemide,20_mg,
969,2392,HB POC GLUCOSE - METER M,point_of_care glucose meter m,Monitoring,RETROSPECTIVE,2016-07-12,POC,meter,glucose,,Monitoring,0.92,Monitoring,0.988274306572,Monitoring,0.939911453871,Monitoring,0.999998201924,Monitoring,4,1,1,1,1,0.962045990592,poc,meter,glucose,
970,1300,TACROLIMUS,tacrolimus,Laboratory,ONLINE,2016-09-16,tacrolimus,,,,Supply,0.72,Pharmacy,0.740801125869,Pharmacy,0.772007671309,Laboratory,0.564810802806,Pharmacy,2,0,1,1,0,0.378202199294,tacrolimus,,,
971,297,SODIUM CHLORIDE 0.9% 100ML 0264-1800-32,sodium chloride 0.9% 100_ml 264 1800 32,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,100_ml,chloride,sodium,,Diluent / Flush / Irrigant,0.9,Diluent / Flush / Irrigant,0.916303953377,Diluent / Flush / Irrigant,0.789678725822,Diluent / Flush / Irrigant,0.971484642732,Diluent / Flush / Irrigant,4,1,1,1,1,0.894366830483,0.9%,100_ml,chloride,sodium
972,2971,FILTER IV EXTENSION CLAVE,filter intravenous extension clave,Supply,RETROSPECTIVE,2016-07-12,filter,clave,intravenous,extension,Diluent / Flush / Irrigant,0.72,Supply,0.948738660288,Supply,0.851622171036,Supply,0.996702882835,Supply,3,0,1,1,1,0.69926592854,filter,clave,iv,extension
973,3477,AEROSOL TREATMENT SUBSEQUENT,aerosol treatment subsequent,Respiratory Therapy,RETROSPECTIVE,2016-07-12,subsequent,aerosol,treatment,,OR / Anesthesia / Recovery Room,0.81,Respiratory Therapy,0.959161463632,Respiratory Therapy,0.877894193867,Respiratory Therapy,0.999873523711,Respiratory Therapy,3,0,1,1,1,0.709232295302,subsequent,aerosol,treatment,
974,6680,HCHG GDWIRE MANDRL COIL PLAT018X40,guidewire mandrel coil plat018x40,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,coil,mandrel,plat018x40,guidewire,Laboratory,0.71,Implant,0.365454885635,Supply,0.572712250992,Supply,0.590949600928,Supply,2,0,0,1,1,0.29091546298,coil,mandrel,plat018x40,guidewire
975,6260,EYE SHIELD,eye shield,Supply,ONLINE,2016-09-16,eye,shield,,,Supply,0.67,Supply,0.650796376179,Supply,0.63971989407,Supply,0.62546063885,Supply,4,1,1,1,1,0.646494227275,eye,shield,,
976,2758,ROOM RNB2,room room_and_board,Room and Board,RETROSPECTIVE,2016-07-12,rnb2,room,,,Room and Board,0.92,Room and Board,0.985002628376,Room and Board,0.876562533858,Room and Board,0.999987147444,Room and Board,4,1,1,1,1,0.94538807742,room_and_board,room,,
977,5255,58865000 - NEBULIZER-ULTRASONIC TREATMENT,nebulizer ultrasonic treatment,Respiratory Therapy,RETROSPECTIVE,2016-07-13,ultrasonic,nebulizer,treatment,,Respiratory Therapy,0.93,Respiratory Therapy,0.809433762766,Respiratory Therapy,0.619445565046,Respiratory Therapy,0.990531193577,Respiratory Therapy,4,1,1,1,1,0.837352630347,ultrasonic,nebulizer,treatment,
978,723,HCHG MUCOLYSACCHARIDES HCHG MUCOLYSACCHARIDES,mucolysaccharides,Laboratory,ONLINE,2016-09-16,hchg,mucolysaccharides,,,Laboratory,0.73,Supply,0.578940936868,Supply,0.158861413605,Supply,0.348832005381,Supply,3,0,1,1,1,0.271658588963,mucolysaccharides,,,
979,112,DEXTROSE 5% SOLP,dextrose 5% solution,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,5%,dextrose,solution,,Diluent / Flush / Irrigant,0.95,Diluent / Flush / Irrigant,0.750048608451,Diluent / Flush / Irrigant,0.578685587508,Diluent / Flush / Irrigant,0.606287051797,Diluent / Flush / Irrigant,4,1,1,1,1,0.721255311939,5%,dextrose,solution,
980,2813,HB OXYGEN DAILY,oxygen daily,Respiratory Therapy,RETROSPECTIVE,2016-07-12,daily,oxygen,,,Respiratory Therapy,0.95,Respiratory Therapy,0.848933899869,Respiratory Therapy,0.782671612799,Respiratory Therapy,0.989530412126,Respiratory Therapy,4,1,1,1,1,0.892783981198,daily,oxygen,,
981,76,0.9% SODIUM CHLORIDE 0.9 % SOLN 50 ML FLEX CONT,0.9% sodium chloride 0.9% solution 50_ml flex control,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,flex,cont,sodium,solution,Diluent / Flush / Irrigant,0.89,Diluent / Flush / Irrigant,0.925974538166,Diluent / Flush / Irrigant,0.876853769558,Diluent / Flush / Irrigant,0.99605251478,Diluent / Flush / Irrigant,4,1,1,1,1,0.922220205626,control,flex,sodium,soln
982,4341,27101001 - XR CHEST SNG VW PORTABLE,x-ray chest single view portable,Radiology,RETROSPECTIVE,2016-07-13,portable,chest,single,view,Radiology,0.8,Radiology,0.978481718055,Radiology,0.901984327391,Radiology,0.999950841838,Radiology,4,1,1,1,1,0.920104221821,portable,chest,single,view
983,568,HC HEPARIN INDUCED PLATELET AB,heparin induced platelet ab,Laboratory,ONLINE,2016-09-16,heparin,induced,ab,platelet,Supply,0.74,Laboratory,0.376868143462,Laboratory,0.318535848549,Blood Products,0.680002150957,Laboratory,2,0,1,1,0,0.173850998003,heparin,induced,ab,platelet
984,1312,THROMBOPLASTIN IN,thromboplastin inhibition,Laboratory,ONLINE,2016-09-16,in,thromboplastin,,,Laboratory,0.85,Laboratory,0.967625318054,Laboratory,0.856528914671,Laboratory,0.997925711847,Laboratory,4,1,1,1,1,0.918019986143,inhibition,thromboplastin,,
985,5980,TRAY STAPLE REMOVE,tray staple remove,Supply,RETROSPECTIVE,2016-07-13,tray,staple,remove,,Supply,0.81,Supply,0.907334395432,Supply,0.868181703771,Supply,0.99864739035,Supply,4,1,1,1,1,0.896040872388,tray,staple,remove,
986,5993,URINALYSIS WITHOUT MICRO  AUTO,urinalysis without miscroscopic automated,Laboratory,RETROSPECTIVE,2016-07-13,urinalysis,miscroscopic,without,automated,Laboratory,0.84,Laboratory,0.75129471474,Laboratory,0.849997151228,Laboratory,0.959605211436,Laboratory,4,1,1,1,1,0.850224269351,urinalysis,micro,without,automated
987,632,HC PROTHROMBIN TIME,prothrombin_time,Laboratory,ONLINE,2016-09-16,time,prothrombin,,,Laboratory,0.96,Laboratory,0.861212474523,Laboratory,0.820575612783,Laboratory,0.988375161116,Laboratory,4,1,1,1,1,0.907540812105,prothrombin_time,,,
988,1860,AMOXICILLIN-CLAVULANATE 875-125 MG TABS,amoxicillin clavulanate 875 125_mg tablets,Pharmacy,ONLINE,2016-09-16,amoxicillin,tabs,clavulanate,125_mg,Pharmacy,0.8,Pharmacy,0.98864644218,Pharmacy,0.950701530919,Pharmacy,0.997464884863,Pharmacy,4,1,1,1,1,0.93420321449,amoxicillin,tabs,clavulanate,125_mg
989,2165,CHLORIDE BLOOD,chloride blood,Laboratory,RETROSPECTIVE,2016-07-12,chloride,blood,,,Laboratory,0.94,Laboratory,0.875439177782,Laboratory,0.651179206411,Laboratory,0.953492193852,Laboratory,4,1,1,1,1,0.855027644512,chloride,blood,,
990,530,HC COMPATIBILITY TEST ELECTRONIC,compatibility test electronic,Laboratory,ONLINE,2016-09-16,test,electronic,compatibility,,Laboratory,0.84,Laboratory,0.608331667984,Laboratory,0.535295809673,Laboratory,0.797277814045,Laboratory,4,1,1,1,1,0.695226322925,test,electronic,compatibility,
991,765,HEPARIN 1 000 UNIT/ML SOLN 10 ML VIAL,heparin 1 000_units/ml solution 10_ml vial,Pharmacy,ONLINE,2016-09-16,heparin,vial,10_ml,soln,Pharmacy,0.97,Pharmacy,0.885536130199,Pharmacy,0.624554498566,Pharmacy,0.890433859796,Pharmacy,4,1,1,1,1,0.84263112214,heparin,vial,10_ml,soln
992,3982,SILDENAFIL 20 MG TABS,sildenafil 20_mg tablets,Plan Benefit,RETROSPECTIVE,2016-07-12,tabs,20_mg,sildenafil,,Plan Benefit,0.94,Plan Benefit,0.919447897037,Plan Benefit,0.619395101992,Plan Benefit,0.999564957165,Plan Benefit,4,1,1,1,1,0.869601989049,tabs,20_mg,sildenafil,
993,35,HBC IV SINGLE LINE PUMP,hbc intravenous single line pump,Capital Equipment,RETROSPECTIVE,2016-07-12,single,line,intravenous,hbc,Capital Equipment,0.81,Capital Equipment,0.884374108893,Capital Equipment,0.657272338254,Capital Equipment,0.948738782973,Capital Equipment,4,1,1,1,1,0.82509630753,single,line,iv,pump
994,5183,14151192 - OXYCODONE HCL TABLET 5MG,oxycodone hcl tablet 5_mg,Pharmacy,RETROSPECTIVE,2016-07-13,tablet,5_mg,oxycodone,hcl,Pharmacy,0.83,Pharmacy,0.989073781339,Pharmacy,0.926134751891,Pharmacy,0.999498693118,Pharmacy,4,1,1,1,1,0.936176806587,tablet,5_mg,oxycodone,hcl
995,3056,KIT CENTRAL LINE DRESSING,kit central line dressing,Supply,RETROSPECTIVE,2016-07-12,line,dressing,central,kit,Supply,0.75,Supply,0.981315277262,Supply,0.876830932992,Supply,0.99949201893,Supply,4,1,1,1,1,0.901909557296,line,dressing,central,kit
996,6450,SENSITIVITY MIC T1 SUSCEPTIBILITY,sensitivity mic t1 susceptibility,Laboratory,ONLINE,2016-10-06,susceptibility,sensitivity,mic,t1,Laboratory,0.82,Laboratory,0.97314510181,Laboratory,0.896078026507,Laboratory,0.999165345684,Laboratory,4,1,1,1,1,0.9220971185,susceptibility,sensitivity,mic,t1
997,2682,SEVELAMER CARBONATE 800 MG,sevelamer carbonate 800_mg,Pharmacy,RETROSPECTIVE,2016-07-12,800_mg,sevelamer,carbonate,,Pharmacy,0.87,Pharmacy,0.952127466309,Pharmacy,0.893299143731,Pharmacy,0.992179888753,Pharmacy,4,1,1,1,1,0.926901624698,800_mg,sevelamer,carbonate,
998,4927,PHYS SUBSEQUENT HOSP CARE MOD,physician subsequent hospital care moderate,Professional Fee,ONLINE,2016-08-24,subsequent,care,,,Professional Fee,0.7,Professional Fee,0.217309607793,Respiratory Therapy,0.460815939927,Respiratory Therapy,0.953094472378,Respiratory Therapy,2,0,0,1,1,0.353477603076,subsequent,care,,
999,2988,HB CATHETER SX CATH-N-GOLVE 8FR V,catheter suction catheter n glove 8fr view,Supply,RETROSPECTIVE,2016-07-12,catheter,8fr,suction,glove,Supply,0.74,Supply,0.977906201989,Supply,0.925266130464,Supply,0.998373292668,Supply,4,1,1,1,1,0.91038640628,catheter,sx,v,
1000,3731,HC METABOLIC PANEL TOTAL CA,metabolic panel total calcium,Laboratory,RETROSPECTIVE,2016-07-12,total,ca,panel,metabolic,Monitoring,0.8,Laboratory,0.980506762196,Laboratory,0.935719899395,Laboratory,0.999893525677,Laboratory,3,0,1,1,1,0.729030046817,total,ca,panel,metabolic
1001,4577,CULT AEROBIC IDENTIF,culture aerobic identify,Laboratory,RETROSPECTIVE,2016-07-13,cult,aerobic,identify,,Laboratory,0.81,Laboratory,0.969419141879,Laboratory,0.933467024676,Laboratory,0.99708994825,Laboratory,4,1,1,1,1,0.927494028701,aerobic,culture,identify,
1002,2959,DSG ABD 8X10,dressing abdomen 8x10,Supply,RETROSPECTIVE,2016-07-12,8x10,abdominal,dressing,,Supply,0.76,Supply,0.548459729945,Supply,0.816572059435,Supply,0.884877586729,Supply,4,1,1,1,1,0.752477344027,8x10,abd,dsg,
1003,5671,HB MIDAZOLAM 10MG/5ML SYRUP CUP,midazolam 10_mg/5_ml syrup cup,Pharmacy,RETROSPECTIVE,2016-07-13,10_mg/5_ml,syrup,midazolam,cup,Pharmacy,0.81,Pharmacy,0.98973474551,Pharmacy,0.944714608193,Pharmacy,0.999955922576,Pharmacy,4,1,1,1,1,0.93610131907,10_mg/5_ml,syrup,midazolam,cup
1004,4080,VERAPAMIL 2.5 MG/ML SOLN 2 ML VIAL,verapamil 2.5_mg/ml solution 2_ml vial,Pharmacy,RETROSPECTIVE,2016-07-12,vial,2_ml,soln,,Pharmacy,0.86,Pharmacy,0.996233858949,Pharmacy,0.969570939823,Pharmacy,0.999494114378,Pharmacy,4,1,1,1,1,0.956324728287,vial,2_ml,soln,
1005,936,MORPHINE 1 MG/ML SOLN,morphine 1_mg/ml solution,Pharmacy,ONLINE,2016-09-16,morphine,soln,1_mg/ml,,Pharmacy,0.98,Pharmacy,0.980453024384,Pharmacy,0.916000203605,Pharmacy,0.984185461308,Pharmacy,4,1,1,1,1,0.965159672324,morphine,soln,1_mg/ml,
1006,1102,POTASSIUM CHLORIDE 10 % 1.33 MEQ/ML LIQD 473 ML,potassium chloride 10% 1.33_meq/ml liquid 473_ml,Pharmacy,ONLINE,2016-09-16,potassium,chloride,liqd,,Pharmacy,0.96,Pharmacy,0.994048347048,Pharmacy,0.950123172693,Pharmacy,0.999975396895,Pharmacy,4,1,1,1,1,0.976036729159,potassium,chloride,liqd,
1007,3513,ALBUMIN HUMAN 25 % SOLN,albumin human 25% solution,Pharmacy,RETROSPECTIVE,2016-07-12,albumin,soln,human,25%,Pharmacy,0.98,Pharmacy,0.602817850513,Pharmacy,0.682269721772,OR / Anesthesia / Recovery Room,0.679885478813,Pharmacy,3,1,1,1,0,0.566271893071,albumin,soln,human,25%
1008,3559,GUAIFENESIN 600MG,guaifenesin 600_mg,Pharmacy,RETROSPECTIVE,2016-07-12,guaifenesin,600_mg,,,Pharmacy,0.85,Pharmacy,0.986457815066,Pharmacy,0.921703892603,Pharmacy,0.992302291042,Pharmacy,4,1,1,1,1,0.937615999678,guaifenesin,600_mg,,
1009,6753,HCHG THERAPEUTIC PLASMA EXCHANGE,therapeutic plasma exchange,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,exchange,plasma,therapeutic,,OR / Anesthesia / Recovery Room,0.75,Laboratory,0.504102002235,Laboratory,0.761427805706,Nursing Services,0.656302548146,Laboratory,2,0,1,1,0,0.316382451985,exchange,plasma,therapeutic,
1010,5773,LEVOTHYROXINE 100 MCG SOLR,levothyroxine 100 microgram solution,Pharmacy,RETROSPECTIVE,2016-07-13,mcg,solution,levothyroxine,,Pharmacy,0.88,Pharmacy,0.928018104782,Pharmacy,0.932729943877,Pharmacy,0.851293448334,Pharmacy,4,1,1,1,1,0.898010374248,mcg,solution,levothyroxine,
1011,6627,HCHG CATH KUMPE 5FR 40CM,catheter kumpe 5fr 40cm,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,kumpe,cath,40cm,5fr,OR / Anesthesia / Recovery Room,0.72,Supply,0.911384858699,Supply,0.873345726563,Supply,0.989357822146,Supply,3,0,1,1,1,0.693522101852,kumpe,cath,40cm,5fr
1012,6360,CEFOTAXIME 100 MG/SWI 1 ML CEFOTAXIME 100 MG/SWI 1 ML,cefotaxime 100 mg/swi 1 ml cefotaxime 100 mg/swi 1 ml,Pharmacy,ONLINE,2016-10-06,1_ml,,,,Pharmacy,0.77,OR / Anesthesia / Recovery Room,0.63151453206,OR / Anesthesia / Recovery Room,0.559903622265,OR / Anesthesia / Recovery Room,0.993627591453,OR / Anesthesia / Recovery Room,3,0,1,1,1,0.546261436445,ml,mg,,
1013,2186,GLUCOSE QUANTITATIVE BLOOD (EXCEPT,glucose quantitative blood except,Laboratory,RETROSPECTIVE,2016-07-12,quantitative,except,blood,glucose,Laboratory,0.93,Laboratory,0.93551416485,Laboratory,0.867282391255,Laboratory,0.99748826487,Laboratory,4,1,1,1,1,0.932571205244,quantitative,except,blood,glucose
1014,4990,HB NEEDLE ELECSURG CO L3CM STR SL,needle electrosurgical co l3cm sterile sleeve,Supply,RETROSPECTIVE,2016-07-13,silk,needle,co,strip,Supply,0.72,Supply,0.927025436911,Supply,0.881961749544,Supply,0.997984610624,Supply,4,1,1,1,1,0.88174294927,needle,co,sterile,
1015,6114,CULTURE TYPING NUCLEIC ACI,culture typing nucleic acid,Laboratory,ONLINE,2016-09-16,nucleic,culture,aci,typing,Laboratory,0.84,Laboratory,0.974151691856,Laboratory,0.943512928209,Laboratory,0.999412649236,Laboratory,4,1,1,1,1,0.939269317325,nucleic,culture,acid,typing
