,Id,Original Description,Normalized Description,Charge Class,FLAG,CREATE_DT,FTR1,FTR2,FTR3,FTR4,Predicted_Class_Jaro,Prob_Jaro,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Voted Output,Sum Correct,Correct_Jaro,Correct_Logistic_OvR,Confidence Score,Feature 1,Feature 2,Feature 3,Feature 4
1031,6919,US PELVIS NON OB LMTD US BLADDER LIMITED,us pelvis non ob lmtd us bladder limited,Radiology,ONLINE,2016-10-12,pelvis,non,limited,,Radiology,0.73,Radiology,0.780112153308,Radiology,2,1,1,0.755056076654,pelvis,non,us,limited
1032,6803,MDI INSTRUCTION,mdi instruction,Respiratory Therapy,ONLINE,2016-10-12,mdi,instruction,,,Nursing Services,0.77,Pharmacy,0.714534245361,Nursing Services,1,1,0,0.385,mdi,instruction,,
1033,1137,PROTEIN C ACTIVIT,protein c activited,Laboratory,ONLINE,2016-09-16,protein,c,activity,,Laboratory,0.78,Laboratory,0.848421628101,Laboratory,2,1,1,0.814210814051,protein,activited,c,
1034,5232,15735252 - RIVAROXABAN 15MG TABLET,rivaroxaban 15_mg tablet,Pharmacy,RETROSPECTIVE,2016-07-13,rivaroxaban,15_mg,tablet,,Pharmacy,0.95,Pharmacy,0.941948379274,Pharmacy,2,1,1,0.945974189637,rivaroxaban,15_mg,tablet,
1035,289,SODIUM CHLORIDE 0.9%,sodium chloride 0.9%,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,0.90%,chloride,sodium,,Diluent / Flush / Irrigant,0.98,Diluent / Flush / Irrigant,0.591313690498,Diluent / Flush / Irrigant,2,1,1,0.785656845249,0.9%,chloride,sodium,
1036,2612,LANSOPRAZOLE SOLUTAB 30MG,lansoprazole solutab 30_mg,Pharmacy,RETROSPECTIVE,2016-07-12,30_mg,lansoprazole,solutab,,Pharmacy,0.72,Pharmacy,0.882186568417,Pharmacy,2,1,1,0.801093284209,30_mg,lansoprazole,solutab,
1037,5031,HB ZOFRAN ODT 4MG,zofran oral dissolving tab 4_mg,Pharmacy,RETROSPECTIVE,2016-07-13,zofran,odt,4_mg,,Pharmacy,0.77,Pharmacy,0.909162868036,Pharmacy,2,1,1,0.839581434018,oral,tab,4_mg,
1038,3182,TUBING SX MDVC L6FT OD6MM NONC,tubing suction mdvc l6ft od6mm nonc,Supply,RETROSPECTIVE,2016-07-12,l6ft,nonce,od6mm,tubing,Supply,0.96,Supply,0.933116419472,Supply,2,1,1,0.946558209736,tubing,sx,,
1039,2701,NICOTINE 21 MG/24 HR PATCH; NICOTINE TRANS SYS,nicotine 21_mg/24 hour patch nicotine transdermal system,Plan Benefit,RETROSPECTIVE,2016-07-12,trans,nicotine,system,hour,Plan Benefit,0.86,Plan Benefit,0.855875166258,Plan Benefit,2,1,1,0.857937583129,nicotine,system,hr,patch
1040,5626,HB CEFAZOLIN NA 1GM VIAL,cefazolin sodium 1_gm vial,Pharmacy,RETROSPECTIVE,2016-07-13,1_gm,vial,cefazolin,na,Pharmacy,0.88,Pharmacy,0.831711350523,Pharmacy,2,1,1,0.855855675262,1_gm,vial,cefazolin,na
1041,1646,NOREPINEPHRINE I 1MG/,norepinephrine  1_mg/,Pharmacy,ONLINE,2016-08-29,norepinephrine,1_mg/,,,Pharmacy,0.87,Pharmacy,0.867843694736,Pharmacy,2,1,1,0.868921847368,norepinephrine,1_mg/,,
1042,3245,CARDIAC MONITOR PER DAY,cardiac monitor per day,Monitoring,RETROSPECTIVE,2016-07-12,cardiac,monitor,per,day,Supply,0.74,Respiratory Therapy,0.45840875446,Supply,1,1,0,0.37,cardiac,monitor,per,day
1043,563,HC GAIT TRAINING,gait training,PT / OT / Speech Therapy,ONLINE,2016-09-16,training,gait,,,PT / OT / Speech Therapy,0.85,PT / OT / Speech Therapy,0.641699781027,PT / OT / Speech Therapy,2,1,1,0.745849890514,training,gait,,
1044,4354,27907923 - PERIPH INS PICC >5 NO PRT/PMP,peripheral insert peripherally_inserted_central_catheter greater_than 5 no port/pump,Procedure,RETROSPECTIVE,2016-07-13,greater_than,insert,peripheral,port,Procedure,0.7,Procedure,0.773980996211,Procedure,2,1,1,0.736990498105,insert,periph,port,pump
1045,457,GLYCOPYRROLATE 0.4MG/2ML BD SY,glycopyrrolate 0.4_mg/2_ml bd syringe,Pharmacy,ONLINE,2016-09-16,sy,0.4_mg/2_ml,bard,glycopyrrolate,Pharmacy,0.89,Pharmacy,0.957903125491,Pharmacy,2,1,1,0.923951562746,bd,0.4_mg/2_ml,sy,glycopyrrolate
1046,3395,FLUDROCORTISONE 0.1 MG TAB,fludrocortisone 0.1_mg tablet,Pharmacy,RETROSPECTIVE,2016-07-12,fludrocortisone,0.1_mg,tab,,Pharmacy,0.78,Pharmacy,0.950856384099,Pharmacy,2,1,1,0.86542819205,fludrocortisone,0.1_mg,tab,
1047,1354,TROPHAMINE SOLP 500 ML BAG,trophamine solution 500_ml bag,Pharmacy,ONLINE,2016-09-16,trophamine,bag,solution,500_ml,Pharmacy,0.8,Diluent / Flush / Irrigant,0.605698212668,Pharmacy,1,1,0,0.4,trophamine,bag,solution,500_ml
1048,248,SOD CHL 0.9% 50ML MINIPL,sodium chloride 0.9% 50_ml minipl,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,50_ml,minipl,chloride,sodium,Supply,0.86,Diluent / Flush / Irrigant,0.768260996586,Supply,1,1,0,0.43,50_ml,chloride,sodium,
1049,3570,VANCOMYCIN 1GM INJ,vancomycin 1_gm injection,Pharmacy,RETROSPECTIVE,2016-07-12,1gm,inj,vancomycin,,Pharmacy,0.92,Pharmacy,0.891057443651,Pharmacy,2,1,1,0.905528721826,1_gm,inj,vancomycin,
1050,6520,C REACTIVE PROTEIN C REACTIVE PROTEIN,c reactive protein c reactive protein,Laboratory,ONLINE,2016-10-12,reactive,protein,,,Laboratory,0.83,Laboratory,0.806224895058,Laboratory,2,1,1,0.818112447529,reactive,protein,,
1051,5967,TELMISARTAN 40 MG TABLET,telmisartan 40_mg tablet,Pharmacy,RETROSPECTIVE,2016-07-13,telmisartan,tablet,40_mg,,Pharmacy,0.97,Pharmacy,0.943222354249,Pharmacy,2,1,1,0.956611177124,telmisartan,tablet,40_mg,
1052,1445,BUMETANIDE 0.25 MG/ML SOLN,bumetanide 0.25_mg/ml solution,Pharmacy,ONLINE,2016-09-19,bumetanide,soln,0.25_mg/ml,,Pharmacy,0.91,Pharmacy,0.932550919515,Pharmacy,2,1,1,0.921275459758,bumetanide,soln,0.25_mg/ml,
1053,5434,AMOXIL 500MG CAP,amoxil 500_mg capture,Pharmacy,RETROSPECTIVE,2016-07-13,capture,500_mg,amoxil,,Pharmacy,0.8,Pharmacy,0.935011003145,Pharmacy,2,1,1,0.867505501572,capture,500_mg,amoxil,
1054,878,LIPASE/PROTEASE/AMYLASE 12000 UNITS CPEP,lipase/protease/amylase 12000_units cpep,Pharmacy,ONLINE,2016-09-16,amylase,lipase,,,Laboratory,0.81,Laboratory,0.869624181129,Laboratory,2,1,1,0.839812090564,amylase,,,
1055,6547,COMPLEMENT AG EA 90 C3 COMPLEMENT,complement agar ea 90 c3 complement,Laboratory,ONLINE,2016-10-12,c3,agar,complement,ea,Laboratory,0.72,Laboratory,0.851499775547,Laboratory,2,1,1,0.785749887773,c3,agar,complement,ea
1056,5808,METOPROLOL TARTRATE 25 MG TABLET,metoprolol tartrate 25_mg tablet,Pharmacy,RETROSPECTIVE,2016-07-13,metoprolol,25_mg,tablet,tartrate,Pharmacy,0.98,Pharmacy,0.931851881558,Pharmacy,2,1,1,0.955925940779,metoprolol,25_mg,tablet,tartrate
1057,5446,ANTIBODY SCREEN RBC EACH SERUM,antibody screen red_blood_cell each serum,Laboratory,RETROSPECTIVE,2016-07-13,red_blood_cell,screen,antibody,serum,Laboratory,0.85,Laboratory,0.899805778563,Laboratory,2,1,1,0.874902889281,rbc,screen,antibody,serum
1058,2357,GLUCOSE BY GMD,glucose by glucose_monitioring_device,Monitoring,RETROSPECTIVE,2016-07-12,bay,GMD,glucose,,Laboratory,0.86,Monitoring,0.720123176914,Laboratory,1,1,0,0.43,gmd,glucose,,
1059,5472,BLOOD CULTURE AEROBIC,blood culture aerobic,Laboratory,RETROSPECTIVE,2016-07-13,aerobic,culture,blood,,Laboratory,0.85,Laboratory,0.963024634802,Laboratory,2,1,1,0.906512317401,aerobic,culture,blood,
1060,3237,TELEVISION,television,Plan Benefit,RETROSPECTIVE,2016-07-12,television,,,,Plan Benefit,0.76,Supply,0.430282500727,Plan Benefit,1,1,0,0.38,television,,,
1061,1367,TYMPANOMETRY,tympanometry,Procedure,ONLINE,2016-09-16,tympanometry,,,,Procedure,0.95,Procedure,0.363185580252,Procedure,2,1,1,0.656592790126,tympanometry,,,
1062,5584,FUNGAL CULTURE (FUNG),fungal culture fungi,Laboratory,RETROSPECTIVE,2016-07-13,culture,fungal,fungi,,Laboratory,0.69,Laboratory,0.896044142667,Laboratory,2,1,1,0.793022071334,culture,fungal,fungi,
1063,315,SODIUM CHLORIDE 0.9% SOL,sodium chloride 0.9% solution,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,0.90%,chloride,solution,sodium,Diluent / Flush / Irrigant,0.98,Diluent / Flush / Irrigant,0.738364054562,Diluent / Flush / Irrigant,2,1,1,0.859182027281,0.9%,chloride,sol,sodium
1064,5811,METRONIDAZOLE 500 MG IVPB,metronidazole 500_mg intravenous_piggyback,Pharmacy,RETROSPECTIVE,2016-07-13,metronidazole,500_mg,intravenous_piggyback,,Pharmacy,0.91,Pharmacy,0.90634072164,Pharmacy,2,1,1,0.90817036082,metronidazole,500_mg,ivpb,
1065,6796,LORAZEPAM 2 MG/ML INJECTION SOLUTION,lorazepam 2 mg/ml injection solution,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,lorazepam,2_mg/ml,injection,solution,Pharmacy,0.85,Pharmacy,0.653149805892,Pharmacy,2,1,1,0.751574902946,ml,lorazepam,injection,mg
1066,3973,PRO-STAT 101 15GM LIQUID,products stat 101 15_gm liquid,Supply,RETROSPECTIVE,2016-07-12,stat,liquid,,,Plan Benefit,0.74,Pharmacy,0.59344205328,Plan Benefit,1,1,0,0.37,15_gm,stat,products,liquid
1067,1832,ADH TOP MASTISL 2/3ML VI 0523-,adhesive topical mastisol 2/3_ml vi 0523,Supply,ONLINE,2016-09-16,vi,adhesive,topical,,Pharmacy,0.67,Supply,0.563897480232,Pharmacy,1,1,0,0.335,adhesive,,,
1068,2622,LORAZEPAM 2 MG/ML SOLN 10 ML VIAL[10467],lorazepam 2_mg/ml solution 10_ml vial 10467,Pharmacy,RETROSPECTIVE,2016-07-12,vial,lorazepam,10_ml,solution,Pharmacy,0.86,Pharmacy,0.958412208224,Pharmacy,2,1,1,0.909206104112,vial,lorazepam,10_ml,soln
1069,2461,POC HEMATOCRIT,point_of_care hematocrit,Monitoring,RETROSPECTIVE,2016-07-12,hematocrit,POC,,,Monitoring,0.9,Monitoring,0.879710777638,Monitoring,2,1,1,0.889855388819,hematocrit,poc,,
1070,1497,H IAAD EIA LAV-1 AG W/LAV-,iaad eia lav 1 ag with lavage,Laboratory,ONLINE,2016-09-19,silver,,,,Plan Benefit,0.64,Pharmacy,0.683830079775,Pharmacy,1,0,1,0.341915039888,eia,lavage,lav,iaad
1071,6492,ALBUMIN VL 25% 100ML ALBUMIN HUMAN 25% 100 ML BTL,albumin vial 25% 100 ml albumin human 25% 100 ml bottle,Pharmacy,ONLINE,2016-10-12,vial,100_ml,albumin,bottle,Pharmacy,0.73,Pharmacy,0.948307568433,Pharmacy,2,1,1,0.839153784217,vial,ml,albumin,bottle
1072,2459,P-OX SINGLE CHK,powder oximetry single check,Monitoring,RETROSPECTIVE,2016-07-12,p,single,oximetry,check,Laboratory,0.71,Monitoring,0.750950026036,Monitoring,1,0,1,0.375475013018,single,oximetry,powder,chk
1073,4595,DRAPE EXTREMITY LWR 88X131IN 89276 - CSC,drape extremity lower 88x131 inches 89276 central_supply service,Supply,RETROSPECTIVE,2016-07-13,drape,inches,,,Supply,0.66,Supply,0.761583352208,Supply,2,1,1,0.710791676104,lower,drape,service,inches
1074,2465,POC-GLUCOSE BLOOD MONITOR,point_of_care glucose blood monitor,Monitoring,RETROSPECTIVE,2016-07-12,POC,monitor,blood,glucose,Monitoring,0.82,Monitoring,0.943818866746,Monitoring,2,1,1,0.881909433373,point_of_care,monitor,blood,glucose
1075,1675,SURGICELE 2X3,surgicele 2x3,Supply,ONLINE,2016-08-29,2x3,surgicele,,,Supply,0.78,Supply,0.158861413605,Supply,2,1,1,0.469430706802,2x3,surgicele,,
1076,677,HC URINALYSIS AUTOMATED WITH MICRO,urinalysis automated with microscopy,Laboratory,ONLINE,2016-09-16,urinalysis,micro,automated,,Laboratory,0.9,Laboratory,0.866157043347,Laboratory,2,1,1,0.883078521674,urinalysis,microscopy,automated,
1077,25,H PUMP INFUSION DAILY,pump infusion daily,Capital Equipment,RETROSPECTIVE,2016-07-12,pump,infusion,daily,,Capital Equipment,0.84,Capital Equipment,0.868379541856,Capital Equipment,2,1,1,0.854189770928,pump,infusion,daily,
1078,4192,SODIUM ACETATE 2 MEQ/ML SOLN 20 ML EXTEMP,sodium acetate 2_meq/ml solution 20_ml extemp,Pharmacy,RETROSPECTIVE,2016-07-12,20_ml,soln,sodium,,Pharmacy,0.88,Pharmacy,0.836036474995,Pharmacy,2,1,1,0.858018237497,extemp,20_ml,soln,acetate
1079,4226,CRP-HIGH SENSITIVITY,c_reactive_protein high sensitivity,Laboratory,RETROSPECTIVE,2016-07-12,high,carp,sensitivity,,OR / Anesthesia / Recovery Room,0.78,Laboratory,0.898662780178,Laboratory,1,0,1,0.449331390089,high,c_reactive_protein,sensitivity,
1080,104,DEXTROSE 5% IN,dextrose 5% injection,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,5%,injection,dextrose,,Diluent / Flush / Irrigant,0.97,Pharmacy,0.49308758088,Diluent / Flush / Irrigant,1,1,0,0.485,5%,injection,dextrose,
1081,2243,LACTATE (LACTI,lactate lactate,Laboratory,RETROSPECTIVE,2016-07-12,lactate,,,,Laboratory,0.94,Laboratory,0.798307020981,Laboratory,2,1,1,0.869153510491,lactate,,,
1082,6608,HCHG ANTITHROMBIN III ASSAY,antithrombin 3 assay,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,assay,antithrombin,,,Laboratory,0.77,Laboratory,0.816032187538,Laboratory,2,1,1,0.793016093769,assay,antithrombin,,
1083,275,SODIUM CHLORIDE 0.,sodium chloride 0,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,chloride,sodium,,,Diluent / Flush / Irrigant,0.98,Diluent / Flush / Irrigant,0.591313690498,Diluent / Flush / Irrigant,2,1,1,0.785656845249,chloride,sodium,,
1084,1580,US QUID VASC ACCESS,ultrasound guide vascular access,Radiology,ONLINE,2016-09-19,access,us,vascular,quid,Radiology,0.96,Radiology,0.792230501656,Radiology,2,1,1,0.876115250828,access,us,guide,vascular
1085,4261,AUDIT EVOKED POTENTIAL LIMITED,auditory evoked potential limited,PT / OT / Speech Therapy,RETROSPECTIVE,2016-07-12,audit,limited,evoked,,PT / OT / Speech Therapy,0.7,Procedure,0.399950585233,PT / OT / Speech Therapy,1,1,0,0.35,limited,evoked,potential,auditory
1086,5575,FENTANYL PF (SUBLIMAZE) 50 MCG/ML INJECTION 50,fentanyl partial_fill sublimaze 50 mcg/ml injection 50,Pharmacy,RETROSPECTIVE,2016-07-13,mcg,partial_fill,injection,fentanyl,OR / Anesthesia / Recovery Room,0.77,Pharmacy,0.82590082518,Pharmacy,1,0,1,0.41295041259,mcg,pf,injection,fentanyl
1087,3906,HEPARIN (PORCINE) 1 000 UNIT/ML SOLN 1 ML VIAL,heparin porcine 1 000_units/ml solution 1_ml vial,Pharmacy,RETROSPECTIVE,2016-07-12,heparin,vial,1_ml,soln,Diluent / Flush / Irrigant,0.93,Pharmacy,0.787830460191,Diluent / Flush / Irrigant,1,1,0,0.465,heparin,vial,1_ml,soln
1088,5364,77959715 - TRAY MAHURKAR 13.5FRX19.5CM SE,tray mahurkar 13.5frx19.5cm set,Supply,RETROSPECTIVE,2016-07-13,set,tray,13.5frx19.5cm,mahurkar,Laboratory,0.69,Supply,0.930817745286,Supply,1,0,1,0.465408872643,se,tray,13.5frx19.5cm,mahurkar
1089,4635,GI LEV 2 EA ADD MIN,gastrointestinal level 2 each additional minute,Radiology,RETROSPECTIVE,2016-07-13,gastrointestinal,minutes,additional,level,OR / Anesthesia / Recovery Room,0.86,OR / Anesthesia / Recovery Room,0.73775688178,OR / Anesthesia / Recovery Room,2,1,1,0.79887844089,gi,additional,minute,lev
1090,3168,TRAY TRACH CARE DISP,tray tracheostomy care disposable,Supply,RETROSPECTIVE,2016-07-12,tracheostomy,disposable,tray,care,Supply,0.86,Supply,0.866013902321,Supply,2,1,1,0.863006951161,trach,disp,tray,care
1091,679,HC US ECHOCARDIOGRAPHY LIMITED,ultrasound echocardiography limited,Radiology,ONLINE,2016-09-16,echocardiography,us,limited,,Cardiology,0.85,Radiology,0.523062859107,Cardiology,1,1,0,0.425,echocardiography,us,limited,
1092,4863,VALACYCLOVIR- 500MG TABLET,valacyclovir 500_mg tablet,Pharmacy,RETROSPECTIVE,2016-07-13,valacyclovir,tablet,500_mg,,Pharmacy,0.83,Pharmacy,0.958183383913,Pharmacy,2,1,1,0.894091691956,valacyclovir,tablet,500_mg,
1093,6554,CULTURE URINE W/ COLONY CT URINE CULTURE,culture urine with colony ct urine culture,Laboratory,ONLINE,2016-10-12,culture,urine,colony,,Laboratory,0.78,Laboratory,0.916693606905,Laboratory,2,1,1,0.848346803452,culture,urine,,
1094,1020,OT EVALUATION,occupational_therapy evaluation,PT / OT / Speech Therapy,ONLINE,2016-09-16,evaluation,ot,,,Respiratory Therapy,0.85,PT / OT / Speech Therapy,0.847650184411,Respiratory Therapy,1,1,0,0.425,evaluation,ot,,
1095,359,ANTITHROM REC 100-NDC04297612102,antithrombin recombinant 100 ndc04297612102,Plan Benefit,RETROSPECTIVE,2016-07-12,antithrombic,rec,ndc04297612102,,Supply,0.71,Laboratory,0.521246413478,Supply,1,1,0,0.355,ndc04297612102,recombinant,antithrombin,
1096,1244,SODIUM CHLORIDE POWD,sodium_chloride powder,Pharmacy,ONLINE,2016-09-16,chloride,powder,sodium,,Diluent / Flush / Irrigant,0.93,Diluent / Flush / Irrigant,0.50339850436,Diluent / Flush / Irrigant,2,1,1,0.71669925218,powder,sodium_chloride,,
1097,1670,SILVER SULFADIAZINE C,silver sulfadiazine cream,Pharmacy,ONLINE,2016-08-29,c,sulfadiazine,silver,,Pharmacy,0.92,Pharmacy,0.861628954926,Pharmacy,2,1,1,0.890814477463,sulfadiazine,silver,cream,
1098,5847,OSMOLALITY  URINE (UOSMO),osmolality urine uosmo,Laboratory,RETROSPECTIVE,2016-07-13,urine,osmolality,uosmo,,Monitoring,0.71,Laboratory,0.841447731693,Laboratory,1,0,1,0.420723865847,urine,osmolality,uosmo,
1099,6317,FORMULA: ELECARE 20 KCAL/O,formula elecare 20 kcal/o,Supply,ONLINE,2016-09-16,elecare,formula,kcal,o_intraoperative_neurophysiologic_monitoring,Supply,0.89,Supply,0.560545217811,Supply,2,1,1,0.725272608905,elecare,formula,kcal,o
1100,6847,ONDANSETRON HCL PF 4 MG/2 ML INJECTION SOLUTION,ondansetron hcl partial fill 4 mg/2 ml injection solution,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,partial_fill,ondansetron,injection,hcl,Pharmacy,0.79,OR / Anesthesia / Recovery Room,0.749867206831,Pharmacy,1,1,0,0.395,partial,ml,solution,ondansetron
1101,5876,POTASSIUM  SERUM,potassium serum,Laboratory,RETROSPECTIVE,2016-07-13,potassium,serum,,,Laboratory,1.0,Laboratory,0.833083193478,Laboratory,2,1,1,0.916541596739,potassium,serum,,
1102,6924,VECURONIUM 10 MG INJ VECURONIUM 10 MG VIAL,vecuronium 10 mg injection vecuronium 10 mg vial,Pharmacy,ONLINE,2016-10-12,vial,injection,10_mg,,Pharmacy,0.83,Pharmacy,0.916231528398,Pharmacy,2,1,1,0.873115764199,vial,mg,inj,
1103,5738,INSULIN LISPRO 50U-100U/ML 1U,insulin lispro 50u 100_units/ml 1u,Pharmacy,RETROSPECTIVE,2016-07-13,lispro,insulin,,,Pharmacy,0.82,Pharmacy,0.946283049605,Pharmacy,2,1,1,0.883141524802,lispro,insulin,,
1104,4639,GROSS/MICRO II,gross/miscroscopic ii,Laboratory,RETROSPECTIVE,2016-07-13,ii,gross,miscroscopic,,Supply,0.68,Laboratory,0.719333942076,Laboratory,1,0,1,0.359666971038,ii,gross,miscroscopic,
1105,2493,PULSE OX SINGLE,pulse oximetry single,Monitoring,RETROSPECTIVE,2016-07-12,single,oximetry,pulse,,Monitoring,0.92,Monitoring,0.826722567031,Monitoring,2,1,1,0.873361283515,single,ox,pulse,
1106,4988,HB MRI L-SPINE W/ CONTRAST,magnetic_resonance_imagery lumbar spine with contrast,Radiology,RETROSPECTIVE,2016-07-13,spine,mri,l,contrast,Radiology,0.97,Radiology,0.694031122991,Radiology,2,1,1,0.832015561496,spine,mri,contrast,lumbar
1107,4529,BLOOD GAS W CALC 02 SAT,blood_gas with calculated oxygen saturation,Laboratory,RETROSPECTIVE,2016-07-13,saturation,calc,gas,blood,Laboratory,0.86,Laboratory,0.517676717953,Laboratory,2,1,1,0.688838358977,calculated,sat,oxygen,blood_gas
1108,6397,GENERAL ANES INIT 15MIN,general anes init 15min,OR / Anesthesia / Recovery Room,ONLINE,2016-10-06,anes,init,15min,general,OR / Anesthesia / Recovery Room,0.83,OR / Anesthesia / Recovery Room,0.378481999695,OR / Anesthesia / Recovery Room,2,1,1,0.604240999847,anes,init,15min,general
1109,2301,80000012-HC GLUCOSE BLD BY MONITOR DEVICE,hc glucose blood by monitor device,Monitoring,RETROSPECTIVE,2016-07-12,device,bay,monitor,blood,Monitoring,0.89,Monitoring,0.867772616114,Monitoring,2,1,1,0.878886308057,device,monitor,bld,glucose
1110,3427,ALBUTEROL SULFATE 0.083% INTERMITTENT I,albuterol sulfate 0.083% intermittent i,Pharmacy,RETROSPECTIVE,2016-07-12,0.08%,albuterol,sulfate,intermittent,Pharmacy,0.75,Pharmacy,0.917032582796,Pharmacy,2,1,1,0.833516291398,0.083%,albuterol,sulfate,intermittent
1111,1620,FENTANYL IN 100MCG(10,fentanyl injection 100mcg 10,Pharmacy,ONLINE,2016-08-29,100mcg,fentanyl,inches,,Pharmacy,0.86,Pharmacy,0.937558536818,Pharmacy,2,1,1,0.898779268409,injection,fentanyl,100mcg,
1112,1802,PROCE RED CELL LEUKOREDUCE,processed red cell leukoreduced,Blood Products,ONLINE,2016-09-01,proce,cell,leukoreduced,red,Blood Products,0.81,Laboratory,0.504400949024,Blood Products,1,1,0,0.405,cell,leukoreduced,processed,red
1113,6690,HCHG HEMOFILTRATION PROCEDURE,hemofiltration procedure,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,hemofiltration,procedure,,,OR / Anesthesia / Recovery Room,0.77,Respiratory Therapy,0.339377180412,OR / Anesthesia / Recovery Room,1,1,0,0.385,hemofiltration,procedure,,
1114,6251,ERTAPENEM 1 GM INJ,ertapenem 1_gm injection,Pharmacy,ONLINE,2016-09-16,1_gm,inj,ertapenem,,Pharmacy,0.78,Pharmacy,0.922396848831,Pharmacy,2,1,1,0.851198424416,1_gm,inj,ertapenem,
1115,2045,CISATRACURIUM 2 MG/ML SOLN 5 ML VIAL,cisatracurium 2_mg/ml solution 5_ml vial,Pharmacy,ONLINE,2016-09-16,vial,soln,5_ml,,Pharmacy,0.97,Pharmacy,0.972028669109,Pharmacy,2,1,1,0.971014334555,vial,5_ml,soln,cisatracurium
1116,3863,SOLN IV NSS 1000ML 2B1324,solution intravenous normal_saline_sterile 1000_ml 2b1324,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,soln,1000_ml,iv,,Pharmacy,0.75,Diluent / Flush / Irrigant,0.709943151351,Pharmacy,1,1,0,0.375,1000_ml,soln,nss,iv
1117,4858,U/S ABD VISERAL DOP/PELVIC,ultrasound abdomen visceral doppler/pelvic,Radiology,RETROSPECTIVE,2016-07-13,drop,sigma,abdomen,,Radiology,0.73,Radiology,0.790664154037,Radiology,2,1,1,0.760332077019,ultrasound,doppler,abd,
1118,6805,MELATONIN 3 MG TABLET,melatonin 3 mg tablet,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,melatonin,tablet,3_mg,,Pharmacy,0.92,Pharmacy,0.817295941589,Pharmacy,2,1,1,0.868647970794,melatonin,mg,tablet,
1119,1263,SPIRONOLACTONE 25 MG TAB 500 EACH BOTTLE,spironolactone 25_mg tablet 500 each bottle,Pharmacy,ONLINE,2016-09-16,spironolactone,bottle,tab,25_mg,Pharmacy,0.87,Pharmacy,0.947231493985,Pharmacy,2,1,1,0.908615746993,spironolactone,bottle,tab,25_mg
1120,4728,PACU LEV 2 INI 15 MN,post anesthesia care unit level 2 initial 15_minutes,OR / Anesthesia / Recovery Room,RETROSPECTIVE,2016-07-13,pacu,midnight,ini,level,OR / Anesthesia / Recovery Room,0.79,OR / Anesthesia / Recovery Room,0.878443957406,OR / Anesthesia / Recovery Room,2,1,1,0.834221978703,lev,initial,15_minutes,post
1121,3319,HC GLUCOSE BLOOD TEST,glucose blood test,Laboratory,RETROSPECTIVE,2016-07-12,test,blood,glucose,,Laboratory,0.92,Monitoring,0.478663573733,Laboratory,1,1,0,0.46,test,blood,glucose,
1122,3850,POLYETHYLENE GLYCOL 3350 PACKET 17G UD,polyethylene glucol 3350 packet 17_gm ud,Pharmacy,RETROSPECTIVE,2016-07-12,udi,,,,Pharmacy,0.93,Pharmacy,0.713553025526,Pharmacy,2,1,1,0.821776512763,ud,polyethylene,packet,
1123,3167,TRAY TRACH CARE CLEANING,tray tracheostomy care cleaning,Supply,RETROSPECTIVE,2016-07-12,tracheostomy,tray,cleaning,care,Supply,0.88,Supply,0.709543510183,Supply,2,1,1,0.794771755091,trach,tray,cleaning,care
1124,4591,DOCUSATE NA 100MG CP,docusate sodium 100_mg capsule,Pharmacy,RETROSPECTIVE,2016-07-13,100_mg,cpap,docusate,sodium,Pharmacy,0.92,Pharmacy,0.932270044101,Pharmacy,2,1,1,0.92613502205,100_mg,capsule,docusate,na
1125,4864,VANCOMYCIN HCL. 500 MG-INJ,vancomycin hydrochloride 500_mg injection,Pharmacy,RETROSPECTIVE,2016-07-13,injection,500_mg,vancomycin,hcl,Pharmacy,0.94,Pharmacy,0.964928654997,Pharmacy,2,1,1,0.952464327499,injection,vancomycin,500_mg,hydrochloride
1126,1590,BAG DRN BARD URMTR IN,bag drain bard urimeter indwelling,Supply,ONLINE,2016-08-29,bag,inches,,,Nursing Services,0.71,Supply,0.845508586318,Supply,1,0,1,0.422754293159,bag,drain,,
1127,1449,CARBOHYDRATE DEFICIENT TRA,carbohydrate deficient transferrin,Laboratory,ONLINE,2016-09-19,carbohydrate,deficient,tra,,Laboratory,0.73,Laboratory,0.886497729353,Laboratory,2,1,1,0.808248864676,carbohydrate,deficient,transferrin,
1128,2680,SENNA 8.8 MG/5 ML ORAL S,senna 8.8_mg/5_ml oral sigma,Pharmacy,RETROSPECTIVE,2016-07-12,8.8mg/5_ml,senna,oral,,Pharmacy,0.85,Pharmacy,0.899026965322,Pharmacy,2,1,1,0.874513482661,8.8_mg/5_ml,oral,senna,sigma
1129,6075,CONN S CUF 2TB DINACLK SM AD L,conn s cuff 2tb dinaclk small ad l,Supply,ONLINE,2016-09-16,connector,cuff,ad,,Respiratory Therapy,0.7,Supply,0.828742719558,Supply,1,0,1,0.414371359779,small,cuff,,
