,DESC_ID,ORIG_DESC,NORM_DESC,CHRG_CLS,FLAG,CREATE_DT,FTR1,FTR2,FTR3,FTR4,Predicted_Class_Jaro,Prob_Jaro,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Predicted_Class_DeepNN,Prob_DeepNN,Voted Output,Voting Algorithm,Sum Correct,Correct_Jaro,Correct_Logistic_OvR,Correct_DeepNN,Confidence Score,Feature 1,Feature 2,Feature 3,Feature 4
638,4730,ASSAY OF CALCIUM IONIZED,assay of calcium ionized,Laboratory,ONLINE,16/09/2016,calcium,ionized,assay,,Laboratory,0.89,Laboratory,0.87922930941,Laboratory,0.997932226804,Laboratory,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.922387178738,calcium,ionized,assay,
639,3377,TRANSFUSION BLOOD OR BLOOD COMPONE,transfusion blood or blood components,Nursing Services,RETROSPECTIVE,13/07/2016,transfusion,blood,or,,Nursing Services,0.93,Laboratory,0.561334139572,Nursing Services,0.514420672983,Nursing Services,"Jaro, DeepNN",2,1,0,1,0.481473557661,transfusion,blood,compone,
640,4867,CEPHALEXIN 500 MG CAPS,cephalexin 500_mg capsule,Pharmacy,ONLINE,16/09/2016,capsule,cephalexin,500_mg,,Pharmacy,0.82,Pharmacy,0.971166476299,Pharmacy,0.999319034274,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.930161836858,capsule,cephalexin,500_mg,
641,4864,CEFTRIAXONE 2 G SOLR 1 EACH VIAL,ceftriaxone 2 g solution 1 each vial,Pharmacy,ONLINE,16/09/2016,vial,ceftriaxone,solution,g,Pharmacy,0.83,Pharmacy,0.956753943679,Pharmacy,0.921903216187,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.902885719955,vial,ceftriaxone,solution,g
642,277,SODIUM CHLORIDE 0.45% FLUS,sodium chloride 0.45% flush,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,flush,chloride,0.45%,sodium,Diluent / Flush / Irrigant,0.94,Diluent / Flush / Irrigant,0.905223559023,Diluent / Flush / Irrigant,0.999800615914,Diluent / Flush / Irrigant,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.948341391646,flus,chloride,0.45%,sodium
643,5866,PROCAINAMIDE PER 1 G,procainamide per 1 g,Pharmacy,ONLINE,16/09/2016,g,per,procainamide,,Pharmacy,0.75,Pharmacy,0.870254701335,Pharmacy,0.934168253239,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.851474318191,g,per,procainamide,
644,4437,C REACTIVE PROTEIN SE,c reactive protein serum,Laboratory,ONLINE,29/08/2016,reactive,protein,se,,Laboratory,0.94,Laboratory,0.946484958481,Laboratory,0.999974936724,Laboratory,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.962153298401,reactive,c,protein,serum
645,2722,30572000 - VENOUS DUPLEX IMAGE BILAT,venous duplex image bilateral,Radiology,RETROSPECTIVE,13/07/2016,venous,duplex,image,bilat,Radiology,0.75,Radiology,0.689101272515,Radiology,0.998010511469,Radiology,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.812370594661,venous,duplex,image,bilateral
646,516,ASSAY OF SERUM SODIUM,assay of serum sodium,Laboratory,RETROSPECTIVE,12/07/2016,assay,serum,sodium,,Laboratory,0.9,Laboratory,0.939093092312,Laboratory,0.999914165794,Laboratory,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.946335752702,assay,serum,sodium,
647,720,GLUCOSE BLD BY MONITOR DEVICE,glucose blood by monitor device,Monitoring,RETROSPECTIVE,12/07/2016,device,bay,monitor,blood,Monitoring,1.0,Monitoring,0.899004456938,Monitoring,0.997716778108,Monitoring,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.965573745015,device,monitor,bld,glucose
648,2163,SODIUM BICARB TAB 650MG,sodium bicarb tablet 650_mg,Pharmacy,RETROSPECTIVE,12/07/2016,650_mg,bicarb,tab,sodium,Pharmacy,0.81,Pharmacy,0.910003160881,Pharmacy,0.963217818322,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.894406993067,650_mg,bicarb,tab,sodium
649,1301,CAN SUCT,canister suction,Supply,RETROSPECTIVE,12/07/2016,suction,canister,,,Diluent / Flush / Irrigant,0.76,Supply,0.801932004189,Supply,0.997889985741,Supply,"Logistic_OvR, DeepNN",2,0,1,1,0.59994066331,suct,canister,,
650,5097,FAMOTIDINE 10 MG/ML SOLN,famotidine 10_mg/ml solution,Pharmacy,ONLINE,16/09/2016,famotidine,soln,10_mg/ml,,Pharmacy,0.88,Pharmacy,0.965863784047,Pharmacy,0.883766656532,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.909876813526,famotidine,soln,10_mg/ml,
651,2257,FERROUS SULFATE OS,ferrous sulfate mouth,Pharmacy,RETROSPECTIVE,12/07/2016,os,ferrous,sulfate,,Pharmacy,0.87,Pharmacy,0.876007803899,Pharmacy,0.975847506605,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.907285103501,os,ferrous,sulfate,
652,18,EQ PUMP  SYRINGE,equipment pump syringe,Capital Equipment,RETROSPECTIVE,12/07/2016,syringe,equipment,pump,,Capital Equipment,1.0,Capital Equipment,0.872473025619,Capital Equipment,0.998609934488,Capital Equipment,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.957027653369,syringe,eq,pump,
653,2645,HC EMER DEPT HIGH SEVERITY&THREAT FUNCJ,emergency department high severity&threat funcj,Other,RETROSPECTIVE,12/07/2016,high, , ,,Laboratory,0.72,Respiratory Therapy,0.201090498037,Other,0.865931082764,Other,DeepNN,1,0,0,1,0.288643694255,high,emergency,,
654,5986,SOL INHAL SEVOFLURANE 250ML,solution inhalation sevoflurane 250_ml,Pharmacy,ONLINE,16/09/2016,250_ml,sevoflurane,sol,inhal,Diluent / Flush / Irrigant,0.78,Diluent / Flush / Irrigant,0.391338867001,Supply,0.696693080822,Diluent / Flush / Irrigant,"Jaro, Logistic_OvR",2,1,1,0,0.390446289,250_ml,sevoflurane,sol,inhal
655,315,SODIUM CHLORIDE 0.9% SOL,sodium chloride 0.9% solution,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,0.90%,chloride,solution,sodium,Diluent / Flush / Irrigant,0.98,Diluent / Flush / Irrigant,0.800379221736,Diluent / Flush / Irrigant,0.996086404009,Diluent / Flush / Irrigant,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.925488541915,0.9%,chloride,sol,sodium
656,2960,DRAPE ULTRASOUND PROLIE 3687,drape ultrasound prolie 3687,Supply,RETROSPECTIVE,13/07/2016,ultrasound,drape,prolamine,,Laboratory,0.69,Radiology,0.52466108048,Supply,0.760934667581,Supply,DeepNN,1,0,0,1,0.253644889194,ultrasound,drape,prolie,
657,5693,NACL 0.9% INJ 50 ML,sodium_chloride 0.9% injection 50_ml,Diluent / Flush / Irrigant,ONLINE,16/09/2016,0.90%,50_ml,inj,nacl,Diluent / Flush / Irrigant,0.98,Diluent / Flush / Irrigant,0.652874875159,Diluent / Flush / Irrigant,0.998985973322,Diluent / Flush / Irrigant,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.877286949494,0.9%,50_ml,inj,nacl
658,2859,AMINO ACID 4.25/5 DE,amino acid 4.25/5 dextrose,Pharmacy,RETROSPECTIVE,13/07/2016,device,acid,4.25/5,amino,Pharmacy,0.68,Pharmacy,0.569768461458,Pharmacy,0.444165570118,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.564644677192,dextrose,acid,4.25/5,amino
659,4684,AIRWY OP BRMN MEDC 80MM X1,airway operative brmn medc 80mm x1,Supply,ONLINE,16/09/2016,airway,,,,Supply,0.74,Respiratory Therapy,0.477391444083,Supply,0.787733816187,Supply,"Jaro, DeepNN",2,1,0,1,0.509244605396,airway,,,
660,879,PULSE OXIMETRY/DAILY,pulse oximetry/daily,Monitoring,RETROSPECTIVE,12/07/2016,oximetry,daily,pulse,,Monitoring,0.96,Monitoring,0.905217881257,Monitoring,0.999945961554,Monitoring,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.95505461427,oximetry,daily,pulse,
661,1578,HB HOLDER INSTRUMENT SANI STOR 24 IN STRAP,holder instrument sanitizer storage 24 in strap,Supply,RETROSPECTIVE,12/07/2016,holder,sanai,store,strap,Monitoring,0.71,Supply,0.935578573645,Supply,0.999983481117,Supply,"Logistic_OvR, DeepNN",2,0,1,1,0.645187351587,instrument,,,
662,927,DEXAMETHASONE 0.5MG/5ML 0.5ML,dexamethasone 0.5_mg/5_ml 0.5_ml,Pharmacy,RETROSPECTIVE,12/07/2016,0.5_ml,0.5mg/5_ml,dexamethasone,,Pharmacy,0.84,Pharmacy,0.931908185973,Pharmacy,0.985175799801,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.919027995258,0.5_ml,0.5_mg/5_ml,dexamethasone,
663,644,POTASSIUM/K  B,potassium/potassium b,Laboratory,RETROSPECTIVE,12/07/2016,potassium,potassium,b,,Laboratory,0.92,Pharmacy,0.484616077819,Laboratory,0.736247719598,Laboratory,"Jaro, DeepNN",2,1,0,1,0.552082573199,potassium,b,,
664,3918,GLUC-6-PHOS DEHYDRO QT (QG,glucose 6 phosphate dehydro quantitative qg,Laboratory,RETROSPECTIVE,13/07/2016,quantitative,phosphate,glucose,,Laboratory,0.78,Laboratory,0.870344838657,Laboratory,0.998860474779,Laboratory,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.883068437812,qt,phosphate,glucose,
665,3271,HB CNSLT SURGERY W/ FRZN SECT,consult surgery with frozen section,Laboratory,RETROSPECTIVE,13/07/2016,surgery,cnslt,frzn,sect,Professional Fee,0.94,OR / Anesthesia / Recovery Room,0.500227487151,OR / Anesthesia / Recovery Room,0.876163062032,OR / Anesthesia / Recovery Room,"Logistic_OvR, DeepNN",2,0,1,1,0.458796849728,frozen,surgery,section,consult
666,4436,BRIMONIDINE OP SO 0.2,brimonidine ophthalmic solution 0.2,Pharmacy,ONLINE,29/08/2016,brimonidine,0.2,op,,Radiology,0.69,Pharmacy,0.916074327141,Supply,0.57278522733,Pharmacy,Logistic_OvR,1,0,1,0,0.305358109047,brimonidine,0.2,so,ophthalmic
667,5759,OXYBUTYNIN CR 5MG TAB,oxybutynin cr 5_mg tablet,Pharmacy,ONLINE,16/09/2016,5_mg,oxybutynin,tab,cream,Pharmacy,0.73,Pharmacy,0.936842078022,Pharmacy,0.973121536253,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.879987871425,cr,5_mg,oxybutynin,tab
668,4802,BUFFERED LIDOCAINE 1 % SYRG 0.2 ML SYRINGE,buffered lidocaine 1% syringe 0.2_ml syringe,Pharmacy,ONLINE,16/09/2016,syrg,lidocaine,,,Pharmacy,0.88,Pharmacy,0.846277709451,Pharmacy,0.967648797907,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.897975502453,syrg,lidocaine,,
669,1481,"SET FEED EXT 60""",set feed extension 60,Supply,RETROSPECTIVE,12/07/2016,feed,set,extension,,Supply,0.75,Supply,0.927581320082,Supply,0.999996783397,Supply,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.892526034493,feed,set,ext,
670,2888,BLD GAS-PH PO2 PCO2,blood_gas potential_hydrogen partial_pressure_of_oxygen partial_pressure_of_carbon_dioxide,Laboratory,RETROSPECTIVE,13/07/2016,gas,blood,,,Laboratory,0.73,Laboratory,0.694595970516,Laboratory,0.988359576882,Laboratory,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.804318515799,pco2,po2,potential_hydrogen,blood_gas
671,5793,PBDS PLASTIC BASIC,pbds plastic basic,Supply,ONLINE,16/09/2016,pbds,basic,plastic,,Laboratory,0.72,Supply,0.910041365274,Supply,0.996314246947,Supply,"Logistic_OvR, DeepNN",2,0,1,1,0.63545187074,pbds,basic,plastic,
672,696,GEM GLUCOSE,glucagon_emergency_management glucose,Monitoring,RETROSPECTIVE,12/07/2016,GEM,glucose,,,Laboratory,0.9,Monitoring,0.893514109357,Monitoring,0.991629275515,Monitoring,"Logistic_OvR, DeepNN",2,0,1,1,0.628381128291,gem,glucose,,
673,3938,HB ANES MATERIALS ADD'L 15 MIN,anesthesia materials additional 15_minutes,OR / Anesthesia / Recovery Room,RETROSPECTIVE,13/07/2016,materials,min,anesthesia,additional,OR / Anesthesia / Recovery Room,0.9,OR / Anesthesia / Recovery Room,0.944184685483,OR / Anesthesia / Recovery Room,0.99999840499,OR / Anesthesia / Recovery Room,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.948061030158,materials,anesthesia,15_minutes,additional
674,1827,HC GLUCOSE QT BY METER FOR,glucose quantitative by meter for,Monitoring,RETROSPECTIVE,12/07/2016,quantitative,bay,meter,glucose,Monitoring,1.0,Monitoring,0.615999107423,Monitoring,0.972650110609,Monitoring,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.862883072677,qt,meter,glucose,
675,1218,OXYGEN  PER HR,oxygen per hour,Respiratory Therapy,RETROSPECTIVE,12/07/2016,per,oxygen,hour,,Respiratory Therapy,1.0,Respiratory Therapy,0.81383543275,Respiratory Therapy,0.952715947043,Respiratory Therapy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.922183793264,per,oxygen,hr,
676,370,BOSENTAN 62.5 MG TABLET,bosentan 62.5_mg tablet,Plan Benefit,RETROSPECTIVE,12/07/2016,62.5_mg,bosentan,tablet,,Plan Benefit,0.97,Plan Benefit,0.712849248909,Plan Benefit,0.999534357171,Plan Benefit,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.894127868693,62.5_mg,bosentan,tablet,
677,314,SODIUM CHLORIDE 0.9% SO,sodium chloride 0.9% so,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,0.90%,chloride,sodium,,Diluent / Flush / Irrigant,0.97,Diluent / Flush / Irrigant,0.675171427851,Diluent / Flush / Irrigant,0.986473103037,Diluent / Flush / Irrigant,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.877214843629,0.9%,chloride,so,
678,3423,11482222 - BUMETANIDE 0.25MG/ML 10ML,bumetanide 0.25_mg/ml 10_ml,Pharmacy,RETROSPECTIVE,13/07/2016,10_ml,bumetanide,0.25_mg/ml,,Pharmacy,0.75,Pharmacy,0.969186178653,Pharmacy,0.712192643237,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.810459607297,10_ml,bumetanide,0.25_mg/ml,
679,1632,GLUCOSE-SCREENING,glucose screening,Monitoring,RETROSPECTIVE,12/07/2016,screening,glucose,,,Supply,0.82,Monitoring,0.50658737812,Laboratory,0.529644880466,Supply,Jaro,1,1,0,0,0.273333333333,screening,glucose,,
680,486,SILDENAFIL 2.5 MG/ML SUSPENSION,sildenafil 2.5_mg/ml suspension,Plan Benefit,RETROSPECTIVE,12/07/2016,suspension,sildenafil,2.5mg/ml,,Plan Benefit,1.0,Plan Benefit,0.939261392424,Plan Benefit,0.999977115416,Plan Benefit,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.97974616928,suspension,sildenafil,2.5_mg/ml,
681,617,LACTATE (PNL),lactate panel,Laboratory,RETROSPECTIVE,12/07/2016,panel,lactate,,,Laboratory,0.94,Laboratory,0.834506186414,Laboratory,0.991915019725,Laboratory,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.922140402046,panel,lactate,,
682,4313,URINALYSIS WITHOUT MICRO  AUTO,urinalysis without miscroscopic automated,Laboratory,RETROSPECTIVE,13/07/2016,urinalysis,miscroscopic,without,automated,Laboratory,0.84,Laboratory,0.94084918108,Laboratory,0.999916111989,Laboratory,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.926921764356,urinalysis,micro,without,automated
683,2373,DRSG MPLX BRDR 3X3,dressing mepilex brdr 3x3,Supply,RETROSPECTIVE,12/07/2016,mplx,3x3,brdr,,Supply,0.81,Supply,0.919573952152,Supply,0.999946657322,Supply,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.909840203158,mplx,3x3,brdr,drsg
684,2357,SODIUM CHLORIDE 0.9% 250ML,sodium chloride 0.9% 250_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,0.90%,250_ml,chloride,sodium,Diluent / Flush / Irrigant,0.99,Diluent / Flush / Irrigant,0.876771504131,Diluent / Flush / Irrigant,0.999767137401,Diluent / Flush / Irrigant,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.955512880511,0.9%,250_ml,chloride,sodium
685,3409,11041282 - ALTEPLASE 1MG  INJ,alteplase 1_mg injection,Pharmacy,RETROSPECTIVE,13/07/2016,1_mg,injection,alteplase,,Pharmacy,0.77,Pharmacy,0.950930666974,Pharmacy,0.989997723873,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.903642796949,1_mg,inj,alteplase,
686,6211,DUAL LUMEN CENTRAL LINE,dual lumen central line,Supply,ONLINE,19/09/2016,line,central,lumen,dual,Supply,0.72,Supply,0.843760162789,Supply,0.989741444628,Supply,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.851167202472,line,central,lumen,dual
687,2602,HC TRANSFUSION BLD/BLD COMPONENTS,transfusion blood/blood components,Nursing Services,RETROSPECTIVE,12/07/2016,transfusion,blood,components,,Nursing Services,0.81,Laboratory,0.561334139572,Nursing Services,0.514420672983,Nursing Services,"Jaro, DeepNN",2,1,0,1,0.441473557661,transfusion,blood,components,
688,3028,INVASIVE MONIT ANES 3 SITE,invasive monitoring anesthesia 3 site,OR / Anesthesia / Recovery Room,RETROSPECTIVE,13/07/2016,invasive,monitoring,anesthesia,site,OR / Anesthesia / Recovery Room,0.74,OR / Anesthesia / Recovery Room,0.571919738273,OR / Anesthesia / Recovery Room,0.90556378686,OR / Anesthesia / Recovery Room,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.739161175044,invasive,monit,anesthesia,site
689,3128,PROTIME SUB PL FRAC EA,protime sub plasmal fraction each,Laboratory,RETROSPECTIVE,13/07/2016,protime,frac,sub,pill,Laboratory,0.8,Laboratory,0.851921330633,Laboratory,0.949491281246,Laboratory,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.867137537293,protime,sub,fraction,plasmal
690,297,SODIUM CHLORIDE 0.9% 100ML 0264-1800-32,sodium chloride 0.9% 100_ml 264 1800 32,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,100_ml,chloride,sodium,,Diluent / Flush / Irrigant,0.9,Diluent / Flush / Irrigant,0.859700144963,Diluent / Flush / Irrigant,0.999808868477,Diluent / Flush / Irrigant,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.919836337813,0.9%,100_ml,chloride,sodium
691,3577,58872000 - PATIENT EDUCATION/15 MINUTES,patient education/15 minutes,Education / Training,RETROSPECTIVE,13/07/2016,minutes,patient,education/15,,Education / Training,0.92,Education / Training,0.517020122324,Education / Training,0.978435187786,Education / Training,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.805151770037,minutes,patient,education/15,
692,1981,ONDANSETRON 4 MG TBDL,ondansetron 4_mg tbdl,Pharmacy,RETROSPECTIVE,12/07/2016,ondansetron,tbdl,4_mg,,Pharmacy,0.92,Pharmacy,0.934921390261,Pharmacy,0.995615262077,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.950178884113,ondansetron,tbdl,4_mg,
693,6127,US RETROPERITONEUM,ultrasound retroperitoneum,Radiology,ONLINE,16/09/2016,us,retroperitoneum,,,Supply,0.8,Radiology,0.844998035516,Radiology,0.994133920705,Radiology,"Logistic_OvR, DeepNN",2,0,1,1,0.613043985407,us,retroperitoneum,,
694,2876,ANESTHESIA EA MIN,anesthesia each minute,OR / Anesthesia / Recovery Room,RETROSPECTIVE,13/07/2016,minutes,anesthesia,,,OR / Anesthesia / Recovery Room,0.89,OR / Anesthesia / Recovery Room,0.822649218777,OR / Anesthesia / Recovery Room,0.999560737843,OR / Anesthesia / Recovery Room,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.90406998554,anesthesia,minute,,
695,974,INSULIN LISPRO U-100; INSULIN LISPRO 100 UNITS/ML,insulin lispro_units 100 insulin lispro 100_units/ml,Pharmacy,RETROSPECTIVE,12/07/2016,lispro,insulin,,,Pharmacy,0.81,Pharmacy,0.947508618274,Pharmacy,0.981182224213,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.912896947496,lispro,insulin,,
696,3863,DEVICE INFLAT ENCORE 26 15-105,device inflation encore 26 15 105,Supply,RETROSPECTIVE,13/07/2016,device,inflation,encore,,Supply,0.71,Supply,0.736625280885,Supply,0.984035698981,Supply,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.810220326622,device,inflation,encore,
697,484,SILDENAFIL 2.5 MG/ML SUSP 1 ML CUP,sildenafil 2.5_mg/ml suspension 1_ml cup,Plan Benefit,RETROSPECTIVE,12/07/2016,suspension,1_ml,sildenafil,cup,Plan Benefit,0.94,Plan Benefit,0.895670133079,Plan Benefit,0.999939876461,Plan Benefit,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.945203336513,susp,1_ml,sildenafil,
698,4740,BACITRACIN 500 UNIT/GRAM OINT 14 G TUBE,bacitracin 500_units/gram ointment 14 g tube,Pharmacy,ONLINE,16/09/2016,bacitracin,oint,tube,,Pharmacy,0.81,Pharmacy,0.667584262742,Supply,0.574318452149,Pharmacy,"Jaro, Logistic_OvR",2,1,1,0,0.492528087581,bacitracin,oint,tube,
699,4611,HB - VENT SUPPORT-CONV; SUBSQUENT DAY,ventilator support conventional subsequent day,Respiratory Therapy,ONLINE,01/09/2016,ventilator,subsequent,day,,Respiratory Therapy,0.84,Respiratory Therapy,0.833191515692,Respiratory Therapy,0.999207832841,Respiratory Therapy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.890799782844,ventilator,subsequent,day,
700,6183,CALCIUM GLUCONATE 100 MG/M,calcium gluconate 100_mg/m,Pharmacy,ONLINE,19/09/2016,calcium,100_mg/m,gluconate,,Pharmacy,0.94,Pharmacy,0.920357958202,Pharmacy,0.999655088823,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.953337682342,calcium,100_mg/m,gluconate,
701,998,MAGNESIUM HYDROXIDE 400 MG/5 ML SUSP,magnesium hydroxide 400_mg/5_ml suspension,Pharmacy,RETROSPECTIVE,12/07/2016,suspension,hydroxide,magnesium,400_mg/5_ml,Pharmacy,0.92,Pharmacy,0.911541824258,Pharmacy,0.986277639528,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.939273154595,susp,hydroxide,magnesium,400_mg/5_ml
702,2767,64402000 - KOH FOR SKIN  HAIR NAILS,koh for skin hair nails,Laboratory,RETROSPECTIVE,13/07/2016,hair,koh,nails,skin,Laboratory,0.69,Supply,0.929891894731,Supply,0.99981982525,Supply,"Logistic_OvR, DeepNN",2,0,1,1,0.643237239994,hair,koh,nails,skin
703,4503,POTASSIUM CL ER TAB 2,potassium chloride extended_release tablet 2,Pharmacy,ONLINE,29/08/2016,er,potassium,cl,tab,Laboratory,0.84,Pharmacy,0.872561082924,Pharmacy,0.961852356101,Pharmacy,"Logistic_OvR, DeepNN",2,0,1,1,0.611471146342,extended_release,potassium,cl,tab
704,3123,PRIVATE TELEMETRY,private telemetry,Room and Board,RETROSPECTIVE,13/07/2016,telemetry,private,,,Room and Board,0.85,Monitoring,0.259828820108,Monitoring,0.372096302357,Monitoring,"Logistic_OvR, DeepNN",2,0,1,1,0.210641707488,telemetry,private,,
705,2849,ABG W 02 SAT (ABGCOX),arterial_blood_gas with oxygen saturation abgcoximetry,Laboratory,RETROSPECTIVE,13/07/2016,abgcox,saturation,arterial_blood_gas,,Monitoring,0.68,Monitoring,0.652099821096,Monitoring,0.987910561215,Monitoring,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.773336794104,abgcoximetry,sat,abg,oxygen
706,4147,MOUTHWASH BLM COMP KIT,mouthwash balm component kit,Supply,RETROSPECTIVE,13/07/2016,balm,component,mouthwash,kit,Laboratory,0.69,Supply,0.603095599557,Supply,0.884714291221,Supply,"Logistic_OvR, DeepNN",2,0,1,1,0.495936630259,balm,comp,mouthwash,kit
707,3074,NYSTATIN 100 000 UNIT/ML P,"nystatin 100,000_units/ml powder",Pharmacy,RETROSPECTIVE,13/07/2016,nystatin,000_units/ml,powder,,Pharmacy,0.94,Pharmacy,0.908707373502,Pharmacy,0.798126569934,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.882277981145,nystatin,"100,000_units/ml",powder,
708,5974,SODIUM CHLORIDE 4 MEQ/ML SOLP,sodium_chloride 4_meq/ml solution,Pharmacy,ONLINE,16/09/2016,chloride,solution,4_meq/ml,sodium,Pharmacy,0.96,Pharmacy,0.770710915494,Pharmacy,0.586595398776,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.77243543809,solution,4_meq/ml,sodium_chloride,
709,2656,HC TCD STD ICRA ART EMBOLI DETCJ W/O IV MBUBB NJX,transcranial standard intracranial arteries emoli detection without intravenous microbubble injection,Radiology,RETROSPECTIVE,12/07/2016,without,iv,std,,Monitoring,0.71,Radiology,0.751668861547,Radiology,0.97911471964,Radiology,"Logistic_OvR, DeepNN",2,0,1,1,0.576927860395,without,injection,arteries,iv
710,1960,TREATMENT/SWALLOWING,treatment/swallowing,PT / OT / Speech Therapy,RETROSPECTIVE,12/07/2016,treatment,swallowing,,,PT / OT / Speech Therapy,0.9,Respiratory Therapy,0.592355928463,PT / OT / Speech Therapy,0.794728069732,PT / OT / Speech Therapy,"Jaro, DeepNN",2,1,0,1,0.564909356577,swallowing,treatment,,
711,3259,HB ACTH STIM PANEL,cosyntropin stimulation panel,Laboratory,RETROSPECTIVE,13/07/2016,acth,stim,panel,,Laboratory,0.75,Laboratory,0.321114084481,Supply,0.368820442446,Laboratory,"Jaro, Logistic_OvR",2,1,1,0,0.35703802816,stimulation,cosyntropin,panel,
712,1848,PROTAM10INJ,protam10inj,Pharmacy,RETROSPECTIVE,12/07/2016,protam10inj,,,,Pharmacy,0.79,Laboratory,0.167765855032,Supply,0.293535366415,Pharmacy,Jaro,1,1,0,0,0.263333333333,protam10inj,,,
713,2826,86647000 - NEUROMUSCULAR REEDUC / 15 MIN,neuromuscular re-education/15 minutes,PT / OT / Speech Therapy,RETROSPECTIVE,13/07/2016,minutes,reeduc/15,neuromuscular,,PT / OT / Speech Therapy,0.75,PT / OT / Speech Therapy,0.432730057332,Education / Training,0.637799932378,PT / OT / Speech Therapy,"Jaro, Logistic_OvR",2,1,1,0,0.394243352444,re-education/15,min,neuromuscular,
714,4816,CABLE QUAD CONNECTOR,cable quad connector,Supply,ONLINE,16/09/2016,connector,quad,cable,,Nursing Services,0.72,Supply,0.821651950086,Supply,0.997173443771,Supply,"Logistic_OvR, DeepNN",2,0,1,1,0.606275131286,connector,quad,cable,
715,4918,CR ABDOMEN SINGLE AP VIEW,cr abdomen single anterior_posterior view,Radiology,ONLINE,16/09/2016,ap,cr,single,abdomen,Radiology,0.8,Radiology,0.82818116397,Radiology,0.999406440901,Radiology,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.875862534957,cr,single,abdomen,view
716,4400,PULL UP ADULT MED PKG,pull up adult medium package,Supply,ONLINE,24/08/2016,pull,med,adult,pkg,Capital Equipment,0.67,Supply,0.875353385887,Supply,0.999115603539,Supply,"Logistic_OvR, DeepNN",2,0,1,1,0.624822996475,pull,medium,adult,pkg
