,Id,Original Description,Normalized Description,Charge Class,FLAG,CREATE_DT,FTR1,FTR2,FTR3,FTR4,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Voted Output,Sum Correct,Correct_Logistic_OvR,Confidence Score,Feature 1,Feature 2,Feature 3,Feature 4
1118,6805,MELATONIN 3 MG TABLET,melatonin 3 mg tablet,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,melatonin,tablet,3_mg,,Pharmacy,0.817295941589,Pharmacy,1,1,0.817295941589,melatonin,mg,tablet,
1119,1263,SPIRONOLACTONE 25 MG TAB 500 EACH BOTTLE,spironolactone 25_mg tablet 500 each bottle,Pharmacy,ONLINE,2016-09-16,spironolactone,bottle,tab,25_mg,Pharmacy,0.947231493985,Pharmacy,1,1,0.947231493985,spironolactone,bottle,tab,25_mg
1120,4728,PACU LEV 2 INI 15 MN,post anesthesia care unit level 2 initial 15_minutes,OR / Anesthesia / Recovery Room,RETROSPECTIVE,2016-07-13,pacu,midnight,ini,level,OR / Anesthesia / Recovery Room,0.878443957406,OR / Anesthesia / Recovery Room,1,1,0.878443957406,lev,initial,15_minutes,post
1121,3319,HC GLUCOSE BLOOD TEST,glucose blood test,Laboratory,RETROSPECTIVE,2016-07-12,test,blood,glucose,,Monitoring,0.478663573733,Monitoring,1,1,0.478663573733,test,blood,glucose,
1122,3850,POLYETHYLENE GLYCOL 3350 PACKET 17G UD,polyethylene glucol 3350 packet 17_gm ud,Pharmacy,RETROSPECTIVE,2016-07-12,udi,,,,Pharmacy,0.713553025526,Pharmacy,1,1,0.713553025526,ud,polyethylene,packet,
1123,3167,TRAY TRACH CARE CLEANING,tray tracheostomy care cleaning,Supply,RETROSPECTIVE,2016-07-12,tracheostomy,tray,cleaning,care,Supply,0.709543510183,Supply,1,1,0.709543510183,trach,tray,cleaning,care
1124,4591,DOCUSATE NA 100MG CP,docusate sodium 100_mg capsule,Pharmacy,RETROSPECTIVE,2016-07-13,100_mg,cpap,docusate,sodium,Pharmacy,0.932270044101,Pharmacy,1,1,0.932270044101,100_mg,capsule,docusate,na
1125,4864,VANCOMYCIN HCL. 500 MG-INJ,vancomycin hydrochloride 500_mg injection,Pharmacy,RETROSPECTIVE,2016-07-13,injection,500_mg,vancomycin,hcl,Pharmacy,0.964928654997,Pharmacy,1,1,0.964928654997,injection,vancomycin,500_mg,hydrochloride
1126,1590,BAG DRN BARD URMTR IN,bag drain bard urimeter indwelling,Supply,ONLINE,2016-08-29,bag,inches,,,Supply,0.845508586318,Supply,1,1,0.845508586318,bag,drain,,
1127,1449,CARBOHYDRATE DEFICIENT TRA,carbohydrate deficient transferrin,Laboratory,ONLINE,2016-09-19,carbohydrate,deficient,tra,,Laboratory,0.886497729353,Laboratory,1,1,0.886497729353,carbohydrate,deficient,transferrin,
1128,2680,SENNA 8.8 MG/5 ML ORAL S,senna 8.8_mg/5_ml oral sigma,Pharmacy,RETROSPECTIVE,2016-07-12,8.8mg/5_ml,senna,oral,,Pharmacy,0.899026965322,Pharmacy,1,1,0.899026965322,8.8_mg/5_ml,oral,senna,sigma
1129,6075,CONN S CUF 2TB DINACLK SM AD L,conn s cuff 2tb dinaclk small ad l,Supply,ONLINE,2016-09-16,connector,cuff,ad,,Supply,0.828742719558,Supply,1,1,0.828742719558,small,cuff,,
1130,700,HCHG CBC AUTO W/O DIFF HCHG CBC AUTO W/O DIFF,complete_blood_count automated without differential,Laboratory,ONLINE,2016-09-16,cbc,without,automated,,Laboratory,0.919276869937,Laboratory,1,1,0.919276869937,cbc,diff,without,automated
1131,985,NYSTATIN 100 000 UNITS/G POWD 15 G SQUEEZ BTL,nystatin 100 000_units/g powder 15 g squeeze bottle,Supply,ONLINE,2016-09-16,powder,bottle,,,Pharmacy,0.888500582333,Pharmacy,1,1,0.888500582333,nystatin,powder,bottle,
1132,1491,FUROSEMIDE 10 MG/ML SOLN 1,furosemide 10_mg/ml solution 1,Pharmacy,ONLINE,2016-09-19,furosemide,soln,10_mg/ml,,Pharmacy,0.963434284373,Pharmacy,1,1,0.963434284373,furosemide,soln,10_mg/ml,
1133,742,HCHG RETICULOCYTE COUNT HCHG RETICULOCYTE COUNT,reticulocyte count,Laboratory,ONLINE,2016-09-16,count,,,,Laboratory,0.818490587971,Laboratory,1,1,0.818490587971,reticulocyte,count,,
1134,4229,ERYTHROMYCIN 0.5 % OINT 1 G PACKET,erythromycin 0.5% ointment 1 gram packet,Pharmacy,RETROSPECTIVE,2016-07-12,gas, , ,,Pharmacy,0.887575910177,Pharmacy,1,1,0.887575910177,oint,gram,packet,
1135,1543,PHENYTOIN TOT,phenytoin total,Laboratory,ONLINE,2016-09-19,phenytoin,total,,,Pharmacy,0.760809966914,Pharmacy,1,1,0.760809966914,phenytoin,total,,
1136,2298,WHOLE BLOOD POTASSIUM,whole blood potassium,Laboratory,RETROSPECTIVE,2016-07-12,potassium,whole,blood,,Laboratory,0.92467802303,Laboratory,1,1,0.92467802303,potassium,whole,blood,
1137,2707,NICOTINE PATCH NONLEGE,nicotine patch nonlege,Plan Benefit,RETROSPECTIVE,2016-07-12,nicotine,nonlegume,patch,,Plan Benefit,0.658388666789,Plan Benefit,1,1,0.658388666789,nicotine,nonlege,patch,
1138,785,HYDROCORTISONE 1% CREA 28 G TUBE,hydrocortisone 1% cream 28 gram tube,Pharmacy,ONLINE,2016-09-16,tube,cream,,,Pharmacy,0.730004981122,Pharmacy,1,1,0.730004981122,tube,gram,cream,
1139,6531,CATH FOR COLLECT SINGLE PT,catheter for collect single part,Supply,ONLINE,2016-10-12,collect,catheter,part,single,Supply,0.825562087842,Supply,1,1,0.825562087842,collect,cath,part,single
1140,3109,"SET FEED EXT 60""",set feed extension 60,Supply,RETROSPECTIVE,2016-07-12,feed,set,extension,,Supply,0.928224114119,Supply,1,1,0.928224114119,feed,set,ext,
1141,6862,POTASSIUM CHLORIDE 20 MEQ/50 ML INTRAVENOUS PIGGYBACK,potassium chloride 20 meq/50 ml intravenous piggyback,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,potassium,chloride,intravenous,,Pharmacy,0.869699565552,Pharmacy,1,1,0.869699565552,ml,potassium,chloride,intravenous
1142,480,H TUBE TRACH CUFFED CUSTOM PEDIATRIC,tube tracheostomy cuffed custom pediatric,Supply,ONLINE,2016-09-16,trach,tube,pediatric,custom,Supply,0.656984862173,Supply,1,1,0.656984862173,trach,tube,pediatric,custom
1143,6773,HEPARIN 2 UNIT/ML INJ,heparin 2 units/ml injection,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,heparin,inj,2_units/ml,,Diluent / Flush / Irrigant,0.480362955699,Diluent / Flush / Irrigant,1,1,0.480362955699,heparin,units,inj,ml
1144,412,HC INHALED NITRIC OXIDE PER HOUR (34-42WKS),inhaled nitric oxide per hour 34 42wks,Plan Benefit,RETROSPECTIVE,2016-07-12,oxide,inhaled,hour,per,Plan Benefit,0.925963963569,Plan Benefit,1,1,0.925963963569,oxide,inhaled,hour,per
1145,1563,SODIUM POLYSTYRENE 30 GRAM,sodium polystyrene 30 gram,Pharmacy,ONLINE,2016-09-19,polystyrene,gram,sodium,,Pharmacy,0.680924288734,Pharmacy,1,1,0.680924288734,polystyrene,gram,sodium,
1146,405,HB NITRIC OXIDE - 1 HOUR,nitric oxide 1 hour,Plan Benefit,RETROSPECTIVE,2016-07-12,oxide,hour,nitric,,Plan Benefit,0.904975859518,Plan Benefit,1,1,0.904975859518,oxide,hour,nitric,
1147,1208,SHEET LAPAROTOMY,sheet laparotomy,Supply,ONLINE,2016-09-16,sheet,laparotomy,,,Supply,0.578277762781,Supply,1,1,0.578277762781,sheet,laparotomy,,
1148,1307,TETRACAINE 0.5% DROP 2 ML,tetracaine 0.5% drop 2_ml,Pharmacy,ONLINE,2016-09-16,0.50%,2_ml,drop,tetracaine,Pharmacy,0.941391789911,Pharmacy,1,1,0.941391789911,0.5%,2_ml,drop,tetracaine
1149,5274,63003201 - BUN URINE,blood_urea_nitrogen urine,Laboratory,RETROSPECTIVE,2016-07-13,blood_urea_nitrogen,urine,,,Laboratory,0.894296767635,Laboratory,1,1,0.894296767635,bun,urine,,
1150,2007,CATH VASCULAR GENERAL,catheter vascular general,Supply,ONLINE,2016-09-16,cath,general,vascular,,Supply,0.61070092881,Supply,1,1,0.61070092881,cath,general,vascular,
1151,2964,ENTERAL TUBE INTAKE:,enteral tube intake,Supply,RETROSPECTIVE,2016-07-12,tube,intake,enteral,,Supply,0.747517226235,Supply,1,1,0.747517226235,tube,intake,enteral,
1152,3656,ABDOMEN 1 VW,abdomen 1 view,Radiology,RETROSPECTIVE,2016-07-12,abdomen,vw,,,Radiology,0.788596696815,Radiology,1,1,0.788596696815,abdomen,view,,
1153,1614,EKG ADULT,electrocardiogram adult,Cardiology,ONLINE,2016-08-29,adult,ekg,,,Cardiology,0.64742333903,Cardiology,1,1,0.64742333903,adult,ekg,,
1154,4821,SURG LEVEL II ADD 30 MIN,surgery Level II additional minutes,OR / Anesthesia / Recovery Room,RETROSPECTIVE,2016-07-13,ii,surgical,minutes,additional,OR / Anesthesia / Recovery Room,0.860106150637,OR / Anesthesia / Recovery Room,1,1,0.860106150637,surgery,min,additional,level
1155,2424,HC-OXIMETRY-CONT MONITORING,oximetry continuous monitoring,Monitoring,RETROSPECTIVE,2016-07-12,continuous,oximetry,monitoring,,Monitoring,0.885225393584,Monitoring,1,1,0.885225393584,continuous,oximetry,monitoring,
1156,1350,TRIGLYCERIDES,triglycerides,Laboratory,ONLINE,2016-09-16,triglycerides,,,,Laboratory,0.659729316716,Laboratory,1,1,0.659729316716,triglycerides,,,
1157,1416,XR CHEST PA & LAT,x-ray chest posterior_anterior and lateral,Radiology,ONLINE,2016-09-16,chest,,,,Radiology,0.73647111079,Radiology,1,1,0.73647111079,chest,pa,lat,xr
1158,885,LORAZEPAM 2 MG/ML SOLN 10 ML VIAL,lorazepam 2_mg/ml solution 10_ml vial,Pharmacy,ONLINE,2016-09-16,vial,lorazepam,10_ml,soln,Pharmacy,0.958412208224,Pharmacy,1,1,0.958412208224,vial,lorazepam,10_ml,soln
1159,3409,WIRE PACINGMYOCARDART/VEN279103,wire pacingmyocardart/ven279103,Supply,RETROSPECTIVE,2016-07-12,wire,pacingmyocardart/ven279103,,,Supply,0.882359335706,Supply,1,1,0.882359335706,wire,pacingmyocardart/ven279103,,
1160,6295,FENTANYL 50 MCG/ML SYRG 5 ML SYRINGE,fentanyl 50 mcg/ml syringe 5_ml syringe,Pharmacy,ONLINE,2016-09-16,mcg,ml,fentanyl,syrg,Pharmacy,0.935050771216,Pharmacy,1,1,0.935050771216,mcg,ml,fentanyl,syrg
1161,5425,ALBUT 2.5MG/IPRATROP 0.5MG,albut 2.5_mg/ipratropium 0.5_mg,Pharmacy,RETROSPECTIVE,2016-07-13,0.5_mg,albut,2.5_mg/ipratropium,,Pharmacy,0.847208306298,Pharmacy,1,1,0.847208306298,0.5_mg,albut,2.5_mg/ipratropium,
1162,2818,HB VENIPUNCTURE,venipuncture,Nursing Services,RETROSPECTIVE,2016-07-12,venipuncture,,,,Nursing Services,0.764037117015,Nursing Services,1,1,0.764037117015,venipuncture,,,
1163,6726,HCHG POC SODIUM,point of care sodium,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,poc,sodium,,,Monitoring,0.468759984863,Monitoring,1,1,0.468759984863,sodium,care,point,
1164,2625,MAGNESIUM (MG/UMG/RUMG),magnesium milligram/umg/rumg,Pharmacy,RETROSPECTIVE,2016-07-12,milligram,umg,rumg,magnesium,Pharmacy,0.829437476914,Pharmacy,1,1,0.829437476914,umg,rumg,magnesium,milligram
1165,4561,COMP METABOLIC PANEL (CMPP,complete metabolic panel cmpp,Laboratory,RETROSPECTIVE,2016-07-13,cmpp,compressors,panel,metabolic,Laboratory,0.894550190961,Laboratory,1,1,0.894550190961,cmpp,panel,complete,metabolic
1166,4664,INTRO PINNACLE 5FRX10CM RSS503,introducer pinnacle 5frx10cm rss503,Supply,RETROSPECTIVE,2016-07-13,rss503,5frx10cm,intro,pinnacle,Supply,0.803873233151,Supply,1,1,0.803873233151,rss503,5frx10cm,pinnacle,introducer
1167,3346,ILOPROST INHAL 10MCG 1ML AMP,iloprost inhalation 10mcg 1_ml ampule,Plan Benefit,RETROSPECTIVE,2016-07-12,amp,1_ml,inhalation,iloprost,Pharmacy,0.86642285737,Pharmacy,1,1,0.86642285737,1_ml,ampule,inhal,
1168,4418,64999000 - COMP GI PANEL BY PCR,comprehensive gastrointestinal panel by polymerase_chain_reaction,Laboratory,RETROSPECTIVE,2016-07-13,pcr,compressors,gastrointestinal,panel,Laboratory,0.910611689256,Laboratory,1,1,0.910611689256,polymerase_chain_reaction,comprehensive,gi,panel
1169,3131,ST IV ADM,set intravenous admission,Supply,RETROSPECTIVE,2016-07-12,admission,set,intravenous,,Supply,0.794519989333,Supply,1,1,0.794519989333,adm,set,iv,
1170,823,IRIS OVERLAY PAD,iris overlay pad,Supply,ONLINE,2016-09-16,iris,pad,overlay,,Supply,0.824034617079,Supply,1,1,0.824034617079,iris,pad,overlay,
1171,1250,SOL D5 NACL 0.45PCT KCL20 1L,solution dextrose_5% sodium_chloride 0.45pct kcl20 1_liter,Pharmacy,ONLINE,2016-09-16,sol,nacl,,,Diluent / Flush / Irrigant,0.795407593616,Diluent / Flush / Irrigant,1,1,0.795407593616,sol,nacl,,
1172,2856,OXYGEN NEWBORN PER SHIFT,oxygen newborn per shift,Respiratory Therapy,RETROSPECTIVE,2016-07-12,newborn,shift,per,oxygen,Respiratory Therapy,0.795086525221,Respiratory Therapy,1,1,0.795086525221,newborn,shift,per,oxygen
1173,4579,CULT URINE - COLONY CT,culture urine colony count,Laboratory,RETROSPECTIVE,2016-07-13,cult,colony,urine,computed_tomography,Laboratory,0.925922005237,Laboratory,1,1,0.925922005237,count,culture,urine,colony
1174,3706,HYDROCORTISONE SS UP TO 100MG,hydrocortisone ss up to 100_mg,Pharmacy,RETROSPECTIVE,2016-07-12,hydrocortisone,sas,100_mg,,Pharmacy,0.928584290287,Pharmacy,1,1,0.928584290287,hydrocortisone,ss,100_mg,
1175,2005,CATH SUCTION TRACH KIT EACH,catheter suction tracheostomy kit each,Supply,ONLINE,2016-09-16,trach,cath,suction,kit,Supply,0.889762028427,Supply,1,1,0.889762028427,trach,cath,suction,kit
1176,6107,CULT BACT QUANT A,culture bacteria quantitative a,Laboratory,ONLINE,2016-09-16,culture,bacterial,quant,,Laboratory,0.930793119381,Laboratory,1,1,0.930793119381,culture,bacteria,quant,
1177,1355,TROPICAMIDE 0.5% DROP 15 M,tropicamide 0.5% drop 15_minutes,Pharmacy,ONLINE,2016-09-16,tropicamide,minutes,drop,0.50%,Pharmacy,0.780303514196,Pharmacy,1,1,0.780303514196,tropicamide,drop,0.5%,15_minutes
1178,3318,HC ANTIBODY SCREEN,antibody screen,Laboratory,RETROSPECTIVE,2016-07-12,screen,antibody,,,Laboratory,0.901811677909,Laboratory,1,1,0.901811677909,screen,antibody,,
1179,2239,LABORATORY-CHEMISTRY SODIUM ISTAT,laboratory chemistry sodium istat,Laboratory,RETROSPECTIVE,2016-07-12,laboratory,chemistry,istat,sodium,Laboratory,0.760484977921,Laboratory,1,1,0.760484977921,laboratory,chemistry,istat,sodium
1180,3890,VENTILATOR-PEDS SUBSEQ DAY,ventilator pediatrics subsequent day,Respiratory Therapy,RETROSPECTIVE,2016-07-12,ventilator,subseq,pediatrics,day,Respiratory Therapy,0.859497987572,Respiratory Therapy,1,1,0.859497987572,ventilator,subseq,pediatrics,day
1181,1356,TROPICAMIDE 0.5% DROP 15 ML DROP BTL,tropicamide 0.5% drop 15_ml drop bottle,Pharmacy,ONLINE,2016-09-16,drop,bottle,15_minutes,,Pharmacy,0.893923896767,Pharmacy,1,1,0.893923896767,drop,bottle,15_ml,
1182,2918,ASPIRATOR NASAL BBG,aspirator nasal bag,Supply,RETROSPECTIVE,2016-07-12,aspirator,bag,nasal,,Supply,0.861101761037,Supply,1,1,0.861101761037,aspirator,bag,nasal,
1183,3859,HC GAIT TRAINING THERAPY EA 15 MIN,gait training therapy each 15 minutes,PT / OT / Speech Therapy,RETROSPECTIVE,2016-07-12,training,min,therapy,gait,PT / OT / Speech Therapy,0.678492435321,PT / OT / Speech Therapy,1,1,0.678492435321,min,training,therapy,gait
1184,2732,NURSERY-ICU,nursery intensive_care_unit,Room and Board,RETROSPECTIVE,2016-07-12,nursery,ICU,,,Room and Board,0.79953358579,Room and Board,1,1,0.79953358579,nursery,intensive_care_unit,,
1185,752,HCHG THYROXINE (T-4) FREE HCHG THYROXINE (T-4) FREE,thyroxine (T-4) free,Laboratory,ONLINE,2016-09-16,free,,,,Laboratory,0.700953614173,Laboratory,1,1,0.700953614173,(t-4),thyroxine,free,
1186,6349,CALCIUM IONIZED POC NICU ACUTE PANEL A,calcium ionized poc nicu acute panel a,Laboratory,ONLINE,2016-10-06,calcium,ionized,panel,acute,Laboratory,0.856533422125,Laboratory,1,1,0.856533422125,acute,nicu,calcium,ionized
1187,1381,US ABDOMEN RETROPERITONEAL,ultrasound abdomen retroperitoneal,Radiology,ONLINE,2016-09-16,us,retroperitoneal,abdomen,,Radiology,0.805146664891,Radiology,1,1,0.805146664891,us,retroperitoneal,abdomen,
1188,606,HC LIPASE,lipase,Laboratory,ONLINE,2016-09-16,lipase,,,,Laboratory,0.913525631627,Laboratory,1,1,0.913525631627,lipase,,,
1189,5664,HB KIT IV ABV 5 YR PREOP,kit intravenous abv 5 yr preoperative,Supply,RETROSPECTIVE,2016-07-13,iv,kit,,,Supply,0.694593140789,Supply,1,1,0.694593140789,iv,kit,,
1190,1374,URINARY CATH KIT (SILI),urinary catheter kit silicone,Supply,ONLINE,2016-09-16,urinary,cath,sili,kit,Supply,0.939219136929,Supply,1,1,0.939219136929,silicone,urinary,cath,kit
1191,5420,ALBUMIN 25% 50ML IV,albumin 25% 50_ml intravenous,Pharmacy,RETROSPECTIVE,2016-07-13,50_ml,albumin,intravenous,25%,Pharmacy,0.747121929222,Pharmacy,1,1,0.747121929222,50_ml,albumin,iv,25%
1192,3479,RCP ASSIST PT,respiratory_care assist physical_therapy,Respiratory Therapy,RETROSPECTIVE,2016-07-12,pt,assist,rcp,,PT / OT / Speech Therapy,0.533184879097,PT / OT / Speech Therapy,1,1,0.533184879097,assist,rcp,pt,
1193,4647,HEPARIN SODIUM  1000U-5000U INJ,heparin sodium 1000u 5000u injection,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-13,heparin,injection,sodium,,Diluent / Flush / Irrigant,0.777287537932,Diluent / Flush / Irrigant,1,1,0.777287537932,heparin,inj,sodium,
1194,4833,SUTURE 3-0 SLK BLK 684G,suture 3 0 silk black 684_gm,Supply,RETROSPECTIVE,2016-07-13,684_gm,suture,blk,slk,Supply,0.790786212811,Supply,1,1,0.790786212811,black,silk,suture,684_gm
1195,704,HCHG CULTURE AEROBIC ID HCHG CULTURE AEROBIC ID,culture aerobic identification,Laboratory,ONLINE,2016-09-16,aerobic,culture,id,,Laboratory,0.936767422052,Laboratory,1,1,0.936767422052,aerobic,culture,identification,
1196,4036,ONDANSETRON 4 MG VL,ondansetron 4_mg vial,Pharmacy,RETROSPECTIVE,2016-07-12,ondansetron,vl,4_mg,,Pharmacy,0.960299573445,Pharmacy,1,1,0.960299573445,vial,ondansetron,4_mg,
1197,2642,MICAFUNGIN 50 MG SOLR 1 EACH VIAL,micafungin 50_mg solution 1 each vial,Pharmacy,RETROSPECTIVE,2016-07-12,vial,50_mg,solution,,Pharmacy,0.917618754511,Pharmacy,1,1,0.917618754511,vial,micafungin,solution,50_mg
1198,2872,RC SUCTION NICU DAILY,suction neonatal_intensive_care_unit daily,Respiratory Therapy,RETROSPECTIVE,2016-07-12,suction,NICU,daily,,Room and Board,0.435933407926,Room and Board,1,1,0.435933407926,suction,nicu,daily,
1199,4939,HB ACTH STIM PANEL,cosyntropin stimulation panel,Laboratory,RETROSPECTIVE,2016-07-13,acth,stim,panel,,Laboratory,0.335447081176,Laboratory,1,1,0.335447081176,stimulation,cosyntropin,panel,
1200,6712,HCHG OR TIME LEVEL C PER 30MIN >90MIN,operation room time level cap per 30min greater than 90min,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,or,level,cap,per,OR / Anesthesia / Recovery Room,0.852604556688,OR / Anesthesia / Recovery Room,1,1,0.852604556688,room,level,30min,cap
1201,5402,ABO TYPING,abo typing,Laboratory,RETROSPECTIVE,2016-07-13,typing,abo,,,Laboratory,0.90838282507,Laboratory,1,1,0.90838282507,typing,abo,,
1202,2433,I-STAT CALCIUM IONIZED,i stat calcium ionized,Monitoring,RETROSPECTIVE,2016-07-12,calcium,stat,ionized,,Laboratory,0.613580232819,Laboratory,1,1,0.613580232819,calcium,stat,ionized,
1203,29,HB ENTERAL FEEDING PUMP,enteral feeding pump,Capital Equipment,RETROSPECTIVE,2016-07-12,pump,feeding,enteral,,Capital Equipment,0.787324082027,Capital Equipment,1,1,0.787324082027,pump,feeding,enteral,
1204,6859,PENTOBARBITAL VL 50MG/ML 20ML PENTOBARBITAL SOD 50 MG/ML 20 ML VI,pentobarbital vial 50 mg/ml 20 ml pentobarbital sodium 50 mg/ml 20 ml vial,Pharmacy,ONLINE,2016-10-12,vial,20_ml,,,Pharmacy,0.861771939439,Pharmacy,1,1,0.861771939439,vi,ml,mg,sodium
1205,6827,MORPHINE SOLN 1MG/0.5ML MORPHINE ORAL SOLN 1 MG/0.5 ML UDC,morphine solution 1 mg/0.5 ml morphine oral solution 1 mg/0.5 ml udc,Pharmacy,ONLINE,2016-10-12,oral,morphine,solution,,OR / Anesthesia / Recovery Room,0.530255263411,OR / Anesthesia / Recovery Room,1,1,0.530255263411,oral,ml,morphine,soln
1206,1758,GRAFT BONE 26MM 18MM INFUS,graft bone 26mm 18mm infuse,Implant,ONLINE,2016-09-01,infusion,,,,Supply,0.654222640699,Supply,1,1,0.654222640699,infuse,18mm,26mm,bone
1207,245,SALINE FLUSH 0.45% 10ML,saline flush 0.45% 10_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,saline,10_ml,0.45%,flush,Diluent / Flush / Irrigant,0.831709898714,Diluent / Flush / Irrigant,1,1,0.831709898714,saline,10_ml,0.45%,flush
1208,1426,ABCESS DRAINAGE SYSTEM,abcess drainage system,Supply,ONLINE,2016-09-19,abcess,system,drainage,,Supply,0.622602986178,Supply,1,1,0.622602986178,abcess,system,drainage,
1209,4887,COMPREHENSIVE METABOLIC P,comprehensive metabolic panel,Laboratory,ONLINE,2016-08-24,comprehensive,powder,metabolic,,Laboratory,0.891964336081,Laboratory,1,1,0.891964336081,comprehensive,panel,metabolic,
1210,5835,NEW EVAL 15 MIN OT,new evaluation 15_minutes occupational_therapy,PT / OT / Speech Therapy,RETROSPECTIVE,2016-07-13,new,evaluation,minutes,occupational_therapy,PT / OT / Speech Therapy,0.911857016503,PT / OT / Speech Therapy,1,1,0.911857016503,new,ot,evaluation,15_minutes
1211,3202,FLOWTRON EXCEL,flowtron excel,Supply,RETROSPECTIVE,2016-07-12,flowtron,excel,,,PT / OT / Speech Therapy,0.297138081077,PT / OT / Speech Therapy,1,1,0.297138081077,flowtron,excel,,
1212,3705,DOPAMINE PER 40MG INJ (400/250),dopamine per 40_mg injection 400/250,Pharmacy,RETROSPECTIVE,2016-07-12,inj,per,,,Pharmacy,0.936276542448,Pharmacy,1,1,0.936276542448,inj,40_mg,per,
1213,3225,PROLACT+4 CONC 20 ML BOTTLE,prolactin and 4 conc 20_ml bottle,Supply,RETROSPECTIVE,2016-07-12,prolactin,bottle,20_ml,,Pharmacy,0.791308469511,Pharmacy,1,1,0.791308469511,prolactin,conc,bottle,20_ml
1214,3993,CEFAZOLIN 500 MG INJ,cefazolin 500_mg injection,Pharmacy,RETROSPECTIVE,2016-07-12,cefazolin,inj,500_mg,,Pharmacy,0.951887024439,Pharmacy,1,1,0.951887024439,cefazolin,inj,500_mg,
1215,3539,GABAPENTIN 300 MG CAPSULE,gabapentin 300_mg capsule,Pharmacy,RETROSPECTIVE,2016-07-12,capsule,300_mg,gabapentin,,Pharmacy,0.94594755668,Pharmacy,1,1,0.94594755668,capsule,300_mg,gabapentin,
1216,4103,RH TYPE,rhesus type,Laboratory,RETROSPECTIVE,2016-07-12,rh,type, ,,Laboratory,0.855709470395,Laboratory,1,1,0.855709470395,rh,type,,
1217,5231,15735222 - RIVAROXABAN 20MG TABLET,rivaroxaban 20_mg tablet,Pharmacy,RETROSPECTIVE,2016-07-13,rivaroxaban,20_mg,tablet,,Pharmacy,0.94150599969,Pharmacy,1,1,0.94150599969,rivaroxaban,20_mg,tablet,
1218,5441,ANES ANALYS LACTATE (OLA),anesthesia analysis lactate ola,Laboratory,RETROSPECTIVE,2016-07-13,ola,anesthesia,analysis,lactate,Laboratory,0.759272995652,Laboratory,1,1,0.759272995652,ola,anesthesia,analysis,lactate
1219,3411,HC NONPRES INHAL TX FOR ACUTE AIR OBS SUBSQ,nonpress inhalation treatment for acute air observation subsequent,Respiratory Therapy,RETROSPECTIVE,2016-07-12,subsequent,air,inhal,tx,Respiratory Therapy,0.890538554871,Respiratory Therapy,1,1,0.890538554871,acute,observation,subsequent,inhal
1220,5711,HEPATITIS B CORE AB,hepatitis b core antibody,Laboratory,RETROSPECTIVE,2016-07-13,core,b,antibody,hepatitis,Laboratory,0.8274832746,Laboratory,1,1,0.8274832746,core,b,antibody,hepatitis
1221,5316,70555206 - SOLN IV NSS 1000ML 2B1324,solution intravenous normal_saline_sterile 1000_ml 2b1324,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-13,1000_ml,solution,normal_saline_sterile,intravenous,Diluent / Flush / Irrigant,0.709943151351,Diluent / Flush / Irrigant,1,1,0.709943151351,1000_ml,soln,nss,iv
1222,5639,HB DIPHENHYDRAMINE HCL 50MG/ML 1M,diphenhydramine hydrochloride 50_mg/ml 1m,Pharmacy,RETROSPECTIVE,2016-07-13,diphenhydramine,1m,50_mg/ml,hydrochloride,Pharmacy,0.928102534004,Pharmacy,1,1,0.928102534004,diphenhydramine,1m,50_mg/ml,hydrochloride
1223,1912,BENZODIAZEPINESI-,benzodiazepines,Laboratory,ONLINE,2016-09-16,benzodiazepinesi,,,,Pharmacy,0.744377405991,Pharmacy,1,1,0.744377405991,benzodiazepines,,,
1224,3093,RT SUPPLIES LEVEL 1,respiratory_therapy supplies level 1,Supply,RETROSPECTIVE,2016-07-12,RT,level,supplies,,Respiratory Therapy,0.373501220559,Respiratory Therapy,1,1,0.373501220559,rt,level,supplies,
1225,2619,LEVETIRACETAM SOLUTION 100 WCH00-0010-91,levetiracetam solution 100 wch00 10 91,Pharmacy,RETROSPECTIVE,2016-07-12,wch00,solution,levetiracetam,,Pharmacy,0.946538353586,Pharmacy,1,1,0.946538353586,wch00,solution,levetiracetam,
1226,1989,CAPTOPRIL 25 MG TAB 1 000 EACH BOTTLE,captopril 25_mg tablet 1 000 each bottle,Pharmacy,ONLINE,2016-09-16,captopril,bottle,tab,25_mg,Pharmacy,0.940120170119,Pharmacy,1,1,0.940120170119,captopril,bottle,tab,25_mg
1227,3432,65009002 - HEMOGRAM W/O DIFFERENTIAL,hemogram without differential,Laboratory,RETROSPECTIVE,2016-07-12,without,hemogram,differential,,Laboratory,0.769713696564,Laboratory,1,1,0.769713696564,without,hemogram,differential,
1228,5547,DEXTROSE-50ML 50%,dextrose 50_ml 50%,Pharmacy,RETROSPECTIVE,2016-07-13,50_ml,50%,dextrose,,Pharmacy,0.542110732284,Pharmacy,1,1,0.542110732284,50_ml,50%,dextrose,
