Unnamed: 0,DESC_ID,ORIG_DESC,NORM_DESC,CHRG_CLS,FLAG,CREATE_DT,FTR1,FTR2,FTR3,FTR4,Predicted_Class_Jaro,Prob_Jaro,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Predicted_Class_DeepNN,Prob_DeepNN,Voted Output,Voting Algorithm,Sum Correct,Correct_Jaro,Correct_Logistic_OvR,Correct_DeepNN,Confidence Score,Feature 1,Feature 2,Feature 3,Feature 4,Match,kind of voting
620,3392,01621001 - RB 6E STEP DOWN ICU,room_and_board 6e step down intensive_care_unit,Room and Board,RETROSPECTIVE,13/07/2016,step,intensive_care_unit,room_and_board,6e,Room and Board,0.74,Room and Board,0.849287374542,Room and Board,0.998992094884,Room and Board,"Jaro, Logistic, DeepNN",3,1,1,1,0.862759823142,step,icu,rb,6e,1,all agree
621,3965,HB ESR-AUTO,erythrocyte_sedimentation_rate automated,Laboratory,RETROSPECTIVE,13/07/2016,erythrocyte_sedimentation_rate,automated,,,Blood Products,0.78,Laboratory,0.931296002283,Laboratory,0.999513623496,Laboratory,"Logistic, DeepNN",2,0,1,1,0.643603208593,erythrocyte_sedimentation_rate,automated,,,1,jaro disagree
622,3107,PLT LEUKORED CMVN EA (PLC),platelet leukoreduced cmv negative each PLC,Blood Products,RETROSPECTIVE,13/07/2016,place,leukoreduced,platelet,cmvn,Blood Products,0.85,Laboratory,0.81961740536,Laboratory,0.819778706731,Laboratory,"Logistic, DeepNN",2,0,1,1,0.546465370697,plt,,,,0,jaro disagree
623,1527,TOOTSWEET SUCROSE SOLN,tootsweet sucrose solution,Supply,RETROSPECTIVE,12/07/2016,solution,sucrose,tootsweet,,Capital Equipment,0.68,Pharmacy,0.391771585702,Pharmacy,0.877664469671,Pharmacy,"Logistic, DeepNN",2,0,1,1,0.423145351791,soln,sucrose,tootsweet,,0,jaro disagree
624,6039,TB ET CUF INTMED HI LO 8MM LF,tube endotracheal cuff intmed hi lo 8mm lf,Supply,ONLINE,16/09/2016,tb,cuff,,,Supply,0.97,Supply,0.933011623236,Supply,0.991508505596,Supply,"Jaro, Logistic, DeepNN",3,1,1,1,0.964840042944,lf,tb,cuff,et,1,all agree
625,2287,US RENAL SONOGRAM CMP,ultrasound renal sonogram complete,Radiology,RETROSPECTIVE,12/07/2016,cmp,renal,us,sonogram,Radiology,0.72,Radiology,0.67226747174,Radiology,0.987336554037,Radiology,"Jaro, Logistic, DeepNN",3,1,1,1,0.793201341925,us,renal,sonogram,cmp,1,all agree
626,3916,GGT (GT),ggt gast,Laboratory,RETROSPECTIVE,13/07/2016,ggt,gast,,,Laboratory,0.68,Laboratory,0.864241252109,Laboratory,0.976136400744,Laboratory,"Jaro, Logistic, DeepNN",3,1,1,1,0.840125884284,ggt,gast,,,1,all agree
627,1408,INFUSION SUPPLIES,infusion supplies,Supply,RETROSPECTIVE,12/07/2016,supplies,infusion,,,Capital Equipment,0.8,Supply,0.747759814488,Supply,0.676826131569,Supply,"Logistic, DeepNN",2,0,1,1,0.474861982019,supplies,infusion,,,1,jaro disagree
628,1700,LAB-GLUCSE BLOOD REAGENT STRIP,laboratory glucose blood reagent strip,Supply,RETROSPECTIVE,12/07/2016,laboratory,strip,blood,reagent,Supply,1.0,Supply,0.512521780539,Supply,0.981839616069,Supply,"Jaro, Logistic, DeepNN",3,1,1,1,0.831453798869,laboratory,strip,blood,reagent,1,all agree
629,3941,HB BASIC METABOLIC PANEL,basic_metabolic_panel,Laboratory,RETROSPECTIVE,13/07/2016,metabolic,panel,basic,,Laboratory,0.93,Laboratory,0.876832335376,Laboratory,0.999632577117,Laboratory,"Jaro, Logistic, DeepNN",3,1,1,1,0.935488304164,basic_metabolic_panel,,,,1,all agree
630,1632,GLUCOSE-SCREENING,glucose screening,Monitoring,RETROSPECTIVE,12/07/2016,screening,glucose,,,Supply,0.82,Monitoring,0.517876131901,Laboratory,0.960441723294,Laboratory,DeepNN,1,0,0,1,0.320147241098,screening,glucose,,,0,all disagree
631,6050,THROMBOPLASTIN TM PRTL PLS,thromboplastin time partial plasma,Laboratory,ONLINE,16/09/2016,tm,pls,prtl,thromboplastin,Laboratory,0.89,Laboratory,0.878908870626,Laboratory,0.998695597004,Laboratory,"Jaro, Logistic, DeepNN",3,1,1,1,0.922534822543,plasma,partial,thromboplastin,time,1,all agree
632,5332,HC IV INF THER INIT 1ST HR,intravenous_infusion therapy initial 1st hour,Nursing Services,ONLINE,16/09/2016,hr,initial,inf,ther,Nursing Services,0.82,Nursing Services,0.740648068171,Nursing Services,0.997755781027,Nursing Services,"Jaro, Logistic, DeepNN",3,1,1,1,0.852801283066,therapy,initial,intravenous_infusion,hr,1,all agree
633,1375,HB LINER SX MDVC 1000CC W/FLTR LI,liner suction mdvc 1000_cc with filter li,Supply,RETROSPECTIVE,12/07/2016,mdvc,suction,1000cc,liner,Diluent / Flush / Irrigant,0.69,Supply,0.919163229018,Supply,0.999926119458,Supply,"Logistic, DeepNN",2,0,1,1,0.639696449492,filter,sx,,,1,jaro disagree
634,1268,VENIPUNCTURE  ROUTINE,venipuncture routine,Nursing Services,RETROSPECTIVE,12/07/2016,venipuncture,routine,,,Nursing Services,0.95,Nursing Services,0.872836171484,Nursing Services,0.99887512784,Nursing Services,"Jaro, Logistic, DeepNN",3,1,1,1,0.940570433108,venipuncture,routine,,,1,all agree
635,5930,SENSOR FLOTRAC ADLT 84IN,sensor flotrac adult 84 inches,Supply,ONLINE,16/09/2016,flotrac,sensor,adlt,inches,Laboratory,0.76,Supply,0.841471573457,Supply,0.999223329724,Supply,"Logistic, DeepNN",2,0,1,1,0.613564967727,flotrac,sensor,adlt,inches,1,jaro disagree
636,4080,KETOROLAC 15MG INJ,ketorolac 15_mg injection,Pharmacy,RETROSPECTIVE,13/07/2016,injection,15_mg,ketorolac,,Pharmacy,0.95,Pharmacy,0.953103992641,Pharmacy,0.9999593516,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.967687781414,inj,15_mg,ketorolac,,1,all agree
637,4768,BLD TYPING RH D,blood typing rhesus d,Laboratory,ONLINE,16/09/2016,rh,bld,typing,,Laboratory,0.95,Laboratory,0.898240109658,Laboratory,0.99965874157,Laboratory,"Jaro, Logistic, DeepNN",3,1,1,1,0.949299617076,rh,bld,typing,,1,all agree
638,1274,VENIPUNCTURE FINGER/HEEL/EAR SHM,venipuncture finger/heel/ear shm,Nursing Services,RETROSPECTIVE,12/07/2016,venipuncture,shm,finger,heel,Nursing Services,0.8,Nursing Services,0.566335178797,Nursing Services,0.78283168472,Nursing Services,"Jaro, Logistic, DeepNN",3,1,1,1,0.716388954506,venipuncture,,,,1,all agree
639,4867,CEPHALEXIN 500 MG CAPS,cephalexin 500_mg capsule,Pharmacy,ONLINE,16/09/2016,capsule,cephalexin,500_mg,,Pharmacy,0.82,Pharmacy,0.974065320644,Pharmacy,0.999996673164,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.931353997936,capsule,cephalexin,500_mg,,1,all agree
640,4864,CEFTRIAXONE 2 G SOLR 1 EACH VIAL,ceftriaxone 2 g solution 1 each vial,Pharmacy,ONLINE,16/09/2016,vial,ceftriaxone,solution,g,Pharmacy,0.83,Pharmacy,0.952900158237,Pharmacy,0.993414711169,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.925438289802,vial,ceftriaxone,solution,g,1,all agree
641,277,SODIUM CHLORIDE 0.45% FLUS,sodium chloride 0.45% flush,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,flush,chloride,0.45%,sodium,Diluent / Flush / Irrigant,0.94,Diluent / Flush / Irrigant,0.896136936456,Diluent / Flush / Irrigant,0.999644789824,Diluent / Flush / Irrigant,"Jaro, Logistic, DeepNN",3,1,1,1,0.945260575427,flus,chloride,0.45%,sodium,1,all agree
642,5866,PROCAINAMIDE PER 1 G,procainamide per 1 g,Pharmacy,ONLINE,16/09/2016,g,per,procainamide,,Pharmacy,0.75,Pharmacy,0.858525592676,Pharmacy,0.998531386191,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.869018992956,g,per,procainamide,,1,all agree
643,5150,FOLATE SERUM,folate serum,Laboratory,ONLINE,16/09/2016,serum,folate,,,Laboratory,0.78,Laboratory,0.920351093387,Laboratory,0.998790153757,Laboratory,"Jaro, Logistic, DeepNN",3,1,1,1,0.899713749048,serum,folate,,,1,all agree
644,4846,CATH ST RD ART 20GX1.75 RA-040,catheter straight rd artery 20gx1.75 ra 040,Supply,ONLINE,16/09/2016,cath,,,,Supply,0.79,Supply,0.890561267511,Supply,0.999741401847,Supply,"Jaro, Logistic, DeepNN",3,1,1,1,0.893434223119,cath,,,,1,all agree
645,1884,HB BLOOD GASES,blood gases,Laboratory,RETROSPECTIVE,12/07/2016,blood,gases,,,Laboratory,0.91,Laboratory,0.874554288153,Laboratory,0.99984819803,Laboratory,"Jaro, Logistic, DeepNN",3,1,1,1,0.928134162061,blood,gases,,,1,all agree
646,2679,06600001 - POC BS GLUCOSE 4W ICU (GS),point_of_care blood_sugar glucose 4w intensive_care_unit general surgery,Monitoring,RETROSPECTIVE,13/07/2016,point_of_care,intensive_care_unit,glucose,,Monitoring,0.87,Monitoring,0.944218742359,Monitoring,0.992108363894,Monitoring,"Jaro, Logistic, DeepNN",3,1,1,1,0.935442368751,icu,bs,general,surgery,1,all agree
647,4777,BLDE CLIPPER SNGL USE,blade clipper single use,Supply,ONLINE,16/09/2016,clipper,sngl,blade,use,Supply,0.75,Supply,0.880779217539,Supply,0.996344306026,Supply,"Jaro, Logistic, DeepNN",3,1,1,1,0.875707841188,clipper,sngl,blade,use,1,all agree
648,2915,CH-CHEST IV,chest intravenous,Supply,RETROSPECTIVE,13/07/2016,chest,ch,intravenous,,Radiology,0.84,Respiratory Therapy,0.358048635962,Supply,0.800172107269,Radiology,Jaro,1,1,0,0,0.28,chest,iv,,,0,all disagree
649,1313,CHLORHEXIDINE 0.12% MWSH,chlorhexidine 0.12% mouthwash,Supply,RETROSPECTIVE,12/07/2016,0.12%,chlorhexidine,mouthwash,,Pharmacy,1.0,Pharmacy,0.811705681243,Pharmacy,0.997635774361,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.936447151868,0.12%,chlorhexidine,mwsh,,0,all agree
650,6282,PIPERACILLIN-TAZOBACTAM 40,piperacillin tazobactam 40,Pharmacy,ONLINE,19/09/2016,tazobactam,piperacillin,,,Pharmacy,0.97,Pharmacy,0.874693575003,Pharmacy,0.996629847539,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.947107807514,tazobactam,piperacillin,,,1,all agree
651,18,EQ PUMP  SYRINGE,equipment pump syringe,Capital Equipment,RETROSPECTIVE,12/07/2016,syringe,equipment,pump,,Capital Equipment,1.0,Capital Equipment,0.864250394742,Capital Equipment,0.999934363836,Capital Equipment,"Jaro, Logistic, DeepNN",3,1,1,1,0.954728252859,syringe,eq,pump,,1,all agree
652,1819,MEDICAID QHP/UPHP I/P ADJUST,medicaid qhp/uphp i/powder adjust,Other,RETROSPECTIVE,12/07/2016,adjust,qhp,uphp,medicaid,Room and Board,0.72,Supply,0.652749839948,Supply,0.628893468446,Supply,"Logistic, DeepNN",2,0,1,1,0.427214436131,powder,,,,0,jaro disagree
653,2651,HC CHEST 1 VIEW PA OR AP ONLY,chest 1 view posterior_anterior operation_room anterior_posterior only,Radiology,RETROSPECTIVE,12/07/2016,chest,view, ,,Radiology,0.85,Radiology,0.697872021025,Radiology,0.89050682438,Radiology,"Jaro, Logistic, DeepNN",3,1,1,1,0.812792948468,ap,chest,or,view,1,all agree
654,140,HEPARIN 100 U INJ,heparin 100_units injection,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,100_units,injection,,Diluent / Flush / Irrigant,0.93,Diluent / Flush / Irrigant,0.769729969125,Diluent / Flush / Irrigant,0.996089283885,Diluent / Flush / Irrigant,"Jaro, Logistic, DeepNN",3,1,1,1,0.89860641767,heparin,100_units,inj,,1,all agree
655,2960,DRAPE ULTRASOUND PROLIE 3687,drape ultrasound prolie 3687,Supply,RETROSPECTIVE,13/07/2016,ultrasound,drape,prolamine,,Laboratory,0.69,Supply,0.471117137834,Supply,0.860856271369,Supply,"Logistic, DeepNN",2,0,1,1,0.443991136401,ultrasound,drape,prolie,,1,jaro disagree
656,187,HEPARIN/1000UN (5000/ML)1 1 DOSE,heparin/1000un 5000/ml 1 1 dose,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,dose,,,,Pharmacy,0.82,Pharmacy,0.641779003578,Diluent / Flush / Irrigant,0.624544694409,Pharmacy,"Jaro, Logistic",2,1,1,0,0.487259667859,5000/ml,heparin/1000un,dose,,0,deepnn disagree
657,2859,AMINO ACID 4.25/5 DE,amino acid 4.25/5 dextrose,Pharmacy,RETROSPECTIVE,13/07/2016,device,acid,4.25/5,amino,Pharmacy,0.68,Pharmacy,0.598048186396,Pharmacy,0.915392035115,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.731146740504,dextrose,acid,4.25/5,amino,1,all agree
658,4684,AIRWY OP BRMN MEDC 80MM X1,airway operative brmn medc 80mm x1,Supply,ONLINE,16/09/2016,airway,,,,Supply,0.74,Respiratory Therapy,0.44968362094,Supply,0.820820107177,Supply,"Jaro, DeepNN",2,1,0,1,0.520273369059,airway,,,,1,logistic disagree
659,1643,LAB GLUCOSE  BEDSIDE,laboratory glucose bedside,Monitoring,RETROSPECTIVE,12/07/2016,laboratory,bedside,glucose,,Monitoring,0.85,Monitoring,0.748311429591,Monitoring,0.853611296601,Monitoring,"Jaro, Logistic, DeepNN",3,1,1,1,0.817307575397,lab,bedside,glucose,,1,all agree
660,1218,OXYGEN  PER HR,oxygen per hour,Respiratory Therapy,RETROSPECTIVE,12/07/2016,per,oxygen,hour,,Respiratory Therapy,1.0,Respiratory Therapy,0.826263492259,Respiratory Therapy,0.874067970101,Respiratory Therapy,"Jaro, Logistic, DeepNN",3,1,1,1,0.900110487453,per,oxygen,hr,,1,all agree
661,2053,PROPOFOL PER 10MG/100ML INJ,propofol per 10_mg/100_ml injection,Pharmacy,RETROSPECTIVE,12/07/2016,10_mg/100_ml,inj,propofol,per,Pharmacy,0.96,Pharmacy,0.946589021646,Pharmacy,0.999452529549,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.968680517065,10_mg/100_ml,inj,propofol,per,1,all agree
662,4784,BLOOD GAS-ARTERIAL,blood_gas arterial,Laboratory,ONLINE,16/09/2016,arterial,gas,blood,,Laboratory,0.83,Laboratory,0.508542357002,Laboratory,0.914886229317,Laboratory,"Jaro, Logistic, DeepNN",3,1,1,1,0.751142862106,arterial,blood_gas,,,1,all agree
663,558,GLUCOSE QUANTITATIVE BLOOD (EXCEPT,glucose quantitative blood except,Laboratory,RETROSPECTIVE,12/07/2016,quantitative,except,blood,glucose,Laboratory,0.93,Laboratory,0.893005712871,Laboratory,0.999966823215,Laboratory,"Jaro, Logistic, DeepNN",3,1,1,1,0.940990845362,quantitative,except,blood,glucose,1,all agree
664,4044,HYPERFIBRINOLYSIS (APTEM),hyperfibrinolysis aptem,Laboratory,RETROSPECTIVE,13/07/2016,hyperfibrinolysis,aptem,,,Supply,0.72,Laboratory,0.852416549561,Laboratory,0.926893609313,Laboratory,"Logistic, DeepNN",2,0,1,1,0.593103386291,hyperfibrinolysis,aptem,,,1,jaro disagree
665,4436,BRIMONIDINE OP SO 0.2,brimonidine ophthalmic solution 0.2,Pharmacy,ONLINE,29/08/2016,brimonidine,0.2,op,,Radiology,0.69,Pharmacy,0.878040299107,Pharmacy,0.992213106716,Pharmacy,"Logistic, DeepNN",2,0,1,1,0.623417801941,brimonidine,0.2,so,ophthalmic,1,jaro disagree
666,4749,BARRIER EAKIN LG 839001,barrier eakin large 839001,Supply,ONLINE,16/09/2016,large,eakin,barrier,,Supply,0.9,Supply,0.74963640529,Supply,0.963418598701,Supply,"Jaro, Logistic, DeepNN",3,1,1,1,0.871018334664,large,eakin,barrier,,1,all agree
667,4802,BUFFERED LIDOCAINE 1 % SYRG 0.2 ML SYRINGE,buffered lidocaine 1% syringe 0.2_ml syringe,Pharmacy,ONLINE,16/09/2016,syrg,lidocaine,,,Pharmacy,0.88,Pharmacy,0.843192018566,Pharmacy,0.999173828523,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.907455282363,syrg,lidocaine,,,1,all agree
668,4529,VANCOMYCIN HCL 500 M,vancomycin hydrochloride 500 mg,Pharmacy,ONLINE,29/08/2016,m,vancomycin,hydrochloride,,Pharmacy,0.98,Pharmacy,0.932474029608,Pharmacy,0.999967797961,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.970813942523,mg,vancomycin,hydrochloride,,1,all agree
669,3841,COAG / FIBRIN ASSAY WB (IN,coag/fibrin assay whole_blood individual,Laboratory,RETROSPECTIVE,13/07/2016,individual,assay,whole_blood,,Supply,0.72,Laboratory,0.826234215683,Laboratory,0.997288534008,Laboratory,"Logistic, DeepNN",2,0,1,1,0.607840916563,individual,assay,wb,,1,jaro disagree
670,5793,PBDS PLASTIC BASIC,pbds plastic basic,Supply,ONLINE,16/09/2016,pbds,basic,plastic,,Laboratory,0.72,Supply,0.892486384414,Supply,0.908326030413,Supply,"Logistic, DeepNN",2,0,1,1,0.600270804942,pbds,basic,plastic,,1,jaro disagree
671,833,POC HEMATOCRIT,point_of_care hematocrit,Monitoring,RETROSPECTIVE,12/07/2016,hematocrit,POC,,,Monitoring,0.9,Monitoring,0.8882883632,Monitoring,0.974050884639,Monitoring,"Jaro, Logistic, DeepNN",3,1,1,1,0.92077974928,hematocrit,poc,,,1,all agree
672,4448,CC RM TIME LV2 EA ADD,cc room time level_2 each additional,OR / Anesthesia / Recovery Room,ONLINE,29/08/2016,additional,rm,time,,OR / Anesthesia / Recovery Room,0.85,OR / Anesthesia / Recovery Room,0.470124524795,OR / Anesthesia / Recovery Room,0.985395989285,OR / Anesthesia / Recovery Room,"Jaro, Logistic, DeepNN",3,1,1,1,0.768506838027,additional,rm,time,,1,all agree
673,852,POTASSIUM  POC,potassium point_of_care,Monitoring,RETROSPECTIVE,12/07/2016,potassium,POC,,,Monitoring,1.0,Monitoring,0.852909403474,Monitoring,0.88307350682,Monitoring,"Jaro, Logistic, DeepNN",3,1,1,1,0.911994303431,potassium,poc,,,1,all agree
674,2319,CHLORHEXIDINE ORAL RINSE 15ML,chlorhexidine oral rinse 15_ml,Pharmacy,RETROSPECTIVE,12/07/2016,chlorhexidine,oral,rinse,15_ml,Pharmacy,0.92,Pharmacy,0.718074787534,Pharmacy,0.987393807525,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.875156198353,chlorhexidine,oral,rinse,15_ml,1,all agree
675,3294,HB HYDROXYZTNE HCL 25MG TAB UD U,hydroxyztne hydrochloride 25_mg tablet unit_dose u,Pharmacy,RETROSPECTIVE,13/07/2016,25_mg,tab,hydrochloride,,Pharmacy,0.91,Pharmacy,0.951047854445,Pharmacy,0.999829250443,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.953625701629,25_mg,tab,hydrochloride,,1,all agree
676,132,HEPARIN (PORCINE) 10 UNIT/ML SOLN 3 ML SYRINGE,heparin porcine 10_units/ml solution 3_ml syringe,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,syringe,solution,3_ml,Diluent / Flush / Irrigant,0.9,Diluent / Flush / Irrigant,0.716528059941,Diluent / Flush / Irrigant,0.995514172915,Diluent / Flush / Irrigant,"Jaro, Logistic, DeepNN",3,1,1,1,0.870680744285,heparin,syringe,soln,3_ml,1,all agree
677,3423,11482222 - BUMETANIDE 0.25MG/ML 10ML,bumetanide 0.25_mg/ml 10_ml,Pharmacy,RETROSPECTIVE,13/07/2016,10_ml,bumetanide,0.25_mg/ml,,Pharmacy,0.75,Pharmacy,0.96699623037,Pharmacy,0.999484695682,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.905493642018,10_ml,bumetanide,0.25_mg/ml,,1,all agree
678,4785,BLOOD GASES POC,blood gases point_of_care,Monitoring,ONLINE,16/09/2016,poc,blood,gases,,Laboratory,0.85,Monitoring,0.755834095849,Laboratory,0.736103069187,Laboratory,"Jaro, DeepNN",2,1,0,1,0.528701023062,poc,blood,gases,,0,logistic disagree
679,486,SILDENAFIL 2.5 MG/ML SUSPENSION,sildenafil 2.5_mg/ml suspension,Plan Benefit,RETROSPECTIVE,12/07/2016,suspension,sildenafil,2.5mg/ml,,Plan Benefit,1.0,Plan Benefit,0.933845649011,Plan Benefit,0.999319816359,Plan Benefit,"Jaro, Logistic, DeepNN",3,1,1,1,0.97772182179,suspension,sildenafil,2.5_mg/ml,,1,all agree
680,5195,GLYCOSYLAATED A1C,glycosylated a1c,Laboratory,ONLINE,16/09/2016,glycosylaated,a1c,,,Laboratory,0.75,Laboratory,0.809716198377,Laboratory,0.958494542075,Laboratory,"Jaro, Logistic, DeepNN",3,1,1,1,0.839403580151,glycosylated,a1c,,,1,all agree
681,6172,ALPHA-FETOPROTEIN SERUM,alpha fetoprotein serum,Laboratory,ONLINE,19/09/2016,alpha,fetoprotein,serum,,Laboratory,0.75,Laboratory,0.874099463029,Laboratory,0.999375609641,Laboratory,"Jaro, Logistic, DeepNN",3,1,1,1,0.87449169089,alpha,fetoprotein,serum,,1,all agree
682,2373,DRSG MPLX BRDR 3X3,dressing mepilex brdr 3x3,Supply,RETROSPECTIVE,12/07/2016,mplx,3x3,brdr,,Supply,0.81,Supply,0.914163193241,Supply,0.999623730075,Supply,"Jaro, Logistic, DeepNN",3,1,1,1,0.907928974439,mplx,3x3,brdr,drsg,1,all agree
683,163,HEPARIN FLUSH 10ML 00000005.000,heparin flush 10_ml 5,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,5,10_ml,flush,Pharmacy,0.82,Diluent / Flush / Irrigant,0.94322548471,Diluent / Flush / Irrigant,0.999595481004,Diluent / Flush / Irrigant,"Logistic, DeepNN",2,0,1,1,0.647606988571,heparin,10_ml,flush,,1,jaro disagree
684,2149,DEXTROSE 10% IN WATER (D10W) 10 % SOLP 250 ML BAG,dextrose 10% in water d10w 10% solution 250_ml bag,Pharmacy,RETROSPECTIVE,12/07/2016,water,250_ml,dextrose,solution,Pharmacy,0.81,Diluent / Flush / Irrigant,0.528076291082,Pharmacy,0.76757934186,Pharmacy,"Jaro, DeepNN",2,1,0,1,0.52585978062,water,250_ml,dextrose,solution,1,logistic disagree
685,6211,DUAL LUMEN CENTRAL LINE,dual lumen central line,Supply,ONLINE,19/09/2016,line,central,lumen,dual,Supply,0.72,Supply,0.864465502566,Supply,0.984242881452,Supply,"Jaro, Logistic, DeepNN",3,1,1,1,0.856236128006,line,central,lumen,dual,1,all agree
686,1163,C MHOC-NON-CHEMO SUB Q O,mhoc non chemo sub q oxygen,Nursing Services,RETROSPECTIVE,12/07/2016,non,sub,oxygen,chemo,Supply,0.66,Respiratory Therapy,0.517100073918,Laboratory,0.919602793533,Laboratory,DeepNN,1,0,0,1,0.306534264511,non,o,,,0,all disagree
687,2663,ANESTH PER MINUTE,anesthesia per minute,OR / Anesthesia / Recovery Room,RETROSPECTIVE,12/07/2016,anesthyl,minute,per,,OR / Anesthesia / Recovery Room,0.89,OR / Anesthesia / Recovery Room,0.805863029377,OR / Anesthesia / Recovery Room,0.999638529826,OR / Anesthesia / Recovery Room,"Jaro, Logistic, DeepNN",3,1,1,1,0.898500519734,minute,anesthesia,per,,1,all agree
688,2300,PARTIAL THROMBOPLAST TIME PTT,partial thromboplastin time partial_prothrombaplastin_time,Laboratory,RETROSPECTIVE,12/07/2016,thromboplastic,partial,ptt,time,Laboratory,0.92,Laboratory,0.928177567475,Laboratory,0.999989561001,Laboratory,"Jaro, Logistic, DeepNN",3,1,1,1,0.949389042825,partial,ptt,thromboplastin,time,1,all agree
689,3073,NORM SAL STER500MLIV,normal_saline sterile 500_ml intravenous,Diluent / Flush / Irrigant,RETROSPECTIVE,13/07/2016,sal,ster500_mliv,normal,,Diluent / Flush / Irrigant,0.87,Diluent / Flush / Irrigant,0.874866748026,Diluent / Flush / Irrigant,0.999558915994,Diluent / Flush / Irrigant,"Jaro, Logistic, DeepNN",3,1,1,1,0.914808554674,intravenous,sterile,500_ml,normal_saline,1,all agree
690,2242,PATIENT EDUCATION/15 MINUTES,patient education/15 minutes,Education / Training,RETROSPECTIVE,12/07/2016,minutes,patient,education/15,,Education / Training,0.92,Education / Training,0.513731578184,Education / Training,0.981421212206,Education / Training,"Jaro, Logistic, DeepNN",3,1,1,1,0.80505093013,minutes,patient,education/15,,1,all agree
691,5502,HEPARIN 1 000 UNIT/ML SOLN 30 ML VIAL,heparin 1 000_units/ml solution 30_ml vial,Pharmacy,ONLINE,16/09/2016,heparin,vial,30_ml,soln,Pharmacy,0.98,Pharmacy,0.854034467359,Pharmacy,0.802187356112,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.878740607824,heparin,vial,30_ml,soln,1,all agree
692,1445,OXISENSOR NEONATAL,oxisensor neonatal,Supply,RETROSPECTIVE,12/07/2016,neonatal,oxisensor,,,Supply,0.84,Supply,0.336476488163,Pharmacy,0.431448363098,Supply,"Jaro, Logistic",2,1,1,0,0.392158829388,neonatal,oxisensor,,,1,deepnn disagree
693,3938,HB ANES MATERIALS ADD'L 15 MIN,anesthesia materials additional 15_minutes,OR / Anesthesia / Recovery Room,RETROSPECTIVE,13/07/2016,materials,min,anesthesia,additional,OR / Anesthesia / Recovery Room,0.9,OR / Anesthesia / Recovery Room,0.945161284228,OR / Anesthesia / Recovery Room,0.999999518798,OR / Anesthesia / Recovery Room,"Jaro, Logistic, DeepNN",3,1,1,1,0.948386934342,materials,anesthesia,15_minutes,additional,1,all agree
694,974,INSULIN LISPRO U-100; INSULIN LISPRO 100 UNITS/ML,insulin lispro_units 100 insulin lispro 100_units/ml,Pharmacy,RETROSPECTIVE,12/07/2016,lispro,insulin,,,Pharmacy,0.81,Pharmacy,0.953768168558,Pharmacy,0.999987748463,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.92125197234,lispro,insulin,,,1,all agree
695,1491,SET TRIFURCATED W/BIONECTOR,set trifurcated with bionector,Supply,RETROSPECTIVE,12/07/2016,trifurcated,set,bionector,,Supply,0.72,Supply,0.895178119793,Supply,0.99973890926,Supply,"Jaro, Logistic, DeepNN",3,1,1,1,0.871639009684,trifurcated,set,bionector,,1,all agree
696,5592,LACTULOSE 10 GM/15ML SOLN,lactulose 10_gm/15_ml solution,Pharmacy,ONLINE,16/09/2016,10_gm/15_ml,soln,lactulose,,Pharmacy,0.85,Pharmacy,0.955056758718,Pharmacy,0.999056311475,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.934704356731,10_gm/15_ml,soln,lactulose,,1,all agree
697,3880,EPINEPHR 1MG-1ML INJ,epinephrine 1_mg 1_ml injection,Pharmacy,RETROSPECTIVE,13/07/2016,1_mg,injection,1_ml,epinephrine,Pharmacy,0.83,Pharmacy,0.945657368688,Pharmacy,0.999581343371,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.925079570686,1_mg,inj,1_ml,epinephrine,1,all agree
698,2177,SET BEQ HIT 7050 ADVANCED 7.0,set beq hit 7050 advanced 7,Supply,RETROSPECTIVE,12/07/2016,set,,,,Nursing Services,0.64,Supply,0.856176847278,Supply,0.984100153098,Supply,"Logistic, DeepNN",2,0,1,1,0.613425666792,set,hit,advanced,beq,1,jaro disagree
