,Unnamed: 0,Original Description,Normalized Description,Charge Class,Predicted_Class_Jaro,Prob_Jaro,Correct_Jaro,Predicted_Class_SVM,Prob_SVM,Correct_SVM,Predicted_Class_Naive,Prob_Naive,Correct_Naive,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Correct_Logistic_OvR,Predicted_Class_Randomforest,Prob_Randomforest,Correct_Randomforest,Predicted_Class_DeepNN,Prob_DeepNN,Correct_DeepNN,Predicted_Class_kNN,Prob_kNN,Correct_kNN,Predicted_Class_LDA,Prob_LDA,Correct_LDA,Predicted_Class_XGBoost,Prob_XGBoost,Correct_XGBoost,Voted Output,Confidence Score
133,3358,HCHG THIN LAYER ANALYTE HCHG THIN LAYER ANALYTE,thin layer analyte,Laboratory,Laboratory,1.0,1,Supply,0.423589996862,0,Supply,0.946086174377,0,Supply,0.505877210046,0,Supply,0.4,0,Supply,0.501719225799,0,Supply,0.8,0,Laboratory,0.677323532264,1,Laboratory,0.424154937267,1,Supply,0.596212101181
134,1156,TRAMADOL 50 MG TAB,tramadol 50_mg tablet,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.986175449564,1,Pharmacy,0.999459710521,1,Pharmacy,0.939205399751,1,Pharmacy,1.0,1,Pharmacy,0.999774474563,1,Pharmacy,0.9,1,Pharmacy,0.99999997185,1,Pharmacy,1.0,1,Pharmacy,0.980512778472
135,3217,HC SNGL DRUG CLASS IMMUNOASSAY PNL BLOOD ETHANDL,single drug class immunoassay panel blood ethanol,Laboratory,Laboratory,1.0,1,Laboratory,0.886357336153,1,Laboratory,0.995366201513,1,Laboratory,0.894916232286,1,Laboratory,0.7,1,Laboratory,0.999647314451,1,Laboratory,0.5,1,Laboratory,0.999988654995,1,Laboratory,1.0,1,Laboratory,0.886252859933
136,3941,SPECIAL STAIN GROUP II (ST,special stain group ii set,Laboratory,Laboratory,1.0,1,Laboratory,0.468509323635,1,Supply,0.931456400664,0,Supply,0.548147088338,0,OR / Anesthesia / Recovery Room,0.433333333333,0,Laboratory,0.531105370214,1,Supply,0.4,0,Laboratory,0.949131785882,1,Laboratory,1.0,1,Laboratory,0.789749295946
137,4799,63021001 - AMMONIA,ammonia,Laboratory,Laboratory,1.0,1,Laboratory,0.862514972286,1,Laboratory,0.574054033732,1,Laboratory,0.739842938588,1,Laboratory,1.0,1,Laboratory,0.946623245077,1,Laboratory,0.7,1,Laboratory,0.999908993135,1,Laboratory,0.926432609558,1,Laboratory,0.86104186582
138,550,SODIUM BICARB 8.4% 50MEQ 5,sodium bicarb 8.4% 50_meq 5,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.501119316413,1,Pharmacy,0.639579149955,1,Pharmacy,0.343833513871,1,Pharmacy,0.9,1,Pharmacy,0.838630297639,1,Laboratory,0.5,0,Laboratory,0.990125178883,0,Diluent / Flush / Irrigant,0.533426225185,0,Pharmacy,0.703860379646
139,2493,HC TCAT THER EMBOLIZATION ANY METH RS&I,transcatheter therapist embolication method radiology_supervision_and_interpretation,Radiology,Radiology,1.0,1,Procedure,0.179086064103,0,PT / OT / Speech Therapy,0.915859701597,0,Radiology,0.200643976695,1,Room and Board,0.3,0,Laboratory,0.605220026258,0,PT / OT / Speech Therapy,0.2,0,OR / Anesthesia / Recovery Room,0.99986802233,0,Nursing Services,0.999964118004,0,Radiology,0.600321988348
140,4990,FORMULA: NEOCATE INFANT 18 KCAL/OUNCE,formula neocate infant 18 kcal ounce,Supply,Supply,1.0,1,Supply,0.964307115932,1,Supply,0.995093939016,1,Supply,0.934194854916,1,Supply,0.9,1,Supply,0.99993452428,1,Supply,0.9,1,Supply,0.9996324611,1,Supply,1.0,1,Supply,0.96590698836
141,4863,53261000 - INJECT IVP 1ST/INITIAL,inject intravenous_push 1st/initial,Nursing Services,Nursing Services,1.0,1,OR / Anesthesia / Recovery Room,0.182572680791,0,OR / Anesthesia / Recovery Room,0.890109285188,0,OR / Anesthesia / Recovery Room,0.303147614322,0,Supply,0.4,0,Pharmacy,0.909065549517,0,Supply,0.4,0,Pharmacy,0.791204598702,0,OR / Anesthesia / Recovery Room,0.586545050144,0,OR / Anesthesia / Recovery Room,0.490593657611
142,3001,GLUCOSE (ACCUCHECK),glucose accucheck,Monitoring,Monitoring,1.0,1,Laboratory,0.682961906392,0,Laboratory,0.916643923942,0,Monitoring,0.468069928756,1,Laboratory,1.0,0,Laboratory,0.891244696549,0,Laboratory,0.6,0,Laboratory,0.88744884249,0,Laboratory,0.735679686069,0,Laboratory,0.816282722206
143,3175,77020121 - VISE MULTI-TORQUE,vise multiple torque,Supply,Supply,1.0,1,Supply,0.861818672595,1,Supply,0.993262740078,1,Supply,0.734812397998,1,Supply,0.8,1,Supply,0.881589678948,1,Supply,0.7,1,Supply,0.99995067836,1,Monitoring,0.98872512579,0,Supply,0.871429270997
144,3482,11482022 - BUMETANIDE TABLET 1MG,bumetanide tablet 1_mg,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.97237923029,1,Pharmacy,0.99891570258,1,Pharmacy,0.93276163396,1,Pharmacy,1.0,1,Pharmacy,0.999843756256,1,Pharmacy,0.9,1,Pharmacy,0.999999992208,1,Pharmacy,0.999998927116,1,Pharmacy,0.978211026935
145,1961,SET  EXT 22 MIC FIL INT. Y-SI,set extension 22 microclave fil int side,Supply,Supply,1.0,1,Supply,0.975284451152,1,Supply,0.999795437273,1,Supply,0.882594155722,1,Room and Board,0.4,0,Supply,0.999326978323,1,Supply,0.8,1,Supply,0.999994217633,1,Supply,1.0,1,Supply,0.957124405013
146,4138,SODIUM CHLORIDE 0.9% 100 ML BA,sodium chloride 0.9% 100_ml bag,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.968289146494,1,Diluent / Flush / Irrigant,0.998204742389,1,Diluent / Flush / Irrigant,0.860202043712,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.999095446727,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.999596761537,1,Diluent / Flush / Irrigant,0.999987840652,1,Diluent / Flush / Irrigant,0.980597331279
147,1660,SENNA-DOCUSATE 8.6-50 MG T,senna docusate 8.6 50_mg tablet,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.991684488105,1,Pharmacy,0.999814784299,1,Pharmacy,0.960131525996,1,Pharmacy,1.0,1,Pharmacy,0.999849740138,1,Pharmacy,0.9,1,Pharmacy,0.999999998398,1,Pharmacy,1.0,1,Pharmacy,0.983497837437
148,2887,HC RED BLOOD CELLS LEUKOCYTES REDUCED EACH UNIT,red blood cells leukocytes reduced unit,Blood Products,Blood Products,1.0,1,Blood Products,0.963323982291,1,Laboratory,0.966192313306,0,Blood Products,0.735912898412,1,Blood Products,0.6,1,Blood Products,0.996908281058,1,Blood Products,0.7,1,Blood Products,0.703076606684,1,Blood Products,1.0,1,Blood Products,0.837402721056
149,2843,BAND STRETCH KERLIX OR KLING,band stretch kerlix operation_room kling,Supply,Supply,1.0,1,OR / Anesthesia / Recovery Room,0.399753039172,0,Supply,0.87676908719,1,OR / Anesthesia / Recovery Room,0.512403681561,0,Supply,0.6,1,OR / Anesthesia / Recovery Room,0.452535098373,0,Room and Board,0.9,0,OR / Anesthesia / Recovery Room,0.95820222553,0,OR / Anesthesia / Recovery Room,0.996208548546,0,OR / Anesthesia / Recovery Room,0.663820518636
150,1231,PT-THERAPEUTIC ACTIVITY 15 MIN,physical_therapy therapeutic activity 15 minutes,PT / OT / Speech Therapy,PT / OT / Speech Therapy,1.0,1,PT / OT / Speech Therapy,0.976993530365,1,PT / OT / Speech Therapy,0.999995801535,1,PT / OT / Speech Therapy,0.898952261825,1,PT / OT / Speech Therapy,0.5,1,PT / OT / Speech Therapy,0.998708534072,1,PT / OT / Speech Therapy,0.8,1,PT / OT / Speech Therapy,0.999646862991,1,PT / OT / Speech Therapy,1.0,1,PT / OT / Speech Therapy,0.908255221199
151,4493,MIDAZOLAM VL 5MG/ML 10ML MIDAZOLAM 5 MG/ML 10 ML VIAL,midazolam vial 5 mg ml 10 ml midazolam 5 mg ml 10 ml vial,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.993466381193,1,Pharmacy,0.999999880083,1,Pharmacy,0.986845170947,1,Pharmacy,1.0,1,Pharmacy,0.999967616809,1,Pharmacy,1.0,1,Pharmacy,0.999988988086,1,Pharmacy,1.0,1,Pharmacy,0.99780755968
152,3315,PROCALCITONIN,procalcitonin,Laboratory,Laboratory,1.0,1,Supply,0.59196819192,0,Pharmacy,0.275747508306,0,Supply,0.157211081561,0,Laboratory,0.358004046607,1,Supply,0.33337329228,0,Laboratory,0.3,1,Supply,0.668987591405,0,Laboratory,0.195818379521,1,Laboratory,0.463455606532
153,1201,HCHG DUPLEX ABD/PEL/RETRO COMPLETE,duplex abdomen peel retro complete,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,1.0,1,Implant,0.320047095902,0,Radiology,0.722450134378,0,Radiology,0.371226141588,0,Supply,0.5,0,OR / Anesthesia / Recovery Room,0.572713335963,1,Supply,0.5,0,Radiology,0.505599329535,0,Radiology,0.999729931355,0,Radiology,0.649751384214
154,486,DAILY NITRIC OXIDE,daily nitric oxide,Plan Benefit,Plan Benefit,1.0,1,Plan Benefit,0.969878446184,1,Plan Benefit,0.999807841448,1,Plan Benefit,0.853217275535,1,Plan Benefit,0.9,1,Plan Benefit,0.999833325725,1,Plan Benefit,1.0,1,Plan Benefit,0.999993806941,1,Plan Benefit,1.0,1,Plan Benefit,0.969192299537
155,4622,TISSUE ADHESIV 0.7G TB,tissue adhesive 0.7_gm tube,Supply,Supply,1.0,1,Supply,0.867816896184,1,Supply,0.998666670296,1,Supply,0.764519318142,1,Supply,0.8,1,Supply,0.925807545066,1,Supply,0.7,1,Supply,0.999945887156,1,Supply,0.999999046326,1,Supply,0.895195040352
156,2651,PRAFO,pressure_relief_ankle_foot_orthosis,Supply,Supply,1.0,1,Supply,0.837760131287,1,Supply,0.980661425726,1,Supply,0.654887370607,1,Supply,0.8,1,Supply,0.852759508809,1,Supply,0.7,1,Supply,0.709146450468,1,Supply,0.809104919434,1,Supply,0.816035534037
157,1376,HBOL GLUCOSE  MONITORING DE,glucose monitoring device,Monitoring,Monitoring,1.0,1,Monitoring,0.992295432948,1,Monitoring,0.997581589905,1,Monitoring,0.903247403616,1,Monitoring,1.0,1,Monitoring,0.999648280388,1,Monitoring,1.0,1,Monitoring,0.99996487935,1,Monitoring,1.0,1,Monitoring,0.988081954023
158,703,KETAMINE VL 50MG/ML 10ML KETAMINE 500 MG/10 ML VIAL,ketamine vial 50 mg ml 10 ml ketamine 500 mg/10 ml vial,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.993848602904,1,Pharmacy,0.999998560112,1,Pharmacy,0.970589316576,1,Pharmacy,1.0,1,Pharmacy,0.999835771011,1,Pharmacy,0.9,1,Pharmacy,0.882796573627,1,Pharmacy,1.0,1,Pharmacy,0.971896536026
159,3923,BOOST 237ML CAN,boost 237_ml canister,Supply,Supply,1.0,1,Supply,0.717481393207,1,Supply,0.868426551284,1,Supply,0.630814818042,1,Supply,0.4,1,Pharmacy,0.545534564129,0,Supply,0.9,1,Supply,0.999190675767,1,Supply,0.750410139561,1,Supply,0.783290447232
160,3957,CEFTRIAXONE 10 GRAM SOLR 1 EACH VIAL,ceftriaxone 10 gram solution 1 vial,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.993623572319,1,Pharmacy,0.999187650637,1,Pharmacy,0.971183503746,1,Pharmacy,0.8,1,Pharmacy,0.99997319819,1,Pharmacy,0.9,1,Pharmacy,0.999999998601,1,Pharmacy,1.0,1,Pharmacy,0.96266310261
161,2008,NASAL JEJUNAL TUBE,nasal jejunal tube,Supply,Supply,1.0,1,Supply,0.74904595902,1,Supply,0.998637608553,1,Supply,0.80677281128,1,Supply,0.7,1,Supply,0.832916793235,1,Supply,0.8,1,Supply,0.724661762009,1,Supply,0.999726712704,1,Supply,0.845751294089
162,4632,CHG-BLOOD GLUCOSE BY MONIT,blood glucose monitoring,Monitoring,Monitoring,1.0,1,Monitoring,0.924493870684,1,Monitoring,0.946188839781,1,Monitoring,0.785821055584,1,Monitoring,1.0,1,Monitoring,0.891604521171,1,Monitoring,0.8,1,Monitoring,0.521932064189,1,Monitoring,0.999990105629,1,Monitoring,0.87444782856
163,1334,ALOE VESTA OINTMENT 2 OZ,aloe vesta ointment 2 ounce,Supply,Supply,1.0,1,Supply,0.588217882243,1,Supply,0.908631807256,1,Supply,0.597223882298,1,Supply,0.5,1,Supply,0.645179583331,1,Pharmacy,0.5,0,Supply,0.999634448822,1,Supply,0.999999284744,1,Supply,0.779860861087
164,4044,PROTAM10INJ,protam10inj,Pharmacy,Pharmacy,1.0,1,Supply,0.59196819192,0,Pharmacy,0.275747508306,1,Supply,0.157211081561,0,Laboratory,0.358004046607,0,Supply,0.33337329228,0,Laboratory,0.3,0,Supply,0.668987591405,0,Laboratory,0.195818379521,0,Supply,0.437885039291
165,231,CYCLOPENT/PHENYLEPH OP SOL 2ML CYCLOPENTOLATE/PHENYLEPHRINE OPHTH,cyclopentolate phenylephrine ophthalmic solution 2 ml cyclopentolate phenylephrine ophthalmic,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.993102614442,1,Pharmacy,0.999623065592,1,Pharmacy,0.951823546338,1,Pharmacy,0.9,1,Pharmacy,0.999980970347,1,Pharmacy,1.0,1,Pharmacy,0.999999998746,1,Pharmacy,1.0,1,Pharmacy,0.982725577274
166,3559,BLOOD GAS - CAPILLARY,blood_gas capillary,Laboratory,Laboratory,1.0,1,Laboratory,0.675698058587,1,Laboratory,0.597390253562,1,Laboratory,0.638811929349,1,Nursing Services,0.4,0,Laboratory,0.95529571062,1,Laboratory,0.6,1,Laboratory,0.999996577669,1,Monitoring,0.418735176325,0,Laboratory,0.781027504255
167,4974,ASPIRIN 81 MG CHEW,aspirin 81_mg chew,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.972390728849,1,Pharmacy,0.998273567946,1,Pharmacy,0.94521334214,1,Pharmacy,1.0,1,Pharmacy,0.999846390325,1,Pharmacy,1.0,1,Pharmacy,0.999999980676,1,Pharmacy,0.999999880791,1,Pharmacy,0.990635987859
168,4937,ENDO UNIPORT VEIN HAR,endo uniport vein harvest,Supply,Supply,1.0,1,Supply,0.457894402509,1,Laboratory,0.684479666307,0,Supply,0.580275287152,1,Supply,0.3,1,Supply,0.71259596423,1,Supply,0.4,1,Supply,0.98061308506,1,Laboratory,0.674875259399,0,Supply,0.633054105564
169,1265,SYSTEM ORAL CLEANSING,system oral cleansing,Supply,Supply,1.0,1,Supply,0.912588800393,1,Supply,0.96227161904,1,Supply,0.819290997705,1,Supply,1.0,1,Supply,0.994538924274,1,Supply,0.9,1,Supply,0.999521029379,1,Supply,0.998804211617,1,Supply,0.95411284249
170,1251,RACEMIC EPINEPHRINE 2.25 %,racemic epinephrine 2.25%,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.824825559634,1,Pharmacy,0.99346573008,1,Pharmacy,0.827904084207,1,Pharmacy,0.5,1,Pharmacy,0.996888971151,1,Pharmacy,0.7,1,Pharmacy,0.999996430488,1,Implant,0.610988378525,0,Pharmacy,0.855385096945
171,4895,93000004 - IP-WOUND CARE VISIT,inpatient wound care visit,Nursing Services,Nursing Services,1.0,1,Nursing Services,0.736879601682,1,PT / OT / Speech Therapy,0.426574663852,0,Nursing Services,0.500517127787,1,Nursing Services,0.7,1,Nursing Services,0.866381111264,1,PT / OT / Speech Therapy,0.4,0,Nursing Services,0.999995069491,1,Nursing Services,0.999996185303,1,Nursing Services,0.82910987079
172,1344,13508002 - MAGNESIUM OXIDE TABLET 400MG,magnesium oxide tablet 400_mg,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.809404400626,1,Pharmacy,0.908598667824,1,Pharmacy,0.80761639441,1,Pharmacy,0.8,1,Pharmacy,0.997747520351,1,Pharmacy,0.5,1,Pharmacy,0.999918552272,1,OR / Anesthesia / Recovery Room,0.99998831749,0,Pharmacy,0.852910691935
173,1123,HCHG HEMOGLOBIN OXYGEN AFFINITY,hemoglobin oxygen affinity,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,1.0,1,Laboratory,0.91419641575,0,Laboratory,0.995228988188,0,Laboratory,0.857555791654,0,Laboratory,0.5,0,Laboratory,0.995793851254,0,Laboratory,1.0,0,Respiratory Therapy,0.511278876717,0,Laboratory,0.999998211861,0,Laboratory,0.894681894101
174,2151,SILDENAFIL SUSP 2MG/ML PREPACK,sildenafil suspension 2_mg/ml prepack,Plan Benefit,Plan Benefit,1.0,1,Plan Benefit,0.959650630617,1,Pharmacy,0.814682176954,0,Plan Benefit,0.752429836525,1,Plan Benefit,0.9,1,Plan Benefit,0.991063252643,1,Plan Benefit,0.8,1,Plan Benefit,0.999998895573,1,Plan Benefit,0.999999165535,1,Plan Benefit,0.925392722611
175,3444,OXYGEN PER SHIFT,oxygen per shift,Respiratory Therapy,Respiratory Therapy,1.0,1,Respiratory Therapy,0.648151006485,1,Respiratory Therapy,0.69506327778,1,Respiratory Therapy,0.710160666006,1,Respiratory Therapy,0.3,1,Respiratory Therapy,0.970467908458,1,Respiratory Therapy,1.0,1,Respiratory Therapy,0.995532365222,1,Respiratory Therapy,0.898473024368,1,Respiratory Therapy,0.801983138702
176,2537,HB POLYETHYLENE GLYCOL 3350 PO 8.5 POWD PACKET,polyethylene glycol 3350 by_mouth 8.5 powder packet,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.761432266818,1,Pharmacy,0.958898977296,1,Pharmacy,0.899438510551,1,Supply,0.7,0,Pharmacy,0.999851295131,1,Pharmacy,0.9,1,Pharmacy,0.999910301931,1,Pharmacy,1.0,1,Pharmacy,0.939941418966
177,4960,MEPERID HCL 100MGINJ,meperidine hydrochloride 100_mg injection,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.996496870665,1,Pharmacy,0.999965678599,1,Pharmacy,0.96261030938,1,Pharmacy,1.0,1,Pharmacy,0.999991082084,1,Pharmacy,1.0,1,Pharmacy,0.999999997122,1,Pharmacy,1.0,1,Pharmacy,0.99545154865
178,1602,EPSTEIN BARR NUCLEAR AG (Q,epstein barr nuclear ag q,Laboratory,Laboratory,1.0,1,Laboratory,0.420151705628,1,Laboratory,0.995911081453,1,Laboratory,0.557409243648,1,Laboratory,0.5,1,Laboratory,0.513934782914,1,Laboratory,0.6,1,Laboratory,0.997006962682,1,Laboratory,0.828316092491,1,Laboratory,0.71252554098
179,4470,HB OT SELF CARE TRAIN EA 15 MIN,occupational_therapy self care training 15_minutes,PT / OT / Speech Therapy,PT / OT / Speech Therapy,1.0,1,PT / OT / Speech Therapy,0.988783767857,1,PT / OT / Speech Therapy,0.999999178102,1,PT / OT / Speech Therapy,0.885055881087,1,PT / OT / Speech Therapy,1.0,1,PT / OT / Speech Therapy,0.999985699818,1,PT / OT / Speech Therapy,1.0,1,PT / OT / Speech Therapy,0.999468406204,1,PT / OT / Speech Therapy,1.0,1,PT / OT / Speech Therapy,0.985921437008
180,4396,SUTURE 5-0 PROLENE M8725,suture 5 0 prolene m8725,Supply,Supply,1.0,1,Supply,0.787226557127,1,Supply,0.961450488973,1,Supply,0.568680597426,1,Supply,0.8,1,Supply,0.839760844099,1,Supply,0.6,1,Supply,0.658220740833,1,Supply,0.681330621243,1,Supply,0.766296649967
181,2973,HC ACCUCHECK,accucheck,Monitoring,Monitoring,1.0,1,Supply,0.59196819192,0,Pharmacy,0.275747508306,0,Supply,0.157211081561,0,Laboratory,0.358004046607,0,Supply,0.33337329228,0,Laboratory,0.3,0,Supply,0.668987591405,0,Laboratory,0.195818379521,0,Supply,0.437885039291
182,3186,THERAPYPRO//DX IV PUSH INIT,therapypro dx iv push init,Nursing Services,Nursing Services,1.0,1,Supply,0.65104704946,0,Supply,0.806923952398,0,Supply,0.717223054188,0,Supply,0.6,0,Pharmacy,0.600402664944,0,Supply,0.4,0,Nursing Services,0.995792498376,1,Diluent / Flush / Irrigant,0.9870839715,0,Supply,0.635038811209
183,3313,IONIZED CALCIUM,ionized calcium,Laboratory,Laboratory,1.0,1,Laboratory,0.872816679148,1,Laboratory,0.986532028497,1,Laboratory,0.820054667137,1,Laboratory,1.0,1,Laboratory,0.972152199161,1,Laboratory,1.0,1,Laboratory,0.999998394555,1,Laboratory,0.999696493149,1,Laboratory,0.961250051294
184,861,FORMULA: NEOCATE INFANT 10 KCAL/OUNCE PECTIN 2,formula neocate infant 10 kcal ounce pectin 2,Supply,Supply,1.0,1,Supply,0.950687477411,1,Supply,0.973369515145,1,Supply,0.818916686401,1,Pharmacy,0.6,0,Supply,0.996541070621,1,Supply,0.7,1,Supply,0.999982480313,1,Supply,1.0,1,Supply,0.929937153736
185,279,VIRAL CULTURES,viral cultures,Laboratory,Laboratory,1.0,1,Laboratory,0.996005965082,1,Laboratory,0.999813108776,1,Laboratory,0.871103645952,1,Laboratory,0.8,1,Laboratory,0.995583403058,1,Laboratory,0.9,1,Laboratory,0.999999998832,1,Laboratory,0.998493790627,1,Laboratory,0.951222212481
186,4071,SODIUM CHLORIDE 0.9% PARENTERAL SOLUTION,sodium_chloride 0.9% parenteral solution,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.847778379849,1,Diluent / Flush / Irrigant,0.798119182329,1,Diluent / Flush / Irrigant,0.735111025884,1,Diluent / Flush / Irrigant,0.5,1,Diluent / Flush / Irrigant,0.977789680227,1,Diluent / Flush / Irrigant,0.7,1,Diluent / Flush / Irrigant,0.998097682516,1,Diluent / Flush / Irrigant,0.999997735023,1,Diluent / Flush / Irrigant,0.839654853981
187,1151,NITRIC OXIDE PER HR,nitric oxide per hour,Plan Benefit,Plan Benefit,1.0,1,Plan Benefit,0.989558357516,1,Plan Benefit,0.999809325745,1,Plan Benefit,0.90077206485,1,Plan Benefit,1.0,1,Plan Benefit,0.99984353707,1,Plan Benefit,1.0,1,Plan Benefit,0.999991605162,1,Plan Benefit,1.0,1,Plan Benefit,0.987774987816
188,1633,POTASSIUM PHOSPHATE DIBASIC 3MILLIMOLE/ML INTRAVENOUS SOLUTION,potassium phosphate dibasic 3 millimole ml intravenous solution,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,1.0,1,Pharmacy,0.925101342686,0,Pharmacy,0.995021549125,0,Pharmacy,0.873349795396,0,Diluent / Flush / Irrigant,0.4,0,Pharmacy,0.999567029448,0,Pharmacy,0.6,0,Pharmacy,0.999893227063,0,Pharmacy,1.0,0,Pharmacy,0.913276134817
189,3074,DEXTROSE 5% AND 0.2% NACL,dextrose_5% 0.2% sodium_chloride,Pharmacy,Pharmacy,1.0,1,Diluent / Flush / Irrigant,0.917984578864,0,Diluent / Flush / Irrigant,0.867769990665,0,Diluent / Flush / Irrigant,0.758824326159,0,Diluent / Flush / Irrigant,0.5,0,Diluent / Flush / Irrigant,0.98638257752,0,Diluent / Flush / Irrigant,0.8,0,Diluent / Flush / Irrigant,0.989021086477,0,Diluent / Flush / Irrigant,0.996505260468,0,Diluent / Flush / Irrigant,0.852060977519
190,2494,NEOSTIG 1/1000 0.5MG/0.5ML,neostigmine 1/1000 0.5_mg/0.5_ml,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.989379805767,1,Pharmacy,0.998448424243,1,Pharmacy,0.926198053036,1,Pharmacy,0.9,1,Pharmacy,0.999997867497,1,Pharmacy,1.0,1,Pharmacy,0.999999907028,1,Pharmacy,1.0,1,Pharmacy,0.979336006397
191,1034,HYPERAL FILTER,hyperal filter,Supply,Supply,1.0,1,Supply,0.871983601049,1,Supply,0.986200949976,1,Supply,0.760541449558,1,Supply,0.6,1,Supply,0.933336299998,1,Supply,0.7,1,Supply,0.999377128582,1,Supply,0.911630690098,1,Supply,0.862563346584
192,2978,NICU-7N,neonatal_intensive_care_unit 7n,Room and Board,Room and Board,1.0,1,Room and Board,0.8120572581,1,Room and Board,0.601947900702,1,Room and Board,0.701192509972,1,Room and Board,0.7,1,Room and Board,0.992343594779,1,Room and Board,0.9,1,Room and Board,0.999984463503,1,Room and Board,0.995156049728,1,Room and Board,0.855853530754
193,2997,TRIGLYCERIDE,triglyceride,Laboratory,Laboratory,1.0,1,Laboratory,0.923764893173,1,Laboratory,0.970540531011,1,Laboratory,0.824606463434,1,Laboratory,1.0,1,Laboratory,0.912634029075,1,Laboratory,0.9,1,Laboratory,0.999872635756,1,Laboratory,0.930484414101,1,Laboratory,0.940211440728
194,3988,OTOACS EMISS LIMIT,otoacoustic emission limit,PT / OT / Speech Therapy,PT / OT / Speech Therapy,1.0,1,Laboratory,0.313427373271,0,Supply,0.759387601591,0,Laboratory,0.35863627325,0,Supply,0.3,0,Laboratory,0.856129451009,0,Respiratory Therapy,0.4,0,OR / Anesthesia / Recovery Room,0.984142062107,0,Monitoring,0.418907135725,0,Laboratory,0.509397699177
195,3904,HAPTOGLOBIN QT (HAPTO),haptoglobin quantitative hapto,Laboratory,Laboratory,1.0,1,Laboratory,0.97683407876,1,Laboratory,0.999790870004,1,Laboratory,0.918282679091,1,Laboratory,0.8,1,Laboratory,0.996270633905,1,Laboratory,0.9,1,Laboratory,0.995565499017,1,Laboratory,0.943487524986,1,Laboratory,0.947803476196
196,378,SUCROSE 1 ML UNIT DOSE PKG,sucrose 1_ml unit dose package,Supply,Supply,1.0,1,Pharmacy,0.942780447523,0,Pharmacy,0.982653178969,0,Pharmacy,0.929997454634,0,Pharmacy,0.5,0,Pharmacy,0.999916538657,0,Pharmacy,0.6,0,Pharmacy,0.999907723189,0,Pharmacy,0.999999761581,0,Pharmacy,0.869406888069
197,1447,MORPHINE 2 MG INJ,morphine 2_mg injection,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.980251184684,1,Pharmacy,0.999893878842,1,Pharmacy,0.934936144242,1,Pharmacy,0.9,1,Pharmacy,0.999893568938,1,Pharmacy,1.0,1,Pharmacy,0.999999975597,1,Pharmacy,1.0,1,Pharmacy,0.979441639145
198,859,B COMPLEX-VITAMIN  C-FOLI,b complex vitamin cap folic,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.830006652496,1,OR / Anesthesia / Recovery Room,0.378888740447,0,Pharmacy,0.609653008383,1,Pharmacy,0.9,1,Pharmacy,0.995839839968,1,Laboratory,0.6,0,Pharmacy,0.999997767493,1,Pharmacy,0.999999523163,1,Pharmacy,0.905070970215
199,4571,CTA ABDOMEN AND PELVIS,computed_tomography_angiography abdomen pelvis,Radiology,Radiology,1.0,1,Radiology,0.840900604158,1,Radiology,0.994520631126,1,Radiology,0.758508409937,1,Radiology,0.9,1,Radiology,0.914650333669,1,Radiology,0.7,1,Radiology,0.707528201848,1,Radiology,0.999999523163,1,Radiology,0.868456411545
200,3997,SUCCINYL ACETONE-URINE,succinyl acetone urine,Laboratory,Laboratory,1.0,1,Laboratory,0.803296721645,1,Laboratory,0.987189270197,1,Laboratory,0.825039931382,1,Laboratory,0.5,1,Laboratory,0.952971192529,1,Laboratory,0.8,1,Laboratory,0.999989117093,1,Laboratory,0.965140461922,1,Laboratory,0.870402966085
201,1007,DRUG SCRN PRESM INSTRMNT T2 ACETAMINOPHEN,drug scrn presm instrument t2 acetaminophen,Laboratory,Laboratory,1.0,1,Pharmacy,0.519636254389,0,Laboratory,0.480971394271,1,Pharmacy,0.808861438161,0,Pharmacy,0.6,0,Pharmacy,0.977854128707,0,Pharmacy,1.0,0,Laboratory,0.909028332649,1,Laboratory,0.999992132187,1,Pharmacy,0.781270364251
