,Unnamed: 0,Id,Original Description,Normalized Description,Charge Class,FLAG,CREATE_DT,FTR1,FTR2,FTR3,FTR4,Predicted_Class_Jaro,Prob_Jaro,Predicted_Class_SVM,Prob_SVM,Predicted_Class_Naive,Prob_Naive,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Predicted_Class_Randomforest,Prob_Randomforest,Predicted_Class_DeepNN,Prob_DeepNN,Predicted_Class_kNN,Prob_kNN,Predicted_Class_LDA,Prob_LDA,Predicted_Class_XGBoost,Prob_XGBoost,Voted Output,Sum Correct,Correct_Jaro,Correct_SVM,Correct_Naive,Correct_Logistic_OvR,Correct_Randomforest,Correct_DeepNN,Correct_kNN,Correct_LDA,Correct_XGBoost,Confidence Score,Feature 1,Feature 2,Feature 3,Feature 4,Maximum_Pred,Maximum_Prob,Voting_Pred,Voting_Prob
1153,1153,1614,EKG ADULT,electrocardiogram adult,Cardiology,ONLINE,2016-08-29,adult,ekg,,,Cardiology,0.72,Cardiology,0.581121803689,Laboratory,0.457100046594,Cardiology,0.643406643548,Cardiology,0.7,Cardiology,0.97724102353,Cardiology,0.6,Cardiology,0.499168587807,Cardiology,0.999981641769,Cardiology,8,1,1,0,1,1,1,1,1,1,0.635657744483,adult,ekg,,,Cardiology,0.999981641769,Cardiology,0.715114962543
1154,1154,4821,SURG LEVEL II ADD 30 MIN,surgery Level II additional minutes,OR / Anesthesia / Recovery Room,RETROSPECTIVE,2016-07-13,ii,surgical,minutes,additional,OR / Anesthesia / Recovery Room,0.91,OR / Anesthesia / Recovery Room,0.696199378286,OR / Anesthesia / Recovery Room,0.999869439738,OR / Anesthesia / Recovery Room,0.885209820037,OR / Anesthesia / Recovery Room,0.3,OR / Anesthesia / Recovery Room,0.999659886456,OR / Anesthesia / Recovery Room,1.0,OR / Anesthesia / Recovery Room,0.99997775663,OR / Anesthesia / Recovery Room,1.0,OR / Anesthesia / Recovery Room,9,1,1,1,1,1,1,1,1,1,0.865657364572,ii,surgery,min,additional,OR / Anesthesia / Recovery Room,1.0,OR / Anesthesia / Recovery Room,0.865657364572
1155,1155,2424,HC-OXIMETRY-CONT MONITORING,oximetry continuous monitoring,Monitoring,RETROSPECTIVE,2016-07-12,continuous,oximetry,monitoring,,Monitoring,0.91,Monitoring,0.964110952822,Monitoring,0.997324818,Monitoring,0.880372668865,Monitoring,0.8,Monitoring,0.999983703472,Monitoring,1.0,Monitoring,0.998591013723,Monitoring,1.0,Monitoring,9,1,1,1,1,1,1,1,1,1,0.950042572987,continuous,oximetry,monitoring,,Monitoring,1.0,Monitoring,0.950042572987
1156,1156,1350,TRIGLYCERIDES,triglycerides,Laboratory,ONLINE,2016-09-16,triglycerides,,,,Laboratory,0.97,Laboratory,0.657212154652,Laboratory,0.790206527189,Laboratory,0.655990143212,OR / Anesthesia / Recovery Room,0.9,OR / Anesthesia / Recovery Room,0.370484930798,Laboratory,0.8,Laboratory,0.999566659108,Laboratory,0.605406761169,Laboratory,7,1,1,1,1,0,0,1,1,1,0.60870913837,triglycerides,,,,Laboratory,0.999566659108,Laboratory,0.782626035047
1157,1157,1416,XR CHEST PA & LAT,x-ray chest posterior_anterior and lateral,Radiology,ONLINE,2016-09-16,chest,,,,Radiology,0.78,Radiology,0.808520185152,Radiology,0.999193116423,Radiology,0.764206521243,Radiology,0.6,Radiology,0.985655597931,Radiology,0.9,Radiology,0.991176764902,Radiology,1.0,Radiology,9,1,1,1,1,1,1,1,1,1,0.869861353961,chest,pa,lat,xr,Radiology,1.0,Radiology,0.869861353961
1158,1158,885,LORAZEPAM 2 MG/ML SOLN 10 ML VIAL,lorazepam 2_mg/ml solution 10_ml vial,Pharmacy,ONLINE,2016-09-16,vial,lorazepam,10_ml,soln,Pharmacy,0.91,Pharmacy,0.981362439182,Pharmacy,0.999127282799,Pharmacy,0.944127748165,Pharmacy,1.0,Pharmacy,0.996347688028,Pharmacy,1.0,Pharmacy,0.999999974205,Pharmacy,1.0,Pharmacy,9,1,1,1,1,1,1,1,1,1,0.981218348042,vial,lorazepam,10_ml,soln,Pharmacy,1.0,Pharmacy,0.981218348042
1159,1159,3409,WIRE PACINGMYOCARDART/VEN279103,wire pacingmyocardart/ven279103,Supply,RETROSPECTIVE,2016-07-12,wire,pacingmyocardart/ven279103,,,Respiratory Therapy,0.72,Supply,0.96785196229,Supply,0.99847108392,Supply,0.879344383695,Supply,0.9,Supply,0.998751618843,Supply,0.7,Supply,0.99999985086,Supply,0.99999499321,Respiratory Therapy,1,1,0,0,0,0,0,0,0,0,0.08,wire,pacingmyocardart/ven279103,,,Supply,0.99999985086,Supply,0.930551736602
1160,1160,6295,FENTANYL 50 MCG/ML SYRG 5 ML SYRINGE,fentanyl 50 mcg/ml syringe 5_ml syringe,Pharmacy,ONLINE,2016-09-16,mcg,ml,fentanyl,syrg,Pharmacy,0.88,Pharmacy,0.939447600983,Pharmacy,0.988167678223,Pharmacy,0.918979640588,Pharmacy,0.7,Pharmacy,0.9984373783,Pharmacy,0.9,Pharmacy,0.999999677122,Pharmacy,0.999983906746,Pharmacy,9,1,1,1,1,1,1,1,1,1,0.925001764662,mcg,ml,fentanyl,syrg,Pharmacy,0.999999677122,Pharmacy,0.925001764662
1161,1161,5425,ALBUT 2.5MG/IPRATROP 0.5MG,albut 2.5_mg/ipratropium 0.5_mg,Pharmacy,RETROSPECTIVE,2016-07-13,0.5_mg,albut,2.5_mg/ipratropium,,Pharmacy,0.74,Pharmacy,0.982164368215,Pharmacy,0.997895434959,Pharmacy,0.849228272549,Pharmacy,0.9,Pharmacy,0.999700736394,Pharmacy,1.0,Pharmacy,0.999999999999,Pharmacy,1.0,Pharmacy,9,1,1,1,1,1,1,1,1,1,0.940998756902,0.5_mg,albut,2.5_mg/ipratropium,,Pharmacy,1.0,Pharmacy,0.940998756902
1162,1162,2818,HB VENIPUNCTURE,venipuncture,Nursing Services,RETROSPECTIVE,2016-07-12,venipuncture,,,,Nursing Services,0.93,Nursing Services,0.776482592474,Laboratory,0.530435361546,Nursing Services,0.747378565539,Nursing Services,1.0,Nursing Services,0.987516987269,Nursing Services,1.0,Nursing Services,0.999987817059,Nursing Services,1.0,Nursing Services,8,1,1,0,1,1,1,1,1,1,0.82681844026,venipuncture,,,,Nursing Services,1.0,Nursing Services,0.930170745293
1163,1163,6726,HCHG POC SODIUM,point of care sodium,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,poc,sodium,,,Monitoring,0.86,OR / Anesthesia / Recovery Room,0.4695476016,Monitoring,0.864755544065,Monitoring,0.458225234127,Monitoring,0.7,OR / Anesthesia / Recovery Room,0.917389379904,Monitoring,0.9,Monitoring,0.999330116974,OR / Anesthesia / Recovery Room,0.999983668327,Monitoring,6,1,0,1,1,1,0,1,1,0,0.531367877241,sodium,care,point,,OR / Anesthesia / Recovery Room,0.999983668327,Monitoring,0.797051815861
1164,1164,2625,MAGNESIUM (MG/UMG/RUMG),magnesium milligram/umg/rumg,Pharmacy,RETROSPECTIVE,2016-07-12,milligram,umg,rumg,magnesium,Laboratory,0.82,Pharmacy,0.935216487831,Pharmacy,0.974271845688,Pharmacy,0.831596085086,Pharmacy,0.8,Pharmacy,0.980223583029,Pharmacy,0.8,Pharmacy,0.999881842374,Laboratory,0.602937996387,Laboratory,2,1,0,0,0,0,0,0,0,1,0.158104221821,umg,rumg,magnesium,milligram,Pharmacy,0.999881842374,Pharmacy,0.903027120573
1165,1165,4561,COMP METABOLIC PANEL (CMPP,complete metabolic panel cmpp,Laboratory,RETROSPECTIVE,2016-07-13,cmpp,compressors,panel,metabolic,Laboratory,0.94,Laboratory,0.784234475599,Laboratory,0.999727401169,Laboratory,0.898032186778,Laboratory,0.5,Laboratory,0.842509584598,Laboratory,0.9,Laboratory,0.999999583,Laboratory,0.999397516251,Laboratory,9,1,1,1,1,1,1,1,1,1,0.873766749711,cmpp,panel,complete,metabolic,Laboratory,0.999999583,Laboratory,0.873766749711
1166,1166,4664,INTRO PINNACLE 5FRX10CM RSS503,introducer pinnacle 5frx10cm rss503,Supply,RETROSPECTIVE,2016-07-13,rss503,5frx10cm,intro,pinnacle,Plan Benefit,0.69,Supply,0.916229497148,Supply,0.997151253462,Supply,0.839829098294,Supply,0.9,Supply,0.993645304282,Supply,0.8,Supply,0.999987547407,Supply,0.99995470047,Pharmacy,0,0,0,0,0,0,0,0,0,0,0.0,rss503,5frx10cm,pinnacle,introducer,Supply,0.999987547407,Supply,0.930849675133
1167,1167,3346,ILOPROST INHAL 10MCG 1ML AMP,iloprost inhalation 10mcg 1_ml ampule,Plan Benefit,RETROSPECTIVE,2016-07-12,amp,1_ml,inhalation,iloprost,Supply,0.72,Pharmacy,0.892968633321,Pharmacy,0.994090101055,Pharmacy,0.858226547595,Pharmacy,0.5,Pharmacy,0.993089908075,Pharmacy,0.7,Pharmacy,0.999999833649,Pharmacy,0.999999880791,Supply,1,1,0,0,0,0,0,0,0,0,0.08,1_ml,ampule,inhal,,Pharmacy,0.999999880791,Pharmacy,0.867296863061
1168,1168,4418,64999000 - COMP GI PANEL BY PCR,comprehensive gastrointestinal panel by polymerase_chain_reaction,Laboratory,RETROSPECTIVE,2016-07-13,pcr,compressors,gastrointestinal,panel,Laboratory,0.69,Laboratory,0.928913491549,Laboratory,0.999763868433,Laboratory,0.90514170182,Laboratory,0.6,Laboratory,0.977480513706,Laboratory,0.5,Laboratory,0.99999948746,Laboratory,0.999997973442,Laboratory,9,1,1,1,1,1,1,1,1,1,0.844588559601,polymerase_chain_reaction,comprehensive,gi,panel,Laboratory,0.99999948746,Laboratory,0.844588559601
1169,1169,3131,ST IV ADM,set intravenous admission,Supply,RETROSPECTIVE,2016-07-12,admission,set,intravenous,,Supply,0.77,Supply,0.778067894753,Supply,0.960684005494,Supply,0.81201428856,Nursing Services,0.3,Supply,0.997459625763,Supply,0.9,Supply,0.99998121847,Supply,0.999990463257,Supply,8,1,1,1,1,0,1,1,1,1,0.802021944033,adm,set,iv,,Supply,0.999990463257,Supply,0.902274687037
1170,1170,823,IRIS OVERLAY PAD,iris overlay pad,Supply,ONLINE,2016-09-16,iris,pad,overlay,,OR / Anesthesia / Recovery Room,0.73,Supply,0.861621051605,Supply,0.996386386023,Supply,0.829010021843,Supply,0.8,Supply,0.972108827291,Supply,0.6,Supply,0.971562591747,Supply,0.955715894699,OR / Anesthesia / Recovery Room,1,1,0,0,0,0,0,0,0,0,0.0811111111111,iris,pad,overlay,,Supply,0.996386386023,Supply,0.873300596651
1171,1171,1250,SOL D5 NACL 0.45PCT KCL20 1L,solution dextrose_5% sodium_chloride 0.45pct kcl20 1_liter,Pharmacy,ONLINE,2016-09-16,sol,nacl,,,Pharmacy,0.88,Diluent / Flush / Irrigant,0.924386068565,Diluent / Flush / Irrigant,0.905578013569,Diluent / Flush / Irrigant,0.827993421583,Diluent / Flush / Irrigant,0.5,Diluent / Flush / Irrigant,0.995710329407,Diluent / Flush / Irrigant,0.6,Diluent / Flush / Irrigant,0.994609882452,Diluent / Flush / Irrigant,0.999908566475,Pharmacy,1,1,0,0,0,0,0,0,0,0,0.0977777777778,sol,nacl,,,Diluent / Flush / Irrigant,0.999908566475,Diluent / Flush / Irrigant,0.843523285256
1172,1172,2856,OXYGEN NEWBORN PER SHIFT,oxygen newborn per shift,Respiratory Therapy,RETROSPECTIVE,2016-07-12,newborn,shift,per,oxygen,Respiratory Therapy,0.87,Respiratory Therapy,0.653551491334,Respiratory Therapy,0.647035764777,Respiratory Therapy,0.795459854281,Laboratory,0.6,Respiratory Therapy,0.96424889397,Respiratory Therapy,1.0,Respiratory Therapy,0.999832974619,Respiratory Therapy,0.999996781349,Respiratory Therapy,8,1,1,1,1,0,1,1,1,1,0.77001397337,newborn,shift,per,oxygen,Respiratory Therapy,1.0,Respiratory Therapy,0.866265720041
1173,1173,4579,CULT URINE - COLONY CT,culture urine colony count,Laboratory,RETROSPECTIVE,2016-07-13,cult,colony,urine,computed_tomography,Laboratory,0.82,Laboratory,0.960733670408,Laboratory,0.99983236413,Laboratory,0.921525896564,Laboratory,0.6,Laboratory,0.98376953642,Laboratory,0.9,Laboratory,0.999985076093,Laboratory,0.982850790024,Laboratory,9,1,1,1,1,1,1,1,1,1,0.907633037071,count,culture,urine,colony,Laboratory,0.999985076093,Laboratory,0.907633037071
1174,1174,3706,HYDROCORTISONE SS UP TO 100MG,hydrocortisone ss up to 100_mg,Pharmacy,RETROSPECTIVE,2016-07-12,hydrocortisone,sas,100_mg,,Pharmacy,0.82,Pharmacy,0.987483632197,Pharmacy,0.997171382402,Pharmacy,0.935603171859,Pharmacy,0.9,Pharmacy,0.999990366554,Pharmacy,0.9,Pharmacy,0.999999997261,Pharmacy,0.999982237816,Pharmacy,9,1,1,1,1,1,1,1,1,1,0.94891453201,hydrocortisone,ss,100_mg,,Pharmacy,0.999999997261,Pharmacy,0.94891453201
1175,1175,2005,CATH SUCTION TRACH KIT EACH,catheter suction tracheostomy kit each,Supply,ONLINE,2016-09-16,trach,cath,suction,kit,Supply,0.99,Supply,0.976900445621,Supply,0.99995186018,Supply,0.888684393937,Supply,0.8,Supply,0.994177948384,Supply,0.9,Supply,0.981548773918,Supply,0.999999165535,Supply,9,1,1,1,1,1,1,1,1,1,0.947918065286,trach,cath,suction,kit,Supply,0.999999165535,Supply,0.947918065286
1176,1176,6107,CULT BACT QUANT A,culture bacteria quantitative a,Laboratory,ONLINE,2016-09-16,culture,bacterial,quant,,Laboratory,0.75,Laboratory,0.990179911883,Laboratory,0.999996136138,Laboratory,0.906789207091,Laboratory,0.7,Laboratory,0.992718802927,Laboratory,1.0,Laboratory,0.999216552158,Laboratory,0.981179058552,Laboratory,9,1,1,1,1,1,1,1,1,1,0.924453296528,culture,bacteria,quant,,Laboratory,1.0,Laboratory,0.924453296528
1177,1177,1355,TROPICAMIDE 0.5% DROP 15 M,tropicamide 0.5% drop 15_minutes,Pharmacy,ONLINE,2016-09-16,tropicamide,minutes,drop,0.50%,Pharmacy,0.87,Pharmacy,0.603750352347,Pharmacy,0.812656404032,Pharmacy,0.825281791834,Pharmacy,0.5,Pharmacy,0.842898074633,Pharmacy,0.6,Pharmacy,0.999740823471,Pharmacy,0.938218414783,Pharmacy,9,1,1,1,1,1,1,1,1,1,0.776949540122,tropicamide,drop,0.5%,15_minutes,Pharmacy,0.999740823471,Pharmacy,0.776949540122
1178,1178,3318,HC ANTIBODY SCREEN,antibody screen,Laboratory,RETROSPECTIVE,2016-07-12,screen,antibody,,,Laboratory,0.96,Laboratory,0.992533801476,Laboratory,0.999706898328,Laboratory,0.920689484252,Laboratory,1.0,Laboratory,0.999054546411,Laboratory,1.0,Laboratory,0.999997805895,Laboratory,1.0,Laboratory,9,1,1,1,1,1,1,1,1,1,0.985775837374,screen,antibody,,,Laboratory,1.0,Laboratory,0.985775837374
1179,1179,2239,LABORATORY-CHEMISTRY SODIUM ISTAT,laboratory chemistry sodium istat,Laboratory,RETROSPECTIVE,2016-07-12,laboratory,chemistry,istat,sodium,Monitoring,0.86,Monitoring,0.443857976583,Laboratory,0.986239280878,Laboratory,0.790702678511,Laboratory,0.766666666667,Laboratory,0.720073898639,Laboratory,1.0,Monitoring,0.519322020598,Laboratory,0.99845123291,Monitoring,3,1,1,0,0,0,0,0,1,0,0.202575555242,laboratory,chemistry,istat,sodium,Laboratory,1.0,Laboratory,0.877022292934
1180,1180,3890,VENTILATOR-PEDS SUBSEQ DAY,ventilator pediatrics subsequent day,Respiratory Therapy,RETROSPECTIVE,2016-07-12,ventilator,subseq,pediatrics,day,Respiratory Therapy,0.85,Respiratory Therapy,0.831540387395,Respiratory Therapy,0.998787293274,Respiratory Therapy,0.850334257876,Respiratory Therapy,0.3,Respiratory Therapy,0.997925916374,Respiratory Therapy,1.0,Respiratory Therapy,0.999216084813,Respiratory Therapy,1.0,Respiratory Therapy,9,1,1,1,1,1,1,1,1,1,0.869755993304,ventilator,subseq,pediatrics,day,Respiratory Therapy,1.0,Respiratory Therapy,0.869755993304
1181,1181,1356,TROPICAMIDE 0.5% DROP 15 ML DROP BTL,tropicamide 0.5% drop 15_ml drop bottle,Pharmacy,ONLINE,2016-09-16,drop,bottle,15_minutes,,Pharmacy,0.84,Pharmacy,0.916451129299,Pharmacy,0.99527661889,Pharmacy,0.894743098776,Pharmacy,0.8,Pharmacy,0.998044154367,Pharmacy,0.8,Pharmacy,0.99999999964,Pharmacy,1.0,Pharmacy,9,1,1,1,1,1,1,1,1,1,0.91605722233,drop,bottle,15_ml,,Pharmacy,1.0,Pharmacy,0.91605722233
1182,1182,2918,ASPIRATOR NASAL BBG,aspirator nasal bag,Supply,RETROSPECTIVE,2016-07-12,aspirator,bag,nasal,,Supply,1.0,Supply,0.912390981527,Supply,0.997740915902,Supply,0.860775073474,Supply,1.0,Supply,0.98032654579,Supply,0.7,Supply,0.857903613764,Supply,0.999739468098,Supply,9,1,1,1,1,1,1,1,1,1,0.923208510951,aspirator,bag,nasal,,Supply,1.0,Supply,0.923208510951
1183,1183,3859,HC GAIT TRAINING THERAPY EA 15 MIN,gait training therapy each 15 minutes,PT / OT / Speech Therapy,RETROSPECTIVE,2016-07-12,training,min,therapy,gait,PT / OT / Speech Therapy,0.89,PT / OT / Speech Therapy,0.745077155114,PT / OT / Speech Therapy,0.998808917467,PT / OT / Speech Therapy,0.650198007927,PT / OT / Speech Therapy,0.9,PT / OT / Speech Therapy,0.70116059006,PT / OT / Speech Therapy,0.8,PT / OT / Speech Therapy,0.96184713105,OR / Anesthesia / Recovery Room,0.894863426685,PT / OT / Speech Therapy,8,1,1,1,1,1,1,1,1,0,0.738565755735,min,training,therapy,gait,PT / OT / Speech Therapy,0.998808917467,PT / OT / Speech Therapy,0.830886475202
1184,1184,2732,NURSERY-ICU,nursery intensive_care_unit,Room and Board,RETROSPECTIVE,2016-07-12,nursery,ICU,,,Room and Board,1.0,Room and Board,0.914727046864,Room and Board,0.992021718931,Room and Board,0.800340386858,Room and Board,1.0,Room and Board,0.999005863729,Room and Board,0.8,Room and Board,0.999999762688,Room and Board,1.0,Room and Board,9,1,1,1,1,1,1,1,1,1,0.945121642119,nursery,intensive_care_unit,,,Room and Board,1.0,Room and Board,0.945121642119
1185,1185,752,HCHG THYROXINE (T-4) FREE HCHG THYROXINE (T-4) FREE,thyroxine (T-4) free,Laboratory,ONLINE,2016-09-16,free,,,,Laboratory,0.7,Laboratory,0.817472783732,Laboratory,0.936853088306,Laboratory,0.692168306326,Laboratory,0.8,Pharmacy,0.519066268931,Laboratory,0.6,Laboratory,0.999999828161,Laboratory,0.999997377396,Laboratory,8,1,1,1,1,1,0,1,1,1,0.727387931547,(t-4),thyroxine,free,,Laboratory,0.999999828161,Laboratory,0.81831142299
1186,1186,6349,CALCIUM IONIZED POC NICU ACUTE PANEL A,calcium ionized poc nicu acute panel a,Laboratory,ONLINE,2016-10-06,calcium,ionized,panel,acute,Laboratory,0.98,Laboratory,0.878835373053,Laboratory,0.986111064752,Laboratory,0.850487206505,Laboratory,1.0,Laboratory,0.569612193523,Laboratory,1.0,Laboratory,0.999999464785,Laboratory,1.0,Laboratory,9,1,1,1,1,1,1,1,1,1,0.918338366958,acute,nicu,calcium,ionized,Laboratory,1.0,Laboratory,0.918338366958
1187,1187,1381,US ABDOMEN RETROPERITONEAL,ultrasound abdomen retroperitoneal,Radiology,ONLINE,2016-09-16,us,retroperitoneal,abdomen,,Radiology,0.79,Radiology,0.913642001303,Radiology,0.978714252079,Radiology,0.799814862737,Radiology,0.5,Radiology,0.884982060603,Radiology,0.6,Radiology,0.632684147967,Radiology,0.709483444691,Radiology,9,1,1,1,1,1,1,1,1,1,0.756591196598,us,retroperitoneal,abdomen,,Radiology,0.978714252079,Radiology,0.756591196598
1188,1188,606,HC LIPASE,lipase,Laboratory,ONLINE,2016-09-16,lipase,,,,Laboratory,0.93,Laboratory,0.907393418609,Laboratory,0.997346255281,Laboratory,0.910139712837,Laboratory,0.9,Laboratory,0.769597914286,Laboratory,1.0,Laboratory,0.999999880782,Laboratory,0.965060532093,Laboratory,9,1,1,1,1,1,1,1,1,1,0.931059745988,lipase,,,,Laboratory,1.0,Laboratory,0.931059745988
1189,1189,5664,HB KIT IV ABV 5 YR PREOP,kit intravenous abv 5 yr preoperative,Supply,RETROSPECTIVE,2016-07-13,iv,kit,,,Supply,0.69,Supply,0.70094604064,Supply,0.971038869758,Supply,0.693322022925,Pharmacy,0.4,Supply,0.938700451995,Supply,0.5,Supply,0.999841858655,Supply,0.997919619083,Supply,8,1,1,1,1,0,1,1,1,1,0.721307651451,iv,kit,,,Supply,0.999841858655,Supply,0.811471107882
1190,1190,1374,URINARY CATH KIT (SILI),urinary catheter kit silicone,Supply,ONLINE,2016-09-16,urinary,cath,sili,kit,Supply,0.82,Supply,0.960510072179,Supply,0.999708749463,Supply,0.931381764615,Supply,0.6,Supply,0.990294584983,Supply,0.8,Supply,0.997086774289,Supply,0.994752764702,Supply,9,1,1,1,1,1,1,1,1,1,0.899303856692,silicone,urinary,cath,kit,Supply,0.999708749463,Supply,0.899303856692
1191,1191,5420,ALBUMIN 25% 50ML IV,albumin 25% 50_ml intravenous,Pharmacy,RETROSPECTIVE,2016-07-13,50_ml,albumin,intravenous,25%,Pharmacy,0.88,Pharmacy,0.860822059117,Pharmacy,0.963282317365,Pharmacy,0.767318740727,Diluent / Flush / Irrigant,0.3,Pharmacy,0.905395910472,Pharmacy,0.5,Pharmacy,0.999999951701,Pharmacy,0.999999523163,Pharmacy,8,1,1,1,1,0,1,1,1,1,0.764090944727,50_ml,albumin,iv,25%,Pharmacy,0.999999951701,Pharmacy,0.859602312818
1192,1192,3479,RCP ASSIST PT,respiratory_care assist physical_therapy,Respiratory Therapy,RETROSPECTIVE,2016-07-12,pt,assist,rcp,,Respiratory Therapy,0.71,PT / OT / Speech Therapy,0.335941456552,PT / OT / Speech Therapy,0.940844222053,PT / OT / Speech Therapy,0.472083642509,PT / OT / Speech Therapy,0.6,Cardiology,0.167225889752,PT / OT / Speech Therapy,0.5,OR / Anesthesia / Recovery Room,0.994956003356,Room and Board,0.867675065994,Room and Board,1,0,0,0,0,0,0,0,0,1,0.096408340666,assist,rcp,pt,,OR / Anesthesia / Recovery Room,0.994956003356,PT / OT / Speech Therapy,0.569773864223
1193,1193,4647,HEPARIN SODIUM  1000U-5000U INJ,heparin sodium 1000u 5000u injection,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-13,heparin,injection,sodium,,Pharmacy,0.83,Diluent / Flush / Irrigant,0.947606942546,Pharmacy,0.645233184268,Diluent / Flush / Irrigant,0.765305787375,Pharmacy,0.6,Diluent / Flush / Irrigant,0.989626428664,Pharmacy,0.9,Diluent / Flush / Irrigant,0.97305850491,Diluent / Flush / Irrigant,0.989591062069,Pharmacy,4,1,0,1,0,1,0,1,0,0,0.330581464919,heparin,inj,sodium,,Diluent / Flush / Irrigant,0.989626428664,Diluent / Flush / Irrigant,0.933037745113
1194,1194,4833,SUTURE 3-0 SLK BLK 684G,suture 3 0 silk black 684_gm,Supply,RETROSPECTIVE,2016-07-13,684_gm,suture,blk,slk,Supply,0.74,Supply,0.902098540375,Supply,0.994553158742,Supply,0.766571352235,Supply,0.9,Supply,0.904567505465,Supply,0.6,Supply,0.980693146153,Supply,0.887441217899,Supply,9,1,1,1,1,1,1,1,1,1,0.852880546763,black,silk,suture,684_gm,Supply,0.994553158742,Supply,0.852880546763
1195,1195,704,HCHG CULTURE AEROBIC ID HCHG CULTURE AEROBIC ID,culture aerobic identification,Laboratory,ONLINE,2016-09-16,aerobic,culture,id,,OR / Anesthesia / Recovery Room,0.83,Laboratory,0.991178141176,Laboratory,0.999987410319,Laboratory,0.926654670923,Laboratory,0.8,Laboratory,0.990844128212,Laboratory,1.0,Laboratory,0.999769355204,Laboratory,0.999999284744,OR / Anesthesia / Recovery Room,1,1,0,0,0,0,0,0,0,0,0.0922222222222,aerobic,culture,identification,,Laboratory,1.0,Laboratory,0.963554123822
1196,1196,4036,ONDANSETRON 4 MG VL,ondansetron 4_mg vial,Pharmacy,RETROSPECTIVE,2016-07-12,ondansetron,vl,4_mg,,Pharmacy,0.92,Pharmacy,0.986846969372,Pharmacy,0.99995017542,Pharmacy,0.959482072498,Pharmacy,1.0,Pharmacy,0.999972279428,Pharmacy,1.0,Pharmacy,0.99999999987,Pharmacy,1.0,Pharmacy,9,1,1,1,1,1,1,1,1,1,0.985139055176,vial,ondansetron,4_mg,,Pharmacy,1.0,Pharmacy,0.985139055176
1197,1197,2642,MICAFUNGIN 50 MG SOLR 1 EACH VIAL,micafungin 50_mg solution 1 each vial,Pharmacy,RETROSPECTIVE,2016-07-12,vial,50_mg,solution,,Pharmacy,0.85,Pharmacy,0.94379112523,Pharmacy,0.996168682783,Pharmacy,0.911455149585,Pharmacy,0.8,Pharmacy,0.983681256101,Pharmacy,1.0,Pharmacy,0.999999990644,Pharmacy,1.0,Pharmacy,9,1,1,1,1,1,1,1,1,1,0.942788467149,vial,micafungin,solution,50_mg,Pharmacy,1.0,Pharmacy,0.942788467149
1198,1198,2872,RC SUCTION NICU DAILY,suction neonatal_intensive_care_unit daily,Respiratory Therapy,RETROSPECTIVE,2016-07-12,suction,NICU,daily,,Respiratory Therapy,0.79,Room and Board,0.592911629395,Supply,0.689439423866,Room and Board,0.434402451747,OR / Anesthesia / Recovery Room,0.5,Room and Board,0.675403739217,Room and Board,0.7,Room and Board,0.999930175741,Room and Board,0.925602734089,Room and Board,6,0,1,0,1,0,1,1,1,1,0.480916747799,suction,nicu,daily,,Room and Board,0.999930175741,Room and Board,0.721375121698
1199,1199,4939,HB ACTH STIM PANEL,cosyntropin stimulation panel,Laboratory,RETROSPECTIVE,2016-07-13,acth,stim,panel,,Laboratory,0.75,Laboratory,0.255715967348,Laboratory,0.972946877657,Laboratory,0.365947489838,Laboratory,0.3,Cardiology,0.274645849385,Laboratory,0.8,Laboratory,0.693844544751,OR / Anesthesia / Recovery Room,0.630659997463,Laboratory,7,1,1,1,1,1,0,1,1,0,0.459828319955,stimulation,cosyntropin,panel,,Laboratory,0.972946877657,Laboratory,0.591207839942
1200,1200,6712,HCHG OR TIME LEVEL C PER 30MIN >90MIN,operation room time level cap per 30min greater than 90min,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,or,level,cap,per,OR / Anesthesia / Recovery Room,0.97,OR / Anesthesia / Recovery Room,0.764715250414,OR / Anesthesia / Recovery Room,0.999428387037,OR / Anesthesia / Recovery Room,0.847733856839,OR / Anesthesia / Recovery Room,0.6,OR / Anesthesia / Recovery Room,0.994913122351,OR / Anesthesia / Recovery Room,0.7,OR / Anesthesia / Recovery Room,0.999998394358,OR / Anesthesia / Recovery Room,1.0,OR / Anesthesia / Recovery Room,9,1,1,1,1,1,1,1,1,1,0.875198779,room,level,30min,cap,OR / Anesthesia / Recovery Room,1.0,OR / Anesthesia / Recovery Room,0.875198779
1201,1201,5402,ABO TYPING,abo typing,Laboratory,RETROSPECTIVE,2016-07-13,typing,abo,,,Laboratory,0.94,Laboratory,0.941357755464,Laboratory,0.999958936148,Laboratory,0.91353196259,Laboratory,1.0,Laboratory,0.988664427025,Laboratory,1.0,Laboratory,0.999994121876,Laboratory,1.0,Laboratory,9,1,1,1,1,1,1,1,1,1,0.975945244789,typing,abo,,,Laboratory,1.0,Laboratory,0.975945244789
