,Id,Original Description,Normalized Description,Charge Class,FLAG,CREATE_DT,FTR1,FTR2,FTR3,FTR4,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Predicted_Class_DeepNN,Prob_DeepNN,Voted Output,Sum Correct,Correct_Logistic_OvR,Correct_DeepNN,Confidence Score,Feature 1,Feature 2,Feature 3,Feature 4
1163,6726,HCHG POC SODIUM,point of care sodium,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,poc,sodium,,,Monitoring,0.468759984863,OR / Anesthesia / Recovery Room,0.59890003633,OR / Anesthesia / Recovery Room,1,0,1,0.299450018165,sodium,care,point,
1164,2625,MAGNESIUM (MG/UMG/RUMG),magnesium milligram/umg/rumg,Pharmacy,RETROSPECTIVE,2016-07-12,milligram,umg,rumg,magnesium,Pharmacy,0.829437476914,Pharmacy,0.953817837695,Pharmacy,2,1,1,0.891627657304,umg,rumg,magnesium,milligram
1165,4561,COMP METABOLIC PANEL (CMPP,complete metabolic panel cmpp,Laboratory,RETROSPECTIVE,2016-07-13,cmpp,compressors,panel,metabolic,Laboratory,0.894550190961,Laboratory,0.993274735139,Laboratory,2,1,1,0.94391246305,cmpp,panel,complete,metabolic
1166,4664,INTRO PINNACLE 5FRX10CM RSS503,introducer pinnacle 5frx10cm rss503,Supply,RETROSPECTIVE,2016-07-13,rss503,5frx10cm,intro,pinnacle,Supply,0.803873233151,Supply,0.971438791245,Supply,2,1,1,0.887656012198,rss503,5frx10cm,pinnacle,introducer
1167,3346,ILOPROST INHAL 10MCG 1ML AMP,iloprost inhalation 10mcg 1_ml ampule,Plan Benefit,RETROSPECTIVE,2016-07-12,amp,1_ml,inhalation,iloprost,Pharmacy,0.86642285737,Pharmacy,0.9234956265,Pharmacy,2,1,1,0.894959241935,1_ml,ampule,inhal,
1168,4418,64999000 - COMP GI PANEL BY PCR,comprehensive gastrointestinal panel by polymerase_chain_reaction,Laboratory,RETROSPECTIVE,2016-07-13,pcr,compressors,gastrointestinal,panel,Laboratory,0.910611689256,Laboratory,0.99869367418,Laboratory,2,1,1,0.954652681718,polymerase_chain_reaction,comprehensive,gi,panel
1169,3131,ST IV ADM,set intravenous admission,Supply,RETROSPECTIVE,2016-07-12,admission,set,intravenous,,Supply,0.794519989333,Supply,0.99407656591,Supply,2,1,1,0.894298277622,adm,set,iv,
1170,823,IRIS OVERLAY PAD,iris overlay pad,Supply,ONLINE,2016-09-16,iris,pad,overlay,,Supply,0.824034617079,Supply,0.961609372119,Supply,2,1,1,0.892821994599,iris,pad,overlay,
1171,1250,SOL D5 NACL 0.45PCT KCL20 1L,solution dextrose_5% sodium_chloride 0.45pct kcl20 1_liter,Pharmacy,ONLINE,2016-09-16,sol,nacl,,,Diluent / Flush / Irrigant,0.795407593616,Diluent / Flush / Irrigant,0.930697991664,Diluent / Flush / Irrigant,2,1,1,0.86305279264,sol,nacl,,
1172,2856,OXYGEN NEWBORN PER SHIFT,oxygen newborn per shift,Respiratory Therapy,RETROSPECTIVE,2016-07-12,newborn,shift,per,oxygen,Respiratory Therapy,0.795086525221,Respiratory Therapy,0.997770837321,Respiratory Therapy,2,1,1,0.896428681271,newborn,shift,per,oxygen
1173,4579,CULT URINE - COLONY CT,culture urine colony count,Laboratory,RETROSPECTIVE,2016-07-13,cult,colony,urine,computed_tomography,Laboratory,0.925922005237,Laboratory,0.999364818212,Laboratory,2,1,1,0.962643411725,count,culture,urine,colony
1174,3706,HYDROCORTISONE SS UP TO 100MG,hydrocortisone ss up to 100_mg,Pharmacy,RETROSPECTIVE,2016-07-12,hydrocortisone,sas,100_mg,,Pharmacy,0.928584290287,Pharmacy,0.997716075012,Pharmacy,2,1,1,0.963150182649,hydrocortisone,ss,100_mg,
1175,2005,CATH SUCTION TRACH KIT EACH,catheter suction tracheostomy kit each,Supply,ONLINE,2016-09-16,trach,cath,suction,kit,Supply,0.889762028427,Supply,0.995306806636,Supply,2,1,1,0.942534417532,trach,cath,suction,kit
1176,6107,CULT BACT QUANT A,culture bacteria quantitative a,Laboratory,ONLINE,2016-09-16,culture,bacterial,quant,,Laboratory,0.930793119381,Laboratory,0.998247741685,Laboratory,2,1,1,0.964520430533,culture,bacteria,quant,
1177,1355,TROPICAMIDE 0.5% DROP 15 M,tropicamide 0.5% drop 15_minutes,Pharmacy,ONLINE,2016-09-16,tropicamide,minutes,drop,0.50%,Pharmacy,0.780303514196,OR / Anesthesia / Recovery Room,0.724278875629,Pharmacy,1,1,0,0.390151757098,tropicamide,drop,0.5%,15_minutes
1178,3318,HC ANTIBODY SCREEN,antibody screen,Laboratory,RETROSPECTIVE,2016-07-12,screen,antibody,,,Laboratory,0.901811677909,Laboratory,0.998916269652,Laboratory,2,1,1,0.95036397378,screen,antibody,,
1179,2239,LABORATORY-CHEMISTRY SODIUM ISTAT,laboratory chemistry sodium istat,Laboratory,RETROSPECTIVE,2016-07-12,laboratory,chemistry,istat,sodium,Laboratory,0.760484977921,Laboratory,0.932699226007,Laboratory,2,1,1,0.846592101964,laboratory,chemistry,istat,sodium
1180,3890,VENTILATOR-PEDS SUBSEQ DAY,ventilator pediatrics subsequent day,Respiratory Therapy,RETROSPECTIVE,2016-07-12,ventilator,subseq,pediatrics,day,Respiratory Therapy,0.859497987572,Respiratory Therapy,0.999953769499,Respiratory Therapy,2,1,1,0.929725878536,ventilator,subseq,pediatrics,day
1181,1356,TROPICAMIDE 0.5% DROP 15 ML DROP BTL,tropicamide 0.5% drop 15_ml drop bottle,Pharmacy,ONLINE,2016-09-16,drop,bottle,15_minutes,,Pharmacy,0.893923896767,Pharmacy,0.996707872222,Pharmacy,2,1,1,0.945315884494,drop,bottle,15_ml,
1182,2918,ASPIRATOR NASAL BBG,aspirator nasal bag,Supply,RETROSPECTIVE,2016-07-12,aspirator,bag,nasal,,Supply,0.861101761037,Supply,0.982625483156,Supply,2,1,1,0.921863622096,aspirator,bag,nasal,
1183,3859,HC GAIT TRAINING THERAPY EA 15 MIN,gait training therapy each 15 minutes,PT / OT / Speech Therapy,RETROSPECTIVE,2016-07-12,training,min,therapy,gait,PT / OT / Speech Therapy,0.678492435321,PT / OT / Speech Therapy,0.973524241678,PT / OT / Speech Therapy,2,1,1,0.826008338499,min,training,therapy,gait
1184,2732,NURSERY-ICU,nursery intensive_care_unit,Room and Board,RETROSPECTIVE,2016-07-12,nursery,ICU,,,Room and Board,0.79953358579,Room and Board,0.999268282406,Room and Board,2,1,1,0.899400934098,nursery,intensive_care_unit,,
1185,752,HCHG THYROXINE (T-4) FREE HCHG THYROXINE (T-4) FREE,thyroxine (T-4) free,Laboratory,ONLINE,2016-09-16,free,,,,Laboratory,0.700953614173,Laboratory,0.972970188155,Laboratory,2,1,1,0.836961901164,(t-4),thyroxine,free,
1186,6349,CALCIUM IONIZED POC NICU ACUTE PANEL A,calcium ionized poc nicu acute panel a,Laboratory,ONLINE,2016-10-06,calcium,ionized,panel,acute,Laboratory,0.856533422125,Laboratory,0.945750718892,Laboratory,2,1,1,0.901142070509,acute,nicu,calcium,ionized
1187,1381,US ABDOMEN RETROPERITONEAL,ultrasound abdomen retroperitoneal,Radiology,ONLINE,2016-09-16,us,retroperitoneal,abdomen,,Radiology,0.805146664891,Radiology,0.989856966644,Radiology,2,1,1,0.897501815767,us,retroperitoneal,abdomen,
1188,606,HC LIPASE,lipase,Laboratory,ONLINE,2016-09-16,lipase,,,,Laboratory,0.913525631627,Laboratory,0.993030473481,Laboratory,2,1,1,0.953278052554,lipase,,,
1189,5664,HB KIT IV ABV 5 YR PREOP,kit intravenous abv 5 yr preoperative,Supply,RETROSPECTIVE,2016-07-13,iv,kit,,,Supply,0.694593140789,Supply,0.926421414363,Supply,2,1,1,0.810507277576,iv,kit,,
1190,1374,URINARY CATH KIT (SILI),urinary catheter kit silicone,Supply,ONLINE,2016-09-16,urinary,cath,sili,kit,Supply,0.939219136929,Supply,0.997595751923,Supply,2,1,1,0.968407444426,silicone,urinary,cath,kit
1191,5420,ALBUMIN 25% 50ML IV,albumin 25% 50_ml intravenous,Pharmacy,RETROSPECTIVE,2016-07-13,50_ml,albumin,intravenous,25%,Pharmacy,0.747121929222,Pharmacy,0.874258190218,Pharmacy,2,1,1,0.81069005972,50_ml,albumin,iv,25%
1192,3479,RCP ASSIST PT,respiratory_care assist physical_therapy,Respiratory Therapy,RETROSPECTIVE,2016-07-12,pt,assist,rcp,,PT / OT / Speech Therapy,0.533184879097,PT / OT / Speech Therapy,0.754687998521,PT / OT / Speech Therapy,2,1,1,0.643936438809,assist,rcp,pt,
1193,4647,HEPARIN SODIUM  1000U-5000U INJ,heparin sodium 1000u 5000u injection,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-13,heparin,injection,sodium,,Diluent / Flush / Irrigant,0.777287537932,Diluent / Flush / Irrigant,0.96450318205,Diluent / Flush / Irrigant,2,1,1,0.870895359991,heparin,inj,sodium,
1194,4833,SUTURE 3-0 SLK BLK 684G,suture 3 0 silk black 684_gm,Supply,RETROSPECTIVE,2016-07-13,684_gm,suture,blk,slk,Supply,0.790786212811,Supply,0.974382286516,Supply,2,1,1,0.882584249663,black,silk,suture,684_gm
1195,704,HCHG CULTURE AEROBIC ID HCHG CULTURE AEROBIC ID,culture aerobic identification,Laboratory,ONLINE,2016-09-16,aerobic,culture,id,,Laboratory,0.936767422052,Laboratory,0.998355411667,Laboratory,2,1,1,0.96756141686,aerobic,culture,identification,
1196,4036,ONDANSETRON 4 MG VL,ondansetron 4_mg vial,Pharmacy,RETROSPECTIVE,2016-07-12,ondansetron,vl,4_mg,,Pharmacy,0.960299573445,Pharmacy,0.999756015064,Pharmacy,2,1,1,0.980027794254,vial,ondansetron,4_mg,
1197,2642,MICAFUNGIN 50 MG SOLR 1 EACH VIAL,micafungin 50_mg solution 1 each vial,Pharmacy,RETROSPECTIVE,2016-07-12,vial,50_mg,solution,,Pharmacy,0.917618754511,Pharmacy,0.997104208562,Pharmacy,2,1,1,0.957361481537,vial,micafungin,solution,50_mg
1198,2872,RC SUCTION NICU DAILY,suction neonatal_intensive_care_unit daily,Respiratory Therapy,RETROSPECTIVE,2016-07-12,suction,NICU,daily,,Room and Board,0.435933407926,Room and Board,0.589864084695,Room and Board,2,1,1,0.512898746311,suction,nicu,daily,
1199,4939,HB ACTH STIM PANEL,cosyntropin stimulation panel,Laboratory,RETROSPECTIVE,2016-07-13,acth,stim,panel,,Laboratory,0.335447081176,Procedure,0.273663285677,Laboratory,1,1,0,0.167723540588,stimulation,cosyntropin,panel,
1200,6712,HCHG OR TIME LEVEL C PER 30MIN >90MIN,operation room time level cap per 30min greater than 90min,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,or,level,cap,per,OR / Anesthesia / Recovery Room,0.852604556688,OR / Anesthesia / Recovery Room,0.974155819064,OR / Anesthesia / Recovery Room,2,1,1,0.913380187876,room,level,30min,cap
1201,5402,ABO TYPING,abo typing,Laboratory,RETROSPECTIVE,2016-07-13,typing,abo,,,Laboratory,0.90838282507,Laboratory,0.995726414935,Laboratory,2,1,1,0.952054620003,typing,abo,,
1202,2433,I-STAT CALCIUM IONIZED,i stat calcium ionized,Monitoring,RETROSPECTIVE,2016-07-12,calcium,stat,ionized,,Laboratory,0.613580232819,Laboratory,0.656385821896,Laboratory,2,1,1,0.634983027358,calcium,stat,ionized,
1203,29,HB ENTERAL FEEDING PUMP,enteral feeding pump,Capital Equipment,RETROSPECTIVE,2016-07-12,pump,feeding,enteral,,Capital Equipment,0.787324082027,Capital Equipment,0.997756873867,Capital Equipment,2,1,1,0.892540477947,pump,feeding,enteral,
1204,6859,PENTOBARBITAL VL 50MG/ML 20ML PENTOBARBITAL SOD 50 MG/ML 20 ML VI,pentobarbital vial 50 mg/ml 20 ml pentobarbital sodium 50 mg/ml 20 ml vial,Pharmacy,ONLINE,2016-10-12,vial,20_ml,,,Pharmacy,0.861771939439,OR / Anesthesia / Recovery Room,0.614635022931,Pharmacy,1,1,0,0.430885969719,vi,ml,mg,sodium
1205,6827,MORPHINE SOLN 1MG/0.5ML MORPHINE ORAL SOLN 1 MG/0.5 ML UDC,morphine solution 1 mg/0.5 ml morphine oral solution 1 mg/0.5 ml udc,Pharmacy,ONLINE,2016-10-12,oral,morphine,solution,,OR / Anesthesia / Recovery Room,0.530255263411,OR / Anesthesia / Recovery Room,0.960938050034,OR / Anesthesia / Recovery Room,2,1,1,0.745596656723,oral,ml,morphine,soln
1206,1758,GRAFT BONE 26MM 18MM INFUS,graft bone 26mm 18mm infuse,Implant,ONLINE,2016-09-01,infusion,,,,Supply,0.654222640699,Implant,0.522007121157,Supply,1,1,0,0.327111320349,infuse,18mm,26mm,bone
1207,245,SALINE FLUSH 0.45% 10ML,saline flush 0.45% 10_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,saline,10_ml,0.45%,flush,Diluent / Flush / Irrigant,0.831709898714,Diluent / Flush / Irrigant,0.992924751278,Diluent / Flush / Irrigant,2,1,1,0.912317324996,saline,10_ml,0.45%,flush
1208,1426,ABCESS DRAINAGE SYSTEM,abcess drainage system,Supply,ONLINE,2016-09-19,abcess,system,drainage,,Supply,0.622602986178,Supply,0.933395769994,Supply,2,1,1,0.777999378086,abcess,system,drainage,
1209,4887,COMPREHENSIVE METABOLIC P,comprehensive metabolic panel,Laboratory,ONLINE,2016-08-24,comprehensive,powder,metabolic,,Laboratory,0.891964336081,Laboratory,0.99922144995,Laboratory,2,1,1,0.945592893016,comprehensive,panel,metabolic,
1210,5835,NEW EVAL 15 MIN OT,new evaluation 15_minutes occupational_therapy,PT / OT / Speech Therapy,RETROSPECTIVE,2016-07-13,new,evaluation,minutes,occupational_therapy,PT / OT / Speech Therapy,0.911857016503,PT / OT / Speech Therapy,0.999994133334,PT / OT / Speech Therapy,2,1,1,0.955925574918,new,ot,evaluation,15_minutes
1211,3202,FLOWTRON EXCEL,flowtron excel,Supply,RETROSPECTIVE,2016-07-12,flowtron,excel,,,PT / OT / Speech Therapy,0.297138081077,PT / OT / Speech Therapy,0.568297198074,PT / OT / Speech Therapy,2,1,1,0.432717639576,flowtron,excel,,
1212,3705,DOPAMINE PER 40MG INJ (400/250),dopamine per 40_mg injection 400/250,Pharmacy,RETROSPECTIVE,2016-07-12,inj,per,,,Pharmacy,0.936276542448,Pharmacy,0.997270556948,Pharmacy,2,1,1,0.966773549698,inj,40_mg,per,
1213,3225,PROLACT+4 CONC 20 ML BOTTLE,prolactin and 4 conc 20_ml bottle,Supply,RETROSPECTIVE,2016-07-12,prolactin,bottle,20_ml,,Pharmacy,0.791308469511,Pharmacy,0.655257964812,Pharmacy,2,1,1,0.723283217161,prolactin,conc,bottle,20_ml
1214,3993,CEFAZOLIN 500 MG INJ,cefazolin 500_mg injection,Pharmacy,RETROSPECTIVE,2016-07-12,cefazolin,inj,500_mg,,Pharmacy,0.951887024439,Pharmacy,0.997422634057,Pharmacy,2,1,1,0.974654829248,cefazolin,inj,500_mg,
1215,3539,GABAPENTIN 300 MG CAPSULE,gabapentin 300_mg capsule,Pharmacy,RETROSPECTIVE,2016-07-12,capsule,300_mg,gabapentin,,Pharmacy,0.94594755668,Pharmacy,0.998277946,Pharmacy,2,1,1,0.97211275134,capsule,300_mg,gabapentin,
1216,4103,RH TYPE,rhesus type,Laboratory,RETROSPECTIVE,2016-07-12,rh,type, ,,Laboratory,0.855709470395,Laboratory,0.994932904561,Laboratory,2,1,1,0.925321187478,rh,type,,
1217,5231,15735222 - RIVAROXABAN 20MG TABLET,rivaroxaban 20_mg tablet,Pharmacy,RETROSPECTIVE,2016-07-13,rivaroxaban,20_mg,tablet,,Pharmacy,0.94150599969,Pharmacy,0.965597714158,Pharmacy,2,1,1,0.953551856924,rivaroxaban,20_mg,tablet,
1218,5441,ANES ANALYS LACTATE (OLA),anesthesia analysis lactate ola,Laboratory,RETROSPECTIVE,2016-07-13,ola,anesthesia,analysis,lactate,Laboratory,0.759272995652,Laboratory,0.933661106481,Laboratory,2,1,1,0.846467051067,ola,anesthesia,analysis,lactate
1219,3411,HC NONPRES INHAL TX FOR ACUTE AIR OBS SUBSQ,nonpress inhalation treatment for acute air observation subsequent,Respiratory Therapy,RETROSPECTIVE,2016-07-12,subsequent,air,inhal,tx,Respiratory Therapy,0.890538554871,Respiratory Therapy,0.999990104799,Respiratory Therapy,2,1,1,0.945264329835,acute,observation,subsequent,inhal
1220,5711,HEPATITIS B CORE AB,hepatitis b core antibody,Laboratory,RETROSPECTIVE,2016-07-13,core,b,antibody,hepatitis,Laboratory,0.8274832746,Laboratory,0.993677024187,Laboratory,2,1,1,0.910580149394,core,b,antibody,hepatitis
1221,5316,70555206 - SOLN IV NSS 1000ML 2B1324,solution intravenous normal_saline_sterile 1000_ml 2b1324,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-13,1000_ml,solution,normal_saline_sterile,intravenous,Diluent / Flush / Irrigant,0.709943151351,Diluent / Flush / Irrigant,0.951496733784,Diluent / Flush / Irrigant,2,1,1,0.830719942567,1000_ml,soln,nss,iv
1222,5639,HB DIPHENHYDRAMINE HCL 50MG/ML 1M,diphenhydramine hydrochloride 50_mg/ml 1m,Pharmacy,RETROSPECTIVE,2016-07-13,diphenhydramine,1m,50_mg/ml,hydrochloride,Pharmacy,0.928102534004,Pharmacy,0.999641717104,Pharmacy,2,1,1,0.963872125554,diphenhydramine,1m,50_mg/ml,hydrochloride
1223,1912,BENZODIAZEPINESI-,benzodiazepines,Laboratory,ONLINE,2016-09-16,benzodiazepinesi,,,,Pharmacy,0.744377405991,Pharmacy,0.48724490518,Pharmacy,2,1,1,0.615811155585,benzodiazepines,,,
1224,3093,RT SUPPLIES LEVEL 1,respiratory_therapy supplies level 1,Supply,RETROSPECTIVE,2016-07-12,RT,level,supplies,,Respiratory Therapy,0.373501220559,Respiratory Therapy,0.856761913758,Respiratory Therapy,2,1,1,0.615131567158,rt,level,supplies,
1225,2619,LEVETIRACETAM SOLUTION 100 WCH00-0010-91,levetiracetam solution 100 wch00 10 91,Pharmacy,RETROSPECTIVE,2016-07-12,wch00,solution,levetiracetam,,Pharmacy,0.946538353586,Pharmacy,0.718155765613,Pharmacy,2,1,1,0.8323470596,wch00,solution,levetiracetam,
1226,1989,CAPTOPRIL 25 MG TAB 1 000 EACH BOTTLE,captopril 25_mg tablet 1 000 each bottle,Pharmacy,ONLINE,2016-09-16,captopril,bottle,tab,25_mg,Pharmacy,0.940120170119,Pharmacy,0.955821594585,Pharmacy,2,1,1,0.947970882352,captopril,bottle,tab,25_mg
1227,3432,65009002 - HEMOGRAM W/O DIFFERENTIAL,hemogram without differential,Laboratory,RETROSPECTIVE,2016-07-12,without,hemogram,differential,,Laboratory,0.769713696564,Laboratory,0.529024206396,Laboratory,2,1,1,0.64936895148,without,hemogram,differential,
1228,5547,DEXTROSE-50ML 50%,dextrose 50_ml 50%,Pharmacy,RETROSPECTIVE,2016-07-13,50_ml,50%,dextrose,,Pharmacy,0.542110732284,Pharmacy,0.767859424557,Pharmacy,2,1,1,0.654985078421,50_ml,50%,dextrose,
1229,4574,CUFF BP ADLT REG SOFT 1 TUBE,cuff blood_pressure adult regular soft 1 tube,Supply,RETROSPECTIVE,2016-07-13,tube,regular,soft,adult,Supply,0.93104485521,Supply,0.998973191378,Supply,2,1,1,0.965009023294,tube,reg,cuff,adlt
1230,5344,77041291 - KIT CATH 5INX20GA PEDI CNTRL,kit catheter 5inx20ga pediatric cntrl,Supply,RETROSPECTIVE,2016-07-13,catheter,cntrl,pediatric,kit,Supply,0.864963292874,Supply,0.995067480629,Supply,2,1,1,0.930015386752,cath,pediatric,kit,
1231,1636,LIDOCAINE BOLUS IN 10,lidocaine bolus injection 10,Pharmacy,ONLINE,2016-08-29,inches,lidocaine,bolus,,Pharmacy,0.896162226802,Pharmacy,0.991396945324,Pharmacy,2,1,1,0.943779586063,injection,lidocaine,bolus,
1232,450,GLYCERIN (CHILD) RECTAL SUPPOSITORY,glycerin child rectal suppository,Supply,ONLINE,2016-09-16,suppository,glycerin,rectal,child,Supply,0.869884787723,Supply,0.981569507191,Supply,2,1,1,0.925727147457,suppository,glycerin,rectal,child
1233,5743,INTRO SHEATH PERC KIT W/ H,intro sheath perc kit with h,Supply,RETROSPECTIVE,2016-07-13,sheath,kit,,,Supply,0.915916649017,Supply,0.998246993192,Supply,2,1,1,0.957081821105,sheath,kit,,
1234,3051,IV T-CONNECT,intravenous tab connect,Supply,RETROSPECTIVE,2016-07-12,intravenous,connect,,,Supply,0.567027748429,Supply,0.650470667313,Supply,2,1,1,0.608749207871,iv,tab,connect,
1235,6032,SET ADD-I-MED W/O FILTER (PUMP,set add_i_med without filter pump,Supply,ONLINE,2016-08-24,set,additional,medical,filter,Supply,0.724285140397,Supply,0.981376323174,Supply,2,1,1,0.852830731786,filter,pump,set,without
1236,2028,CHEST WALL MANIP SUBSEQUEN,chest wall manipulation subsequent,Respiratory Therapy,ONLINE,2016-09-16,wall,subsequent,chest,manipulation,Respiratory Therapy,0.701703164423,Respiratory Therapy,0.999140955078,Respiratory Therapy,2,1,1,0.850422059751,wall,subsequent,chest,manipulation
1237,2611,LAMOTRIGINE 25 MG TAB,lamotrigine 25_mg tablet,Pharmacy,RETROSPECTIVE,2016-07-12,lamotrigine,tablet,25_mg,,Pharmacy,0.915714246236,Pharmacy,0.840384598466,Pharmacy,2,1,1,0.878049422351,lamotrigine,tab,25_mg,
1238,889,MAG SULFATE 4 G/WATER INJ 100M,magnesium sulfate 4 g/water injection 100m,Pharmacy,ONLINE,2016-09-16,water,inj,sulfate,,Pharmacy,0.729765737261,Pharmacy,0.983907249324,Pharmacy,2,1,1,0.856836493292,water,inj,magnesium,sulfate
1239,5572,FENTANYL CITRATE 0.1 MG,fentanyl citrate 0.1_mg,Pharmacy,RETROSPECTIVE,2016-07-13,fentanyl,0.1_mg,citrate,,Pharmacy,0.954116920106,Pharmacy,0.999756935617,Pharmacy,2,1,1,0.976936927862,fentanyl,0.1_mg,citrate,
1240,344,CALCIUM IONIZED,calcium ionized,Laboratory,RETROSPECTIVE,2016-07-12,calcium,ionized,,,Laboratory,0.816977672437,Laboratory,0.996447304532,Laboratory,2,1,1,0.906712488485,calcium,ionized,,
1241,312,SODIUM CHLORIDE 0.9% IVPB  5,sodium chloride 0.9% intravenous_piggyback 5,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,IVPB,chloride,sodium,,Diluent / Flush / Irrigant,0.682422369998,Diluent / Flush / Irrigant,0.965594299228,Diluent / Flush / Irrigant,2,1,1,0.824008334613,0.9%,ivpb,chloride,sodium
1242,4754,POTAS CHL  2 MEQ-40MEQ/ML 100ML,potassium chloride 2_meq 40_meq/ml 100_ml,Pharmacy,RETROSPECTIVE,2016-07-13,2_meq,chloride,100_ml,,Pharmacy,0.949044781921,Pharmacy,0.999918301816,Pharmacy,2,1,1,0.974481541869,2_meq,potassium,chloride,100_ml
1243,3047,IV SET PRIM SOLUTION EA,intravenous set primary solution each,Supply,RETROSPECTIVE,2016-07-12,set,solution,intravenous,primary,Supply,0.814523953303,Supply,0.99484563263,Supply,2,1,1,0.904684792967,set,solution,iv,prim
1244,2481,POTASSIUM POC,potassium point_of_care,Monitoring,RETROSPECTIVE,2016-07-12,potassium,POC,,,Monitoring,0.843177903292,Monitoring,0.994599197228,Monitoring,2,1,1,0.91888855026,potassium,poc,,
1245,5795,MANUAL THERAPY 15 MIN PT,manual therapy 15_minutes physical_therapy,PT / OT / Speech Therapy,RETROSPECTIVE,2016-07-13,therapy,manual,minutes,physical_therapy,PT / OT / Speech Therapy,0.862948685513,PT / OT / Speech Therapy,0.996610587156,PT / OT / Speech Therapy,2,1,1,0.929779636335,therapy,manual,pt,15_minutes
1246,5809,METOPROLOL TARTRATE 50 MG TABLET,metoprolol tartrate 50_mg tablet,Pharmacy,RETROSPECTIVE,2016-07-13,metoprolol,50_mg,tablet,tartrate,Pharmacy,0.945121602205,Pharmacy,0.996602160008,Pharmacy,2,1,1,0.970861881107,metoprolol,50_mg,tablet,tartrate
1247,2206,HC CALCIUM  IONIZED  WB,calcium ionized whole_blood,Laboratory,RETROSPECTIVE,2016-07-12,calcium,ionized,WB,,Laboratory,0.922396891196,Laboratory,0.999080017774,Laboratory,2,1,1,0.960738454485,calcium,ionized,wb,
1248,3506,PLEDGT BTTRS FIRM 3X7 111828,pledget bttrs firm 3x7 111828,Supply,RETROSPECTIVE,2016-07-12,firm,pledget,bttrs,3x7,Supply,0.746141371543,Supply,0.969644190581,Supply,2,1,1,0.857892781062,firm,pledget,bttrs,3x7
1249,6250,EPINEPHRINE 1-10 000 0.1 M,epinephrine 1-10 000 0.1 m,Pharmacy,ONLINE,2016-09-16,0.1,epinephrine,,,Pharmacy,0.90690715583,Pharmacy,0.909566559185,Pharmacy,2,1,1,0.908236857508,0.1,epinephrine,1-10,
1250,2131,SILDENAFIL SUSP NG/G/ 6MG SILDEN,sildenafil suspension nasogastric/gram/6_mg sildenafil,Plan Benefit,RETROSPECTIVE,2016-07-12,suspension,silden,sildenafil,6_mg,Plan Benefit,0.955477009968,Plan Benefit,0.999999872884,Plan Benefit,2,1,1,0.977738441426,susp,sildenafil,nasogastric/gram/6_mg,
1251,2939,CATHETER SUCTION 8FR 3413,catheter suction 8fr 3413,Supply,RETROSPECTIVE,2016-07-12,catheter,8fr,suction,,Supply,0.854473662932,Supply,0.980386313385,Supply,2,1,1,0.917429988158,catheter,8fr,suction,
1252,3624,SODIUM PHOSPHATE 3 MMOL/ML SOLN 5 ML VIAL,sodium phosphate 3 mmol/ml solution 5_ml vial,Pharmacy,RETROSPECTIVE,2016-07-12,vial,5_ml,soln,sodium,Pharmacy,0.896949528279,Pharmacy,0.997860556404,Pharmacy,2,1,1,0.947405042341,sodium,vial,ml,soln
1253,5871,PIPERACILLIN / TAZOBACTAM,piperacillin/tazobactam,Pharmacy,RETROSPECTIVE,2016-07-13,tazobactam,piperacillin,,,Pharmacy,0.878933254221,Pharmacy,0.897791844301,Pharmacy,2,1,1,0.888362549261,tazobactam,piperacillin,,
1254,2935,CATH SUCT W/O CNTRL MULTIP,catheter suction without cntrl multiple,Supply,RETROSPECTIVE,2016-07-12,catheter,without,multiple,suction,Supply,0.871939357519,Supply,0.958673275132,Supply,2,1,1,0.915306316325,cath,without,multip,suct
1255,6236,DRUG SCRN CHEW A,drug screen chew a,Pharmacy,ONLINE,2016-09-16,chew,screen,drug,,Pharmacy,0.369954478971,Laboratory,0.84575238931,Laboratory,1,0,1,0.422876194655,chew,screen,drug,
1256,6808,METHADONE 10 MG/ML INJECTION SOLUTION,methadone 10 mg/ml injection solution,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,injection,10_mg/ml,methadone,solution,Pharmacy,0.887423125271,Pharmacy,0.898145442676,Pharmacy,2,1,1,0.892784283974,ml,mg,injection,methadone
1257,1835,ADULT ED ADMIT CH,adult emergency_department admit ch,Other,ONLINE,2016-09-16,ed,admit,adult,chest,Supply,0.327516264929,Supply,0.566552764508,Supply,2,1,1,0.447034514719,ed,admit,ch,adult
1258,1289,SUSCEPTIBILITY MICRODILUTI,susceptibility microdilution,Laboratory,ONLINE,2016-09-16,susceptibility,microdiluti,,,Laboratory,0.874170945402,Laboratory,0.999341722602,Laboratory,2,1,1,0.936756334002,susceptibility,microdilution,,
1259,6563,DESMOPRESSIN 4 MCG/ML INJECTION SOLUTION,desmopressin 4 mcg/ml injection solution,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,mcg,ml,injection,solution,Pharmacy,0.833131592785,OR / Anesthesia / Recovery Room,0.766888960793,Pharmacy,1,1,0,0.416565796392,mcg,ml,injection,solution
