,Id,Original Description,Normalized Description,Charge Class,FLAG,CREATE_DT,FTR1,FTR2,FTR3,FTR4,Predicted_Class_Jaro,Prob_Jaro,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Predicted_Class_DeepNN,Prob_DeepNN,Voted Output,Sum Correct,Correct_Jaro,Correct_Logistic_OvR,Correct_DeepNN,Confidence Score,Feature 1,Feature 2,Feature 3,Feature 4
970,1300,TACROLIMUS,tacrolimus,Laboratory,ONLINE,2016-09-16,tacrolimus,,,,Supply,0.72,Pharmacy,0.772007671309,Laboratory,0.564810802806,Pharmacy,1,0,1,0,0.257335890436,tacrolimus,,,
971,297,SODIUM CHLORIDE 0.9% 100ML 0264-1800-32,sodium chloride 0.9% 100_ml 264 1800 32,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,100_ml,chloride,sodium,,Diluent / Flush / Irrigant,0.9,Diluent / Flush / Irrigant,0.789678725822,Diluent / Flush / Irrigant,0.971484642732,Diluent / Flush / Irrigant,3,1,1,1,0.887054456185,0.9%,100_ml,chloride,sodium
972,2971,FILTER IV EXTENSION CLAVE,filter intravenous extension clave,Supply,RETROSPECTIVE,2016-07-12,filter,clave,intravenous,extension,Diluent / Flush / Irrigant,0.72,Supply,0.851622171036,Supply,0.996702882835,Supply,2,0,1,1,0.61610835129,filter,clave,iv,extension
973,3477,AEROSOL TREATMENT SUBSEQUENT,aerosol treatment subsequent,Respiratory Therapy,RETROSPECTIVE,2016-07-12,subsequent,aerosol,treatment,,OR / Anesthesia / Recovery Room,0.81,Respiratory Therapy,0.877894193867,Respiratory Therapy,0.999873523711,Respiratory Therapy,2,0,1,1,0.625922572526,subsequent,aerosol,treatment,
974,6680,HCHG GDWIRE MANDRL COIL PLAT018X40,guidewire mandrel coil plat018x40,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,coil,mandrel,plat018x40,guidewire,Laboratory,0.71,Supply,0.572712250992,Supply,0.590949600928,Supply,2,0,1,1,0.387887283973,coil,mandrel,plat018x40,guidewire
975,6260,EYE SHIELD,eye shield,Supply,ONLINE,2016-09-16,eye,shield,,,Supply,0.67,Supply,0.63971989407,Supply,0.62546063885,Supply,3,1,1,1,0.64506017764,eye,shield,,
976,2758,ROOM RNB2,room room_and_board,Room and Board,RETROSPECTIVE,2016-07-12,rnb2,room,,,Room and Board,0.92,Room and Board,0.876562533858,Room and Board,0.999987147444,Room and Board,3,1,1,1,0.932183227101,room_and_board,room,,
977,5255,58865000 - NEBULIZER-ULTRASONIC TREATMENT,nebulizer ultrasonic treatment,Respiratory Therapy,RETROSPECTIVE,2016-07-13,ultrasonic,nebulizer,treatment,,Respiratory Therapy,0.93,Respiratory Therapy,0.619445565046,Respiratory Therapy,0.990531193577,Respiratory Therapy,3,1,1,1,0.846658919541,ultrasonic,nebulizer,treatment,
978,723,HCHG MUCOLYSACCHARIDES HCHG MUCOLYSACCHARIDES,mucolysaccharides,Laboratory,ONLINE,2016-09-16,hchg,mucolysaccharides,,,Laboratory,0.73,Supply,0.158861413605,Supply,0.348832005381,Supply,2,0,1,1,0.169231139662,mucolysaccharides,,,
979,112,DEXTROSE 5% SOLP,dextrose 5% solution,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,5%,dextrose,solution,,Diluent / Flush / Irrigant,0.95,Diluent / Flush / Irrigant,0.578685587508,Diluent / Flush / Irrigant,0.606287051797,Diluent / Flush / Irrigant,3,1,1,1,0.711657546435,5%,dextrose,solution,
980,2813,HB OXYGEN DAILY,oxygen daily,Respiratory Therapy,RETROSPECTIVE,2016-07-12,daily,oxygen,,,Respiratory Therapy,0.95,Respiratory Therapy,0.782671612799,Respiratory Therapy,0.989530412126,Respiratory Therapy,3,1,1,1,0.907400674975,daily,oxygen,,
981,76,0.9% SODIUM CHLORIDE 0.9 % SOLN 50 ML FLEX CONT,0.9% sodium chloride 0.9% solution 50_ml flex control,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,flex,cont,sodium,solution,Diluent / Flush / Irrigant,0.89,Diluent / Flush / Irrigant,0.876853769558,Diluent / Flush / Irrigant,0.99605251478,Diluent / Flush / Irrigant,3,1,1,1,0.920968761446,control,flex,sodium,soln
982,4341,27101001 - XR CHEST SNG VW PORTABLE,x-ray chest single view portable,Radiology,RETROSPECTIVE,2016-07-13,portable,chest,single,view,Radiology,0.8,Radiology,0.901984327391,Radiology,0.999950841838,Radiology,3,1,1,1,0.90064505641,portable,chest,single,view
983,568,HC HEPARIN INDUCED PLATELET AB,heparin induced platelet ab,Laboratory,ONLINE,2016-09-16,heparin,induced,ab,platelet,Supply,0.74,Laboratory,0.318535848549,Blood Products,0.680002150957,Supply,1,1,0,0,0.246666666667,heparin,induced,ab,platelet
984,1312,THROMBOPLASTIN IN,thromboplastin inhibition,Laboratory,ONLINE,2016-09-16,in,thromboplastin,,,Laboratory,0.85,Laboratory,0.856528914671,Laboratory,0.997925711847,Laboratory,3,1,1,1,0.901484875506,inhibition,thromboplastin,,
985,5980,TRAY STAPLE REMOVE,tray staple remove,Supply,RETROSPECTIVE,2016-07-13,tray,staple,remove,,Supply,0.81,Supply,0.868181703771,Supply,0.99864739035,Supply,3,1,1,1,0.892276364707,tray,staple,remove,
986,5993,URINALYSIS WITHOUT MICRO  AUTO,urinalysis without miscroscopic automated,Laboratory,RETROSPECTIVE,2016-07-13,urinalysis,miscroscopic,without,automated,Laboratory,0.84,Laboratory,0.849997151228,Laboratory,0.959605211436,Laboratory,3,1,1,1,0.883200787555,urinalysis,micro,without,automated
987,632,HC PROTHROMBIN TIME,prothrombin_time,Laboratory,ONLINE,2016-09-16,time,prothrombin,,,Laboratory,0.96,Laboratory,0.820575612783,Laboratory,0.988375161116,Laboratory,3,1,1,1,0.9229835913,prothrombin_time,,,
988,1860,AMOXICILLIN-CLAVULANATE 875-125 MG TABS,amoxicillin clavulanate 875 125_mg tablets,Pharmacy,ONLINE,2016-09-16,amoxicillin,tabs,clavulanate,125_mg,Pharmacy,0.8,Pharmacy,0.950701530919,Pharmacy,0.997464884863,Pharmacy,3,1,1,1,0.916055471927,amoxicillin,tabs,clavulanate,125_mg
989,2165,CHLORIDE BLOOD,chloride blood,Laboratory,RETROSPECTIVE,2016-07-12,chloride,blood,,,Laboratory,0.94,Laboratory,0.651179206411,Laboratory,0.953492193852,Laboratory,3,1,1,1,0.848223800088,chloride,blood,,
990,530,HC COMPATIBILITY TEST ELECTRONIC,compatibility test electronic,Laboratory,ONLINE,2016-09-16,test,electronic,compatibility,,Laboratory,0.84,Laboratory,0.535295809673,Laboratory,0.797277814045,Laboratory,3,1,1,1,0.724191207906,test,electronic,compatibility,
991,765,HEPARIN 1 000 UNIT/ML SOLN 10 ML VIAL,heparin 1 000_units/ml solution 10_ml vial,Pharmacy,ONLINE,2016-09-16,heparin,vial,10_ml,soln,Pharmacy,0.97,Pharmacy,0.624554498566,Pharmacy,0.890433859796,Pharmacy,3,1,1,1,0.828329452787,heparin,vial,10_ml,soln
992,3982,SILDENAFIL 20 MG TABS,sildenafil 20_mg tablets,Plan Benefit,RETROSPECTIVE,2016-07-12,tabs,20_mg,sildenafil,,Plan Benefit,0.94,Plan Benefit,0.619395101992,Plan Benefit,0.999564957165,Plan Benefit,3,1,1,1,0.852986686386,tabs,20_mg,sildenafil,
993,35,HBC IV SINGLE LINE PUMP,hbc intravenous single line pump,Capital Equipment,RETROSPECTIVE,2016-07-12,single,line,intravenous,hbc,Capital Equipment,0.81,Capital Equipment,0.657272338254,Capital Equipment,0.948738782973,Capital Equipment,3,1,1,1,0.805337040409,single,line,iv,pump
994,5183,14151192 - OXYCODONE HCL TABLET 5MG,oxycodone hcl tablet 5_mg,Pharmacy,RETROSPECTIVE,2016-07-13,tablet,5_mg,oxycodone,hcl,Pharmacy,0.83,Pharmacy,0.926134751891,Pharmacy,0.999498693118,Pharmacy,3,1,1,1,0.91854448167,tablet,5_mg,oxycodone,hcl
995,3056,KIT CENTRAL LINE DRESSING,kit central line dressing,Supply,RETROSPECTIVE,2016-07-12,line,dressing,central,kit,Supply,0.75,Supply,0.876830932992,Supply,0.99949201893,Supply,3,1,1,1,0.875440983974,line,dressing,central,kit
996,6450,SENSITIVITY MIC T1 SUSCEPTIBILITY,sensitivity mic t1 susceptibility,Laboratory,ONLINE,2016-10-06,susceptibility,sensitivity,mic,t1,Laboratory,0.82,Laboratory,0.896078026507,Laboratory,0.999165345684,Laboratory,3,1,1,1,0.905081124064,susceptibility,sensitivity,mic,t1
997,2682,SEVELAMER CARBONATE 800 MG,sevelamer carbonate 800_mg,Pharmacy,RETROSPECTIVE,2016-07-12,800_mg,sevelamer,carbonate,,Pharmacy,0.87,Pharmacy,0.893299143731,Pharmacy,0.992179888753,Pharmacy,3,1,1,1,0.918493010828,800_mg,sevelamer,carbonate,
998,4927,PHYS SUBSEQUENT HOSP CARE MOD,physician subsequent hospital care moderate,Professional Fee,ONLINE,2016-08-24,subsequent,care,,,Professional Fee,0.7,Respiratory Therapy,0.460815939927,Respiratory Therapy,0.953094472378,Respiratory Therapy,2,0,1,1,0.471303470769,subsequent,care,,
999,2988,HB CATHETER SX CATH-N-GOLVE 8FR V,catheter suction catheter n glove 8fr view,Supply,RETROSPECTIVE,2016-07-12,catheter,8fr,suction,glove,Supply,0.74,Supply,0.925266130464,Supply,0.998373292668,Supply,3,1,1,1,0.887879807711,catheter,sx,v,
1000,3731,HC METABOLIC PANEL TOTAL CA,metabolic panel total calcium,Laboratory,RETROSPECTIVE,2016-07-12,total,ca,panel,metabolic,Monitoring,0.8,Laboratory,0.935719899395,Laboratory,0.999893525677,Laboratory,2,0,1,1,0.645204475024,total,ca,panel,metabolic
1001,4577,CULT AEROBIC IDENTIF,culture aerobic identify,Laboratory,RETROSPECTIVE,2016-07-13,cult,aerobic,identify,,Laboratory,0.81,Laboratory,0.933467024676,Laboratory,0.99708994825,Laboratory,3,1,1,1,0.913518990975,aerobic,culture,identify,
1002,2959,DSG ABD 8X10,dressing abdomen 8x10,Supply,RETROSPECTIVE,2016-07-12,8x10,abdominal,dressing,,Supply,0.76,Supply,0.816572059435,Supply,0.884877586729,Supply,3,1,1,1,0.820483215388,8x10,abd,dsg,
1003,5671,HB MIDAZOLAM 10MG/5ML SYRUP CUP,midazolam 10_mg/5_ml syrup cup,Pharmacy,RETROSPECTIVE,2016-07-13,10_mg/5_ml,syrup,midazolam,cup,Pharmacy,0.81,Pharmacy,0.944714608193,Pharmacy,0.999955922576,Pharmacy,3,1,1,1,0.918223510256,10_mg/5_ml,syrup,midazolam,cup
1004,4080,VERAPAMIL 2.5 MG/ML SOLN 2 ML VIAL,verapamil 2.5_mg/ml solution 2_ml vial,Pharmacy,RETROSPECTIVE,2016-07-12,vial,2_ml,soln,,Pharmacy,0.86,Pharmacy,0.969570939823,Pharmacy,0.999494114378,Pharmacy,3,1,1,1,0.943021684734,vial,2_ml,soln,
1005,936,MORPHINE 1 MG/ML SOLN,morphine 1_mg/ml solution,Pharmacy,ONLINE,2016-09-16,morphine,soln,1_mg/ml,,Pharmacy,0.98,Pharmacy,0.916000203605,Pharmacy,0.984185461308,Pharmacy,3,1,1,1,0.960061888305,morphine,soln,1_mg/ml,
1006,1102,POTASSIUM CHLORIDE 10 % 1.33 MEQ/ML LIQD 473 ML,potassium chloride 10% 1.33_meq/ml liquid 473_ml,Pharmacy,ONLINE,2016-09-16,potassium,chloride,liqd,,Pharmacy,0.96,Pharmacy,0.950123172693,Pharmacy,0.999975396895,Pharmacy,3,1,1,1,0.970032856529,potassium,chloride,liqd,
1007,3513,ALBUMIN HUMAN 25 % SOLN,albumin human 25% solution,Pharmacy,RETROSPECTIVE,2016-07-12,albumin,soln,human,25%,Pharmacy,0.98,Pharmacy,0.682269721772,OR / Anesthesia / Recovery Room,0.679885478813,Pharmacy,2,1,1,0,0.554089907257,albumin,soln,human,25%
1008,3559,GUAIFENESIN 600MG,guaifenesin 600_mg,Pharmacy,RETROSPECTIVE,2016-07-12,guaifenesin,600_mg,,,Pharmacy,0.85,Pharmacy,0.921703892603,Pharmacy,0.992302291042,Pharmacy,3,1,1,1,0.921335394548,guaifenesin,600_mg,,
1009,6753,HCHG THERAPEUTIC PLASMA EXCHANGE,therapeutic plasma exchange,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,exchange,plasma,therapeutic,,OR / Anesthesia / Recovery Room,0.75,Laboratory,0.761427805706,Nursing Services,0.656302548146,Laboratory,1,0,1,0,0.253809268569,exchange,plasma,therapeutic,
1010,5773,LEVOTHYROXINE 100 MCG SOLR,levothyroxine 100 microgram solution,Pharmacy,RETROSPECTIVE,2016-07-13,mcg,solution,levothyroxine,,Pharmacy,0.88,Pharmacy,0.932729943877,Pharmacy,0.851293448334,Pharmacy,3,1,1,1,0.888007797404,mcg,solution,levothyroxine,
1011,6627,HCHG CATH KUMPE 5FR 40CM,catheter kumpe 5fr 40cm,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,kumpe,cath,40cm,5fr,OR / Anesthesia / Recovery Room,0.72,Supply,0.873345726563,Supply,0.989357822146,Supply,2,0,1,1,0.620901182903,kumpe,cath,40cm,5fr
1012,6360,CEFOTAXIME 100 MG/SWI 1 ML CEFOTAXIME 100 MG/SWI 1 ML,cefotaxime 100 mg/swi 1 ml cefotaxime 100 mg/swi 1 ml,Pharmacy,ONLINE,2016-10-06,1_ml,,,,Pharmacy,0.77,OR / Anesthesia / Recovery Room,0.559903622265,OR / Anesthesia / Recovery Room,0.993627591453,OR / Anesthesia / Recovery Room,2,0,1,1,0.517843737906,ml,mg,,
1013,2186,GLUCOSE QUANTITATIVE BLOOD (EXCEPT,glucose quantitative blood except,Laboratory,RETROSPECTIVE,2016-07-12,quantitative,except,blood,glucose,Laboratory,0.93,Laboratory,0.867282391255,Laboratory,0.99748826487,Laboratory,3,1,1,1,0.931590218708,quantitative,except,blood,glucose
1014,4990,HB NEEDLE ELECSURG CO L3CM STR SL,needle electrosurgical co l3cm sterile sleeve,Supply,RETROSPECTIVE,2016-07-13,silk,needle,co,strip,Supply,0.72,Supply,0.881961749544,Supply,0.997984610624,Supply,3,1,1,1,0.866648786723,needle,co,sterile,
1015,6114,CULTURE TYPING NUCLEIC ACI,culture typing nucleic acid,Laboratory,ONLINE,2016-09-16,nucleic,culture,aci,typing,Laboratory,0.84,Laboratory,0.943512928209,Laboratory,0.999412649236,Laboratory,3,1,1,1,0.927641859148,nucleic,culture,acid,typing
1016,6575,DORNASE INH SOL 2.5MG/ML 2.5ML DORNASE ALFA NEB SOLUTION 2.5 MG/2.,dornase inh solution 2.5 mg/ml 2.5 ml dornase alfa neb solution 2.5 mg/2,Plan Benefit,ONLINE,2016-10-12,solution,dornase,,,Pharmacy,0.74,OR / Anesthesia / Recovery Room,0.662324276006,OR / Anesthesia / Recovery Room,0.934120236961,OR / Anesthesia / Recovery Room,2,0,1,1,0.532148170989,ml,mg,sol,dornase
1017,5998,VALGANCICLOVIR 50 MG/ML -,valganciclovir 50_mg/ml,Pharmacy,RETROSPECTIVE,2016-07-13,50_mg/ml,valganciclovir,,,Pharmacy,0.94,Pharmacy,0.932563737637,Pharmacy,0.987528566044,Pharmacy,3,1,1,1,0.953364101227,50_mg/ml,valganciclovir,,
1018,6072,COMPRE METAB PANEL,comprehensive metabolic panel,Laboratory,ONLINE,2016-09-16,metal,compress,panel,,Laboratory,0.88,Laboratory,0.891964336081,Laboratory,0.99922144995,Laboratory,3,1,1,1,0.923728595344,comprehensive,panel,metabolic,
1019,5447,APPLIER CLIP MULTI 20 LG,applier clip multiple 20 large,Supply,RETROSPECTIVE,2016-07-13,large,multiple,clip,applier,Supply,0.93,Supply,0.836560099304,Supply,0.99409823133,Supply,3,1,1,1,0.920219443544,large,multi,clip,applier
1020,4409,64884000 - TB CULTURE ACID FAST,tube culture acid fast,Laboratory,RETROSPECTIVE,2016-07-13,culture,tube,acid,fast,Laboratory,0.74,Laboratory,0.726244584028,Laboratory,0.979874754039,Laboratory,3,1,1,1,0.815373112689,culture,tb,acid,fast
1021,1323,TOTAL PROTEIN SERUM,total protein serum,Laboratory,ONLINE,2016-09-16,protein,total,serum,,Laboratory,0.83,Laboratory,0.937977613296,Laboratory,0.999499457706,Laboratory,3,1,1,1,0.922492357001,protein,total,serum,
1022,6643,HCHG CULTURE FUNG+SMEAR,culture fungi and smear,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,culture,fungi,smear,,OR / Anesthesia / Recovery Room,0.86,Laboratory,0.92394804028,Laboratory,0.999291095806,Laboratory,2,0,1,1,0.641079712029,culture,fungi,smear,
1023,989,OMEPRAZOLE 2 MG/ML SUSP 2.5 ML SYRINGE,omeprazole 2_mg/ml suspension 2.5_ml syringe,Pharmacy,ONLINE,2016-09-16,syringe,susp,,,Pharmacy,0.98,Pharmacy,0.959012016527,Pharmacy,0.991071622642,Pharmacy,3,1,1,1,0.97669454639,syringe,susp,omeprazole,
1024,3249,GLUCOSE  BEDSIDE,glucose bedside,Monitoring,RETROSPECTIVE,2016-07-12,bedside,glucose,,,Monitoring,1.0,Monitoring,0.880919431424,Monitoring,0.993644734943,Monitoring,3,1,1,1,0.958188055456,bedside,glucose,,
1025,801,INDIRECT COOMBS (AB SCREEN,indirect coombs antibody screen,Laboratory,ONLINE,2016-09-16,coombs,indirect,antibody,screen,Laboratory,0.96,Laboratory,0.888143325001,Laboratory,0.999033530332,Laboratory,3,1,1,1,0.949058951778,coombs,indirect,antibody,screen
1026,6370,COLLECT FINGER/HEEL/EAR STICK CAPILLARY COLLECTION FEE,collect finger/heel/ear stick capillary collection fee,Nursing Services,ONLINE,2016-10-06,fee,capillary,stick,collection,Nursing Services,0.9,Nursing Services,0.599246430981,Nursing Services,0.997987562336,Nursing Services,3,1,1,1,0.832411331106,collect,fee,capillary,stick
1027,1766,HB - PHYSICAL THERAPY EVAL; PEDIATRIC (MOD GP),physical_therapy evaluation pediatric mod gp,PT / OT / Speech Therapy,ONLINE,2016-09-01,evaluation,therapy,pediatric,,PT / OT / Speech Therapy,0.93,PT / OT / Speech Therapy,0.808784861703,PT / OT / Speech Therapy,0.984299318905,PT / OT / Speech Therapy,3,1,1,1,0.907694726869,evaluation,physical_therapy,pediatric,
1028,5016,HB SEALANT HMSTTC FLO-SEAL THROM,sealant hemostatic flo-seal thrombolytic,Supply,RETROSPECTIVE,2016-07-13,sealant,seal,thrombin,flo,Pharmacy,0.71,Supply,0.817911598041,Supply,0.957752363731,Supply,2,0,1,1,0.591887987257,sealant,thrombolytic,flo-seal,hemostatic
1029,6457,SPLITTING BLOOD PRODUCT EA TRANSFUSE ALIQUOT RBC,splitting blood product ea transfuse aliquot rbc,Blood Products,ONLINE,2016-10-06,blood,,,,Laboratory,0.71,Laboratory,0.651948508732,Blood Products,0.506550770464,Laboratory,2,1,1,0,0.453982836244,blood,,,
1030,6286,FENTANYL 250 MCG/5 ML INJ,fentanyl 250 mcg/5_ml injection,Pharmacy,ONLINE,2016-09-16,inj,fentanyl,mcg/5_ml,,Pharmacy,1.0,Pharmacy,0.892808412674,Pharmacy,0.99344859723,Pharmacy,3,1,1,1,0.962085669968,inj,fentanyl,mcg/5_ml,
1031,6919,US PELVIS NON OB LMTD US BLADDER LIMITED,us pelvis non ob lmtd us bladder limited,Radiology,ONLINE,2016-10-12,pelvis,non,limited,,Radiology,0.73,Radiology,0.780112153308,Radiology,0.999633824543,Radiology,3,1,1,1,0.836581992617,pelvis,non,us,limited
1032,6803,MDI INSTRUCTION,mdi instruction,Respiratory Therapy,ONLINE,2016-10-12,mdi,instruction,,,Nursing Services,0.77,Pharmacy,0.714534245361,PT / OT / Speech Therapy,0.386211386589,Nursing Services,1,1,0,0,0.256666666667,mdi,instruction,,
1033,1137,PROTEIN C ACTIVIT,protein c activited,Laboratory,ONLINE,2016-09-16,protein,c,activity,,Laboratory,0.78,Laboratory,0.848421628101,Laboratory,0.994323108793,Laboratory,3,1,1,1,0.874248245631,protein,activited,c,
1034,5232,15735252 - RIVAROXABAN 15MG TABLET,rivaroxaban 15_mg tablet,Pharmacy,RETROSPECTIVE,2016-07-13,rivaroxaban,15_mg,tablet,,Pharmacy,0.95,Pharmacy,0.941948379274,Pharmacy,0.996300519197,Pharmacy,3,1,1,1,0.962749632824,rivaroxaban,15_mg,tablet,
1035,289,SODIUM CHLORIDE 0.9%,sodium chloride 0.9%,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,0.90%,chloride,sodium,,Diluent / Flush / Irrigant,0.98,Diluent / Flush / Irrigant,0.591313690498,Diluent / Flush / Irrigant,0.775296549312,Diluent / Flush / Irrigant,3,1,1,1,0.78220341327,0.9%,chloride,sodium,
1036,2612,LANSOPRAZOLE SOLUTAB 30MG,lansoprazole solutab 30_mg,Pharmacy,RETROSPECTIVE,2016-07-12,30_mg,lansoprazole,solutab,,Pharmacy,0.72,Pharmacy,0.882186568417,Pharmacy,0.959830182397,Pharmacy,3,1,1,1,0.854005583605,30_mg,lansoprazole,solutab,
1037,5031,HB ZOFRAN ODT 4MG,zofran oral dissolving tab 4_mg,Pharmacy,RETROSPECTIVE,2016-07-13,zofran,odt,4_mg,,Pharmacy,0.77,Pharmacy,0.909162868036,Pharmacy,0.999718026966,Pharmacy,3,1,1,1,0.892960298334,oral,tab,4_mg,
1038,3182,TUBING SX MDVC L6FT OD6MM NONC,tubing suction mdvc l6ft od6mm nonc,Supply,RETROSPECTIVE,2016-07-12,l6ft,nonce,od6mm,tubing,Supply,0.96,Supply,0.933116419472,Supply,0.999593055966,Supply,3,1,1,1,0.964236491813,tubing,sx,,
1039,2701,NICOTINE 21 MG/24 HR PATCH; NICOTINE TRANS SYS,nicotine 21_mg/24 hour patch nicotine transdermal system,Plan Benefit,RETROSPECTIVE,2016-07-12,trans,nicotine,system,hour,Plan Benefit,0.86,Plan Benefit,0.855875166258,Plan Benefit,0.999999882946,Plan Benefit,3,1,1,1,0.905291683068,nicotine,system,hr,patch
1040,5626,HB CEFAZOLIN NA 1GM VIAL,cefazolin sodium 1_gm vial,Pharmacy,RETROSPECTIVE,2016-07-13,1_gm,vial,cefazolin,na,Pharmacy,0.88,Pharmacy,0.831711350523,Pharmacy,0.988691222407,Pharmacy,3,1,1,1,0.900134190977,1_gm,vial,cefazolin,na
1041,1646,NOREPINEPHRINE I 1MG/,norepinephrine  1_mg/,Pharmacy,ONLINE,2016-08-29,norepinephrine,1_mg/,,,Pharmacy,0.87,Pharmacy,0.867843694736,Pharmacy,0.899607972705,Pharmacy,3,1,1,1,0.879150555814,norepinephrine,1_mg/,,
1042,3245,CARDIAC MONITOR PER DAY,cardiac monitor per day,Monitoring,RETROSPECTIVE,2016-07-12,cardiac,monitor,per,day,Supply,0.74,Respiratory Therapy,0.45840875446,Respiratory Therapy,0.809884635158,Respiratory Therapy,2,0,1,1,0.422764463206,cardiac,monitor,per,day
1043,563,HC GAIT TRAINING,gait training,PT / OT / Speech Therapy,ONLINE,2016-09-16,training,gait,,,PT / OT / Speech Therapy,0.85,PT / OT / Speech Therapy,0.641699781027,PT / OT / Speech Therapy,0.9692633775,PT / OT / Speech Therapy,3,1,1,1,0.820321052842,training,gait,,
1044,4354,27907923 - PERIPH INS PICC >5 NO PRT/PMP,peripheral insert peripherally_inserted_central_catheter greater_than 5 no port/pump,Procedure,RETROSPECTIVE,2016-07-13,greater_than,insert,peripheral,port,Procedure,0.7,Procedure,0.773980996211,Procedure,0.999623597721,Procedure,3,1,1,1,0.824534864644,insert,periph,port,pump
1045,457,GLYCOPYRROLATE 0.4MG/2ML BD SY,glycopyrrolate 0.4_mg/2_ml bd syringe,Pharmacy,ONLINE,2016-09-16,sy,0.4_mg/2_ml,bard,glycopyrrolate,Pharmacy,0.89,Pharmacy,0.957903125491,Pharmacy,0.999938225861,Pharmacy,3,1,1,1,0.949280450451,bd,0.4_mg/2_ml,sy,glycopyrrolate
1046,3395,FLUDROCORTISONE 0.1 MG TAB,fludrocortisone 0.1_mg tablet,Pharmacy,RETROSPECTIVE,2016-07-12,fludrocortisone,0.1_mg,tab,,Pharmacy,0.78,Pharmacy,0.950856384099,Pharmacy,0.76568122442,Pharmacy,3,1,1,1,0.83217920284,fludrocortisone,0.1_mg,tab,
1047,1354,TROPHAMINE SOLP 500 ML BAG,trophamine solution 500_ml bag,Pharmacy,ONLINE,2016-09-16,trophamine,bag,solution,500_ml,Pharmacy,0.8,Diluent / Flush / Irrigant,0.605698212668,Supply,0.589632117563,Pharmacy,1,1,0,0,0.266666666667,trophamine,bag,solution,500_ml
1048,248,SOD CHL 0.9% 50ML MINIPL,sodium chloride 0.9% 50_ml minipl,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,50_ml,minipl,chloride,sodium,Supply,0.86,Diluent / Flush / Irrigant,0.768260996586,Diluent / Flush / Irrigant,0.981687397035,Diluent / Flush / Irrigant,2,0,1,1,0.583316131207,50_ml,chloride,sodium,
1049,3570,VANCOMYCIN 1GM INJ,vancomycin 1_gm injection,Pharmacy,RETROSPECTIVE,2016-07-12,1gm,inj,vancomycin,,Pharmacy,0.92,Pharmacy,0.891057443651,Pharmacy,0.946802455162,Pharmacy,3,1,1,1,0.919286632938,1_gm,inj,vancomycin,
1050,6520,C REACTIVE PROTEIN C REACTIVE PROTEIN,c reactive protein c reactive protein,Laboratory,ONLINE,2016-10-12,reactive,protein,,,Laboratory,0.83,Laboratory,0.806224895058,Laboratory,0.936065873318,Laboratory,3,1,1,1,0.857430256125,reactive,protein,,
1051,5967,TELMISARTAN 40 MG TABLET,telmisartan 40_mg tablet,Pharmacy,RETROSPECTIVE,2016-07-13,telmisartan,tablet,40_mg,,Pharmacy,0.97,Pharmacy,0.943222354249,Pharmacy,0.99724033934,Pharmacy,3,1,1,1,0.970154231196,telmisartan,tablet,40_mg,
1052,1445,BUMETANIDE 0.25 MG/ML SOLN,bumetanide 0.25_mg/ml solution,Pharmacy,ONLINE,2016-09-19,bumetanide,soln,0.25_mg/ml,,Pharmacy,0.91,Pharmacy,0.932550919515,Pharmacy,0.753348217392,Pharmacy,3,1,1,1,0.865299712302,bumetanide,soln,0.25_mg/ml,
1053,5434,AMOXIL 500MG CAP,amoxil 500_mg capture,Pharmacy,RETROSPECTIVE,2016-07-13,capture,500_mg,amoxil,,Pharmacy,0.8,Pharmacy,0.935011003145,Pharmacy,0.728912074717,Pharmacy,3,1,1,1,0.821307692621,capture,500_mg,amoxil,
1054,878,LIPASE/PROTEASE/AMYLASE 12000 UNITS CPEP,lipase/protease/amylase 12000_units cpep,Pharmacy,ONLINE,2016-09-16,amylase,lipase,,,Laboratory,0.81,Laboratory,0.869624181129,Laboratory,0.994335543063,Laboratory,3,1,1,1,0.891319908064,amylase,,,
1055,6547,COMPLEMENT AG EA 90 C3 COMPLEMENT,complement agar ea 90 c3 complement,Laboratory,ONLINE,2016-10-12,c3,agar,complement,ea,Laboratory,0.72,Laboratory,0.851499775547,Laboratory,0.986519547468,Laboratory,3,1,1,1,0.852673107671,c3,agar,complement,ea
1056,5808,METOPROLOL TARTRATE 25 MG TABLET,metoprolol tartrate 25_mg tablet,Pharmacy,RETROSPECTIVE,2016-07-13,metoprolol,25_mg,tablet,tartrate,Pharmacy,0.98,Pharmacy,0.931851881558,Pharmacy,0.974979357655,Pharmacy,3,1,1,1,0.962277079738,metoprolol,25_mg,tablet,tartrate
1057,5446,ANTIBODY SCREEN RBC EACH SERUM,antibody screen red_blood_cell each serum,Laboratory,RETROSPECTIVE,2016-07-13,red_blood_cell,screen,antibody,serum,Laboratory,0.85,Laboratory,0.899805778563,Laboratory,0.998123219111,Laboratory,3,1,1,1,0.915976332558,rbc,screen,antibody,serum
