Id,Original Description,Normalized Description,Charge Class,FLAG,CREATE_DT,FTR1,FTR2,FTR3,FTR4
2783,ARTERIAL PUNCTURE,arterial puncture,Nursing Services,RETROSPECTIVE,2016-07-12,arterial,puncture,,
5973,THYROID STIM HORMONE (TSH),thyroid stim hormone thyroid-stimulating_hormone,Laboratory,RETROSPECTIVE,2016-07-13,thyroid,hormone,stim,thyroid-stimulating_hormone
4380,59250015 - GEN ANES OR ADD 15MIN,general anesthesia operation_room additional 15_minutes,OR / Anesthesia / Recovery Room,RETROSPECTIVE,2016-07-13,additional,anesthesia,operation_room,general
4123,HAEMOPHB-TET TOX 0.5ML VACC,haemophilus tetnus tox 0.5_ml vacc,Pharmacy,RETROSPECTIVE,2016-07-12,tet,tox,0.5_ml,
5080,10542000 - SOD CHLORIDE 0.9%/250ML 100ML,sodium_chloride 0.9%/250_ml 100_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-13,100_ml,0.9%/250_ml,chloride,sodium
595,HC IV INF THER ADD SEQ 1ST HR,intravenous_infusion therapy additional sequence 1st hour,Nursing Services,ONLINE,2016-09-16,hr,seq,inf,ther
2667,PREDNISONE 5MG-20MG TAB,prednisone 5_mg 20_mg tablet,Pharmacy,RETROSPECTIVE,2016-07-12,20_mg,5_mg,prednisone,tablet
3315,HB - MAGNESIUM,magnesium,Laboratory,RETROSPECTIVE,2016-07-12,magnesium,,,
2851,OXYGEN DELIVER,oxygen deliver,Respiratory Therapy,RETROSPECTIVE,2016-07-12,deliver,oxygen,,
3110,SET GEM 20 DRIP,set glucagon_emergency_management 20 drip,Supply,RETROSPECTIVE,2016-07-12,DRIP,set,GEM,
3878,R&B MEDICAL,room_and_board medical,Room and Board,RETROSPECTIVE,2016-07-12,medical,r&b,,
1179,ROOM INTENSIVE,room intensive,Room and Board,ONLINE,2016-09-16,intensive,room,,
3125,SODIUM CHLORIDE 0.9 % INJECTION 3 ML,sodium chloride 0.9% injection 3_ml,Supply,RETROSPECTIVE,2016-07-12,injection,chloride,3_ml,sodium
6362,CHEST PHYSIOTHRPY SUBSQ,chest physiotherapy subsequent,Respiratory Therapy,ONLINE,2016-10-06,subsequent,chest,physiotherapy,
2093,RT INO THERAPEUTIC PER HR,respiratory_therapy inhaled_nitric_oxide therapeutic per hour,Plan Benefit,RETROSPECTIVE,2016-07-12,RT,therapeutic,hour,per
1443,BLOOD GASES ANY COMBINATIO,blood gases any combination,Laboratory,ONLINE,2016-09-19,combination,blood,gases,
370,BOSENTAN 62.5 MG TABLET,bosentan 62.5_mg tablet,Plan Benefit,RETROSPECTIVE,2016-07-12,62.5_mg,bosentan,tablet,
438,GASTROSTOMY TUBE,gastrostomy tube,Supply,ONLINE,2016-09-16,gastrostomy,tube,,
3048,IV SET PRIMARY SET,intravenous set primary set,Supply,RETROSPECTIVE,2016-07-12,set,intravenous,primary,
6756,HCHG TRAY HEART CATH CUSTOM PED,tray heart catheter custom pediatric,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,heart,cath,tray,ped
5920,SEMI-PRIVATE,semi private,Room and Board,RETROSPECTIVE,2016-07-13,private,semi,,
4859,U/S ABDOMINAL  COMPLETE,ultrasound abdominal complete,Radiology,RETROSPECTIVE,2016-07-13,Ultrasound,Abdominal,complete,
3572,HC VENIPUNCTURE COLLECTION,venipuncture collection,Nursing Services,RETROSPECTIVE,2016-07-12,venipuncture,collection,,
1822,ACETAMINOPHEN 160 MG/5 ML,acetaminophen 160_mg/5_ml,Pharmacy,ONLINE,2016-09-16,160_mg/5_ml,acetaminophen,,
4750,POT CL20MEQ MIC CRTB,potassium chloride 20_milliequivalents mic cr tablet,Pharmacy,RETROSPECTIVE,2016-07-13,crtb,pot,cl20_meq,microclave
3181,TUBING PUMP PRIMARY SET DISP,tubing pump primary set disposable,Supply,RETROSPECTIVE,2016-07-12,tubing,pump,set,disposable
850,KIT PICC DOUBLE LUMEN,kit peripherally_inserted_central_catheter double_lumen,Supply,ONLINE,2016-09-16,double,picc,lumen,kit
6907,SURGICAL STERILE SUPPLY T2 BIOPATCH,surgical sterile supply t2 biopatch,Supply,ONLINE,2016-10-12,surgical,sterile,supply,
1153,RBC ANTIBODY SCREEN,red_blood_cell antibody screen,Laboratory,ONLINE,2016-09-16,rbc,screen,antibody,
837,KETOROLAC 30 MG/1 ML INJ,ketorolac 30_mg/1_ml injection,Pharmacy,ONLINE,2016-09-16,inj,30_mg/1_ml,ketorolac,
1067,PHENYLEPHRINE 10 MG/ML SOLN,phenylephrine 10_mg/ml solution,Pharmacy,ONLINE,2016-09-16,phenylephrine,soln,10_mg/ml,
5594,GAIT TRAINING-15 MIN,gait training 15_minutes,PT / OT / Speech Therapy,RETROSPECTIVE,2016-07-13,training,minutes,gait,
1453,CHEMILUMINESCENT ASSAY IGF,chemiluminescent assay igf,Laboratory,ONLINE,2016-09-19,igf,assay,chemiluminescent,
3675,0.25 MG/ML SOLN,0.25_mg/ml solution,Other,RETROSPECTIVE,2016-07-12,solution,0.25mg/ml,,
1265,SPLIT ALIQUOT PROCESSING,split aliquot processing,Blood Products,ONLINE,2016-09-16,aliquot,processing,split,
4090,PREVNAR 13 0.5ML VACCINE,prevnar 13 0.5_ml vaccine,Pharmacy,RETROSPECTIVE,2016-07-12,0.5_ml,prevnar,vaccine,
4268,EVALUATION IV PT,evaluation intravenous physical_therapy,Nursing Services,RETROSPECTIVE,2016-07-12,evaluation,iv,pt,
6028,PULL UP ADULT MED PKG,pull up adult medium package,Supply,ONLINE,2016-08-24,pull,med,adult,pkg
5450,ARM BOARD IV FLEXIBLE ADULT,arm board intravenous flexible adult,Supply,RETROSPECTIVE,2016-07-13,intravenous,arm,adult,board
4172,POLYETHYLENE GLYCOL 3350-NF POWDER 17G,polyethylene glucol 3350 non_formulary powder 17_gm,Pharmacy,RETROSPECTIVE,2016-07-12,polyethylene, , ,
1966,C-KNEE HI PAS STOCKING,knee hi pas stocking,Supply,ONLINE,2016-09-16,knee,hi,stocking,pas
3363,MYCOPHENOLATE INJ 500MG VIAL,mycophenolate injection 500_mg vial,Pharmacy,RETROSPECTIVE,2016-07-12,vial,mycophenolate,injection,500_mg
6801,MAGNESIUM MAGNESIUM,magnesium magnesium,Laboratory,ONLINE,2016-10-12,magnesium,,,
6646,HCHG CULTURE RESPIRATORY,culture respiratory,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,culture,respiratory,,
5756,IV HYDRAT EA ADD HR,intravenous hydration each additional hour,Nursing Services,RETROSPECTIVE,2016-07-13,hydration,intravenous,hour,additional
5192,14520002 - POLYSTYRENE SUSP 15GM,polystyrene suspension 15_gm,Pharmacy,RETROSPECTIVE,2016-07-13,15_gm,suspension,polystyrene,
260,SOD CL 0.9% SYRINGE-5ML,sodium chloride 0.9% syringe 5_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,5_ml,chloride,sodium,
337,STERILE WATER FOR COMPOUNDING,sterile water for compounding,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,water,compounding,sterile,
307,SODIUM CHLORIDE 0.9% 50ML MB+,sodium chloride 0.9% 50_ml mb and,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,50_ml,chloride,sodium,
604,HC LACTIC ACID (LACTATE),lactic acid lactate,Laboratory,ONLINE,2016-09-16,acid,lactic,lactate,
5424,ALBUMIN HUMAN 5% 500 ML IV,albumin human 5% 500_ml intravenous,Pharmacy,RETROSPECTIVE,2016-07-13,albumin,500_ml,human,intravenous
4599,DRILL BIT/BLADE LVL3,drill bit/blade level 3,Supply,RETROSPECTIVE,2016-07-13,lvl3,bit,blade,drill
4237,HC CT HEAD/BRN C-MATRL,computed_tomography head/brain cap matrinlineal,Radiology,RETROSPECTIVE,2016-07-12,brn,head,ct,
6272,FATTY ACID PROFILE PEROXISOMAL C22-C26 SERUM 8379350,fatty acid profile peroxisomal c22 c26 serum 8379350,Laboratory,ONLINE,2016-09-16,acid,serum,,
2658,ONDANSETRON 1 MG INJ,ondansetron 1_mg injection,Pharmacy,RETROSPECTIVE,2016-07-12,1_mg,ondansetron,injection,
1965,C-FLEXISEAL FECAL MANAGEMENT KIT,flexiseal fecal management kit,Supply,ONLINE,2016-09-16,fecal,management,flexiseal,kit
5496,CEFAZOLIN 500MG INJ,cefazolin 500_mg injection,Pharmacy,RETROSPECTIVE,2016-07-13,cefazolin,injection,500_mg,
265,SODIUM CHLOR,sodium chloride,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,sodium,,,
115,HB 5% DEXTROSE/WATER 250ML,5% dextrose/water 250_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,5%,250_ml,dextrose,water
1673,SODIUM PHOS INJ 4MEQ/,sodium phosphate injection 4_milliequivalents,Pharmacy,ONLINE,2016-08-29,inj,phos,4_meq/,sodium
2076,NITRIC OXIDE INHALATION,nitric oxide inhalation,Plan Benefit,RETROSPECTIVE,2016-07-12,oxide,inhalation,nitric,
3352,VIAGRA (CPD) 2.5MG/ML-40ML SUSP,viagra cmpd 2.5_mg/ml 40_ml suspension,Plan Benefit,RETROSPECTIVE,2016-07-12,suspension,viagra,40_ml,
833,KETAMINE 10 MG/ML SOLN 20 ML VIAL,ketamine 10_mg/ml solution 20_ml vial,Pharmacy,ONLINE,2016-09-16,ketamine,vial,soln,20_ml
6396,GENERAL ANES ADDL 15 MIN,general anes additional 15 min,OR / Anesthesia / Recovery Room,ONLINE,2016-10-06,anes,addl,min,general
2107,SILDENAFIL 2.5 MG/ML 2.5 MG/ML,sildenafil 2.5_mg/ml 2.5_mg/ml,Plan Benefit,RETROSPECTIVE,2016-07-12,sildenafil,2.5mg/ml,,
1630,IV PUMP SET MICROBOR,intravenous pump set microbore,Supply,ONLINE,2016-08-29,pump,set,iv,microbor
4049,GUIDEWIRE STARTER .35 FCJ 150CM LONG,guidewire starter 0.35 fcj 150cm long,Supply,RETROSPECTIVE,2016-07-12,guidewire,150cm,0.35,
3791,SODIUM BICARB TAB 650MG,sodium bicarb tablet 650_mg,Pharmacy,RETROSPECTIVE,2016-07-12,650_mg,bicarb,tab,sodium
2829,HC VENIPUNCTURE ROUTINE,venipuncture routine,Nursing Services,RETROSPECTIVE,2016-07-12,venipuncture,routine,,
5679,HB POC HEMATOCRIT,point_of_care hematocrit,Monitoring,RETROSPECTIVE,2016-07-13,hematocrit,poc,,
4178,POTASSIUM PHOSPHATE 0.6 MMOL/ML 50 ML SYRINGE,potassium phosphate 0.6 mmol/ml 50_ml syringe,Pharmacy,RETROSPECTIVE,2016-07-12,50_ml,ml,potassium,
931,MILRINONE 1 MG/ML SOLN 10 ML VIAL,milrinone 1_mg/ml solution 10_ml vial,Pharmacy,ONLINE,2016-09-16,vial,10_ml,soln,
1382,US CHEST,ultrasound chest,Radiology,ONLINE,2016-09-16,us,chest,,
266,SODIUM CHLOR 3% INHAL SLN,sodium chloride 3% inhalation solution,Supply,RETROSPECTIVE,2016-07-12,chloride,inhalation,sodium,
63,PUMP IV ARM,pump intravenous arm,Capital Equipment,RETROSPECTIVE,2016-07-12,pump,intravenous,arm,
849,KIT ORAL CARE YANKEUR SNGLSPIN,kit oral care yankauer single_spin,Supply,ONLINE,2016-09-16,care,oral,kit,
1276,STATLOCK-CATHETER SECUREDEVICE,statlock catheter securedevice,Supply,ONLINE,2016-09-16,securedevice,catheter,statlock,
4308,CLIP STANDARD RIGHT ANGEL,clip standard right angle,Supply,RETROSPECTIVE,2016-07-13,right,angel,clip,standard
6186,DISP: 0.500 EACH; 2.25 %; USED NDC QTY: 1.000 PCK OF 1.000 EACH VIAL RACEPINEPHRINE 2.25 % SOLUTION FOR NEBULIZATION,dispensed 0.5 each 2.25% used ndc quantity 1 pack of 1.000 each vial racepinephrine 2.25% solution for nebulization,Pharmacy,ONLINE,2016-09-16,vial,ndc,disposable,solution
1520,MAGNESIUM SULFATE 500 MG/M,magnesium sulfate 500_mg/m,Pharmacy,ONLINE,2016-09-19,500_mg/m,magnesium,sulfate,
3239,ABG LACT,arterial_blood_gas lactate,Monitoring,RETROSPECTIVE,2016-07-12,ABG,lactate,,
842,KIT CORRECT SITE SANDEL C3106U,kit correct site sandel c3106u,Supply,ONLINE,2016-09-16,kit,,,
4741,PK CUST ENDO KIT GS0191 -CSC,pack custom endoscopic kit gs0191 central_supply service,Supply,RETROSPECTIVE,2016-07-13,kit,pack,,
6670,HCHG EVAL INITIAL LEVEL 1 PT,evaluation initial level 1 patient,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,pt,initial,evaluation,level
3594,HC TRANSFERASE; ASPARTATE AMINO (AST) (S,transferase aspartate amino aspartate_aminotransferase_test sigma,Laboratory,RETROSPECTIVE,2016-07-12,aspartate_aminotransferase_test,transferase,aspartate,amino
419,HCHG DAILY NO PER HOUR,daily nitric_oxide per hour,Plan Benefit,RETROSPECTIVE,2016-07-12,hour,per,daily,nitric_oxide
6329,ASP CATH NASOTRACHEAL,aspiration catch nasotracheal,Respiratory Therapy,ONLINE,2016-10-06,catch,asp,nasotracheal,
6205,DISP: 50.000 ML; 5 %; USED NDC QTY: 1.000 PCK OF 50.000 ML VIAL ALBUMIN HUMAN 5 % IV SOLUTION ANE ALBUMIN 5 % BOLUS (50 ML),dispensed 50.000_ml 5% used ndc quantity 1 pack of 50.000_ml vial albumin human 5% intravenous solution ane albumin 5% bolus 50_ml,Pharmacy,ONLINE,2016-09-16,quantity,vial,ndc,disposable
3320,HC PHOSPHORUS,phosphorus,Laboratory,RETROSPECTIVE,2016-07-12,phosphorus,,,
6067,COLOR FLOW DOPPLER,color flow doppler,Cardiology,ONLINE,2016-09-16,color,doppler,flow,
5442,ANES ANALYS POTASSIUM SERU,anesthesia analysis potassium serum,Laboratory,RETROSPECTIVE,2016-07-13,potassium,anesthesia,analysis,serum
5456,BACITRACIN 50 000 UNIT INJ,bacitracin 50 000_units injection,Pharmacy,RETROSPECTIVE,2016-07-13,bacitracin,injection,000_units,
2570,FENTANYL 1000 MCG/100 ML SOLN,fentanyl 1000 mcg/100_ml solution,Pharmacy,RETROSPECTIVE,2016-07-12,fentanyl,solution,mcg/100_ml,
5988,TUBING LINE COILED FEM/MALE 60,tubing line coiled femoral/male 60,Supply,RETROSPECTIVE,2016-07-13,tubing,line,,
4245,POLYETHENE GLYC 17GM P,polyethylene glycol 17_gm powder,Pharmacy,RETROSPECTIVE,2016-07-12,glyc,polyethylene,17_gm,
5767,LAB GLYC HGB,laboratory glycol hemoglobin,Laboratory,RETROSPECTIVE,2016-07-13,hemoglobin,laboratory,glycol,
1782,HB LONM REMOTE/>1 PT OUT O,intraoperative_neurophysiologic_monitoring remote/ greater_than 1 patient out o,Procedure,ONLINE,2016-09-01,greater_than,pt,o,
3933,POTASSIUM CHLORIDE LIQ 1.33MEQ,potassium chloride liquid 1.33_meq,Pharmacy,RETROSPECTIVE,2016-07-12,1.33meq,potassium,chloride,liq
4843,THER EX; STR  END  ROM  EA 15 MIN,therapeutic exercise; stair endurance range_of_motion each 15_minutes,PT / OT / Speech Therapy,RETROSPECTIVE,2016-07-13,therapist,minutes,strip,
4174,HC ABO TYPING,abo typing,Laboratory,RETROSPECTIVE,2016-07-12,typing,abo, ,
373,BOSENTEN 62.5MG TABLET,bosentan 62.5_mg tablet,Plan Benefit,RETROSPECTIVE,2016-07-12,62.5_mg,tablet,bosenten,
4259,HC TCAT THER EMBOLIZATION ANY METH RS&I,transcatheter therapist embolication any method radiology_supervision_and_interpretation,Radiology,RETROSPECTIVE,2016-07-12,ther, , ,
3494,NEOSTIG 1/1000 0.5MG/0.5ML,neostigmine 1/1000 0.5_mg/0.5_ml,Pharmacy,RETROSPECTIVE,2016-07-12,neostig,1/1000,0.5mg/0.5ml,
5021,HB SUTURE ABSRB VCL 4.0 L18IN BRD,suture absorbable vicryl 4.0 l18 inches brd,Supply,RETROSPECTIVE,2016-07-13,suture,inches,,
5359,77076901 - CATHETER COMBI 13FR,catheter combined 13fr,Supply,RETROSPECTIVE,2016-07-13,catheter,13fr,combined,
6745,HCHG SUTR SILK 2 0 SH,suture silk 2 0 sh,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,silk,suture,sh,
400,FACTOR VIIA 1 MCG NEX,factor viia 1 microgram next,Plan Benefit,RETROSPECTIVE,2016-07-12,next,microgram,viia,factor
3180,TUBING PUMP,tubing pump,Supply,RETROSPECTIVE,2016-07-12,tubing,pump,,
2525,GLUCOSE BLD QN,glucose blood quantitative,Laboratory,RETROSPECTIVE,2016-07-12,quantitative,blood,glucose,
6778,HYDROMORPHONE AMP 10MG/ML 5ML HYDROMORPHONE HP 10 MG/ML 5 ML AMP,hydromorphone ampule 10 mg/ml 5 ml hydromorphone help 10 mg/ml 5 ml ampule,Pharmacy,ONLINE,2016-10-12,hydromorphone,ampule,5_ml,
4323,12037212 - PERFLUTREN LIPID MICROSPH/ML,perflutren lipid microspheres per ml,Pharmacy,RETROSPECTIVE,2016-07-13,perflutren,ml,lipid,microsph
6795,LINEZOLID 600 MG TABLET,linezolid 600 mg tablet,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,linezolid,tablet,600_mg,
148,HEPARIN 2 UNIT/2ML FLUSH,heparin 2_units/2_ml flush,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,heparin,2_units/2_ml,flush,
2212,HC LACTIC ACID,lactic acid,Laboratory,RETROSPECTIVE,2016-07-12,acid,lactic,,
388,DORNASE ALFA 2.5MG/,dornase alpha 2.5_mg/,Plan Benefit,RETROSPECTIVE,2016-07-12,2.5mg/,alfa,dornase,
186,HEPARIN SODIUM LOCK FLUSH 1,heparin sodium lock flush 1,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,heparin,lock,flush,sodium
6409,HYDROCHLOROTHIAZIDE SUSP 4MG/M HYDROCHLOROTHIAZIDE ORAL SUSPENSION,hydrochlorothiazide suspension 4 mg/m hydrochlorothiazide oral suspension,Pharmacy,ONLINE,2016-10-06,suspension,oral,,
156,HEPARIN FLUSH 10 UN/ML  1 ML,heparin flush 10_units/ml 1_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,heparin,1_ml,10_units/ml,flush
4222,GAIT TRAINING 15 MIN P,gait training 15 minutes powder,PT / OT / Speech Therapy,RETROSPECTIVE,2016-07-12,training,min, ,
1523,METRONIDAZOLE BENZOATE (BU,metronidazole benzoate bu,Pharmacy,ONLINE,2016-09-19,metronidazole,bu,benzoate,
6788,KIT MOUTHCARE,kit mouthcare,Supply,ONLINE,2016-10-12,mouthcare,kit,,
2454,OXIMETRY CONTI,oximetry continuous,Monitoring,RETROSPECTIVE,2016-07-12,continuous,oximetry,,
2584,HB AMLODIPINE 1MG/ML SUSP,amlodipine 1_mg/ml suspension,Pharmacy,RETROSPECTIVE,2016-07-12,suspension,a_mlodipine,1_mg/ml,
762,HEMATOCRIT POC I,hematocrit point_of_care istat,Monitoring,ONLINE,2016-09-16,i,hematocrit,poc,
5362,77804702 - TUBE TRACH 7.0 XLT CUFF EXT,tube tracheotomy 7 xlt cuff extension,Supply,RETROSPECTIVE,2016-07-13,tube,extension,,
4405,64611000 - SEROLOGICAL IDENT OF ORGANISM,serological identification of organism,Laboratory,RETROSPECTIVE,2016-07-13,serological,identify,organism,
5365,77960363 - INTRODUCER STYLT 15F,introducer stylet 15,Supply,RETROSPECTIVE,2016-07-13,introducer,stylet,,
5061,*ALBUMIN SERUM,albumin serum,Laboratory,RETROSPECTIVE,2016-07-13,albumin,serum,,
2638,METOCLOPRAMIDE HCL 5 MG/ML IJ SOLN,metoclopramide hcl 5_mg/ml injection solution,Pharmacy,RETROSPECTIVE,2016-07-12,injection,solution,hcl,
4002,DRESSING HDRCLD 125X9C,dressing hydrocolloid 125x9c,Supply,RETROSPECTIVE,2016-07-12,125x9c,hdrcld,dressing,
6026,PROZAC 20MG CAP; FLUOXETINE 20 MG CAP,prozac 20_mg capsule fluoxetine 20_mg capsule,Pharmacy,ONLINE,2016-08-24,capillary,20_mg,,
1816,ABDOMEN AP (KUB) ABDOMEN AP (KUB),abdomen anterior_posterior kidney_ureter_bladder,Radiology,ONLINE,2016-09-16,ap,abdomen,,
6244,EMBOLIZ ARTERY W IMAGE NON HEMORRHAGE,embolization artery with image non hemorrhage,Radiology,ONLINE,2016-09-16,non,,,
1166,RETRACTOR RING LONE STAR 3307G,retractor ring lone star 3307g,Supply,ONLINE,2016-09-16,star,ring,lone,retractor
1318,TISS LIVE FRM STRTCE 16X20,tissue live from strtce 16x20,Supply,ONLINE,2016-09-16,stretcher,16x20,live,tiss
1649,OR RM TIME LV 1 1ST 1,operating_room room time level 1 1st 1,OR / Anesthesia / Recovery Room,ONLINE,2016-08-29,1st,rm,time,
2505,PULSE OXIMETRY-PER HOUR,pulse oximetry per hour,Monitoring,RETROSPECTIVE,2016-07-12,oximetry,per,pulse,hour
6478,VENT NEO MGMT INPT/OBS SUBS DA,vent neo mgmt input/obs subs da,Respiratory Therapy,ONLINE,2016-10-06,vent,subs,neo,da
822,IPRATROPIUM-ALBUTEROL 0.5-2.5 (3) MG/3ML SOLN,ipratropium albuterol 0.5 2.5 3_mg/3_ml solution,Pharmacy,ONLINE,2016-09-16,albuterol,ipratropium,soln,
2197,HB LACTIC ACID,lactic acid,Laboratory,RETROSPECTIVE,2016-07-12,acid,lactic,,
1918,BILIRUBIN DIR,bilirubin direct,Laboratory,ONLINE,2016-09-16,bilirubin,dir,,
6357,CATH UMBILICAL ARTERY,catch umbilical artery,Supply,ONLINE,2016-10-06,catch,artery,umbilical,
6666,HCHG EKG ROUTINE TRACING ONLY,electrocardiogram routine tracing only,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,tracing,ekg,routine,
4115,HC ED VISIT CRITICAL CARE M25,emergency_department visit critical care m25,Other,RETROSPECTIVE,2016-07-12,critical,care, ,
3295,C GLUCOSE ADD-ON,glucose additional on,Laboratory,RETROSPECTIVE,2016-07-12,add,glucose,,
5005,HB POLYETHYLENE GLYCOL 3350 PO 8.5 POWD PACKET,polyethylene glycol 3350 by_mouth 8.5 powder packet,Pharmacy,RETROSPECTIVE,2016-07-13,polyethylene,po,packet,glucol
197,NACL .9 100 IVF,sodium_chloride 0.9 100 intravenous_fluid,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,0.9,IVF,NaCl,
3958,HC CRYOPRECIPITATE 5 UNITS,cryoprecipitate 5_units,Blood Products,RETROSPECTIVE,2016-07-12,5_units,cryoprecipitate,,
3936,SOLN SALIN STERL 0.9PCT 1000ML,solution saline sterl 0.9pct 1000_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,soln,1000_ml,,
5108,11625272 - CEFEPIME PER 500MG MB+,cefepime per 500_mg mb and,Pharmacy,RETROSPECTIVE,2016-07-13,cefepime,500_mg,per,mb
97,DEXTROSE 5 % SOLN 50 ML FLEX CONT,dextrose 5% solution 50_ml flex control,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,50_ml,flex,cont,dextrose
4488,ACAPELLA TX SUBSEQUENT,acapella treatment subsequent,Respiratory Therapy,RETROSPECTIVE,2016-07-13,subsequent,acapella,treatment,
6245,ENDOTRACH TUBE HOLDER,endotracheal tube holder,Supply,ONLINE,2016-09-16,tube,holder,endotracheal,
213,NACL 0.9% MINI BAG PLUS 100ML,sodium_chloride 0.9% mini bag plus 100_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,mini,100_ml,plus,bag
5194,14530592 - POTASSIUM CHLORIDE  PER 2 MEQ,potassium chloride per 2_meq,Pharmacy,RETROSPECTIVE,2016-07-13,2_meq,potassium,chloride,per
2004,CATH SUCTION TRACH KIT EAC,catheter suction tracheostomy kit each,Supply,ONLINE,2016-09-16,trach,cath,suction,kit
6047,URETHRA CATH SIMPLE,urethra catheter simple,Supply,ONLINE,2016-08-24,simple,cath,urethra,
2847,OXYGEN 1-12 HR,oxygen 1 12 hour,Respiratory Therapy,RETROSPECTIVE,2016-07-12,hour,oxygen,,
2996,HB HOLDER TB DALE ADLT W1IN TRACH,holder tube dale adult w1 inches tracheostomy,Supply,RETROSPECTIVE,2016-07-12,tracheostomy,tube,holder,adult
5762,KIT MULTI LUMEN 4 FR,kit multiple lumen 4 fr,Supply,RETROSPECTIVE,2016-07-13,fr,multiple,lumen,kit
4492,AEROBIC DEFINITIVE ID EACH ISO,aerobic definitive identification each isolate,Laboratory,RETROSPECTIVE,2016-07-13,aerobic,iso,definitive,id
2545,CEFEPIME PEDIATRIC 100 MG/ML SOLR,cefepime pediatric 100_mg/ml solution,Pharmacy,RETROSPECTIVE,2016-07-12,100_mg/ml,cefepime,solution,pediatric
3151,TB ENDOTRACH,tube endotracheal,Supply,RETROSPECTIVE,2016-07-12,tube,endotracheal,,
3075,OXYSENSOR DISPOSABLE,oxysensor disposable,Supply,RETROSPECTIVE,2016-07-12,disposable,oxysensor,,
267,SODIUM CHLOR INJ 100 M,sodium chloride injection 100 m,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,chloride,sodium,,
3651,KEPPRA 250MG,keppra 250_mg,Pharmacy,RETROSPECTIVE,2016-07-12,250_mg,keppra,,
4299,CPAP VENT INIT & MANAGEMENT,continuous_positive_airway_pressure ventilation initial & management,Respiratory Therapy,RETROSPECTIVE,2016-07-12,vent,management,cpap,
2362,GLUCOSE GLUCOMET,glucose glucometer,Monitoring,RETROSPECTIVE,2016-07-12,glucometer,glucose,,
1664,RETRACT-O-TAPE # 1041,retract o tape 1041,Supply,ONLINE,2016-08-29,retract,tape,oxygen,
1979,CALCIUM IONIZED (BLOOD GAS,calcium ionized blood_gas,Laboratory,ONLINE,2016-09-16,calcium,ionized,gas,blood
966,NEOSTIGMINE 1 MG/ML SOLN,neostigmine 1_mg/ml solution,Pharmacy,ONLINE,2016-09-16,neostigmine,soln,1_mg/ml,
6786,KETOROLAC INJ 30MG/ML 1ML KETOROLAC TROMETHAMINE 30 MG/ML VIA,ketorolac injection 30 mg/ml 1 ml ketorolac tromethamine 30 mg/ml vial,Pharmacy,ONLINE,2016-10-12,vial,injection,1_ml,ketorolac
3176,TUBING CORR FLEXIBLE DISP 72,tubing corr flexible disposable 72,Supply,RETROSPECTIVE,2016-07-12,tubing,disposable,,
1850,ALPHA-1-ANTITRYPSIN TOTAL,alpha 1 antitrypsin total,Laboratory,ONLINE,2016-09-16,alpha,total,antitrypsin,
3403,NYSTATIN 500000 UNITS/5ML SUSP,nystatin 500000_units/5_ml suspension,Pharmacy,RETROSPECTIVE,2016-07-12,nystatin,susp,500000_units/5_ml,
3240,BEDSIDE GLUCOSE,bedside glucose,Monitoring,RETROSPECTIVE,2016-07-12,bedside,glucose,,
6705,HCHG MISC OR SUPPLIES,misc operation room supplies,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,supplies,misc,or,
4601,DRSG GZE PETRO XERO 4INX3YD,dressing gauze petroleum xeroform 4_inches_x_3_yards,Supply,RETROSPECTIVE,2016-07-13,dressing,,,
1459,CLTNG NHBTORS ANTITHROMBIN,clotting inhibitors antithrombin,Laboratory,ONLINE,2016-09-19,nhbtors,antithrombin,cltng,
5865,PHOSPHATES ENEMA ADULT,phosphates enema adult,Supply,RETROSPECTIVE,2016-07-13,enema,adult,phosphates,
2672,PRIMAXIN INJ PER 250 MG,primaxin injection per 250_mg,Pharmacy,RETROSPECTIVE,2016-07-12,injection,250_mg,per,primaxin
6371,COLLECT FINGER/HEEL/EAR STICK CAPILLARY PUNCTURE,collect finger/heel/ear stick capillary puncture,Nursing Services,ONLINE,2016-10-06,capillary,stick,puncture,
