DESC_ID,ORIG_DESC,NORM_DESC,CHRG_CLS
7514,VECURONIUM 10 MG SOLR 47335 931 44,vecuronium 10 mg solution 47335 931 44,Pharmacy
7515,VENT CONVENTIONAL INITIAL D,ventilator conventional initial day,Respiratory Therapy
7516,VENT CONVENTIONAL SUBSEQUEN,ventilator conventional subsequent,Respiratory Therapy
7517,VENT HIGH FREQUENCY INITIAL,ventilator high frequency initial,Respiratory Therapy
7518,VENT HIGH FREQUENCY SUBSEQU,ventilator high frequency subsequent,Respiratory Therapy
7519,VENT HOME SUPPLIES SUBSEQUE,ventilator home supplies subsequent,Respiratory Therapy
7520,VITAMIN D 25 HYDROXY ,vitamin d 25 hydroxy,Laboratory
7521,WARM PAK BREAST,warm pack breast,Supply
7522,YANKAUER SUCTION FINE,yankauer suction fine,Supply
7523,ZINC SERUM,zinc serum,Laboratory
7524,ACETAZOLAMIDE 250 MG TABS 1 0527 1050 01,acetazolamide 250 mg tablets 1 0527 1050 01,Pharmacy
7525,ACETYLCYSTEINE 20 % SOLN 1 WCH00 0010 08,acetylcysteine 20% solution 1 wch00 0010 08,Pharmacy
7526,ACETYLCYSTEINE 20 % SOLN 4 63323 694 04,acetylcysteine 20% solution 4 63323 694 04,Pharmacy
7527,AFB CONCENTRATION,acid fast bacillus concentration,Laboratory
7528,ALTEPLASE 2 MG SOLR 1 EACH 50242 041 64,alteplase 2 mg solution 1 each 50242 041 64,Pharmacy
7529,ANA SCREEN,antinuclear antibody screen,Laboratory
7530,ANTINUCLEAR AB & RHEUMATOID,antinuclear antibody and rheumatoid,Laboratory
7531,ARM SUPPORT IV ADULT,arm support intravenous adult,Supply
7532,ARM SUPPORT IV CHILD,arm support intravenous child,Supply
7533,BOSENTAN 62.5 MG TABS 0.5 E WCH00 0007 51,bosentan 62.5 mg tablets 0.5 e wch00 0007 51,Plan Benefit
7534,CALCIUM CARBONATE SUSP 250 WCH00 0001 09,calcium carbonate suspension 250 wch00 0001 09,Pharmacy
7535,CALCIUM CHLORIDE 20 MG/ML S WCH00 0011 00,calcium chloride 20 mg/ml s wch00 0011 00,Pharmacy
7536,CARBAMIDE PEROXIDE OTIC 6.5 0904 3220 35,carbamide peroxide otic 6.5 0904 3220 35,Pharmacy
7537,CATH KIT PEDIATRIC 8FR,catheter kit pediatric 8fr,Supply
7538,CATH SELF 14FRX16,catheter self 14frx16,Supply
7539,CATH SELF CDE12FRX16,catheter self cde12frx16,Supply
7540,CATH SELF PED. 10FX10,catheter self pediatric 10fx10,Supply
7541,CATH SELFCDE14FRX16ST,catheter selfcde14frx16st,Supply
7542,CEFTAZIDIME 40 MG/ML SOLR 1 WCH00 0005 83,ceftazidime 40 mg/ml solution 1 wch00 0005 83,Pharmacy
7543,CIRCUIT ADULTFISHER,circuit adultfisher,Supply
7544,CITRIC ACID 334MG SODIUM 0121 0595 15,citric acid 334 mg sodium 0121 0595 15,Pharmacy
7545,CLONIDINE SUSPENSION 100 MC WCH00 0010 68,clonidine suspension 100 mc wch00 0010 68,Pharmacy
7546,CONCENTRAION STOOL,concentration stool,Laboratory
7547,CONNECTOR EPUMP ANTI FRE,connector enteral_feeding_pump anti free,Supply
7548,CULTURE AFB,culture acid fast bacillus,Laboratory
7549,CULTURE BLOOD 1ST SITE PF,culture blood 1st site peripheral forearm,Laboratory
7550,CULTURE BLOOD 2ST SITE PF,culture blood 2st site peripheral forearm,Laboratory
7551,CULTURE ORG ID AERO DEF 3,culture organism identification aerobic def 3,Laboratory
7552,CULTURE RESPIRATORY RFLX S,culture respiratory reflex s,Laboratory
7553,CULTURE STOOL,culture stool,Laboratory
7554,CULTURE STOOL ADD PATH,culture stool additional pathology,Laboratory
7555,DESMOPRESSIN 4 MCG/ML SOLN 0075 2451 01,desmopressin 4 mcg/ml solution 0075 2451 01,Pharmacy
7556,DRESSING BIOPATCH 1D,dressing biopatch 1d,Supply
7557,DRESSING FOAM ALLEVYN 4X4,dressing foam allevyn 4x4,Supply
7558,DRESSING TEGADERM 3.5X4.5 I,dressing tegaderm 3.5x4.5 i,Supply
7559,FLUCONAZOLE SUSPENSION 40 M WCH00 0010 13,fluconazole suspension 40 m wch00 0010 13,Pharmacy
7560,FLUDROCORTISONE 0.1 MG TABS 0555 0997 02,fludrocortisone 0.1 mg tablets 0555 0997 02,Pharmacy
7561,FOLIC ACID SUSPENSION 100 M WCH00 0010 72,folic acid suspension 100 m wch00 0010 72,Pharmacy
7562,FUROSEMIDE 10 MG/ML SOLN 1 WCH00 0001 54,furosemide 10 mg/ml solution 1 wch00 0001 54,Pharmacy
7563,FUROSEMIDE 5 MG/ML SOLN 1 M WCH00 0007 78,furosemide 5 mg/ml solution 1 m wch00 0007 78,Pharmacy
7564,GAUZE SPONGE AVANT 3X3 MEDL,gauze sponge avant 3x3 medl,Supply
7565,HOLDER TRACH TUBE PED,holder tracheostomy tube pediatric,Supply
7566,HOLDER TRACHE NEO/INF,holder tracheal neonatal/infant,Supply
7567,HYDRALAZINE 20 MG/ML SOLN 1 63323 614 01,hydralazine 20 mg/ml solution 1 63323 614 01,Pharmacy
7568,HYDRALAZINE SUSPENSION 1 MG WCH00 0008 30,hydralazine suspension 1 mg wch00 0008 30,Pharmacy
7569,HYDROCORTISONE SOD SUC 1 MG WCH00 0000 41,hydrocortisone sodium succinate 1 mg wch00 0000 41,Pharmacy
7570,HYDROCORTISONE SOD SUCCINAT 0009 0825 01,hydrocortisone sodium succinate 0009 0825 01,Pharmacy
7571,HYDROCORTISONE SUSPENSION 2 WCH00 0010 64,hydrocortisone suspension 2 wch00 0010 64,Pharmacy
7572,IAAD EIA CLOSTRIDIUM DIFFIC,iaad eia clostridium difficile,Laboratory
7573,IAAD EIA MULT STEP METHOD N,iaad eia multiple step method n,Laboratory
7574,KIRBY BAUER SINGLE DISK,kirby bauer single disk,Laboratory
7575,KIT CATH INFANT 5FR,kit catheter infant 5fr,Supply
7576,LACTOBACILLUS CAPS 100 EACH 49100 40007,lactobacillus capsule 100 each 49100 40007,Pharmacy
7577,LACTOBACILLUS RHAMNOSUS GG 49100 40007,lactobacillus rhamnosus gg 49100 40007,Pharmacy
7578,LEVETIRACETAM SOLUTION 100 WCH00 0005 95,levetiracetam solution 100 wch00 0005 95,Pharmacy
7579,LEVOCARNITINE SOLUTION 100 WCH00 0005 34,levocarnitine solution 100 wch00 0005 34,Pharmacy
7580,LEVOCARNITINE SOLUTION 100 WCH00 0005 95,levocarnitine solution 100 wch00 0005 95,Pharmacy
7581,LEVOTHYROXINE SUSPENSION 25 WCH00 0008 34,levothyroxine suspension 25 wch00 0008 34,Pharmacy
7582,LINEZOLID IN D5W 300ML PREM 0009 5140 01,linezolid in dextrose_5% in water 300 ml prem 0009 5140 01,Pharmacy
7583,MEROPENEM 20 MG/ML SOLR 1 M WCH00 0006 27,meropenem 20 mg/ml solution 1 m wch00 0006 27,Pharmacy
7584,OMEPRAZOLE SUSPENSION 2 MG/ WCH00 0020 07,omeprazole suspension 2 mg/wch00 0020 07,Pharmacy
7585,P. JIROVECII PCR,pneumocystis jirovecii pcr,Laboratory
7586,PNEUMOCYSTIS JIROVECII DFA,pneumocystis jirovecii dfa,Laboratory
7587,POTASSIUM CHLORIDE 1.334 ME WCH00 0004 15,potassium chloride 1.334 me wch00 0004 15,Pharmacy
7588,POTASSIUM CHLORIDE 1.334 ME WCH00 0011 15,potassium chloride 1.334 me wch00 0011 15,Pharmacy
7589,RESTRNT LIMB PEDS,restraint limb pediatrics,Supply
7590,RESUS MASK ADULT,resuscitation mask adult,Supply
7591,ROLL INTERDRY SILVER 10X12,roll interdry silver 10x12,Supply
7592,SET KANGAROO EPUMP ANTI FRE,set kangaroo enteral_feeding_pump anti fre,Supply
7593,SHIGA TOXIN 1,shiga toxin 1,Laboratory
7594,SHIGA TOXIN 2,shiga toxin 2,Laboratory
7595,SMEAR AFB,smear acid fast bacillus,Laboratory
7596,SODIUM CHLORIDE 3% NEBULIZ 0378 6997 89,sodium_chloride 3% nebulizer 0378 6997 89,Supply
7597,SODIUM CHLORIDE 3% 3 % SOLN 0338 0054 03,sodium_chloride 3% 3% solution 0338 0054 03,Pharmacy
7598,SPECIMEN TRAP,specimen trap,Supply
7599,SPIRONOLACTONE/HCTZ SUSP 5 WCH00 0009 71,spironolactone/hctz suspension 5 wch00 0009 71,Pharmacy
7600,STE CK VALVE 20DP,set check valve 20 dp,Supply
7601,SUCT SYS CLSD TURB CLN 12FR,suction system closed turb cln 12fr,Supply
7602,SUPER B COMPLEX SOLN 1 ML S WCH00 0006 99,super b complex solution 1 ml s wch00 0006 99,Pharmacy
7603,TOBRAMYCIN 300 MG/4ML NEBU 10122 820 56,tobramycin 300 mg/4 ml nebulizer 10122 820 56,Pharmacy
7604,TRAY CATH W/O CATHETER,tray catheter without catheter,Supply
7605,VENT NITRIC OXIDE SUBSEQUEN,ventilator nitric_oxide subsequent,Respiratory Therapy
7606,WARM PAK 7X9,warm pack 7x9,Supply
7732,01435569 HB GLYCOPYRROLATE 0.2MG/ML 1ML,glycopyrrolate 0.2 mg/ml 1 ml,Pharmacy
7733,01445402 HB ACETAMINOPHEN 160MG/5ML TYLEN,acetaminophen 160 mg/5 ml tylenol,Pharmacy
7734,01481666 HB MORPHINE SO4 15MG/ML INJ 20ML,morphine_sulfate 15 mg/ml injection 20 ml,Pharmacy
7735,01482615 HB MIDAZOLAM HCL 2 MG/2ML IJ SOLN,midazolam hydrochloride 2 mg/2 ml injection solution,Pharmacy
7736,01484079 HB LANSOPRAZOLE 3MG/ML ORAL SUSPENSION K,lansoprazole 3 mg/ml oral suspension k,Pharmacy
7737,01518026 HB URINE CULTURE,urine culture,Laboratory
7738,5% DEXTROSE/WATER 1000ML,5% dextrose/water 1000 ml,Diluent / Flush / Irrigant
7739,ACYCLOVIR SODIUM 500MG VL 10,acyclovir sodium 500 mg vial 10,Pharmacy
7740,ALT,alanine aminotransferase test,Laboratory
7741,AMIKACIN SULFATE 500 MG/2ML IJ SOLN,amikacin sulfate 500 mg/2 ml injection solution,Pharmacy
7742,AMOX/CLAVULANATE 400MG/5ML SUS,amoxicillin/clavulanate 400 mg/5 ml suspension,Pharmacy
7607,ADAPTR BLOOD BAG SPIKE,adapter blood bag spike,Supply
7608,AEROGEN NEB TX INITIAL W/S,aerogen nebulizer treatment initial w/s,Respiratory Therapy
7609,AFB BLOOD CULTURE,acid fast bacillus blood culture,Laboratory
7610,ALBUMIN 25% 25 % SOLN 13533 684 20,albumin 25% 25% solution 13533 684 20,Pharmacy
7611,ALBUMIN 25% 25 % SOLN 13533 692 71,albumin 25% 25% solution 13533 692 71,Pharmacy
7612,ALBUTEROL INH 2.5 MG/3ML 0487 9501 01,albuterol inhaler 2.5 mg/3 ml 0487 9501 01,Pharmacy
7613,AZITHROMYCIN 500 MG SOLR 1 60505 6076 4,azithromycin 500 mg solution 1 60505 6076 4,Pharmacy
7614,BLANKET BAIRHUGGER FULL PED,blanket bairhugger full pediatric,Supply
7615,BUMETANIDE 0.25 MG/ML SOLN 0409 1412 10,bumetanide 0.25 mg/ml solution 0409 1412 10,Pharmacy
7616,BURETTE KANGAROO 100ML,burette kangaroo 100 ml,Supply
7617,CALCIUM CHLORIDE 20 MG/ML S WCH00 0011 24,calcium chloride 20 mg/ml s wch00 0011 24,Pharmacy
7618,CANISTER SUCT 1200CC GUARD,canister suction 1200 cc guard,Supply
7619,CATH SELF 10FX16,catheter self 10fx16,Supply
7620,CEFTAZIDIME 1 G SOLR 1 EACH 44567 235 25,ceftazidime 1 g solution 1 each 44567 235 25,Pharmacy
7621,CEFTAZIDIME 2 G SOLR 1 EACH 44567 236 10,ceftazidime 2 g solution 1 each 44567 236 10,Pharmacy
7622,CHEST PHYSIO THERAPY INITIA,chest physiotherapy therapy initial,Respiratory Therapy
7623,CISATRACURIUM 10 MG/ML SOLN 0074 4382 20,cisatracurium 10 mg/ml solution 0074 4382 20,Pharmacy
7624,CLAMP TOWEL DRAVON CA25 PK2,clamp towel dravon ca25 pk2,Supply
7625,CLARITHROMYCIN SUSPENSION 5 WCH00 0006 02,clarithromycin suspension 5 wch00 0006 02,Pharmacy
7626,CONNECT SWIVEL Y CA4 BX25 E,connector swivel y ca4 bx25 e,Supply
7627,CONNECTOR SWIVEL Y SONTEK ,connector swivel y sontek,Supply
7628,CONNECTOR T RMLL,connector t rm leur lock,Supply
7629,CORD BIPOLAR CONNECT E0509,cord bipolar connector e0509,Supply
7630,CREAM PROTECTIVE BARR,cream protective barrier,Supply
7631,CULT BACT ANAEROB,culture bacteria anaerobic,Laboratory
7632,CULTURE BRONCHIAL RPLX SE,culture bronchial rplx se,Laboratory
7633,CULTURE FUNGUS OTHER,culture fungus other,Laboratory
7634,CULTURE FUNGUS SKIN,culture fungus skin,Laboratory
7635,CULTURE LEGIONELLA,culture legionella,Laboratory
7636,CULTURE ORG ID AERO DEF,culture organism identification aerobic def,Laboratory
7637,CULTURE ORG ID AERO DEF 4,culture organism identification aerobic def 4,Laboratory
7638,CULTURE WOUND AER RFLX SE,culture wound aerobic reflex se,Laboratory
7639,D10% NS 1/4 250ML,d10% normal_saline 1/4 250 ml,Pharmacy
7640,D5% INJ 250ML,dextrose_5% injection 250 ml,Diluent / Flush / Irrigant
7641,DEFOGGER ENDO FOG BX20 EA1,defogger endoscope fog box 20 each 1,Supply
7642,DEXTROSE 5% 50ML 50 ML FLEX 0264 1510 31,dextrose_5% 50 ml 50 ml flex 0264 1510 31,Diluent / Flush / Irrigant
7643,DIPHENHYDRAMINE 12.5 MG/5ML 0121 0489 10,diphenhydramine 12.5 mg/5 ml 0121 0489 10,Pharmacy
7644,DRAIN PENROSE.25X12 LF BX25,drain penrose.25x12 lf bx25,Supply
7645,DRESSNG TEGADERM CHG 2 3/4X,dressing tegaderm chg 2 3/4x,Supply
7646,ECHO TTHRC COMP SPEC/COLR F,echocardiogram transthoracic complete specimen/color flow,Cardiology
7647,EKG/ECG 12 LEAD TRACING ONL,electrocardiogram/electrocardiogram 12 lead tracing only,Cardiology
7648,ENEMA SET DISP,enema set disposable,Supply
7649,ERYTHROMYCIN 5 MG/ML SOLR WCH00 0000 33,erythromycin 5 mg/ml solution wch00 0000 33,Pharmacy
7650,ERYTHROMYCIN ETHYLSUCCINATE WCH00 0010 75,erythromycin ethylsuccinate wch00 0010 75,Pharmacy
7651,ET CO2 MONITORING PER DAY,end tidal carbon_dioxide monitoring per day,Monitoring
7652,ETHAMBUTOL 100 MG TABS 68180 280 01,ethambutol 100 mg tablets 68180 280 01,Pharmacy
7653,EUCERIN CREAM CREA 57 G TUB 72140 03868,eucerin cream cream 57 g tube 72140 03868,Supply
7654,FAT EMULSION 20 % EMUL 0264 4460 30,fat emulsion 20% emulsion 0264 4460 30,Pharmacy
7655,FLUCONAZOLE 200MG IN NS 100 25021 113 82,fluconazole 200 mg in normal_saline 100 25021 113 82,Pharmacy
7656,FUROSEMIDE 5 MG/ML SOLN WCH00 0007 78,furosemide 5 mg/ml solution wch00 0007 78,Pharmacy
7657,GOWN SURG SPECIALTY XL XLO,gown surgical specialty extra large extra long,Supply
7658,HELIOX PER CYLINDER,heliox per cylinder,Supply
7659,HERPES SIMPLEX VIRUS TYPES,herpes simplex virus types,Laboratory
7660,INSERT ARTIAL LINE PERC,insert artial line percutaneous,Procedure
7661,IP COUGH STIMULATING INITIA,inpatient cough stimulating initial,Respiratory Therapy
7662,IPRATROPIUM 0.02% 0.02 % SO 0487 9801 01,ipratropium 0.02% 0.02% so 0487 9801 01,Pharmacy
7663,KETAMINE 50 MG/ML SOLN 10 M 0409 2053 10,ketamine 50 mg/ml solution 10 m 0409 2053 10,Pharmacy
7664,KIT DRAIN CLSD VENT CIRCUIT,kit drain closed ventilator circuit,Supply
7665,LACTULOSE 10 GM/15ML SOLN 0121 4577 30,lactulose 10 gm/15 ml solution 0121 4577 30,Pharmacy
7666,LEVALBUTEROL 0.63 MG/3ML NE 0093 4146 64,levalbuterol 0.63 mg/3 ml ne 0093 4146 64,Pharmacy
7667,LORAZEPAM 2 MG/ML SOLN WCH00 0002 33,lorazepam 2 mg/ml solution wch00 0002 33,Pharmacy
7668,MAGNESIUM SULFATE 50 MG/ML WCH00 0020 18,magnesium sulfate 50 mg/ml wch00 0020 18,Pharmacy
7669,MASK ANES TODDLER,mask anesthesia toddler,Supply
7670,MEROPENEM 20 MG/ML SOLR WCH00 0009 16,meropenem 20 mg/ml solution wch00 0009 16,Pharmacy
7671,METHADONE 1 MG/ML SOLN WCH00 0002 73,methadone 1 mg/ml solution wch00 0002 73,Pharmacy
7672,MUPIROCIN 2 % OINT 22 G TUB 68462 180 22,mupirocin 2% ointment 22 g tube 68462 180 22,Pharmacy
7673,MUPIROCIN 2 % OINT 68462 180 22,mupirocin 2% ointment 68462 180 22,Pharmacy
7674,MYCOBACTERIA PCR CSF,mycobacteria pcr cerebrospinal_fluid,Laboratory
7675,NACL 0.45% INJ 500ML,sodium_chloride 0.45% injection 500 ml,Pharmacy
7676,NEEDLE HOLDERS WEBSTR,needle holders webster,Supply
7677,NON GYN THIN PREP TECH,non gynecology thin preparation tech,Laboratory
7678,OR LEVEL 3 BASE + PER MIN,operating room level 3 base and per minutes,OR / Anesthesia / Recovery Room
7679,OXIDIZED CELLULOSE 2X3 PADS 63713 01953,oxidized cellulose 2x3 pads 63713 01953,Supply
7680,PAPAVERINE 30 MG/ML SOLN 2 0517 4002 25,papaverine 30 mg/ml solution 2 0517 4002 25,Pharmacy
7681,PENICILLIN VK SOLUTION 50 M WCH00 0006 94,penicillin vk solution 50 m wch00 0006 94,Pharmacy
7682,PENTAMIDINE 300 MG SOLR 1 E 63323 113 10,pentamidine 300 mg solution 1 e 63323 113 10,Pharmacy
7683,PENTOBARBITAL 50 MG/ML SOLN 76478 501 20,pentobarbital 50 mg/ml solution 76478 501 20,Pharmacy
7684,PENTOBARBITAL 50 MG/ML SOLN WCH00 0009 03,pentobarbital 50 mg/ml solution wch00 0009 03,Pharmacy
7685,PILLOW GEL LARGE 6X9 TARRYG,pillow gel large 6x9 tarryg,Supply
7686,PILLOW GEL MEDIUM 6X6 TARRY,pillow gel medium 6x6 tarry,Supply
7687,PILLOW GEL SMALL 3X6 TARRYG,pillow gel small 3x6 tarryg,Supply
7688,PIPERACILLIN/TAZOBACTAM 40 WCH00 0020 66,piperacillin/tazobactam 40 wch00 0020 66,Pharmacy
7689,POTASSIUM CHLORIDE 0.4 MEQ/ WCH00 0008 71,potassium chloride 0.4 meq/wch00 0008 71,Pharmacy
7690,PT PROTIME ,prothrombin_time protime,Laboratory
7691,RESTRNTS LIMB PEDS,restraints limb pediatrics,Supply
7692,RIFAMPIN 5 MG/ML SOLR WCH00 0009 56,rifampin 5 mg/ml solution wch00 0009 56,Pharmacy
7693,SENNA LIQUID 8.8MG/5ML SYRP WCH00 0009 49,senna liquid 8.8 mg/5 ml syrup wch00 0009 49,Pharmacy
7694,SHEET SPLIT 29433 CA11 EA1,sheet split 29433 ca11 each 1,Supply
7695,SHEET THREEQUARTER 57X77 CA,sheet threequarter 57x77 ca,Supply
7696,SLEEVE KNEE LENGTH SCD MED,sleeve knee length sequential compression device medium,Supply
7697,SOL NACL 0.9 IRR 1L BTL CA1,solution sodium_chloride 0.9 irrigation 1 liter bottle ca1,Diluent / Flush / Irrigant
7698,SPECIAL STAINS I MICRO ORG,special stains 1 micro organism,Laboratory
7699,SPECIMEN TRAP STR CP EA1,specimen trap sterile cp each 1,Supply
7700,SPIRONOLACTONE SUSPENSION 5 WCH00 0008 60,spironolactone suspension 5 wch00 0008 60,Pharmacy
7701,SPONGE GA AVANT 4X4 STERILE,sponge ga avant 4x4 sterile,Supply
7702,SPONGE IV 2X2 STR 6 PLY CA2,sponge intravenous 2x2 sterile 6 ply ca2,Supply
7703,SPONGE XR DETECTABLE 4X4 CA,sponge x ray detectable 4x4 ca,Supply
7704,SUCRALFATE SUSPENSION 100 M WCH00 0002 57,sucralfate suspension 100 m wch00 0002 57,Pharmacy
7705,SULFAMETHOXAZOLE/TMP SUSP 8 WCH00 0010 39,sulfamethoxazole/trimethoprim suspension 8 wch00 0010 39,Pharmacy
7706,SURG PATTIES .75X.75 CA20 E,surgical patties 0.75x.75 ca20 e,Supply
7707,SURGICAL GROSS AND MICRO L,surgical gross and micro l,Laboratory
7708,SUTR VICRYL 40 RB1 J214H UN,suture vicryl 40 rb1 j214h un,Supply
7709,SYRINGE BULB 3 OZ.,syringe bulb 3 ounce,Supply
7710,TCM MONITORING PER DAY,Transcutaneous monitoring monitoring per day,Monitoring
7711,TOBRAMYCIN 5 MG/ML SOLN WCH00 0005 94,tobramycin 5 mg/ml solution wch00 0005 94,Pharmacy
7712,TRANEXAMIC ACID 100 MG/ML S 0013 1114 10,tranexamic acid 100 mg/ml s 0013 1114 10,Pharmacy
7713,TRANSFUSN BLOOD COMPONENTS,transfusion blood components,Nursing Services
7714,TRAY WET SKINSCRUB BOTTLE C,tray wet skinscrub bottle c,Supply
7715,TUBE SALEM SUMP 10FR,tube salem sump 10fr,Supply
7716,TUBE SUCTION CONNECT6X10 CA,tube suction connect6x10 ca,Supply
7717,TUBE SUMP 8F,tube sump 8f,Supply
7718,TUBING PRESSURE 36,tubing pressure 36,Supply
7719,US ABDOMEN LIMITED TECH,ultrasound abdomen limited tech,Radiology
7720,VALVE BIOPSY SINGLE USE OLY,valve biopsy single use only,Supply
7721,VALVE BX DISP ST MAJ 210 BX,valve biopsy disposable sterile major 210 biopsy,Supply
7722,VALVE ENDOSC SUCT BRONCH BX,valve endoscopic suction bronchial biopsy,Supply
7723,VALVE SUCTION SINGLE USE OL,valve suction single use only,Supply
7724,VECURONIUM 10 MG SOLR 1 EAC 67457 438 10,vecuronium 10 mg solution 1 each 67457 438 10,Pharmacy
7725,VECURONIUM 10 MG SOLR 67457 438 10,vecuronium 10 mg solution 67457 438 10,Pharmacy
7726,VENT NITRIC OXIDE INITIAL D,ventilator nitric_oxide initial day,Plan Benefit
7727,XR ABDOMEN COMPLETE WITH 1,x ray abdomen complete with 1,Radiology
7728,XR ABDOMEN COMPLETE TECH,x ray abdomen complete tech,Radiology
7729,YANKAUER SUCT BAXTER REG. C,yankauer suction baxter regular c,Supply
7730,YANKAUER SUCT FINE CAP CA50,yankauer suction fine cap ca50,Supply
426,HCHG NITRIC OXIDE PER HOUR,nitric oxide per hour,Plan Benefit
427,INH NITR OXID,inhaled nitric oxide,Plan Benefit
428,INHALED NITRIC,inhaled nitric,Plan Benefit
429,INHALED NITRIC OXIDE/1 HOUR,inhaled nitric oxide/1 hour,Plan Benefit
430,INO PER HR,inhaled_nitric_oxide per hour,Plan Benefit
431,INO THERAPY - EACH HOUR,inhaled_nitric_oxide therapy each hour,Plan Benefit
432,INOMAX PER HOUR,inomax per hour,Plan Benefit
433,INOMAX(NITRIC OXIDE)800PPM/1,inomax nitric oxide 800ppm/1,Plan Benefit
434,MISC NITRIC OXIDE PER HR,misc nitric oxide per hour,Plan Benefit
435,NEO-PPHN INO,neonatal pulmonary_pediatric_hypertention inhaled_nitric_oxide,Plan Benefit
436,NI SILDENAFIL 2.5MG/ML SUSP,ni sildenafil 2.5_mg/ml suspension,Plan Benefit
437,NITRIC,nitric,Plan Benefit
438,NITRIC OXIDE  EA 15 MIN,nitric oxide each 15 minutes,Plan Benefit
439,NITRIC OXIDE  EACH HOUR,nitric oxide each hour,Plan Benefit
440,NITRIC OXIDE (SU,nitric oxide supply,Plan Benefit
441,NITRIC OXIDE >96HR P,nitric oxide greater_than 96hr powder,Plan Benefit
442,NITRIC OXIDE 5-30 DAYS,nitric oxide 5 30 days,Plan Benefit
443,NITRIC OXIDE D,nitric oxide daily,Plan Benefit
444,NITRIC OXIDE DAILY,nitric oxide daily,Plan Benefit
445,NITRIC OXIDE EACH HOUR,nitric oxide each hour,Plan Benefit
446,NITRIC OXIDE FOR RT USE,nitric oxide for respiratory_therapy use,Plan Benefit
447,NITRIC OXIDE GAS-EACH HOUR,nitric oxide gas each hour,Plan Benefit
448,NITRIC OXIDE INHALATION,nitric oxide inhalation,Plan Benefit
449,NITRIC OXIDE PER HOUR,nitric oxide per hour,Plan Benefit
450,NITRIC OXIDE PER HR,nitric oxide per hour,Plan Benefit
451,NITRIC OXIDE SUB DAY (,nitric oxide sub day,Plan Benefit
452,NITRIC OXIDE SUBSEQUENT DAY,nitric oxide subsequent day,Plan Benefit
453,NITRIC OXIDE TH,nitric oxide th,Plan Benefit
454,NITRIC OXIDE THER SUBSEQ,nitric oxide therapist subsequent,Plan Benefit
455,NITRIC OXIDE THERAPY DAIL NO THERAPY / DAY,nitric oxide therapy daily nitric_oxide therapy/day,Plan Benefit
456,NITRIC OXIDE THERP PER 1/2 HR,nitric oxide therapy per 1/2 hour,Plan Benefit
457,NITRIC OXIDE: ADMIN  PER,nitric oxide administration per,Plan Benefit
458,NITRIC THERAPY EACH HR,nitric therapy each hour,Plan Benefit
459,NITRICOXIDE,nitric oxide,Plan Benefit
460,POS REVATIO 2.5M/ML ORAL,postprandial revatio 2.5m/ml oral,Plan Benefit
461,RESP-HOURLY NITRIC/OXIDE THPY,respiratory hourly nitric/oxide therapy,Plan Benefit
462,REVATIO 10 MG VIAL,revatio 10_mg vial,Plan Benefit
463,REVATIO 20MG TABLET,revatio 20_mg tablet,Plan Benefit
464,RT INO GAS PER HR (UNLISTED),respiratory_therapy inhaled_nitric_oxide gas per hour unlisted,Plan Benefit
465,RT INO THERAPEUTIC PER HR,respiratory_therapy inhaled_nitric_oxide therapeutic per hour,Plan Benefit
466,RX-SILDENAFIL (VIAGRA) 2MG/ML SU,rx sildenafil viagra 2_mg/ml supply,Plan Benefit
467,SILDENAF,sildenafil,Plan Benefit
468,SILDENAF CMPDLQ+,sildenafil cmpdlq and,Plan Benefit
469,SILDENAFIL 0.8 MG/ML SOLN,sildenafil 0.8_mg/ml solution,Plan Benefit
470,SILDENAFIL 0.8MG PER 1ML INJ,sildenafil 0.8_mg per 1_ml injection,Plan Benefit
471,SILDENAFIL 10 MG/12.5 ML INTRAVENOUS SOLUTION,sildenafil 10_mg/12.5_ml intravenous solution,Plan Benefit
472,SILDENAFIL 10 MG/12.5 ML INTRAVEOUS SOLUTION,sildenafil 10_mg/12.5_ml intravenous solution,Plan Benefit
473,SILDENAFIL 100 MG TABLET,sildenafil 100_mg tablet,Plan Benefit
474,SILDENAFIL 10MG/1ML ORAL SUSP,sildenafil 10_mg/1_ml oral suspension,Plan Benefit
475,SILDENAFIL 2 .5 MG/M,sildenafil 2 0.5_mg/m,Plan Benefit
476,SILDENAFIL 2.5 MG/ 1,sildenafil 2.5_mg/1,Plan Benefit
477,SILDENAFIL 2.5 MG/ML,sildenafil 2.5_mg/ml,Plan Benefit
478,SILDENAFIL 2.5 MG/ML 2.5,sildenafil 2.5_mg/ml 2.5,Plan Benefit
479,SILDENAFIL 2.5 MG/ML 2.5 MG/ML,sildenafil 2.5_mg/ml 2.5_mg/ml,Plan Benefit
480,SILDENAFIL 2.5 MG/ML LIQD,sildenafil 2.5_mg/ml liquid,Plan Benefit
481,SILDENAFIL 2.5 MG/ML LIQD 1 ML,sildenafil 2.5_mg/ml liquid 1_ml,Plan Benefit
482,SILDENAFIL 2.5 MG/ML SU,sildenafil 2.5_mg/ml supply,Plan Benefit
483,SILDENAFIL 2.5 MG/ML SUSP,sildenafil 2.5_mg/ml suspension,Plan Benefit
484,SILDENAFIL 2.5 MG/ML SUSP 1 ML CUP,sildenafil 2.5_mg/ml suspension 1_ml cup,Plan Benefit
485,SILDENAFIL 2.5 MG/ML SUSP 50 ML BOTTLE,sildenafil 2.5_mg/ml suspension 50_ml bottle,Plan Benefit
