,cleaned_descrip,NORM_DESC,amount_bins,CHRG_CLS,Dominant CC1,Dominant CC2,# of descriptions,% Dominance1,% Dominance2,Predicted_Class_Jaro,Prob_Jaro,Correct_Jaro,Predicted_Class_DLevenshtein,Prob_DLevenshtein,Correct_DLevenshtein,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Correct_Logistic_OvR,Predicted_Class_DeepNN,Prob_DeepNN,Correct_DeepNN,Voted Output,Voting Algorithm,Confidence Score
1353,HIGH FLOW THERAPY,high flow therapy,"(100, 300]",Respiratory Therapy,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Supply,0.75,0,Supply,0.88,0,Respiratory Therapy,0.76,1,Respiratory Therapy,0.992602203325,1,Respiratory Therapy,"Logistic_OvR, DeepNN",0.438150550831
1354,HISTOPLASMOSI ANTIGEN,histoplasmosis antigen,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,0.85,1,Laboratory,0.81,1,Laboratory,0.96,1,Laboratory,0.999903041344,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.904975760336
1355,HME CHANGE,heat_and_moisture_exchanger change,"(20, 40]",Supply,Pharmacy,Supply,1443.0,40.4019404019,22.2453222453,Nursing Services,0.75,0,OR / Anesthesia / Recovery Room,0.88,1,Supply,0.76,0,Laboratory,0.650294768081,0,OR / Anesthesia / Recovery Room,DLevenshtein,0.22
1356,HME CHANGE,heat_and_moisture_exchanger change,"(20, 40]",Supply,Pharmacy,Supply,1443.0,40.4019404019,22.2453222453,Nursing Services,0.75,0,OR / Anesthesia / Recovery Room,0.88,1,Supply,0.76,0,Laboratory,0.650294768081,0,OR / Anesthesia / Recovery Room,DLevenshtein,0.22
1357,HME CHANGE,heat_and_moisture_exchanger change,"(20, 40]",Supply,Pharmacy,Supply,1443.0,40.4019404019,22.2453222453,Nursing Services,0.75,0,OR / Anesthesia / Recovery Room,0.88,1,Supply,0.76,0,Laboratory,0.650294768081,0,OR / Anesthesia / Recovery Room,DLevenshtein,0.22
1358,HOLD CSF NOT FOR SERUM ,hold cerebrospinal_fluid serum,"(40, 60]",Laboratory,Laboratory,Pharmacy,1050.0,29.0476190476,29.0476190476,Laboratory,0.92,1,Laboratory,0.94,1,Laboratory,0.933717540477,1,Laboratory,0.99975527415,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.948368203657
1359,HOMOGENIZATION TISSUE ,homogenization tissue,"(20, 40]",Laboratory,Pharmacy,Supply,1443.0,40.4019404019,22.2453222453,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.92,1,Laboratory,0.998759298412,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.979689824603
1360,HUMIDIFIER PREFILLD H20 500,humidifier prefilld water 500,"(0, 5]",Supply,Pharmacy,Supply,1962.0,68.3995922528,19.9796126402,Supply,0.86,1,Supply,0.88,1,Supply,0.534603547302,1,Diluent / Flush / Irrigant,0.517231951352,0,Supply,"Jaro, DLevenshtein, Logistic_OvR",0.758201182434
1361,HUMIDIFIER RESP ARLFE H2O 500C,humidifier respiratory airlife water 500c,"(5, 20]",Supply,Pharmacy,Supply,1924.0,52.9106029106,27.2869022869,Supply,0.96,1,Supply,0.96,1,Supply,0.504072619754,1,Supply,0.29102606127,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.678774670256
1362,HYALURONIDASE 150 UNIT/ML SOLN 1 ML VIAL,hyaluronidase 150_units/ml solution 1_ml vial,"(60, 100]",Pharmacy,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Diluent / Flush / Irrigant,0.76,0,Diluent / Flush / Irrigant,0.88,0,Pharmacy,0.976988293294,1,Pharmacy,0.998267537005,1,Pharmacy,"Logistic_OvR, DeepNN",0.493813957575
1363,HYDREA SUSPENSN 500MG/10ML,hydroxyurea suspension 500 mg/10 ml,"(5, 20]",Pharmacy,Pharmacy,Supply,1924.0,52.9106029106,27.2869022869,Pharmacy,0.76,1,Pharmacy,0.46,1,Pharmacy,0.993330132258,1,Pharmacy,0.999864568464,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.803298675181
1364,HYDROCODONE/APAP 10/325 HYDROCODONE/APAP 10 325MG TABLET,hydrocodone acetaminophen 10/325 hydrocodone acetaminophen 10 325_mg tablet,"(5, 20]",Pharmacy,Pharmacy,Supply,1924.0,52.9106029106,27.2869022869,Pharmacy,0.71,1,Pharmacy,0.43,1,Pharmacy,0.96,1,Laboratory,0.75587143268,0,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR",0.7
1365,HYDROCORTISONE 0.5 % CREA 3747 ,hydrocortisone 0.5% cream 3747,"(20, 40]",Pharmacy,Pharmacy,Supply,1443.0,40.4019404019,22.2453222453,Pharmacy,0.91,1,Pharmacy,0.96,1,Pharmacy,0.924929935657,1,Pharmacy,0.999507543471,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.948609369782
1366,HYDROCORTISONE 0.5 % EX CREA,hydrocortisone 0.5% ex cream,"(0, 5]",Pharmacy,Pharmacy,Supply,1962.0,68.3995922528,19.9796126402,Pharmacy,0.91,1,Pharmacy,0.96,1,Pharmacy,0.96,1,Pharmacy,0.997423479399,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95685586985
1367,HYDROCORTISONE 1% CREA 28 G TUBE,hydrocortisone 1% cream 28 gram tube,"(40, 60]",Pharmacy,Laboratory,Pharmacy,1050.0,29.0476190476,29.0476190476,Pharmacy,0.95,1,Pharmacy,0.93,1,Pharmacy,0.906858505558,1,Pharmacy,0.993288195071,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.945036675157
1368,HYDROCORTISONE 2.5% OINT 30GM,hydrocortisone 2.5% ointment 30 gm,"(40, 60]",Pharmacy,Laboratory,Pharmacy,1050.0,29.0476190476,29.0476190476,Pharmacy,0.85,1,Pharmacy,0.93,1,Pharmacy,0.924499993825,1,Pharmacy,0.999839580852,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.926084893669
1369,HYDROCORTISONE ALOE 0.5 % EX CREAM,hydrocortisone aloe 0.5% ex cream,"(20, 40]",Pharmacy,Pharmacy,Supply,1443.0,40.4019404019,22.2453222453,Pharmacy,0.86,1,Pharmacy,0.93,1,Pharmacy,0.96,1,Pharmacy,0.995614012151,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.936403503038
1370,HYDROCORTISONE SC 5MG/ML INJ,hydrocortisone subcutaneous 5 mg ml injection,"(40, 60]",Pharmacy,Laboratory,Pharmacy,1050.0,29.0476190476,29.0476190476,Pharmacy,0.95,1,Pharmacy,0.92,1,Pharmacy,0.988141110109,1,Pharmacy,0.999974435928,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.964528886509
1371,HYDROMORPH 6MG/30ML PCA INJ,hydromorphone 6_mg/30_ml patient_controlled_analgesia injection,"(40, 60]",Pharmacy,Laboratory,Pharmacy,1050.0,29.0476190476,29.0476190476,Pharmacy,0.79,1,Pharmacy,0.88,1,Pharmacy,0.970647326084,1,Pharmacy,0.999665843013,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.910078292274
1372,HYDROMORPH 6MG/30ML PCA INJ,hydromorphone 6_mg/30_ml patient_controlled_analgesia injection,"(40, 60]",Pharmacy,Laboratory,Pharmacy,1050.0,29.0476190476,29.0476190476,Pharmacy,0.79,1,Pharmacy,0.88,1,Pharmacy,0.970647326084,1,Pharmacy,0.999665843013,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.910078292274
1373,HYDROMORPHONE 1 MG/ML SOLN,hydromorphone 1_mg/ml solution,"(20, 40]",Pharmacy,Pharmacy,Supply,1443.0,40.4019404019,22.2453222453,Pharmacy,0.95,1,Pharmacy,0.96,1,Pharmacy,0.967966818253,1,Pharmacy,0.995909491779,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.968469077508
1374,HYDROMORPHONE 1 MG/ML SOLN,hydromorphone 1_mg/ml solution,"(20, 40]",Pharmacy,Pharmacy,Supply,1443.0,40.4019404019,22.2453222453,Pharmacy,0.95,1,Pharmacy,0.96,1,Pharmacy,0.967966818253,1,Pharmacy,0.995909491779,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.968469077508
1375,HYDROMORPHONE 1 MG/ML SOLN,hydromorphone 1_mg/ml solution,"(60, 100]",Pharmacy,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Pharmacy,0.95,1,Pharmacy,0.96,1,Pharmacy,0.967966818253,1,Pharmacy,0.995909491779,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.968469077508
1376,HYDROMORPHONE 10 MG/ML 50 ML VIAL,hydromorphone 10 mg ml 50 ml vial,"(5, 20]",Pharmacy,Pharmacy,Supply,1924.0,52.9106029106,27.2869022869,Pharmacy,0.9,1,Pharmacy,0.93,1,Pharmacy,0.994914884719,1,Pharmacy,0.999928986787,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.956210967876
1377,HYDROMORPHONE 1MG/ML IN NS,hydromorphone 1 mg ml normal_saline,"(100, 300]",Pharmacy,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Pharmacy,0.99,1,Pharmacy,0.96,1,Pharmacy,0.980209945875,1,Pharmacy,0.999891369327,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.982525328801
1378,HYDROMORPHONE 2 MG/ML SOLN,hydromorphone 2_mg/ml solution,"(60, 100]",Pharmacy,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Pharmacy,0.97,1,Pharmacy,0.92,1,Pharmacy,0.987937894591,1,Pharmacy,0.999934968605,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.969468215799
1379,HYDROMORPHONE 2 MG/ML SOLN,hydromorphone 2_mg/ml solution,"(40, 60]",Pharmacy,Laboratory,Pharmacy,1050.0,29.0476190476,29.0476190476,Pharmacy,0.97,1,Pharmacy,0.92,1,Pharmacy,0.987937894591,1,Pharmacy,0.999934968605,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.969468215799
1380,HYDROMORPHONE 2 MG/ML SOLN 1 ML VIAL,hydromorphone 2_mg/ml solution 1_ml vial,"(5, 20]",Pharmacy,Pharmacy,Supply,1924.0,52.9106029106,27.2869022869,Pharmacy,0.97,1,Pharmacy,0.94,1,Pharmacy,0.987038078002,1,Pharmacy,0.999948949034,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.974246756759
1381,HYDROMORPHONE 2 MG/ML SOLN 1 ML VIAL,hydromorphone 2_mg/ml solution 1_ml vial,"(5, 20]",Pharmacy,Pharmacy,Supply,1924.0,52.9106029106,27.2869022869,Pharmacy,0.97,1,Pharmacy,0.94,1,Pharmacy,0.987038078002,1,Pharmacy,0.999948949034,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.974246756759
1382,HYDROMORPHONE 4MG TAB,hydromorphone 4 mg tablet,"(20, 40]",Pharmacy,Pharmacy,Supply,1443.0,40.4019404019,22.2453222453,Pharmacy,0.86,1,Pharmacy,0.93,1,Pharmacy,0.984799190742,1,Pharmacy,0.999412092903,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.943552820911
1383,HYDROMORPHONE 4MG TAB,hydromorphone 4 mg tablet,"(0, 5]",Pharmacy,Pharmacy,Supply,1962.0,68.3995922528,19.9796126402,Pharmacy,0.86,1,Pharmacy,0.93,1,Pharmacy,0.984799190742,1,Pharmacy,0.999412092903,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.943552820911
1384,HYDROMORPHONE 4MG TAB,hydromorphone 4 mg tablet,"(20, 40]",Pharmacy,Pharmacy,Supply,1443.0,40.4019404019,22.2453222453,Pharmacy,0.86,1,Pharmacy,0.93,1,Pharmacy,0.984799190742,1,Pharmacy,0.999412092903,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.943552820911
1385,HYDROXYZINE HCL 10MG TAB UD U,hydroxyzine hydrochloride 10_mg tablet unit_dose u,"(0, 5]",Pharmacy,Pharmacy,Supply,1962.0,68.3995922528,19.9796126402,Pharmacy,0.94,1,Pharmacy,0.92,1,Pharmacy,0.980689147651,1,Pharmacy,0.995277368228,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95899162897
1386,HYROMORPHONE 1MG/ML INJ 50ML P,hydromorphone 1_mg/ml injection 50_ml p,"(100, 300]",Pharmacy,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Pharmacy,0.91,1,Pharmacy,0.93,1,Pharmacy,0.943361908841,1,Pharmacy,0.999502225202,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.945716033511
1387,ICU CARDIAC EQUIPMENT CHG,intensive_care_unit cardiac equipment charge,"(650, 1000]",Capital Equipment,Supply,Laboratory,344.0,21.2209302326,15.4069767442,Capital Equipment,0.79,1,Capital Equipment,0.81,1,Capital Equipment,0.92,1,Capital Equipment,0.992254984369,1,Capital Equipment,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.878063746092
1388,ICU OTHER,intensive_care_unit,"(2500, 9000]",Room and Board,Room and Board,Radiology,395.0,38.2278481013,15.1898734177,Diluent / Flush / Irrigant,0.77,0,Laboratory,0.81,0,Room and Board,0.76,1,Room and Board,0.905244133046,1,Room and Board,"Logistic_OvR, DeepNN",0.416311033262
1389,ICU PHLEBOTOMY,intensive_care_unit phlebotomy,"(60, 100]",Nursing Services,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Nursing Services,0.85,1,Nursing Services,0.44,1,Room and Board,0.341370008296,0,Laboratory,0.750899315905,0,Nursing Services,"Jaro, DLevenshtein",0.3225
1390,ICU PHLEBOTOMY,intensive_care_unit phlebotomy,"(60, 100]",Nursing Services,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Nursing Services,0.85,1,Nursing Services,0.44,1,Room and Board,0.341370008296,0,Laboratory,0.750899315905,0,Nursing Services,"Jaro, DLevenshtein",0.3225
1391,ICU PHLEBOTOMY,intensive_care_unit phlebotomy,"(60, 100]",Nursing Services,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Nursing Services,0.85,1,Nursing Services,0.44,1,Room and Board,0.341370008296,0,Laboratory,0.750899315905,0,Nursing Services,"Jaro, DLevenshtein",0.3225
1392,ICU ROOM,intensive_care_unit room,"(2500, 9000]",Room and Board,Room and Board,Radiology,395.0,38.2278481013,15.1898734177,Room and Board,0.85,1,Room and Board,0.88,1,Room and Board,0.96,1,Room and Board,0.999664421524,1,Room and Board,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.922416105381
1393,ICU ROOM,intensive_care_unit room,"(2500, 9000]",Room and Board,Room and Board,Radiology,395.0,38.2278481013,15.1898734177,Room and Board,0.85,1,Room and Board,0.88,1,Room and Board,0.96,1,Room and Board,0.999664421524,1,Room and Board,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.922416105381
1394,ICU ROOM,intensive_care_unit room,"(2500, 9000]",Room and Board,Room and Board,Radiology,395.0,38.2278481013,15.1898734177,Room and Board,0.85,1,Room and Board,0.88,1,Room and Board,0.96,1,Room and Board,0.999664421524,1,Room and Board,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.922416105381
1395,ICU ROOM,intensive_care_unit room,"(2500, 9000]",Room and Board,Room and Board,Radiology,395.0,38.2278481013,15.1898734177,Room and Board,0.85,1,Room and Board,0.88,1,Room and Board,0.96,1,Room and Board,0.999664421524,1,Room and Board,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.922416105381
1396,ICU ROOM,intensive_care_unit room,"(2500, 9000]",Room and Board,Room and Board,Radiology,395.0,38.2278481013,15.1898734177,Room and Board,0.85,1,Room and Board,0.88,1,Room and Board,0.96,1,Room and Board,0.999664421524,1,Room and Board,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.922416105381
1397,ICU ROOM,intensive_care_unit room,"(2500, 9000]",Room and Board,Room and Board,Radiology,395.0,38.2278481013,15.1898734177,Room and Board,0.85,1,Room and Board,0.88,1,Room and Board,0.96,1,Room and Board,0.999664421524,1,Room and Board,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.922416105381
1398,ICU ROOM 2004/IC,intensive_care_unit room 2004/intensive_care,"(1000, 2500]",Room and Board,Radiology,Supply,461.0,21.0412147505,13.6659436009,Room and Board,0.95,1,Room and Board,0.93,1,Room and Board,0.96,1,Room and Board,0.999693571857,1,Room and Board,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.959923392964
1399,IGF BINDING PROTEIN 1,igf binding protein 1,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,0.72,1,Laboratory,0.88,1,Laboratory,0.926952390179,1,Laboratory,0.999478021894,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.881607603018
1400,IMHISTOCHEM/CYTCHM INIT SG,immunohistochemistry cytochemistry initial sg,"(300, 650]",Laboratory,Laboratory,Supply,1035.0,24.2512077295,21.8357487923,Laboratory,0.68,1,Laboratory,0.38,1,Laboratory,0.920806593684,1,Laboratory,0.999920480507,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.745181768548
1401,IMMUNOHISTOCHEMISTRY ,immunohistochemistry,"(300, 650]",Laboratory,Laboratory,Supply,1035.0,24.2512077295,21.8357487923,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.922149912368,1,Laboratory,0.999647594846,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.980449376803
1402,INCUBATOR SUPPLIES DAILY CHARGE,incubator supplies daily charge,"(0, 5]",Supply,Pharmacy,Supply,1962.0,68.3995922528,19.9796126402,Laboratory,0.72,0,Respiratory Therapy,0.46,0,Supply,0.92,1,Supply,0.64423030376,1,Supply,"Logistic_OvR, DeepNN",0.39105757594
1403,INF HB ALBUMIN 5%,albumin 5%,"(300, 650]",Pharmacy,Laboratory,Supply,1035.0,24.2512077295,21.8357487923,Pharmacy,0.77,1,Pharmacy,0.88,1,Laboratory,0.554802425662,0,Laboratory,0.876050404566,0,Pharmacy,"Jaro, DLevenshtein",0.4125
1404,INF HB DOTAREM GADOTERATE MEGLUMINE ,infusion dotarem gadoterate meglumine,"(100, 300]",Pharmacy,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Pharmacy,0.95,1,Pharmacy,0.96,1,Pharmacy,0.96,1,Pharmacy,0.896557021667,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.941639255417
1405,INF HB LORAZEPAM 2MG/ML UD SYRINGE,lorazepam 2 mg ml unit dose syringe,"(0, 5]",Pharmacy,Pharmacy,Supply,1962.0,68.3995922528,19.9796126402,Pharmacy,0.85,1,Pharmacy,0.96,1,Pharmacy,0.983042531892,1,Pharmacy,0.999991445412,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.948258494326
1406,INFLATION DEVICE KIT,inflation device kit,"(100, 300]",Supply,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Nursing Services,0.74,0,Respiratory Therapy,0.48,0,Supply,0.927098883772,1,Supply,0.993819486724,1,Supply,"Logistic_OvR, DeepNN",0.480229592624
1407,INFLATION DEVICE KIT,inflation device kit,"(300, 650]",Supply,Laboratory,Supply,1035.0,24.2512077295,21.8357487923,Nursing Services,0.74,0,Respiratory Therapy,0.48,0,Supply,0.927098883772,1,Supply,0.993819486724,1,Supply,"Logistic_OvR, DeepNN",0.480229592624
1408,INFLUENZA QUADRIVALENT PEDIATRIC 6 35MOS VACC,influenza quadrivalent pediatric 6 35mos vaccine,"(100, 300]",Pharmacy,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Pharmacy,0.7,1,Pharmacy,0.38,1,Pharmacy,0.96,1,Pharmacy,0.960204148456,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.750051037114
1409,INFUS D5W 100ML INJ,infusion dextrose_5%_in_water 100_ml injection,"(60, 100]",Diluent / Flush / Irrigant,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.988541720269,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.957135430067
1410,INFUS D5W 100ML INJ,infusion dextrose_5%_in_water 100_ml injection,"(60, 100]",Diluent / Flush / Irrigant,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.988541720269,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.957135430067
1411,INFUSION PUMP DAILY EACH,infusion pump daily,"(300, 650]",Capital Equipment,Laboratory,Supply,1035.0,24.2512077295,21.8357487923,Capital Equipment,0.74,1,Capital Equipment,0.48,1,Capital Equipment,0.96,1,Capital Equipment,0.995755357997,1,Capital Equipment,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.793938839499
1412,INH NITR OXID,inhaled nitric oxide,"(650, 1000]",Plan Benefit,Supply,Laboratory,344.0,21.2209302326,15.4069767442,Plan Benefit,0.76,1,Plan Benefit,0.81,1,Plan Benefit,0.96,1,Plan Benefit,0.999898219208,1,Plan Benefit,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.882474554802
1413,INHALATION TREATMENT,inhalation treatment,"(100, 300]",Respiratory Therapy,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Respiratory Therapy,0.97,1,Respiratory Therapy,0.9,1,Respiratory Therapy,0.96,1,Respiratory Therapy,0.999831917728,1,Respiratory Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.957457979432
1414,INHALATION TREATMENT,inhalation treatment,"(100, 300]",Respiratory Therapy,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Respiratory Therapy,0.97,1,Respiratory Therapy,0.9,1,Respiratory Therapy,0.96,1,Respiratory Therapy,0.999831917728,1,Respiratory Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.957457979432
1415,INHALATION TREATMENT ME,inhalation treatment,"(100, 300]",Respiratory Therapy,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Respiratory Therapy,0.97,1,Respiratory Therapy,0.95,1,Respiratory Therapy,0.96,1,Respiratory Therapy,0.999831917728,1,Respiratory Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.969957979432
1416,INJ CEFEPIME PER 500MG MB+,injection cefepime per 500_mg mb,"(5, 20]",Pharmacy,Pharmacy,Supply,1924.0,52.9106029106,27.2869022869,Pharmacy,0.85,1,Pharmacy,0.93,1,Pharmacy,0.98686395318,1,Pharmacy,0.999952184311,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.941704034373
1417,INJ IV SOLN PIGGY BACK SOD CHLORIDE,injection intravenous solution piggy back sodium chloride,"(5, 20]",Diluent / Flush / Irrigant,Pharmacy,Supply,1924.0,52.9106029106,27.2869022869,Diluent / Flush / Irrigant,0.69,1,Laboratory,0.41,0,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.992582331335,1,Diluent / Flush / Irrigant,"Jaro, Logistic_OvR, DeepNN",0.880860777112
1418,INJ IV SOLN PIGGY BACK SOD CHLORIDE,injection intravenous solution piggy back sodium chloride,"(5, 20]",Diluent / Flush / Irrigant,Pharmacy,Supply,1924.0,52.9106029106,27.2869022869,Diluent / Flush / Irrigant,0.69,1,Laboratory,0.41,0,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.992582331335,1,Diluent / Flush / Irrigant,"Jaro, Logistic_OvR, DeepNN",0.880860777112
1419,INJ TX OR DX INTRAVENOUS,injection treatment diagnostic intravenous,"(100, 300]",Nursing Services,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Monitoring,0.69,0,Diluent / Flush / Irrigant,0.41,0,Nursing Services,0.446222112905,1,Nursing Services,0.990949490821,1,Nursing Services,"Logistic_OvR, DeepNN",0.359292900931
1420,INJ TX OR DX INTRAVENOUS,injection treatment diagnostic intravenous,"(100, 300]",Nursing Services,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Monitoring,0.69,0,Diluent / Flush / Irrigant,0.41,0,Nursing Services,0.446222112905,1,Nursing Services,0.990949490821,1,Nursing Services,"Logistic_OvR, DeepNN",0.359292900931
1421,INR PROTHROMBIN TIME,international_normalized_ratio prothrombin_time,"(20, 40]",Laboratory,Pharmacy,Supply,1443.0,40.4019404019,22.2453222453,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.96,1,Laboratory,0.999902086739,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.989975521685
1422,INSERT ARTIAL LINE PERC,insert artial line percutaneous,"(100, 300]",Procedure,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Procedure,0.87,1,Procedure,0.93,1,Procedure,0.537429782789,1,Procedure,0.971201286856,1,Procedure,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.827157767411
1423,INSERT ARTIAL LINE PERC,insert artial line percutaneous,"(100, 300]",Procedure,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Procedure,0.87,1,Procedure,0.93,1,Procedure,0.537429782789,1,Procedure,0.971201286856,1,Procedure,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.827157767411
1424,INSERT ARTIAL LINE PERC,insert artial line percutaneous,"(100, 300]",Procedure,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Procedure,0.87,1,Procedure,0.93,1,Procedure,0.537429782789,1,Procedure,0.971201286856,1,Procedure,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.827157767411
1425,INSERT ARTIAL LINE PERC,insert artial line percutaneous,"(100, 300]",Procedure,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Procedure,0.87,1,Procedure,0.93,1,Procedure,0.537429782789,1,Procedure,0.971201286856,1,Procedure,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.827157767411
1426,INSERT PICC PER WO SQ PT 5+YRS,insert peripherally_inserted_central_catheter percutaneous without subcutaneous port 5 plus years,"(1000, 2500]",Procedure,Radiology,Supply,461.0,21.0412147505,13.6659436009,Procedure,0.78,1,Procedure,0.81,1,Procedure,0.96,1,Procedure,0.999975374929,1,Procedure,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.887493843732
1427,INSULIN 100U/100ML NS PREMIXED,insulin 100_units/100_ml normal_saline premixed,"(0, 5]",Pharmacy,Pharmacy,Supply,1962.0,68.3995922528,19.9796126402,Pharmacy,0.76,0,Pharmacy,0.44,0,Diluent / Flush / Irrigant,0.76,1,Diluent / Flush / Irrigant,0.91858824707,1,Diluent / Flush / Irrigant,"Logistic_OvR, DeepNN",0.419647061768
