,cleaned_descrip,NORM_DESC,rev_code,CHRG_CLS,Dominant CC,# of descriptions,% Dominance,Predicted_Class_Jaro,Prob_Jaro,Correct_Jaro,Predicted_Class_DLevenshtein,Prob_DLevenshtein,Correct_DLevenshtein,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Correct_Logistic_OvR,Predicted_Class_DeepNN,Prob_DeepNN,Correct_DeepNN,Voted Output,Voting Algorithm,Confidence Score
1722,METOPROLOL 25MG TAB,metoprolol 25_mg tablet,251.0,Pharmacy,Pharmacy,403.0,90.570719603,Pharmacy,0.92,1,Pharmacy,0.77,1,Pharmacy,0.98158331403,1,Pharmacy,0.999679119929,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.91781560849
1723,METOPROLOL 25MG TAB,metoprolol 25_mg tablet,259.0,Pharmacy,Pharmacy,349.0,83.6676217765,Pharmacy,0.92,1,Pharmacy,0.77,1,Pharmacy,0.98158331403,1,Pharmacy,0.999679119929,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.91781560849
1724,METOPROLOL 25MG TAB,metoprolol 25_mg tablet,636.0,Pharmacy,Pharmacy,781.0,77.8489116517,Pharmacy,0.92,1,Pharmacy,0.77,1,Pharmacy,0.98158331403,1,Pharmacy,0.999679119929,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.91781560849
1725,METOPROLOL 25MG TAB,metoprolol 25_mg tablet,637.0,Pharmacy,Pharmacy,328.0,92.0731707317,Pharmacy,0.92,1,Pharmacy,0.77,1,Pharmacy,0.98158331403,1,Pharmacy,0.999679119929,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.91781560849
1726,METOPROLOL 25MG TAB ,metoprolol 25_mg tablet,259.0,Pharmacy,Pharmacy,349.0,83.6676217765,Pharmacy,0.92,1,Pharmacy,0.77,1,Pharmacy,0.98158331403,1,Pharmacy,0.999679119929,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.91781560849
1727,METOPROLOL TARTRATE 50 MG TABLET,metoprolol tartrate 50_mg tablet,250.0,Pharmacy,Pharmacy,2692.0,76.0401188707,Pharmacy,0.98,1,Pharmacy,0.93,1,Pharmacy,0.980086812993,1,Pharmacy,0.999698904293,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.972446429322
1728,METOPROLOL TARTRATE 50 MG TABLET,metoprolol tartrate 50_mg tablet,260.0,Pharmacy,Pharmacy,96.0,67.7083333333,Pharmacy,0.98,1,Pharmacy,0.93,1,Pharmacy,0.980086812993,1,Pharmacy,0.999698904293,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.972446429322
1729,METOPROLOL TARTRATE 50 MG TABLET,metoprolol tartrate 50_mg tablet,637.0,Pharmacy,Pharmacy,328.0,92.0731707317,Pharmacy,0.98,1,Pharmacy,0.93,1,Pharmacy,0.980086812993,1,Pharmacy,0.999698904293,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.972446429322
1730,METRONIDAOLE 500MG TAB,metronidazole 500 mg tablet,250.0,Pharmacy,Pharmacy,2692.0,76.0401188707,Pharmacy,0.98,1,Pharmacy,0.95,1,Pharmacy,0.991283012773,1,Pharmacy,0.999669451209,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.980238115995
1731,METRONIDAZOLE 500 MG IVPB,metronidazole 500_mg intravenous_piggyback,250.0,Pharmacy,Pharmacy,2692.0,76.0401188707,Pharmacy,0.92,1,Pharmacy,0.86,1,Pharmacy,0.935120148487,1,Pharmacy,0.999673106312,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.9286983137
1732,METRONIDAZOLE BENZOATE BU,metronidazole benzoate bu,250.0,Pharmacy,Pharmacy,2692.0,76.0401188707,Pharmacy,0.92,1,Pharmacy,0.84,1,Pharmacy,0.714808747478,1,Pharmacy,0.7677496243,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.810639592944
1733,METRONIDAZOLE IN NACL 5 0.79 MG/ML % IV SOLN,metronidazole sodium_chloride 5 0.79 mg ml % intravenous solution,250.0,Pharmacy,Pharmacy,2692.0,76.0401188707,Pharmacy,0.84,1,Pharmacy,0.78,1,Pharmacy,0.88725865607,1,Pharmacy,0.977114090331,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.8710931866
1734,METRONIDAZOLE/NSS PREMIX 500MG,metronidazole normal_saline_sterile premix 500_mg,258.0,Pharmacy,Diluent / Flush / Irrigant,392.0,55.612244898,Pharmacy,0.84,1,Pharmacy,0.54,1,Pharmacy,0.963916217436,1,Pharmacy,0.998986373211,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.835725647662
1735,MGSO4/500MG 4% PREMIX ,mgso_4/500_mg 4% premix,250.0,Pharmacy,Pharmacy,2692.0,76.0401188707,Pharmacy,0.73,1,Pharmacy,0.47,1,Pharmacy,0.923204554969,1,Pharmacy,0.999362643346,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.780641799579
1736,MIC SENSITIVITY,minimal inhibitory concentration sensitivity,300.0,Laboratory,Laboratory,1097.0,79.1248860529,Laboratory,0.86,1,Laboratory,0.67,1,Laboratory,0.962914962806,1,Laboratory,0.99998485022,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.873224953256
1737,MIC SENSITIVITY,minimal inhibitory concentration sensitivity,306.0,Laboratory,Laboratory,290.0,96.8965517241,Laboratory,0.86,1,Laboratory,0.67,1,Laboratory,0.962914962806,1,Laboratory,0.99998485022,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.873224953256
1738,MICROALBUMIN MALB MALBCR,microalbumin malb malbcr,300.0,Laboratory,Laboratory,1097.0,79.1248860529,Room and Board,0.73,0,Pharmacy,0.41,0,Laboratory,0.314462980288,1,Laboratory,0.556510164248,1,Laboratory,"Logistic_OvR, DeepNN",0.217743286134
1739,MIDAZOLAM 5 MG/5ML SOLN,midazolam 5_mg/5_ml solution,250.0,Pharmacy,Pharmacy,2692.0,76.0401188707,Pharmacy,0.98,1,Pharmacy,0.95,1,Pharmacy,0.974440619722,1,Pharmacy,0.998688493765,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.975782278372
1740,MIDAZOLAM 5 MG/5ML SOLN,midazolam 5_mg/5_ml solution,636.0,Pharmacy,Pharmacy,781.0,77.8489116517,Pharmacy,0.98,1,Pharmacy,0.95,1,Pharmacy,0.974440619722,1,Pharmacy,0.998688493765,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.975782278372
1741,MIDAZOLAM 5 MG/5ML SOLN ,midazolam 5_mg/5_ml solution,636.0,Pharmacy,Pharmacy,781.0,77.8489116517,Pharmacy,0.98,1,Pharmacy,0.95,1,Pharmacy,0.974440619722,1,Pharmacy,0.998688493765,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.975782278372
1742,MIDAZOLAM 5MG/ML VIAL,midazolam 5 mg ml vial,250.0,Pharmacy,Pharmacy,2692.0,76.0401188707,Pharmacy,0.95,1,Pharmacy,0.9,1,Pharmacy,0.993665500433,1,Pharmacy,0.999954076281,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.960904894178
1743,MIDAZOLAM 5MG/ML VIAL,midazolam 5 mg ml vial,636.0,Pharmacy,Pharmacy,781.0,77.8489116517,Pharmacy,0.95,1,Pharmacy,0.9,1,Pharmacy,0.993665500433,1,Pharmacy,0.999954076281,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.960904894178
1744,MIDAZOLAM HCL 2 MG/2ML IJ SOLN,midazolam hydrochloride 2 mg/2 ml injection solution,251.0,Pharmacy,Pharmacy,403.0,90.570719603,Pharmacy,0.92,1,Pharmacy,0.85,1,Pharmacy,0.993867054757,1,Pharmacy,0.999995993004,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.94096576194
1745,MIDAZOLAM HCL 2 MG/2ML IJ SOLN,midazolam hydrochloride 2 mg/2 ml injection solution,636.0,Pharmacy,Pharmacy,781.0,77.8489116517,Pharmacy,0.92,1,Pharmacy,0.85,1,Pharmacy,0.993867054757,1,Pharmacy,0.999995993004,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.94096576194
1746,MILRINONE 1 MG/ML SOLN 10 ML VIAL,milrinone 1_mg/ml solution 10_ml vial,250.0,Pharmacy,Pharmacy,2692.0,76.0401188707,Pharmacy,0.98,1,Pharmacy,0.96,1,Pharmacy,0.986072713357,1,Pharmacy,0.998408338617,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.981120262993
1747,MILRINONE 1 MG/ML SOLN 10 ML VIAL,milrinone 1_mg/ml solution 10_ml vial,259.0,Pharmacy,Pharmacy,349.0,83.6676217765,Pharmacy,0.98,1,Pharmacy,0.96,1,Pharmacy,0.986072713357,1,Pharmacy,0.998408338617,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.981120262993
1748,MILRINONE 1 MG/ML SOLN 10 ML VIAL,milrinone 1_mg/ml solution 10_ml vial,331.0,Pharmacy,Pharmacy,18.0,94.4444444444,Pharmacy,0.98,1,Pharmacy,0.96,1,Pharmacy,0.986072713357,1,Pharmacy,0.998408338617,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.981120262993
1749,MILRINONE 1 MG/ML SOLN 10 ML VIAL,milrinone 1_mg/ml solution 10_ml vial,636.0,Pharmacy,Pharmacy,781.0,77.8489116517,Pharmacy,0.98,1,Pharmacy,0.96,1,Pharmacy,0.986072713357,1,Pharmacy,0.998408338617,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.981120262993
1750,MILRINONE IN DEXTROSE 200 5 MCG/ML % IV SOLN,milrinone dextrose 200 5 mcg ml % intravenous solution,251.0,Pharmacy,Pharmacy,403.0,90.570719603,Pharmacy,0.96,1,Pharmacy,0.89,1,Pharmacy,0.972099559711,1,Pharmacy,0.996410903177,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.954627615722
1751,MILRINONE IN DEXTROSE 200 5 MCG/ML % IV SOLN,milrinone dextrose 200 5 mcg ml % intravenous solution,636.0,Pharmacy,Pharmacy,781.0,77.8489116517,Pharmacy,0.96,1,Pharmacy,0.89,1,Pharmacy,0.972099559711,1,Pharmacy,0.996410903177,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.954627615722
1752,MINOR SURGERY FIRST 15 MIN,minor surgery first 15_minutes,360.0,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,116.0,58.6206896552,OR / Anesthesia / Recovery Room,0.94,1,OR / Anesthesia / Recovery Room,0.91,1,OR / Anesthesia / Recovery Room,0.839159444328,1,OR / Anesthesia / Recovery Room,0.997770015683,1,OR / Anesthesia / Recovery Room,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.921732365003
1753,MOBILITY CURRENT,mobility current,420.0,PT / OT / Speech Therapy,PT / OT / Speech Therapy,97.0,83.5051546392,Laboratory,0.79,0,PT / OT / Speech Therapy,0.53,1,PT / OT / Speech Therapy,0.574985187513,1,PT / OT / Speech Therapy,0.88511535489,1,PT / OT / Speech Therapy,"DLevenshtein, Logistic_OvR, DeepNN",0.663366847468
1754,MOBILITY CURRENT,mobility current,424.0,PT / OT / Speech Therapy,PT / OT / Speech Therapy,30.0,83.3333333333,Laboratory,0.79,0,PT / OT / Speech Therapy,0.53,1,PT / OT / Speech Therapy,0.574985187513,1,PT / OT / Speech Therapy,0.88511535489,1,PT / OT / Speech Therapy,"DLevenshtein, Logistic_OvR, DeepNN",0.663366847468
1755,MONITORING OXIMETER CONTINU,monitoring oximeter continuous,410.0,Monitoring,Respiratory Therapy,279.0,64.1577060932,Supply,0.79,0,Supply,0.48,0,Monitoring,0.86995722567,1,Monitoring,0.999948922943,1,Monitoring,"Logistic_OvR, DeepNN",0.467476537153
1756,MONITORING OXIMETER CONTINU,monitoring oximeter continuous,710.0,Monitoring,OR / Anesthesia / Recovery Room,30.0,66.6666666667,Supply,0.79,0,Supply,0.48,0,Monitoring,0.86995722567,1,Monitoring,0.999948922943,1,Monitoring,"Logistic_OvR, DeepNN",0.467476537153
1757,MONITORING OXIMETER CONTINU,monitoring oximeter continuous,920.0,Monitoring,Nursing Services,40.0,30.0,Supply,0.79,0,Supply,0.48,0,Monitoring,0.86995722567,1,Monitoring,0.999948922943,1,Monitoring,"Logistic_OvR, DeepNN",0.467476537153
1758,MORPHINE 1 MG/ML SOLN,morphine 1_mg/ml solution,250.0,Pharmacy,Pharmacy,2692.0,76.0401188707,Pharmacy,0.96,1,Pharmacy,0.94,1,Pharmacy,0.960381752897,1,Pharmacy,0.995874366228,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.964064029781
1759,MORPHINE 1 MG/ML SOLN,morphine 1_mg/ml solution,636.0,Pharmacy,Pharmacy,781.0,77.8489116517,Pharmacy,0.96,1,Pharmacy,0.94,1,Pharmacy,0.960381752897,1,Pharmacy,0.995874366228,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.964064029781
1760,MORPHINE 10MG/5ML ORAL LIQUID UD,morphine 10 mg/5 ml oral liquid unit dose,251.0,Pharmacy,Pharmacy,403.0,90.570719603,Pharmacy,0.79,1,Pharmacy,0.68,1,Pharmacy,0.966194625981,1,Pharmacy,0.999980991545,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.859043904382
1761,MORPHINE 25MG/1ML INJ,morphine 25 mg/1 ml injection,251.0,Pharmacy,Pharmacy,403.0,90.570719603,Pharmacy,0.91,1,Pharmacy,0.74,1,Pharmacy,0.989217088112,1,Pharmacy,0.999995218621,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.909803076683
1762,MORPHINE 2MG/ML INJ,morphine 2_mg/ml injection,250.0,Pharmacy,Pharmacy,2692.0,76.0401188707,Pharmacy,0.94,1,Pharmacy,0.82,1,Pharmacy,0.970661204859,1,Pharmacy,0.999888905684,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.932637527636
1763,MORPHINE 2MG/ML INJ,morphine 2_mg/ml injection,636.0,Pharmacy,Pharmacy,781.0,77.8489116517,Pharmacy,0.94,1,Pharmacy,0.82,1,Pharmacy,0.970661204859,1,Pharmacy,0.999888905684,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.932637527636
1764,MORPHINE 30 MG/30 ML 1 MG/ML INTRAVENOUS PCA SYRINGE,morphine 30_mg/30_ml 1_mg/ml intravenous patient_controlled_analgesia syringe,250.0,Pharmacy,Pharmacy,2692.0,76.0401188707,Pharmacy,0.81,1,Pharmacy,0.45,1,Pharmacy,0.963917502211,1,Pharmacy,0.997645333261,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.805390708868
1765,MORPHINE 4MG/ML INJ,morphine 4_mg/ml injection,250.0,Pharmacy,Pharmacy,2692.0,76.0401188707,Pharmacy,0.9,1,Pharmacy,0.76,1,Pharmacy,0.967441212825,1,Pharmacy,0.999859894024,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.906825276712
1766,MORPHINE 4MG/ML INJ,morphine 4_mg/ml injection,636.0,Pharmacy,Pharmacy,781.0,77.8489116517,Pharmacy,0.9,1,Pharmacy,0.76,1,Pharmacy,0.967441212825,1,Pharmacy,0.999859894024,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.906825276712
1767,MORPHINE PF IN 0.9 % NACL 2 MG/2 ML 1 MG/ML ,morphine preservative_free 0.9% sodium_chloride 2_mg/2_ml 1_mg/ml,250.0,Pharmacy,Pharmacy,2692.0,76.0401188707,Pharmacy,0.76,1,Pharmacy,0.48,1,Pharmacy,0.905327576579,1,Pharmacy,0.995891636237,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.785304803204
1768,MORPHINE UP TO 10MG,morphine 10_mg,250.0,Pharmacy,Pharmacy,2692.0,76.0401188707,Pharmacy,0.86,1,Pharmacy,0.65,1,Pharmacy,0.96624307659,1,Pharmacy,0.999471428602,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.868928626298
1769,MORPHINE UP TO 10MG,morphine 10_mg,636.0,Pharmacy,Pharmacy,781.0,77.8489116517,Pharmacy,0.86,1,Pharmacy,0.65,1,Pharmacy,0.96624307659,1,Pharmacy,0.999471428602,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.868928626298
1770,MOUTHCARE KIT ICU CHG,mouthcare kit intensive_care_unit charge,270.0,Supply,Supply,1919.0,86.294945284,OR / Anesthesia / Recovery Room,0.72,0,Supply,0.44,1,Supply,0.637858018571,1,Laboratory,0.937423920674,0,Supply,"DLevenshtein, Logistic_OvR",0.269464504643
1771,MOXIFLOXACIN 400MG TABLET,moxifloxacin 400 mg tablet,250.0,Pharmacy,Pharmacy,2692.0,76.0401188707,Pharmacy,0.81,1,Pharmacy,0.65,1,Pharmacy,0.984088023051,1,Pharmacy,0.996067300747,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.86003883095
1772,MR BRAIN WO CONTRAST,magnetic_resonance brain without contrast,610.0,Radiology,Radiology,26.0,61.5384615385,Radiology,0.94,1,Radiology,0.94,1,Radiology,0.891735851001,1,Radiology,0.942848468372,1,Radiology,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.928646079843
1773,MR BRAIN WO CONTRAST,magnetic_resonance brain without contrast,611.0,Radiology,Radiology,12.0,83.3333333333,Radiology,0.94,1,Radiology,0.94,1,Radiology,0.891735851001,1,Radiology,0.942848468372,1,Radiology,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.928646079843
1774,MR MRA PELVIS W AND WO CONTRAST,mr magnetic_resonance_angiography pelvis without contrast,610.0,Radiology,Radiology,26.0,61.5384615385,Radiology,0.79,1,Radiology,0.73,1,Radiology,0.893660992625,1,Radiology,0.9780430395,1,Radiology,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.847926008031
1775,MR MRS,magnetic_resonance magnetic_resonance_spectroscopy,610.0,Radiology,Radiology,26.0,61.5384615385,Supply,0.68,0,Supply,0.43,0,Laboratory,0.642615313807,1,Laboratory,0.91779726582,1,Laboratory,"Logistic_OvR, DeepNN",0.390103144907
1776,MR STAPH DNA AMP PROBE,methicillin resistant staphylococcus deoxyribonucleic_acid ampule probe,300.0,Laboratory,Laboratory,1097.0,79.1248860529,Laboratory,0.75,1,Laboratory,0.43,1,Laboratory,0.765554624521,1,Laboratory,0.998999770078,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.73613859865
1777,MR STAPH DNA AMP PROBE,methicillin resistant staphylococcus deoxyribonucleic_acid ampule probe,306.0,Laboratory,Laboratory,290.0,96.8965517241,Laboratory,0.75,1,Laboratory,0.43,1,Laboratory,0.765554624521,1,Laboratory,0.998999770078,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.73613859865
1778,MR STAPH DNA AMP PROBE,methicillin resistant staphylococcus deoxyribonucleic_acid ampule probe,307.0,Laboratory,Laboratory,39.0,94.8717948718,Laboratory,0.75,1,Laboratory,0.43,1,Laboratory,0.765554624521,1,Laboratory,0.998999770078,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.73613859865
1779,MR STAPH DNA AMP PROBE,methicillin resistant staphylococcus deoxyribonucleic_acid ampule probe,316.0,Laboratory,Laboratory,3.0,100.0,Laboratory,0.75,1,Laboratory,0.43,1,Laboratory,0.765554624521,1,Laboratory,0.998999770078,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.73613859865
1780,MRI BRAIN W/CONTRAST,magnetic resonance imaging brain contrast,610.0,Radiology,Radiology,26.0,61.5384615385,Radiology,1.0,1,Radiology,1.0,1,Radiology,0.847983751731,1,Radiology,0.982730288137,1,Radiology,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.957678509967
1781,MRI BRAIN W/CONTRAST,magnetic resonance imaging brain contrast,611.0,Radiology,Radiology,12.0,83.3333333333,Radiology,1.0,1,Radiology,1.0,1,Radiology,0.847983751731,1,Radiology,0.982730288137,1,Radiology,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.957678509967
1782,MRI BRAIN W/WO CONTRAST,magnetic resonance imaging brain without contrast,610.0,Radiology,Radiology,26.0,61.5384615385,Radiology,0.98,1,Radiology,0.95,1,Radiology,0.889514302242,1,Radiology,0.991341596006,1,Radiology,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.952713974562
1783,MRI BRAIN W/WO CONTRAST,magnetic resonance imaging brain without contrast,611.0,Radiology,Radiology,12.0,83.3333333333,Radiology,0.98,1,Radiology,0.95,1,Radiology,0.889514302242,1,Radiology,0.991341596006,1,Radiology,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.952713974562
1784,MRI LUMBAR SPINE WO CONTRAST,magnetic resonance imaging lumbar spine without contrast,612.0,Radiology,Radiology,11.0,100.0,Radiology,0.81,1,Radiology,0.75,1,Radiology,0.891857747414,1,Radiology,0.991056577328,1,Radiology,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.860728581186
1785,MRI T SPINE W/ CONTRAST,magnetic_resonance_imagery thoracic spine contrast,612.0,Radiology,Radiology,11.0,100.0,Radiology,0.96,1,Radiology,0.95,1,Radiology,0.859262224035,1,Radiology,0.976486379674,1,Radiology,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.936437150927
1786,MS MS/MS ANALY NOT SPEC Q,"mass spectrometry analysis, specific",301.0,Laboratory,Laboratory,924.0,79.2207792208,Laboratory,0.7,1,Supply,0.36,0,Laboratory,0.922529137855,1,Laboratory,0.999898320802,1,Laboratory,"Jaro, Logistic_OvR, DeepNN",0.874142486219
1787,MULTIPLE PULSE OXIMETRY,multiple pulse oximetry,410.0,Monitoring,Respiratory Therapy,279.0,64.1577060932,Monitoring,0.81,1,Monitoring,0.48,1,Monitoring,0.901461261715,1,Monitoring,0.997359679035,1,Monitoring,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.797205235187
1788,MULTIPLE PULSE OXIMETRY,multiple pulse oximetry,460.0,Monitoring,Monitoring,103.0,66.9902912621,Monitoring,0.81,1,Monitoring,0.48,1,Monitoring,0.901461261715,1,Monitoring,0.997359679035,1,Monitoring,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.797205235187
1789,MULTIVIT ORAL DROPS PER 0.5ML,multivit oral drops per 0.5_ml,250.0,Pharmacy,Pharmacy,2692.0,76.0401188707,Pharmacy,0.78,1,Pharmacy,0.48,1,Pharmacy,0.952574764267,1,Pharmacy,0.999284154097,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.802964729591
1790,MULTIVITAMIN FE 0.5ML,multivitamin fe 0.5_ml,637.0,Pharmacy,Pharmacy,328.0,92.0731707317,Pharmacy,0.83,1,Pharmacy,0.63,1,Pharmacy,0.968448438995,1,Pharmacy,0.996701300008,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.856287434751
1791,MULTIVITAMIN IRON DROP,multivitamin iron drop,250.0,Pharmacy,Pharmacy,2692.0,76.0401188707,Pharmacy,0.91,1,Pharmacy,0.8,1,Pharmacy,0.890215074185,1,Pharmacy,0.872394197105,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.868152317822
1792,MULTIVITAMIN WITH MINERALS TABS,multivitamin minerals tablets,250.0,Pharmacy,Pharmacy,2692.0,76.0401188707,Pharmacy,0.95,1,Pharmacy,0.86,1,Pharmacy,0.969087526868,1,Pharmacy,0.994846002961,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.943483382457
1793,MULTIVITAMIN WITH MINERALS TABS,multivitamin minerals tablets,637.0,Pharmacy,Pharmacy,328.0,92.0731707317,Pharmacy,0.95,1,Pharmacy,0.86,1,Pharmacy,0.969087526868,1,Pharmacy,0.994846002961,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.943483382457
1794,MYCOPLASMA IGG ANTIBODY,mycoplasma immunoglobulin g antibody,302.0,Laboratory,Laboratory,180.0,96.1111111111,Laboratory,0.79,1,Laboratory,0.69,1,Laboratory,0.956641373664,1,Laboratory,0.999437069939,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.859019610901
1795,MYCOPLASMA PNEUMONIAE PCR,mycoplasma pneumoniae pcr,300.0,Laboratory,Laboratory,1097.0,79.1248860529,Laboratory,0.81,1,Laboratory,0.52,1,Laboratory,0.946997751399,1,Laboratory,0.999458764849,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.819114129062
1796,MYLOGOBIN,myoglobin,301.0,Laboratory,Laboratory,924.0,79.2207792208,Laboratory,0.85,1,Laboratory,0.6,1,Laboratory,0.938599322836,1,Laboratory,0.999966222463,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.847141386325
1797,NACL .9 100IVF,sodium_chloride 0.9 100ivf,250.0,Diluent / Flush / Irrigant,Pharmacy,2692.0,76.0401188707,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.451291189446,1,Laboratory,0.501797193153,0,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR",0.817097063149
1798,NACL .9 100IVF,sodium_chloride 0.9 100ivf,636.0,Diluent / Flush / Irrigant,Pharmacy,781.0,77.8489116517,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.451291189446,1,Laboratory,0.501797193153,0,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR",0.817097063149
1799,NACL 0.9% INJ 250ML,sodium_chloride 0.9% injection 250_ml,250.0,Diluent / Flush / Irrigant,Pharmacy,2692.0,76.0401188707,Diluent / Flush / Irrigant,0.98,1,Diluent / Flush / Irrigant,0.94,1,Diluent / Flush / Irrigant,0.919733822809,1,Diluent / Flush / Irrigant,0.99988887149,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.959905673575
1800,NACL 0.9% INJ 250ML,sodium_chloride 0.9% injection 250_ml,636.0,Diluent / Flush / Irrigant,Pharmacy,781.0,77.8489116517,Diluent / Flush / Irrigant,0.98,1,Diluent / Flush / Irrigant,0.94,1,Diluent / Flush / Irrigant,0.919733822809,1,Diluent / Flush / Irrigant,0.99988887149,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.959905673575
1801,NACL 0.9% INJ 250ML,sodium_chloride 0.9% injection 250_ml,730.0,Diluent / Flush / Irrigant,Pharmacy,42.0,45.2380952381,Diluent / Flush / Irrigant,0.98,1,Diluent / Flush / Irrigant,0.94,1,Diluent / Flush / Irrigant,0.919733822809,1,Diluent / Flush / Irrigant,0.99988887149,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.959905673575
