descrip,rev_code,proc_code,units,billed_amount,norm_billed_amount,﻿DESC_ID,ORIG_DESC,NORM_DESC,CHRG_CLS
GLUCOSE WHOLE BLOOD,300.0,-100.0,1.0,43.0,43.0,1803.0,GLUCOSE WHOLE BLOOD,glucose whole blood,Laboratory
GLYCERIN INFANT SUPPOSITORY 12'S,250.0,-100.0,1.0,14.0,14.0,,,,
GLYCERIN PED SUPP,250.0,-100.0,1.0,0.84,0.84,,,,
GLYCERIN PED. SUPP. UD,-100.0,-100.0,1.0,6.15,6.15,,,,
GLYCOSYLATED HEMOGLOBIN,-100.0,-100.0,1.0,161.25,161.25,,,,
GORETEX MEMBRANE 15X20X0.1MM (AKA 1PCM102),-100.0,-100.0,1.0,3287.0,3287.0,,,,
GOWN SURG STRL MCRCOOL X,270.0,-100.0,1.0,35.8,35.8,,,,
GUIDEWIRE CHOICE ES/PT/PT2,-100.0,-100.0,1.0,613.0,613.0,,,,
GUIDEWIRE EXCHANGE,-100.0,-100.0,2.0,190.0,95.0,,,,
GUIDEWIRE FATHOM .016/180/25,272.0,-100.0,1.0,1637.19,1637.19,,,,
GUIDEWIRE FLOPY/INTERMED/STAND,-100.0,-100.0,1.0,657.0,657.0,,,,
GUIDEWIRE J 007042,-100.0,-100.0,1.0,95.0,95.0,,,,
GUIDEWIRE J CORE . 035X145/260,-100.0,-100.0,1.0,81.0,81.0,,,,
GUIDEWIRE STANDARD,278.0,-100.0,1.0,1857.0,1857.0,,,,
GUIDEWIRE STANDARD ANGLED TIP,272.0,-100.0,1.0,351.45,351.45,,,,
GUIDEWIRE STARTER .35 FCJ 150C,272.0,-100.0,1.0,67.33,67.33,,,,
GUIDEWIRE WHOLEY J .035X145,-100.0,-100.0,1.0,726.0,726.0,,,,
H/H HEMOGRAM AND PLT COUNT,-100.0,-100.0,1.0,109.25,109.25,,,,
HALOPERIDOL LACTATE 5 MG/ML SOLN,250.0,-100.0,1.0,11.59,11.59,5219.0,HALOPERIDOL LACTATE 5 MG/ML SOLN,haloperidol lactate 5_mg/ml solution,Pharmacy
HC 3D RENDERING W/INTERP&POSTP,350.0,-100.0,1.0,725.42,725.42,,,,
HC ABO TYPING,302.0,-100.0,1.5,125.13,83.42,2546.0,HC ABO TYPING,abo typing,Laboratory
HC ACID FAST BACILLUS STAIN,300.0,-100.0,1.0,75.0,75.0,,,,
HC AFB BLOOD CULTURE,300.0,-100.0,1.0,78.0,78.0,,,,
HC AFB CSF,300.0,-100.0,1.0,78.0,78.0,,,,
HC ALCOHOL (ETHANOL),310.0,-100.0,1.0,81.6,81.6,,,,
HC AMYLASE,300.0,-100.0,1.0,63.0,63.0,5222.0,HC AMYLASE,amylase,Laboratory
HC ANESTHESIA C 3 HR,370.0,-100.0,1.0,3310.37,3310.37,,,,
HC ANGRPH PEL SLCTV/SUPRASLCTV,323.0,-100.0,2.0,13823.4,6911.7,,,,
HC ANGRPH SLCTV EA VSL STUDIED,323.0,-100.0,1.0,3715.15,3715.15,,,,
HC ANTIBODY IDENTIFICATION; PLATELET ANT,300.0,-100.0,1.0,229.0,229.0,,,,
HC BACT CULT RESPIRATORY,300.0,-100.0,1.0,114.0,114.0,,,,
HC BACT CULTURE WOUND AEROB,300.0,-100.0,1.0,114.0,114.0,,,,
HC BAG DRAINAGE EEFLUENT SP-375 CWH,270.0,-100.0,10.0,421.9,42.19,,,,
HC BAG FEEDING W/PUMP SET,270.0,-100.0,1.0,8.32,8.32,,,,
HC BAG POST MORT COMP ZIPPER,270.0,-100.0,1.0,32.91,32.91,,,,
HC BAIRHUGGER SLEEVE,270.0,-100.0,1.0,34.55,34.55,2196.0,HC BAIRHUGGER SLEEVE,bairhugger sleeve,Supply
HC BASIC METABOLIC PANEL,300.0,-100.0,1.0,151.0,151.0,1200.0,HC BASIC METABOLIC PANEL,basic metabolic panel,Laboratory
HC BASIC METABOLIC PANEL,301.0,-100.0,1.0,48.38,48.38,1200.0,HC BASIC METABOLIC PANEL,basic metabolic panel,Laboratory
HC BASIC METABOLIC PANEL - CALCIUM,300.0,-100.0,1.0,43.0,43.0,,,,
HC BCR B CELL GENE REARRA NE,300.0,-100.0,1.0,464.37,464.37,,,,
HC BILIRUBIN; DIRECT,300.0,-100.0,1.0,43.0,43.0,2125.0,HC BILIRUBIN; DIRECT,bilirubin direct,Laboratory
HC BILIRUBIN; TOTAL,300.0,-100.0,1.0,42.0,42.0,2200.0,HC BILIRUBIN; TOTAL,bilirubin total,Laboratory
HC BL COUNT CBC AUTO W/AUTO DIFF,300.0,-100.0,1.0,58.0,58.0,2140.0,HC BL COUNT CBC AUTO W/AUTO DIFF,blood count complete_blood_count automated with automated differential,Laboratory
HC BL COUNT RETICULOCYTE AUTO,300.0,-100.0,1.0,36.0,36.0,,,,
HC BL TYPING RH (D),300.0,-100.0,1.0,59.0,59.0,,,,
"HC BLD GAS, 02 SAT, MEASURE",301.0,-100.0,1.0,183.93,183.93,,,,
HC BLOOD COUNT; CBC W/PLATELETS COUNT,300.0,-100.0,1.0,53.0,53.0,,,,
HC BLOOD CULTURE/AEROBIC,270.0,-100.0,2.0,38.96,19.48,,,,
HC BLOOD CULTURE/ANAEROBIC,270.0,-100.0,2.0,30.76,15.38,,,,
HC BLOOD FILTER BURETTE,270.0,-100.0,1.0,15.1,15.1,2244.0,HC BLOOD FILTER BURETTE,blood filter burette,Supply
"HC BLOOD GAS (PH, C02, 02)",301.0,-100.0,2.0,184.14,92.07,,,,
HC BLOOD GROUPING ABO,300.0,-100.0,1.0,56.0,56.0,,,,
HC BLOOD TYPING RH (D),300.0,-100.0,1.5,125.13,83.42,2553.0,HC BLOOD TYPING RH (D),blood typing rhesus daily,Laboratory
"HC BODY FLUID TESTS - TRIGLYCERIDES, FLU",300.0,-100.0,1.0,53.0,53.0,,,,
"HC CALCIUM (IONIZED) , PLASMA",301.0,-100.0,1.0,103.35,103.35,,,,
HC CALCIUM IONIZED,300.0,-100.0,1.0,99.0,99.0,579.0,HC CALCIUM IONIZED,calcium ionized,Laboratory
"HC CALCIUM, IONIZED, WB",300.0,-100.0,3.0,310.05,103.35,,,,
HC CARBOXYHEMOGLOBIN,301.0,-100.0,1.0,93.26,93.26,,,,
HC CATH HEMODIALYSIS SHORT,272.0,-100.0,1.0,734.75,734.75,,,,
HC CATH/CANNULATION ARTERIAL PERC,761.0,-100.0,1.0,842.0,842.0,,,,
HC CATHETER RADIAL ARROW,270.0,-100.0,2.0,93.76,46.88,,,,
HC CATHETER SUCTION CLOSE V,270.0,-100.0,1.0,42.69,42.69,,,,
HC CBC,305.0,-100.0,1.0,49.07,49.07,2527.0,HC CBC,complete_blood_count,Laboratory
HC CC E/M CRITICALLY ILL/INJUR,450.0,-100.0,1.0,4885.56,4885.56,,,,
HC CELL COUNT BODY FLUID W/DIFF,300.0,-100.0,1.0,69.0,69.0,,,,
HC CHLORAPREP,270.0,-100.0,2.0,7.76,3.88,,,,
HC CHLORIDE URINE,300.0,-100.0,1.0,32.0,32.0,,,,
HC CMPRH METABOLIC PANEL,300.0,-100.0,1.0,265.0,265.0,,,,
HC COLLECTION OF VENOUS BLOOD BY VENIPUN,300.0,-100.0,1.0,35.0,35.0,,,,
HC COMPATIBILITY TEST EA UNIT ELECTRONIC,300.0,-100.0,1.0,39.0,39.0,,,,
HC COMPLETED BLOOD PARAMETER,300.0,-100.0,1.0,235.0,235.0,2303.0,HC COMPLETED BLOOD PARAMETER,completed blood parameter,Laboratory
"HC CONCENTRATION (ANY TYPE), FOR INFECTI",300.0,-100.0,1.0,48.0,48.0,,,,
HC COOMBS DIRECT,300.0,-100.0,1.0,39.0,39.0,,,,
HC CORTISOL,300.0,-100.0,1.0,118.0,118.0,,,,
HC CPAP INITIATION/MGMT,410.0,-100.0,1.0,429.0,429.0,,,,
"HC CREATININE, FLUID",300.0,-100.0,1.0,33.0,33.0,,,,
"HC CREATININE, WBLD",301.0,-100.0,1.0,44.37,44.37,,,,
"HC CROSSMATCH, ELECTRONIC",302.0,-100.0,6.5,937.95,144.3,,,,
HC CT ABD & PELVIS W/CONTRAST,350.0,-100.0,1.0,4332.91,4332.91,,,,
HC CT ANGIOGRAPHY HEAD W/CONTR,350.0,-100.0,1.0,1975.7,1975.7,,,,
HC CT ANGIOGRAPHY NECK W/CONTR,350.0,-100.0,1.0,1975.7,1975.7,,,,
HC CT HEAD/BRAIN W/O CONTR,351.0,-100.0,1.0,1675.0,1675.0,,,,
HC CT PELVIS C - MATRL,350.0,-100.0,1.0,1485.25,1485.25,,,,
HC CT THORAX C+ MATRL,350.0,-100.0,1.0,2170.4,2170.4,,,,
HC CTA HEAD W&W/O CONTR,351.0,-100.0,1.0,3118.0,3118.0,,,,
HC CTA NECK W&W/O CONTR,352.0,-100.0,1.0,3312.0,3312.0,,,,
HC CULT BL,300.0,-100.0,1.0,138.0,138.0,,,,
"HC CULTURE, CATHETERIZED URINE",300.0,-100.0,1.0,85.0,85.0,,,,
"HC CULTURE, FUNGI, CSF",300.0,-100.0,1.0,61.0,61.0,,,,
HC CUSHION SOFCARE CHAIR,270.0,-100.0,1.0,61.41,61.41,,,,
"HC DDIMER, QUANT",300.0,-100.0,1.0,120.0,120.0,,,,
HC DEFINITIVE ID AEROBIC,300.0,-100.0,1.0,43.0,43.0,,,,
HC DEVICE BLOOD TRANSFER,270.0,-100.0,2.0,3.86,1.93,,,,
HC DISPOSABLE TRAYS LARGE,270.0,-100.0,1.0,343.14,343.14,,,,
HC DRESSING 2X3,270.0,-100.0,5.0,5.95,1.19,,,,
HC DRESSING MEPILEX BORDER SACRUM 23X23,270.0,-100.0,1.0,40.28,40.28,,,,
HC DRESSING TEGADERM 8X12,270.0,-100.0,1.5,26.97,17.98,,,,
HC DRESSING TRAY ADLT CVAD,270.0,-100.0,1.5,44.73,29.82,,,,
HC ECHO 2D W/ OR W/O M-MODE LTD,480.0,-100.0,1.0,817.0,817.0,,,,
HC ECHO 2D W/ SPEC/COLOR FLOW M-MODE COMPL,480.0,-100.0,1.0,950.0,950.0,,,,
HC ECHO COLOR FLOW VELOCITY MAPPING,480.0,-100.0,1.0,648.0,648.0,,,,
HC ECHO DOPPLER LIMITED,480.0,-100.0,1.0,820.0,820.0,,,,
HC EEG DIGITAL ANLYS,740.0,-100.0,1.0,601.0,601.0,,,,
HC EEG SEIZURE FOCUS VIDEO 24 HRS,740.0,-100.0,1.0,2920.0,2920.0,,,,
HC EIA QL HEP B SURFACE ANTIGEN (HBSAG),300.0,-100.0,1.0,96.0,96.0,,,,
HC EIA QL HISTOPLASMA ANITIGEN,300.0,-100.0,1.0,197.0,197.0,,,,
HC EKG ROUTINE TRACING ONLY,730.0,-100.0,1.0,195.0,195.0,,,,
HC ELECTROPHORISIS PROTEIN S,300.0,-100.0,1.0,107.71,107.71,,,,
HC EPSTEIN BARR IGG,300.0,-100.0,1.0,134.0,134.0,,,,
HC EPSTEIN BARR IGM,300.0,-100.0,1.0,134.0,134.0,,,,
HC EPSTEIN BARR VCA IGG,300.0,-100.0,1.0,134.0,134.0,,,,
HC EPSTEIN BARR VCA IGM,300.0,-100.0,1.0,134.0,134.0,,,,
HC EPSTEIN-BARR NUCLEAR ANTIGEN ANTIBODY,300.0,-100.0,1.0,201.0,201.0,,,,
HC EPSTEIN-BARR QUANT PCR,300.0,-100.0,1.0,321.0,321.0,,,,
"HC EPSTEIN-BARR VIRUS BY PCR, BAL - EPST",300.0,-100.0,1.0,349.0,349.0,,,,
HC ER LVL V,450.0,-100.0,1.0,1814.0,1814.0,,,,
HC FIBRINOGEN ACT,300.0,-100.0,1.0,77.0,77.0,2248.0,HC FIBRINOGEN ACT,fibrinogen activity,Laboratory
HC FIBRINOGEN ACTIVITY,300.0,-100.0,1.0,60.75,60.75,,,,
HC FLOW ADDITIONAL MARKER,300.0,-100.0,20.5,1517.0,74.0,,,,
HC FLOW FIRST MARKER,300.0,-100.0,1.0,155.0,155.0,,,,
HC FUNGAL STAIN,300.0,-100.0,1.0,31.0,31.0,,,,
HC GGT/GGTP,300.0,-100.0,1.0,62.0,62.0,,,,
HC GLUCOSE BY DEVICE,300.0,-100.0,1.0,27.0,27.0,,,,
"HC GLUCOSE, BODY FLUID, OTHER THAN BLOOD",300.0,-100.0,1.0,37.0,37.0,,,,
"HC GLUCOSE, WB",301.0,-100.0,2.5,74.375,29.75,,,,
HC GUIDE WIRE STIFF,272.0,-100.0,1.0,220.51,220.51,,,,
HC HAPTOGLOBIN; QUANTITATIVE,300.0,-100.0,1.0,106.0,106.0,,,,
HC HEMATOCRIT,305.0,-100.0,1.0,18.11,18.11,582.0,HC HEMATOCRIT,hematocrit,Laboratory
HC HEMODIALYSIS PROC,801.0,-100.0,1.0,1029.0,1029.0,,,,
HC HEMOGLOBIN,300.0,-100.0,2.0,36.22,18.11,583.0,HC HEMOGLOBIN,hemoglobin,Laboratory
HC HEMOGLOBIN,305.0,-100.0,1.0,18.11,18.11,583.0,HC HEMOGLOBIN,hemoglobin,Laboratory
"HC HEMOGLOBIN, METH, QUANT",301.0,-100.0,1.0,51.35,51.35,,,,
HC HEP B CORE ANTIBODY (HBCAB) IGM,300.0,-100.0,1.0,155.0,155.0,,,,
HC HEP B CORE ANTIBODY (HBCAB) TOTAL,300.0,-100.0,1.0,113.0,113.0,,,,
HC HEP B SURFACE ANTIBODY (HBSAB),300.0,-100.0,1.0,98.0,98.0,,,,
HC HEP BE ANTIBODY (HBEAB),300.0,-100.0,1.0,134.0,134.0,,,,
HC HEP C ANTIBODY SCREENING,300.0,-100.0,1.0,126.0,126.0,,,,
HC HISTOPLASMA ANTIBODY,300.0,-100.0,1.0,30.0,30.0,,,,
HC HIV-1 INTEGRASE RESISTANC,300.0,-100.0,1.0,973.7,973.7,,,,
HC HOLDER ENDOTRACH TUBE ORL,270.0,-100.0,1.0,27.18,27.18,,,,
HC IG FREE LIGHT CHAINS KAPP,300.0,-100.0,1.0,131.0,131.0,,,,
HC IG FREE LIGHT CHAINS LA,300.0,-100.0,1.0,131.0,131.0,,,,
HC IMMUNOFLUOR ADENOVIRUS ANTIGEN,300.0,-100.0,1.0,132.0,132.0,,,,
HC IMMUNOFLUOR INFLUENZA A ANTIGEN,300.0,-100.0,1.0,136.0,136.0,,,,
HC IMMUNOFLUOR RESP SYNCYTIAL VIRUS ANTIGEN,300.0,-100.0,1.0,177.0,177.0,,,,
HC IMMUNOGLOBULIN A - IMMUNOGLOBULIN A,300.0,-100.0,1.0,99.0,99.0,,,,
HC IMMUNOGLOBULIN G - IMMUNOGLOBULIN G,300.0,-100.0,1.0,99.0,99.0,,,,
HC IMMUNOGLOBULINS QUANTITATIVE GAM - IM,300.0,-100.0,1.0,99.0,99.0,,,,
HC INDIRECT ANTI - GLOB,302.0,-100.0,1.0,87.74,87.74,,,,
HC INFECT ANTIGEN VIRAL,300.0,-100.0,1.0,141.0,141.0,,,,
HC INFECTIOUS AGENT ANTIGEN 10900196,300.0,-100.0,1.0,135.0,135.0,,,,
HC INFECTIOUS AGENT GENOTYPE ANALYSIS BY,300.0,-100.0,1.0,849.0,849.0,,,,
HC INS CATH C/V NON-TUNNEL > 5 YRS,761.0,-100.0,1.0,2110.0,2110.0,,,,
HC INTERLEUKIN- 2 RECEPTOR SOLUBLE,300.0,-100.0,1.0,129.0,129.0,,,,
HC INTUBATION ENDOTRACHEAL EMERGENCY PROC,761.0,-100.0,1.0,740.0,740.0,,,,
HC IRON,300.0,-100.0,1.0,57.0,57.0,5325.0,HC IRON,iron,Laboratory
HC IRON BINDING CAPACITY,300.0,-100.0,1.0,65.0,65.0,,,,
HC IRRIGATION TRAY 70CC,270.0,-100.0,1.0,4.22,4.22,2113.0,HC IRRIGATION TRAY 70CC,irrigation tray 70_cc,Supply
HC KIT MONITOR W/SAFSET 03ML FLSH,270.0,-100.0,1.0,81.64,81.64,,,,
"HC KIT NEEDLE GUID 18G X 1""",270.0,-100.0,1.0,89.48,89.48,,,,
"HC LACTATE DEHYDROGENASE (LD), (LDH);",300.0,-100.0,1.0,49.0,49.0,,,,
"HC LACTATE, DIRECT",301.0,-100.0,4.5,363.33,80.74,,,,
HC LACTATE/LACTIC ACID,300.0,-100.0,1.0,101.0,101.0,2184.0,HC LACTATE/LACTIC ACID,lactate/lactic acid,Laboratory
HC LEVEL - 1 ICU,200.0,-100.0,1.0,6939.1,6939.1,,,,
HC LEVEL - 1 ROOM & BOARD (SEMI-,120.0,-100.0,1.0,2099.93,2099.93,,,,
HC LIMB HOLDER QUILTED TIE,270.0,-100.0,1.0,21.86,21.86,,,,
HC LIPASE,300.0,-100.0,1.0,64.0,64.0,5341.0,HC LIPASE,lipase,Laboratory
"HC LIPASE, SERUM",301.0,-100.0,1.0,52.2,52.2,,,,
HC LOCM 300 - 399 MG/ML IODINE C,250.0,-100.0,620.0,936.2,1.51,,,,
HC LUMBAR PUNCT DIAG,761.0,-100.0,1.0,993.0,993.0,,,,
HC MAGNESIUM,300.0,-100.0,1.0,64.0,64.0,1877.0,HC MAGNESIUM,magnesium,Laboratory
"HC MAGNESIUM, SERUM",301.0,-100.0,1.0,50.64,50.64,,,,
HC MEDRAD SYRINGE,270.0,-100.0,1.0,13.47,13.47,,,,
HC MICRO PUNCTURE,270.0,-100.0,1.0,180.18,180.18,,,,
HC MNPJ CH FACILITATE LNG FUNC,410.0,-100.0,1.0,135.91,135.91,,,,
HC MNPJ CH WALL FACILITATE LNG,410.0,-100.0,1.0,188.82,188.82,,,,
HC MRI BRAIN W/O CONTR LTD,611.0,-100.0,1.0,3113.0,3113.0,,,,
HC NATRIURETIC PEPTIDE,300.0,-100.0,1.0,178.0,178.0,5347.0,HC NATRIURETIC PEPTIDE,natriuretic peptide,Laboratory
HC NATURAL KILLER (NK) CELLS TOTAL COUNT,300.0,-100.0,1.0,148.0,148.0,,,,
HC NEBULIZER TREATMENT INTL,460.0,-100.0,1.0,327.57,327.57,,,,
HC NEEDL ARTERIALBLOOD 23GX1,270.0,-100.0,2.5,16.175,6.47,,,,
HC NEEDLE ASPIR INT & REPT.,310.0,-100.0,1.0,207.0,207.0,,,,
HC NEEDLE PRTCT+CATH 20GX1.2,270.0,-100.0,3.0,16.65,5.55,2101.0,HC NEEDLE PRTCT+CATH 20GX1.2,needle protect and catheter 20gx1.2,Supply
HC NORMAL SALINE .9% 250 ML,250.0,-100.0,1.0,2.56,2.56,,,,
HC NUCLEIC ACID PROBE AMPL CMV,300.0,-100.0,1.0,268.0,268.0,,,,
HC NUCLEIC ACID PROBE AMPL HERPES SMPLX,300.0,-100.0,1.0,475.0,475.0,,,,
HC NUCLEIC ACID PROBE ON HIV-1,300.0,-100.0,1.0,367.0,367.0,,,,
HC NUCLEIC ACID PROBE QN HEP B,300.0,-100.0,1.0,403.0,403.0,,,,
HC NUCLEIC ACID PROBE QNCMV),300.0,-100.0,1.0,280.0,280.0,,,,
HC OCCUPATIONAL THER EVAL (AKA,434.0,-100.0,1.0,239.76,239.76,,,,
HC OPER RM TYPE B 2.50 HRS,360.0,-100.0,1.0,12847.14,12847.14,,,,
HC OSMOLALITY BL,300.0,-100.0,1.0,61.0,61.0,,,,
"HC OSMOLALITY, FLUID",300.0,-100.0,1.0,63.0,63.0,,,,
HC OT EVALUATION,434.0,-100.0,1.0,621.0,621.0,,,,
HC OXISENSOR MAX-N,270.0,-100.0,1.0,44.35,44.35,,,,
HC OXYGEN HOURS,270.0,-100.0,24.0,315.36,13.14,,,,
HC OXYGEN-NASAL,270.0,-100.0,1.0,54.6,54.6,,,,
HC P9016 RED BLOOD CELLS LEUK,390.0,-100.0,1.5,467.325,311.55,,,,
HC P9017 FF PLASMA 50CC - 1UNI,390.0,-100.0,1.0,125.07,125.07,,,,
HC P9035 PLT APHERESIS LEUKOR,390.0,-100.0,1.0,1017.19,1017.19,,,,
HC P9037 PLT APH LEUKORED IR,390.0,-100.0,0.0,0.0,,,,,
HC P9059 FFP FRZ IN 8 - 24 HRS E,390.0,-100.0,1.0,232.97,232.97,,,,
HC PACK HOT INSTANT MEDIUM,270.0,-100.0,1.0,6.7,6.7,,,,
HC PACK INTERVENTINAL RADIOLOGY,270.0,-100.0,1.0,170.72,170.72,,,,
HC PANEL FERRITIN,301.0,-100.0,1.0,128.0,128.0,,,,
"HC PARTICLE AGGLUTIN; SCREEN, EACH ($84)",300.0,-100.0,1.0,98.0,98.0,,,,
HC PASSTHROUGH MED/SURG SUPPLI,272.0,-100.0,8.0,30038.0,3754.75,,,,
"HC PHOSPHATASE, ALKALINE;",300.0,-100.0,1.0,43.0,43.0,,,,
"HC PHOSPHATE, SERUM",300.0,-100.0,2.0,71.7,35.85,,,,
HC PHOSPHORUS INORGANIC (PHOSPHATE);,300.0,-100.0,1.0,33.0,33.0,2166.0,HC PHOSPHORUS INORGANIC (PHOSPHATE);,phosphorus inorganic phosphate,Laboratory
HC PHYSICAL THER EVAL,424.0,-100.0,1.0,214.28,214.28,,,,
HC PICC CATHETER,272.0,-100.0,1.0,605.05,605.05,,,,
HC PLATELET,300.0,-100.0,1.0,33.93,33.93,,,,
HC PLATELETS LEUKOCYTE REDUCED IRRADIATE,390.0,-100.0,5.0,2244.6,448.92,,,,
HC PLATELETS PHERESIS LR IRRADIATED EA,390.0,-100.0,1.0,2218.27,2218.27,,,,
HC POSEY FINGER MITT OPEN END,270.0,-100.0,1.0,69.36,69.36,,,,
HC POTASSIUM URINE,300.0,-100.0,1.0,31.0,31.0,,,,
"HC POTASSIUM, SERUM",300.0,-100.0,1.0,34.78,34.78,,,,
"HC POTASSIUM, WB",301.0,-100.0,2.5,86.95,34.78,,,,
HC PRESS/N - PRESS INHLJ TX F/AA,410.0,-100.0,1.0,180.53,180.53,,,,
HC PRESSURIZED/NONPRESSURIZED INHAL TX,460.0,-100.0,1.0,327.57,327.57,,,,
HC PRISM M150,270.0,-100.0,1.0,822.74,822.74,,,,
HC PROCALCITONIN,301.0,-100.0,1.0,180.0,180.0,5366.0,HC PROCALCITONIN,procalcitonin,Laboratory
HC PROTEIN TOTAL CSF,301.0,-100.0,1.0,50.0,50.0,,,,
HC PROTHROMBIN,300.0,-100.0,1.5,44.625,29.75,2641.0,HC PROTHROMBIN,prothrombin,Laboratory
HC PROTHROMBIN TIME (PT),300.0,-100.0,1.0,36.0,36.0,2266.0,HC PROTHROMBIN TIME (PT),prothrombin time patient,Laboratory
HC PT EVALUATION,424.0,-100.0,1.0,461.0,461.0,,,,
HC PTT,300.0,-100.0,1.0,58.0,58.0,1697.0,HC PTT,partial_prothrombaplastin_time,Laboratory
HC PUNCTURE ARTERIAL,300.0,-100.0,1.0,138.0,138.0,,,,
HC Q - SYTE CLAVE,270.0,-100.0,6.0,29.7,4.95,,,,
HC RADEX ANKLE COMPL MINIMUM 3,320.0,-100.0,2.0,827.66,413.83,,,,
HC RADEX CH 1 VIEW FRNT,324.0,-100.0,1.0,267.7,267.7,,,,
HC RADEX CH 2 VIEWS FRNT&LAT,324.0,-100.0,1.0,421.22,421.22,,,,
HC RADEX ELBW COMPL MINIMUM 3,320.0,-100.0,2.0,524.28,262.14,,,,
HC RADEX F/ARM 2 VIEWS,320.0,-100.0,2.0,565.68,282.84,,,,
HC RADEX HAND MINIMUM 3 VIEWS,320.0,-100.0,2.0,655.14,327.57,,,,
HC RADEX KNE COMPL 4/MORE VIEW,320.0,-100.0,2.0,868.68,434.34,,,,
HC RADEX PELVIS 1/2 VIEWS,320.0,-100.0,2.0,524.28,262.14,,,,
HC RADEX SPINE CERVICAL 2 OR 3,320.0,-100.0,1.0,372.62,372.62,,,,
HC RADEX TIBFIB 2 VIEWS,320.0,-100.0,1.0,376.33,376.33,,,,
HC RBC SCRN ANTIBODY,300.0,-100.0,1.0,125.0,125.0,,,,
HC RBCS LR EA UNIT,390.0,-100.0,1.0,675.0,675.0,2274.0,HC RBCS LR EA UNIT,red_blood_cells leukocyte_reduced each unit,Blood Products
HC RBCS LR IRRADIATED EA UNIT,390.0,-100.0,1.0,837.62,837.62,,,,
HC RECTAL PROBE,270.0,-100.0,1.0,23.12,23.12,,,,
HC RESPIRATORY VIRUS PCR 6-11 TARGETS,306.0,-100.0,1.0,580.9,580.9,,,,
HC RESUSCITATE BAG,270.0,-100.0,1.0,41.83,41.83,,,,
HC SEDIMENTATION RATE AUTO,300.0,-100.0,1.0,12.0,12.0,,,,
HC SELF - CARE/HOME MGMT TRAININ,430.0,-100.0,1.0,95.67,95.67,,,,
HC SENSOR ADULT DISP,270.0,-100.0,1.5,26.445,17.63,2143.0,HC SENSOR ADULT DISP,sensor adult disposable,Supply
HC SET CLAVE PRIMARY MACRO,270.0,-100.0,1.0,15.8,15.8,,,,
HC SET EXT 30 STOPCOCK 3WAY,270.0,-100.0,3.0,14.94,4.98,,,,
"HC SET SECONDARY LS 32""",270.0,-100.0,1.0,3.3,3.3,,,,
HC SET WING INFUS21G BUTTERF,270.0,-100.0,1.5,9.96,6.64,,,,
HC SET WING INFUS23G BUTTERF,270.0,-100.0,2.0,13.28,6.64,,,,
HC SKIN PROTECTANT SPRAY,270.0,-100.0,1.0,33.37,33.37,,,,
HC SLCTV CATHJ 2ND ORDER ABDL,361.0,-100.0,1.0,2376.76,2376.76,,,,
HC SLCTV CATHJ 3RD+ ORD SLCTV,361.0,-100.0,1.0,2827.78,2827.78,,,,
"HC SLEEVE COMPRESSION CALF MED UP TO 18""",270.0,-100.0,1.0,42.8,42.8,,,,
HC SLEEVE CONTAMINATION,270.0,-100.0,1.0,56.47,56.47,,,,
"HC SMEAR, PRIMARY SOURCE GRAM STAIN",300.0,-100.0,1.0,63.0,63.0,,,,
HC SODIUM URINE,300.0,-100.0,1.0,38.0,38.0,,,,
"HC SODIUM, WB",300.0,-100.0,2.5,42.9,17.16,,,,
HC SOLN NACL .9% 500ML,270.0,-100.0,1.0,3.75,3.75,,,,
"HC SOLN, NACL 9% 250 ML",270.0,-100.0,1.0,2.56,2.56,,,,
HC STANDARDIZED COGNITIVE PERF,440.0,-100.0,1.0,342.0,342.0,,,,
HC STOPCOCK 4 WAY,270.0,-100.0,3.0,6.33,2.11,,,,
HC STOPCOCK HIGH PRESSURE,270.0,-100.0,1.0,4.22,4.22,,,,
HC SUCTION CATHETER TRAY,270.0,-100.0,3.0,7.29,2.43,,,,
HC SURGICEL HEMOSTAT .5X2,270.0,-100.0,2.0,82.5,41.25,,,,
"HC SUSCEPT STUDY, ANTIMICROBIA -10200082",300.0,-100.0,1.0,227.0,227.0,,,,
HC SUSCEPTIBILITY DISK PER PLATE <13 AGENTS,300.0,-100.0,1.0,99.0,99.0,,,,
"HC SUSCEPTIBILITY, E-TEST, 1ST STRIP",300.0,-100.0,1.0,61.0,61.0,,,,
"HC SUSCEPTIBILITY, E-TEST, 2ND STRIP",300.0,-100.0,1.0,5.0,5.0,,,,
HC SUTURE REMOVAL,270.0,-100.0,1.0,1.95,1.95,,,,
HC SUTURES,270.0,-100.0,1.0,29.55,29.55,,,,
HC SWAB VIRAL MEDIUM,270.0,-100.0,1.0,8.77,8.77,,,,
HC SWITCHES/STOP COCKS,270.0,-100.0,1.0,18.82,18.82,,,,
HC TARNSFERASE; ASPARTATE AMINO (AST) (S,300.0,-100.0,1.0,43.0,43.0,,,,
HC TB TEST CELL IMM AG MEASURE GAMMA INTERF,300.0,-100.0,1.0,119.0,119.0,,,,
HC THER PROPH/DX NJX IV PUSH S,260.0,-100.0,1.0,278.48,278.48,,,,
HC THER PX 1+ AREAS EA 15 MIN,420.0,-100.0,1.0,80.45,80.45,,,,
HC THERAPEUT ACTVITY DIRECT PT,420.0,-100.0,2.0,150.14,75.07,,,,
HC TOPICAL EMBOLIC,272.0,-100.0,1.0,260.82,260.82,,,,
