,DESC_ID,ORIG_DESC,NORM_DESC,CHRG_CLS,FLAG,CREATE_DT,FTR1,FTR2,FTR3,FTR4,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Predicted_Class_DeepNN,Prob_DeepNN,Voted Output,Voting Algorithm,Sum Correct,Correct_Logistic_OvR,Correct_DeepNN,Confidence Score,Feature 1,Feature 2,Feature 3,Feature 4
677,3423,11482222 - BUMETANIDE 0.25MG/ML 10ML,bumetanide 0.25_mg/ml 10_ml,Pharmacy,RETROSPECTIVE,13/07/2016,10_ml,bumetanide,0.25_mg/ml,,Pharmacy,0.96699623037,Pharmacy,0.999484695682,Pharmacy,"Logistic_OvR, DeepNN",2,1,1,0.983240463026,10_ml,bumetanide,0.25_mg/ml,
678,4785,BLOOD GASES POC,blood gases point_of_care,Monitoring,ONLINE,16/09/2016,poc,blood,gases,,Monitoring,0.755834095849,Laboratory,0.736103069187,Monitoring,Logistic_OvR,1,1,0,0.377917047924,poc,blood,gases,
679,486,SILDENAFIL 2.5 MG/ML SUSPENSION,sildenafil 2.5_mg/ml suspension,Plan Benefit,RETROSPECTIVE,12/07/2016,suspension,sildenafil,2.5mg/ml,,Plan Benefit,0.933845649011,Plan Benefit,0.999319816359,Plan Benefit,"Logistic_OvR, DeepNN",2,1,1,0.966582732685,suspension,sildenafil,2.5_mg/ml,
680,5195,GLYCOSYLAATED A1C,glycosylated a1c,Laboratory,ONLINE,16/09/2016,glycosylaated,a1c,,,Laboratory,0.809716198377,Laboratory,0.958494542075,Laboratory,"Logistic_OvR, DeepNN",2,1,1,0.884105370226,glycosylated,a1c,,
681,6172,ALPHA-FETOPROTEIN SERUM,alpha fetoprotein serum,Laboratory,ONLINE,19/09/2016,alpha,fetoprotein,serum,,Laboratory,0.874099463029,Laboratory,0.999375609641,Laboratory,"Logistic_OvR, DeepNN",2,1,1,0.936737536335,alpha,fetoprotein,serum,
682,2373,DRSG MPLX BRDR 3X3,dressing mepilex brdr 3x3,Supply,RETROSPECTIVE,12/07/2016,mplx,3x3,brdr,,Supply,0.914163193241,Supply,0.999623730075,Supply,"Logistic_OvR, DeepNN",2,1,1,0.956893461658,mplx,3x3,brdr,drsg
683,163,HEPARIN FLUSH 10ML 00000005.000,heparin flush 10_ml 5,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,5,10_ml,flush,Diluent / Flush / Irrigant,0.94322548471,Diluent / Flush / Irrigant,0.999595481004,Diluent / Flush / Irrigant,"Logistic_OvR, DeepNN",2,1,1,0.971410482857,heparin,10_ml,flush,
684,2149,DEXTROSE 10% IN WATER (D10W) 10 % SOLP 250 ML BAG,dextrose 10% in water d10w 10% solution 250_ml bag,Pharmacy,RETROSPECTIVE,12/07/2016,water,250_ml,dextrose,solution,Diluent / Flush / Irrigant,0.528076291082,Pharmacy,0.76757934186,Pharmacy,DeepNN,1,0,1,0.38378967093,water,250_ml,dextrose,solution
685,6211,DUAL LUMEN CENTRAL LINE,dual lumen central line,Supply,ONLINE,19/09/2016,line,central,lumen,dual,Supply,0.864465502566,Supply,0.984242881452,Supply,"Logistic_OvR, DeepNN",2,1,1,0.924354192009,line,central,lumen,dual
686,1163,C MHOC-NON-CHEMO SUB Q O,mhoc non chemo sub q oxygen,Nursing Services,RETROSPECTIVE,12/07/2016,non,sub,oxygen,chemo,Respiratory Therapy,0.517100073918,Laboratory,0.919602793533,Laboratory,DeepNN,1,0,1,0.459801396767,non,o,,
687,2663,ANESTH PER MINUTE,anesthesia per minute,OR / Anesthesia / Recovery Room,RETROSPECTIVE,12/07/2016,anesthyl,minute,per,,OR / Anesthesia / Recovery Room,0.805863029377,OR / Anesthesia / Recovery Room,0.999638529826,OR / Anesthesia / Recovery Room,"Logistic_OvR, DeepNN",2,1,1,0.902750779601,minute,anesthesia,per,
688,2300,PARTIAL THROMBOPLAST TIME PTT,partial thromboplastin time partial_prothrombaplastin_time,Laboratory,RETROSPECTIVE,12/07/2016,thromboplastic,partial,ptt,time,Laboratory,0.928177567475,Laboratory,0.999989561001,Laboratory,"Logistic_OvR, DeepNN",2,1,1,0.964083564238,partial,ptt,thromboplastin,time
689,3073,NORM SAL STER500MLIV,normal_saline sterile 500_ml intravenous,Diluent / Flush / Irrigant,RETROSPECTIVE,13/07/2016,sal,ster500_mliv,normal,,Diluent / Flush / Irrigant,0.874866748026,Diluent / Flush / Irrigant,0.999558915994,Diluent / Flush / Irrigant,"Logistic_OvR, DeepNN",2,1,1,0.93721283201,intravenous,sterile,500_ml,normal_saline
690,2242,PATIENT EDUCATION/15 MINUTES,patient education/15 minutes,Education / Training,RETROSPECTIVE,12/07/2016,minutes,patient,education/15,,Education / Training,0.513731578184,Education / Training,0.981421212206,Education / Training,"Logistic_OvR, DeepNN",2,1,1,0.747576395195,minutes,patient,education/15,
691,5502,HEPARIN 1 000 UNIT/ML SOLN 30 ML VIAL,heparin 1 000_units/ml solution 30_ml vial,Pharmacy,ONLINE,16/09/2016,heparin,vial,30_ml,soln,Pharmacy,0.854034467359,Pharmacy,0.802187356112,Pharmacy,"Logistic_OvR, DeepNN",2,1,1,0.828110911736,heparin,vial,30_ml,soln
692,1445,OXISENSOR NEONATAL,oxisensor neonatal,Supply,RETROSPECTIVE,12/07/2016,neonatal,oxisensor,,,Supply,0.336476488163,Pharmacy,0.431448363098,Pharmacy,DeepNN,1,0,1,0.215724181549,neonatal,oxisensor,,
693,3938,HB ANES MATERIALS ADD'L 15 MIN,anesthesia materials additional 15_minutes,OR / Anesthesia / Recovery Room,RETROSPECTIVE,13/07/2016,materials,min,anesthesia,additional,OR / Anesthesia / Recovery Room,0.945161284228,OR / Anesthesia / Recovery Room,0.999999518798,OR / Anesthesia / Recovery Room,"Logistic_OvR, DeepNN",2,1,1,0.972580401513,materials,anesthesia,15_minutes,additional
694,974,INSULIN LISPRO U-100; INSULIN LISPRO 100 UNITS/ML,insulin lispro_units 100 insulin lispro 100_units/ml,Pharmacy,RETROSPECTIVE,12/07/2016,lispro,insulin,,,Pharmacy,0.953768168558,Pharmacy,0.999987748463,Pharmacy,"Logistic_OvR, DeepNN",2,1,1,0.97687795851,lispro,insulin,,
695,1491,SET TRIFURCATED W/BIONECTOR,set trifurcated with bionector,Supply,RETROSPECTIVE,12/07/2016,trifurcated,set,bionector,,Supply,0.895178119793,Supply,0.99973890926,Supply,"Logistic_OvR, DeepNN",2,1,1,0.947458514526,trifurcated,set,bionector,
696,5592,LACTULOSE 10 GM/15ML SOLN,lactulose 10_gm/15_ml solution,Pharmacy,ONLINE,16/09/2016,10_gm/15_ml,soln,lactulose,,Pharmacy,0.955056758718,Pharmacy,0.999056311475,Pharmacy,"Logistic_OvR, DeepNN",2,1,1,0.977056535096,10_gm/15_ml,soln,lactulose,
697,3880,EPINEPHR 1MG-1ML INJ,epinephrine 1_mg 1_ml injection,Pharmacy,RETROSPECTIVE,13/07/2016,1_mg,injection,1_ml,epinephrine,Pharmacy,0.945657368688,Pharmacy,0.999581343371,Pharmacy,"Logistic_OvR, DeepNN",2,1,1,0.972619356029,1_mg,inj,1_ml,epinephrine
698,2177,SET BEQ HIT 7050 ADVANCED 7.0,set beq hit 7050 advanced 7,Supply,RETROSPECTIVE,12/07/2016,set,,,,Supply,0.856176847278,Supply,0.984100153098,Supply,"Logistic_OvR, DeepNN",2,1,1,0.920138500188,set,hit,advanced,beq
699,6183,CALCIUM GLUCONATE 100 MG/M,calcium gluconate 100_mg/m,Pharmacy,ONLINE,19/09/2016,calcium,100_mg/m,gluconate,,Pharmacy,0.922630542119,Pharmacy,0.999949119035,Pharmacy,"Logistic_OvR, DeepNN",2,1,1,0.961289830577,calcium,100_mg/m,gluconate,
700,998,MAGNESIUM HYDROXIDE 400 MG/5 ML SUSP,magnesium hydroxide 400_mg/5_ml suspension,Pharmacy,RETROSPECTIVE,12/07/2016,suspension,hydroxide,magnesium,400_mg/5_ml,Pharmacy,0.908070048233,Pharmacy,0.999695257924,Pharmacy,"Logistic_OvR, DeepNN",2,1,1,0.953882653079,susp,hydroxide,magnesium,400_mg/5_ml
701,5299,HC GLUCOSE BLD QUANT,glucose blood quantitative,Laboratory,ONLINE,16/09/2016,quant,bld,glucose,,Laboratory,0.897746423195,Laboratory,0.999969840279,Laboratory,"Logistic_OvR, DeepNN",2,1,1,0.948858131737,quant,bld,glucose,
702,1034,PANTOPRAZOLE 2MG/ML COMPOUND; PANTOPRAZOLE (PROTONIX) 40 MG/20 ML,pantoprazole 2_mg/ml compound pantoprazole protonix 40_mg/20_ml,Pharmacy,RETROSPECTIVE,12/07/2016,protonix,pantoprazole,,,Pharmacy,0.973640003803,Pharmacy,0.999997223125,Pharmacy,"Logistic_OvR, DeepNN",2,1,1,0.986818613464,pantoprazole,,,
703,4921,CREAM ILEX 2.0 OZ. TUBE,cream ilex 2.0 ounce tube,Supply,ONLINE,16/09/2016,tube,ounce,ilex,cream,Supply,0.847069719595,Supply,0.703108769625,Supply,"Logistic_OvR, DeepNN",2,1,1,0.77508924461,tube,ounce,cream,
704,4722,ANTI-PHOSPHATIDYL,anti phosphatidyl,Laboratory,ONLINE,16/09/2016,phosphatidyl,anti,,,Laboratory,0.730978962213,Laboratory,0.879395242632,Laboratory,"Logistic_OvR, DeepNN",2,1,1,0.805187102423,phosphatidyl,anti,,
705,926,DEFIBROTIDE INJ MT2,defibrotide injection mt2,Pharmacy,RETROSPECTIVE,12/07/2016,mt2,injection,defibrotide,,Pharmacy,0.903055151756,Pharmacy,0.998548072975,Pharmacy,"Logistic_OvR, DeepNN",2,1,1,0.950801612366,mt2,inj,defibrotide,
706,2156,SUCTION ONLY,suction only,Respiratory Therapy,RETROSPECTIVE,12/07/2016,suction,,,,Supply,0.765992578505,Supply,0.996701631616,Supply,"Logistic_OvR, DeepNN",2,1,1,0.881347105061,suction,,,
707,5974,SODIUM CHLORIDE 4 MEQ/ML SOLP,sodium_chloride 4_meq/ml solution,Pharmacy,ONLINE,16/09/2016,chloride,solution,4_meq/ml,sodium,Pharmacy,0.780049849121,Pharmacy,0.963399098633,Pharmacy,"Logistic_OvR, DeepNN",2,1,1,0.871724473877,solution,4_meq/ml,sodium_chloride,
708,2656,HC TCD STD ICRA ART EMBOLI DETCJ W/O IV MBUBB NJX,transcranial standard intracranial arteries emoli detection without intravenous microbubble injection,Radiology,RETROSPECTIVE,12/07/2016,without,iv,std,,Radiology,0.710190491722,Radiology,0.981184947821,Radiology,"Logistic_OvR, DeepNN",2,1,1,0.845687719771,without,injection,arteries,iv
709,5376,HC SELF CARE HOME MGMNT OT,self care home management occupational_therapy,PT / OT / Speech Therapy,ONLINE,16/09/2016,home,self,ot,care,PT / OT / Speech Therapy,0.839979894378,PT / OT / Speech Therapy,0.99978040473,PT / OT / Speech Therapy,"Logistic_OvR, DeepNN",2,1,1,0.919880149554,home,self,management,ot
710,578,HC CALCIUM  IONIZED  WB,calcium ionized whole_blood,Laboratory,RETROSPECTIVE,12/07/2016,calcium,ionized,WB,,Laboratory,0.903009674639,Laboratory,0.99753632723,Laboratory,"Logistic_OvR, DeepNN",2,1,1,0.950273000935,calcium,ionized,wb,
711,2265,FLUOROSCOPY GREATER THAN 1HR,fluoroscopy greater than 1hr,Radiology,RETROSPECTIVE,12/07/2016,1hr,fluoroscopy,greater,,Radiology,0.381482174713,Radiology,0.501887514768,Radiology,"Logistic_OvR, DeepNN",2,1,1,0.441684844741,1hr,fluoroscopy,greater,
712,1954,HC 97116 PT GAIT TRAINING EA 15 MIN,patient gait training each 15 minutes,PT / OT / Speech Therapy,RETROSPECTIVE,12/07/2016,min,,,,PT / OT / Speech Therapy,0.705604201612,PT / OT / Speech Therapy,0.981644505454,PT / OT / Speech Therapy,"Logistic_OvR, DeepNN",2,1,1,0.843624353533,min,training,pt,gait
713,6223,FORMULA: ELECARE JR 30 KCA,formula elecare jr 30 kca,Supply,ONLINE,19/09/2016,elecare,formula,kca,jr,Pharmacy,0.456404046141,Pharmacy,0.987904367708,Pharmacy,"Logistic_OvR, DeepNN",2,1,1,0.722154206924,elecare,formula,kca,jr
714,6212,EEG,electroencephalogram,Procedure,ONLINE,19/09/2016,eeg,,,,Laboratory,0.472784369238,Laboratory,0.801328468363,Laboratory,"Logistic_OvR, DeepNN",2,1,1,0.6370564188,eeg,,,
715,5909,ROOM 532 D,room 532 d,Room and Board,ONLINE,16/09/2016,room,,,,Room and Board,0.790192184515,Room and Board,0.991960596254,Room and Board,"Logistic_OvR, DeepNN",2,1,1,0.891076390384,room,,,
716,6025,SUSCEPTIBILITY MICRODILUTION PER PLATE ZZ00 TO,susceptibility microdilution per plate zz00 to,Laboratory,ONLINE,16/09/2016,per,,,,Laboratory,0.751425004663,Laboratory,0.718881603641,Laboratory,"Logistic_OvR, DeepNN",2,1,1,0.735153304152,per,,,
717,5058,DRESSING AQUAGUARD 7X7 OWEN,dressing aquaguard 7x7 owen,Supply,ONLINE,16/09/2016,7x7,owen,aquaguard,dressing,Supply,0.926131838723,Supply,0.999828094896,Supply,"Logistic_OvR, DeepNN",2,1,1,0.96297996681,7x7,owen,aquaguard,dressing
718,3792,BLOOD CULTURE AEROBIC,blood culture aerobic,Laboratory,RETROSPECTIVE,13/07/2016,aerobic,culture,blood,,Laboratory,0.975089563509,Laboratory,0.999985499128,Laboratory,"Logistic_OvR, DeepNN",2,1,1,0.987537531319,aerobic,culture,blood,
719,3901,FIRST 1/2 HOUR GEN,first 1/2 hour general,OR / Anesthesia / Recovery Room,RETROSPECTIVE,13/07/2016,general,02/Jan,hour,first,OR / Anesthesia / Recovery Room,0.616580294583,OR / Anesthesia / Recovery Room,0.997480380803,OR / Anesthesia / Recovery Room,"Logistic_OvR, DeepNN",2,1,1,0.807030337693,gen,1/2,hour,first
720,415,HC-(EACH ADDTL MINUTE) NITRIC OXIDE THERAPY & GAS,each additional minute nitric oxide therapy & gas,Plan Benefit,RETROSPECTIVE,12/07/2016,additional,gas,oxide,therapy,Plan Benefit,0.91785952201,Plan Benefit,0.999945396831,Plan Benefit,"Logistic_OvR, DeepNN",2,1,1,0.958902459421,additional,gas,oxide,therapy
721,2056,SODIUM CHLORIDE 0.9% SOLP 250 ML FLEX CONT,sodium_chloride 0.9% solution 250_ml flex cont,Diluent / Flush / Irrigant,ONLINE,16/09/2016,250_ml,chloride,solution,flex,Diluent / Flush / Irrigant,0.853105390905,Diluent / Flush / Irrigant,0.979931990865,Diluent / Flush / Irrigant,"Logistic_OvR, DeepNN",2,1,1,0.916518690885,250_ml,cont,solution,flex
722,6185,CARNITINE TOTAL AND FREE,carnitine total and free,Laboratory,ONLINE,19/09/2016,carnitine,total,free,,Laboratory,0.936870303347,Laboratory,0.999977488919,Laboratory,"Logistic_OvR, DeepNN",2,1,1,0.968423896133,carnitine,total,free,
723,2297,MS CLOTH 2% GLUCO CHLOR 2P,med_surg cloth 2% glucose chloride 2_pack,Pharmacy,RETROSPECTIVE,12/07/2016,chlor,glucose,,,Supply,0.848196396822,Supply,0.963238269051,Supply,"Logistic_OvR, DeepNN",2,1,1,0.905717332936,chlor,glucose,,
724,5820,PNEUMOCOCCAL CONJUGATE 13-VALENT VACCINE 0.5 ML,pneumococcal conjugate 13 valent vaccine 0.5_ml,Pharmacy,ONLINE,16/09/2016,vaccine,,,,Pharmacy,0.698253262628,Pharmacy,0.998891844175,Pharmacy,"Logistic_OvR, DeepNN",2,1,1,0.848572553402,vaccine,,,
725,1960,TREATMENT/SWALLOWING,treatment/swallowing,PT / OT / Speech Therapy,RETROSPECTIVE,12/07/2016,treatment,swallowing,,,Respiratory Therapy,0.589554254078,PT / OT / Speech Therapy,0.518000438058,Respiratory Therapy,Logistic_OvR,1,1,0,0.294777127039,swallowing,treatment,,
726,4681,AEROCHAMBER DEVICE,aerochamber device,Supply,ONLINE,16/09/2016,aerochamber,device,,,Supply,0.763965889758,Supply,0.95420851023,Supply,"Logistic_OvR, DeepNN",2,1,1,0.859087199994,aerochamber,device,,
727,3773,ASPIRIN 81 MG CHEW TAB,aspirin 81_mg chew tablet,Pharmacy,RETROSPECTIVE,13/07/2016,chew,81_mg,tablet,aspirin,Pharmacy,0.958918000186,Pharmacy,0.999970599494,Pharmacy,"Logistic_OvR, DeepNN",2,1,1,0.97944429984,chew,81_mg,tab,aspirin
728,5647,METHADONE 10 MG/ML SOLN,methadone 10_mg/ml solution,Pharmacy,ONLINE,16/09/2016,10_mg/ml,methadone,soln,,Pharmacy,0.958719153907,Pharmacy,0.999439414753,Pharmacy,"Logistic_OvR, DeepNN",2,1,1,0.97907928433,10_mg/ml,methadone,soln,
729,2002,LISINOPRIL 5 MG TAB,lisinopril 5_mg tablet,Pharmacy,RETROSPECTIVE,12/07/2016,5_mg,tab,lisinopril,,Pharmacy,0.937480848683,Pharmacy,0.999890050554,Pharmacy,"Logistic_OvR, DeepNN",2,1,1,0.968685449618,5_mg,tab,lisinopril,
730,5940,SHEATH,sheath,Supply,ONLINE,16/09/2016,sheath,,,,Supply,0.804395434344,Supply,0.997831383827,Supply,"Logistic_OvR, DeepNN",2,1,1,0.901113409085,sheath,,,
731,1331,DSG ABD 8X10,dressing abdomen 8x10,Supply,RETROSPECTIVE,12/07/2016,8x10,abdominal,dressing,,Supply,0.842166046322,Supply,0.999699448701,Supply,"Logistic_OvR, DeepNN",2,1,1,0.920932747512,8x10,abd,dsg,
732,3252,EEG AWAKE AND ASLEEP 20-40 MIN,electroencephalogram awake and asleep 20 40 minutes,Procedure,RETROSPECTIVE,13/07/2016,eeg,asleep,awake,min,PT / OT / Speech Therapy,0.417805043854,OR / Anesthesia / Recovery Room,0.334992343023,PT / OT / Speech Therapy,Logistic_OvR,1,1,0,0.208902521927,eeg,asleep,awake,min
733,3725,ACETAMINOPHEN 325 MG TABLET,acetaminophen 325_mg tablet,Pharmacy,RETROSPECTIVE,13/07/2016,325_mg,tablet,acetaminophen,,Pharmacy,0.96864247171,Pharmacy,0.999991158689,Pharmacy,"Logistic_OvR, DeepNN",2,1,1,0.984316815199,325_mg,tablet,acetaminophen,
734,1923,GENTAMICIN UP TO 90 MG,gentamicin up to 90_mg,Pharmacy,RETROSPECTIVE,12/07/2016,gentamicin,90_mg,,,Pharmacy,0.934379719815,Pharmacy,0.999923100832,Pharmacy,"Logistic_OvR, DeepNN",2,1,1,0.967151410324,gentamicin,90_mg,,
735,2705,27102000 - XR CHEST 2 VWS PA LATERAL,x-ray chest 2 views posterior_anterior lateral,Radiology,RETROSPECTIVE,13/07/2016,chest,,,,Radiology,0.808421065248,Radiology,0.999386386989,Radiology,"Logistic_OvR, DeepNN",2,1,1,0.903903726119,chest,views,,
736,4,ALARIS PUMP IV,alaris pump intravenous,Capital Equipment,RETROSPECTIVE,12/07/2016,pump,alaris,intravenous,,Capital Equipment,0.686720350947,Capital Equipment,0.935849668705,Capital Equipment,"Logistic_OvR, DeepNN",2,1,1,0.811285009826,pump,alaris,iv,
737,297,SODIUM CHLORIDE 0.9% 100ML 0264-1800-32,sodium chloride 0.9% 100_ml 264 1800 32,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,100_ml,chloride,sodium,,Diluent / Flush / Irrigant,0.840483382363,Diluent / Flush / Irrigant,0.995821589729,Diluent / Flush / Irrigant,"Logistic_OvR, DeepNN",2,1,1,0.918152486046,0.9%,100_ml,chloride,sodium
738,5412,HC URINALYSIS AUTOMATED WITH MICRO,urinalysis automated with microscopy,Laboratory,ONLINE,16/09/2016,urinalysis,micro,automated,,Laboratory,0.910077294992,Laboratory,0.999972251758,Laboratory,"Logistic_OvR, DeepNN",2,1,1,0.955024773375,urinalysis,microscopy,automated,
739,5255,HC CBC AUTO WO DIFF,complete_blood_count automated without differential,Laboratory,ONLINE,16/09/2016,cbc,without,diff,automated,Laboratory,0.931748817844,Laboratory,0.999997922557,Laboratory,"Logistic_OvR, DeepNN",2,1,1,0.9658733702,cbc,diff,without,automated
740,2792,69884001 - AMIKACIN,amikacin,Pharmacy,RETROSPECTIVE,13/07/2016,amikacin,,,,Pharmacy,0.841619524447,Pharmacy,0.982132523494,Pharmacy,"Logistic_OvR, DeepNN",2,1,1,0.91187602397,amikacin,,,
741,2341,INDIV. EXER. PER 15 MIN. (OT),individual exercise per 15 minutes occupational_therapy,PT / OT / Speech Therapy,RETROSPECTIVE,12/07/2016,occupational_therapy,per,,,PT / OT / Speech Therapy,0.842721175279,PT / OT / Speech Therapy,0.99992806222,PT / OT / Speech Therapy,"Logistic_OvR, DeepNN",2,1,1,0.92132461875,occupational_therapy,individual,minutes,per
742,492,SILDENAFIL 2MG/ML 5ML LI,sildenafil 2_mg/ml 5_ml li,Plan Benefit,RETROSPECTIVE,12/07/2016,li,2_mg/ml,sildenafil,5_ml,Plan Benefit,0.685448402805,Plan Benefit,0.989151298929,Plan Benefit,"Logistic_OvR, DeepNN",2,1,1,0.837299850867,li,2_mg/ml,sildenafil,5_ml
743,2897,C-REACTIVE PROTEIN,c-reactive protein,Laboratory,RETROSPECTIVE,13/07/2016,reactive,protein,,,Laboratory,0.920774768125,Laboratory,0.998754674901,Laboratory,"Logistic_OvR, DeepNN",2,1,1,0.959764721513,protein,c-reactive,,
744,4726,ARM RESTRAINT,arm restraint,Supply,ONLINE,16/09/2016,restraint,arm,,,Supply,0.329357007507,PT / OT / Speech Therapy,0.278914112347,Supply,Logistic_OvR,1,1,0,0.164678503754,restraint,arm,,
745,1853,POTASSIUM ISTAT,potassium istat,Monitoring,RETROSPECTIVE,12/07/2016,potassium,istat,,,Laboratory,0.581142293378,Laboratory,0.883630716079,Laboratory,"Logistic_OvR, DeepNN",2,1,1,0.732386504728,potassium,istat,,
746,1462,REAGENT STRIP,reagent strip,Supply,RETROSPECTIVE,12/07/2016,reagent,strip,,,Supply,0.797358467228,Supply,0.998044510551,Supply,"Logistic_OvR, DeepNN",2,1,1,0.89770148889,reagent,strip,,
747,4400,PULL UP ADULT MED PKG,pull up adult medium package,Supply,ONLINE,24/08/2016,pull,med,adult,pkg,Supply,0.876979580782,Supply,0.988691038536,Supply,"Logistic_OvR, DeepNN",2,1,1,0.932835309659,pull,medium,adult,pkg
748,3756,AMYLASE,amylase,Laboratory,RETROSPECTIVE,13/07/2016,amylase,,,,Laboratory,0.914790568888,Laboratory,0.940141885338,Laboratory,"Logistic_OvR, DeepNN",2,1,1,0.927466227113,amylase,,,
749,3347,HB TUMOR SETUP,tumor setup,Radiology,RETROSPECTIVE,13/07/2016,tumor,setup,,,Radiology,0.568254936368,Radiology,0.76598276824,Radiology,"Logistic_OvR, DeepNN",2,1,1,0.667118852304,tumor,setup,,
750,6295,SEDIMENTATION RATE RBC AUT,sedimentation rate red_blood_cell automated,Laboratory,ONLINE,19/09/2016,sedimentation,rate,aut,rbc,Laboratory,0.704705512483,Blood Products,0.508238753239,Laboratory,Logistic_OvR,1,1,0,0.352352756242,sedimentation,rate,automated,rbc
751,293,SODIUM CHLORIDE 0.9% 0.9% SOLN,sodium chloride 0.9% 0.9% solution,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,chloride,solution,sodium,,Diluent / Flush / Irrigant,0.785076094229,Diluent / Flush / Irrigant,0.992803821468,Diluent / Flush / Irrigant,"Logistic_OvR, DeepNN",2,1,1,0.888939957849,chloride,soln,sodium,
752,1043,PREMASOL 10% 1L BY ML,premasol 10% 1l by ml,Pharmacy,RETROSPECTIVE,12/07/2016,ml,bay,premasol,1l,Pharmacy,0.963951322354,Pharmacy,0.999447404359,Pharmacy,"Logistic_OvR, DeepNN",2,1,1,0.981699363357,ml,1l,premasol,10%
753,6166,ALBUMIN 25 % SOLP,albumin 25% solution,Pharmacy,ONLINE,19/09/2016,albumin,solution,25%,,Pharmacy,0.77598326736,Pharmacy,0.9936658098,Pharmacy,"Logistic_OvR, DeepNN",2,1,1,0.88482453858,albumin,solution,25%,
754,416,HCHG DAILY NO  PER HOUR,daily nitric_oxide per hour,Plan Benefit,RETROSPECTIVE,12/07/2016,hour,per,daily,nitric_oxide,Plan Benefit,0.796694662519,Plan Benefit,0.852278119666,Plan Benefit,"Logistic_OvR, DeepNN",2,1,1,0.824486391093,hour,per,daily,no
755,5510,HEPATIC FUNCTION,hepatic function,Laboratory,ONLINE,16/09/2016,function,hepatic,,,Laboratory,0.937454728588,Laboratory,0.999900499887,Laboratory,"Logistic_OvR, DeepNN",2,1,1,0.968677614237,function,hepatic,,
756,339,STERILE WATER FOR INJECTION 10,sterile water for injection 10,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,water,injection,sterile,,Diluent / Flush / Irrigant,0.434126867654,Diluent / Flush / Irrigant,0.558307805631,Diluent / Flush / Irrigant,"Logistic_OvR, DeepNN",2,1,1,0.496217336642,water,injection,sterile,
757,5911,ROOM 8016,room 8016,Room and Board,ONLINE,16/09/2016,room,,,,Room and Board,0.790192184515,Room and Board,0.991960596254,Room and Board,"Logistic_OvR, DeepNN",2,1,1,0.891076390384,room,,,
758,2203,TOBRAMYCIN 40 MG/ML SOLN 3,tobramycin 40_mg/ml solution 3,Pharmacy,RETROSPECTIVE,12/07/2016,40_mg/ml,tobramycin,soln,,Pharmacy,0.97892745832,Pharmacy,0.999948833062,Pharmacy,"Logistic_OvR, DeepNN",2,1,1,0.989438145691,40_mg/ml,tobramycin,soln,
759,4069,IV 0.9% NACL 500 ML,intravenous 0.9% sodium_chloride 500_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,13/07/2016,0.90%,500_ml,intravenous,sodium_chloride,Diluent / Flush / Irrigant,0.738374675769,Diluent / Flush / Irrigant,0.96952939335,Diluent / Flush / Irrigant,"Logistic_OvR, DeepNN",2,1,1,0.853952034559,0.9%,500_ml,iv,nacl
760,4327,VENT ADULT MGMT INITIAL 0-,ventilator adult management initial 0,Respiratory Therapy,RETROSPECTIVE,13/07/2016,ventilator,initial,management,adult,Respiratory Therapy,0.754754522859,Respiratory Therapy,0.996209166166,Respiratory Therapy,"Logistic_OvR, DeepNN",2,1,1,0.875481844513,ventilator,initial,mgmt,adult
761,4690,ALBUTEROL 90 MCG/PUFF HFAA 8.5 G CANISTER,albuterol 90 microgram/puff hfaa 8.5 gram canister,Pharmacy,ONLINE,16/09/2016,albuterol,microgram,,,Pharmacy,0.88071754985,Pharmacy,0.999411755062,Pharmacy,"Logistic_OvR, DeepNN",2,1,1,0.940064652456,albuterol,microgram,gram,
762,4638,PROCE RED CELL LEUKOREDUCE,processed red cell leukoreduced,Blood Products,ONLINE,01/09/2016,proce,cell,leukoreduced,red,Laboratory,0.530024654776,Blood Products,0.925284273554,Blood Products,DeepNN,1,0,1,0.462642136777,cell,leukoreduced,processed,red
763,3656,77020121 - VISE MULTI-TORQUE,vise multiple torque,Supply,RETROSPECTIVE,13/07/2016,torque,multiple,vise,,Supply,0.777320901952,Supply,0.942635489649,Supply,"Logistic_OvR, DeepNN",2,1,1,0.8599781958,torque,multiple,vise,
764,2860,ANAERO CULT ISO & PRESUMPT ID,anaerobic culture isolate and presumptive identification,Laboratory,RETROSPECTIVE,13/07/2016,&,anaerobic,presumptive,iso,Laboratory,0.970847331648,Laboratory,0.999996905366,Laboratory,"Logistic_OvR, DeepNN",2,1,1,0.985422118507,culture,isolate,presumptive,
765,2132,SUTURE 1 ETHIBOND X865H,suture 1 ethibond x865h,Supply,RETROSPECTIVE,12/07/2016,x865h,ethibond,suture,,Supply,0.764281051451,Supply,0.998175683424,Supply,"Logistic_OvR, DeepNN",2,1,1,0.881228367437,x865h,ethibond,suture,
766,1262,TRANSFUSION,transfusion,Nursing Services,RETROSPECTIVE,12/07/2016,transfusion,,,,Laboratory,0.561331073505,Blood Products,0.598181088795,Blood Products,DeepNN,1,0,1,0.299090544397,transfusion,,,
