,DESC_ID,ORIG_DESC,NORM_DESC,CHRG_CLS,FLAG,CREATE_DT,FTR1,FTR2,FTR3,FTR4,Predicted_Class_Jaro,Prob_Jaro,Predicted_Class_DLevenshtein,Prob_DLevenshtein,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Predicted_Class_DeepNN,Prob_DeepNN,Voted Output,Voting Algorithm,Sum Correct,Correct_Jaro,Correct_DLevenshtein,Correct_Logistic_OvR,Correct_DeepNN,Confidence Score,Feature 1,Feature 2,Feature 3,Feature 4
606,1621,GLUCOSE  BEDSIDE,glucose bedside,Monitoring,RETROSPECTIVE,12/07/2016,bedside,glucose,,,Monitoring,1.0,Monitoring,1.0,Monitoring,0.96,Monitoring,0.992127123644,Monitoring,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.988031780911,bedside,glucose,,
607,839,POC-HEMATOCRIT (HCT) GEM,point_of_care hematocrit hematocrit glucagon_emergency_management,Monitoring,RETROSPECTIVE,12/07/2016,hematocrit,POC,GEM,,Monitoring,0.86,Laboratory,0.68,Monitoring,0.96,Monitoring,0.997827645817,Monitoring,"Jaro, Logistic_OvR, DeepNN",3,1,0,1,1,0.704456911454,hematocrit,point_of_care,gem,
608,4421,VANCOMYCIN TROUGH,vancomycin trough,Laboratory,ONLINE,24/08/2016,vancomycin,trough,,,Laboratory,0.88,Laboratory,0.63,Pharmacy,0.92,Laboratory,0.613432879334,Laboratory,"Jaro, DLevenshtein, DeepNN",3,1,1,0,1,0.530858219833,vancomycin,trough,,
609,387,DORNASE ALFA 1 MG/ML SOLN[12211],dornase alpha 1_mg/ml solution 12211,Plan Benefit,RETROSPECTIVE,12/07/2016,alfa,solution,dornase,,Plan Benefit,0.94,Plan Benefit,0.96,Plan Benefit,0.92,Plan Benefit,0.998711971666,Plan Benefit,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.954677992916,alpha,1_mg/ml,solution,dornase
610,5872,PROTEIN C ACTIVIT,protein c activited,Laboratory,ONLINE,16/09/2016,protein,c,activity,,Laboratory,0.78,Laboratory,0.53,Laboratory,0.96,Laboratory,0.999967286538,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.817491821635,protein,activited,c,
611,578,HC CALCIUM  IONIZED  WB,calcium ionized whole_blood,Laboratory,RETROSPECTIVE,12/07/2016,calcium,ionized,WB,,Laboratory,0.96,Laboratory,0.96,Laboratory,0.914613933346,Laboratory,0.999743621789,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.958589388784,calcium,ionized,wb,
612,5099,FAMOTIDINE 20 MG/2 ML INJ,famotidine 20_mg/2_ml injection,Pharmacy,ONLINE,16/09/2016,20_mg/2_ml,famotidine,inj,,Pharmacy,0.95,Pharmacy,0.96,Pharmacy,0.973385541581,Pharmacy,0.999981585639,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.970841781805,20_mg/2_ml,famotidine,inj,
613,1276,VENIPUNCTURE ROUTINE,venipuncture routine,Nursing Services,RETROSPECTIVE,12/07/2016,venipuncture,routine,,,Nursing Services,0.95,Nursing Services,0.9,Nursing Services,0.96,Nursing Services,0.998183826655,Nursing Services,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.952045956664,venipuncture,routine,,
614,2651,HC CHEST 1 VIEW PA OR AP ONLY,chest 1 view posterior_anterior operation_room anterior_posterior only,Radiology,RETROSPECTIVE,12/07/2016,chest,view, ,,Radiology,0.85,Radiology,0.55,Radiology,0.663387212734,Radiology,0.95533507445,Radiology,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.754680571796,chest,or,view,
615,2241,WALKING MOVING AROUND,walking moving around,PT / OT / Speech Therapy,RETROSPECTIVE,12/07/2016,walking,moving,around,,PT / OT / Speech Therapy,0.9,PT / OT / Speech Therapy,0.93,PT / OT / Speech Therapy,0.393873238766,PT / OT / Speech Therapy,0.738979283729,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.740713130624,walking,moving,around,
616,6280,PHYTONADIONE 10 MG/ML SOLN,phytonadione 10_mg/ml solution,Pharmacy,ONLINE,19/09/2016,phytonadione,soln,10_mg/ml,,Pharmacy,0.96,Pharmacy,0.91,Pharmacy,0.951577984822,Pharmacy,0.992011406373,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.953397347799,phytonadione,soln,10_mg/ml,
617,1612,BEDSIDE GLUCOSE,bedside glucose,Monitoring,RETROSPECTIVE,12/07/2016,bedside,glucose,,,Monitoring,0.89,Monitoring,0.96,Monitoring,0.96,Monitoring,0.992127123644,Monitoring,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.950531780911,bedside,glucose,,
618,4722,ANTI-PHOSPHATIDYL,anti phosphatidyl,Laboratory,ONLINE,16/09/2016,phosphatidyl,anti,,,Diluent / Flush / Irrigant,0.71,Laboratory,0.5,Laboratory,0.92,Laboratory,0.998632397555,Laboratory,"DLevenshtein, Logistic_OvR, DeepNN",3,0,1,1,1,0.604658099389,phosphatidyl,anti,,
619,2619,HC THER PROPH/DX NJX EA SEQL IV PUSH SBST/DRUG,therapist prophylactic/diagnostic injection each sequential intravenous push subsequent/drug,Nursing Services,RETROSPECTIVE,12/07/2016,push,ther,iv,,Nursing Services,0.98,Nursing Services,0.93,Nursing Services,0.92983041666,Nursing Services,0.998424842281,Nursing Services,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.959563814735,sequential,subsequent,drug,diagnostic
620,3283,HB EVOKED POT POST TIBIAL NERVE,evoked potential post tibial nerve,Procedure,RETROSPECTIVE,13/07/2016,post,tibial,,,Procedure,0.79,Procedure,0.64,Procedure,0.40755094304,Procedure,0.786128846395,Procedure,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.655919947359,post,,,
621,5646,METHADONE 1 MG/ML SOLN 500 ML BOTTLE,methadone 1_mg/ml solution 500_ml bottle,Pharmacy,ONLINE,16/09/2016,soln,bottle,500_ml,,Pharmacy,0.88,Pharmacy,0.63,Pharmacy,0.932924616545,Pharmacy,0.965807420737,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.85218300932,soln,bottle,500_ml,
622,2756,63601000 - EXTRA TUBE STATISTICAL CDM,extra tube statistical cdm,Laboratory,RETROSPECTIVE,13/07/2016,cdm,tube,statistical,extra,Laboratory,0.7,Laboratory,0.48,Supply,0.96,Supply,0.977962566608,Supply,"Logistic_OvR, DeepNN",2,0,0,1,1,0.484490641652,cdm,tube,statistical,extra
623,3107,PLT LEUKORED CMVN EA (PLC),platelet leukoreduced cmv negative each PLC,Blood Products,RETROSPECTIVE,13/07/2016,place,leukoreduced,platelet,cmvn,Blood Products,0.85,Blood Products,0.65,Laboratory,0.96,Laboratory,0.991203256343,Laboratory,"Logistic_OvR, DeepNN",2,0,0,1,1,0.487800814086,plt,,,
624,1527,TOOTSWEET SUCROSE SOLN,tootsweet sucrose solution,Supply,RETROSPECTIVE,12/07/2016,solution,sucrose,tootsweet,,Capital Equipment,0.68,Diluent / Flush / Irrigant,0.45,Pharmacy,0.450740325937,Pharmacy,0.466632304456,Pharmacy,"Logistic_OvR, DeepNN",2,0,0,1,1,0.229343157598,soln,sucrose,tootsweet,
625,1381,HB SET FEEDING FARRELL GASTRIC PR,set feeding farrell gastric pressure,Supply,RETROSPECTIVE,12/07/2016,feeding,set,pressure,,Supply,0.73,Supply,0.43,Supply,0.938556373665,Supply,0.999974575032,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.774632737174,feeding,set,pr,
626,2287,US RENAL SONOGRAM CMP,ultrasound renal sonogram complete,Radiology,RETROSPECTIVE,12/07/2016,cmp,renal,us,sonogram,Radiology,0.72,Radiology,0.58,Radiology,0.92,Radiology,0.958620258,Radiology,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.7946550645,us,renal,sonogram,cmp
627,4784,BLOOD GAS-ARTERIAL,blood_gas arterial,Laboratory,ONLINE,16/09/2016,arterial,gas,blood,,Laboratory,0.83,Monitoring,0.59,Laboratory,0.5317443941,Laboratory,0.900573619999,Laboratory,"Jaro, Logistic_OvR, DeepNN",3,1,0,1,1,0.565579503525,arterial,blood_gas,,
628,1408,INFUSION SUPPLIES,infusion supplies,Supply,RETROSPECTIVE,12/07/2016,supplies,infusion,,,Capital Equipment,0.8,Supply,0.93,Supply,0.92,Supply,0.974247380274,Supply,"DLevenshtein, Logistic_OvR, DeepNN",3,0,1,1,1,0.706061845069,supplies,infusion,,
629,2309,VITAL HP 1000ML,vital high 1000_ml,Supply,RETROSPECTIVE,12/07/2016,hap,vital,1000_ml,,Pharmacy,0.78,Diluent / Flush / Irrigant,0.47,Diluent / Flush / Irrigant,0.40058016412,Diluent / Flush / Irrigant,0.575951705968,Diluent / Flush / Irrigant,"DLevenshtein, Logistic_OvR, DeepNN",3,0,1,1,1,0.361632967522,high,vital,1000_ml,
630,1903,PROTHROMBIN TIME INR,prothrombin time inr,Laboratory,RETROSPECTIVE,12/07/2016,time,inr,prothrombin,,Laboratory,0.97,Laboratory,0.9,Laboratory,0.96,Laboratory,0.999304023148,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.957326005787,time,inr,prothrombin,
631,676,ACCUCHECK  SINGLE,accucheck single,Monitoring,RETROSPECTIVE,12/07/2016,single,accucheck,,,Monitoring,0.79,Monitoring,0.58,Supply,0.567099819343,Supply,0.797476322077,Monitoring,"Jaro, DLevenshtein",2,1,1,0,0,0.3425,single,accucheck,,
632,3607,63527001 - BASIC METABOLIC PANEL,basic_metabolic_panel,Laboratory,RETROSPECTIVE,13/07/2016,metabolic,panel,basic,,Laboratory,0.9,Laboratory,0.93,Laboratory,0.96,Laboratory,0.996531609612,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.946632902403,basic_metabolic_panel,,,
633,1199,HC VENIPUNCTURE,venipuncture,Nursing Services,RETROSPECTIVE,12/07/2016,venipuncture,,,,Nursing Services,0.95,Nursing Services,0.93,Nursing Services,0.92,Nursing Services,0.994913170734,Nursing Services,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.948728292684,venipuncture,,,
634,1375,HB LINER SX MDVC 1000CC W/FLTR LI,liner suction mdvc 1000_cc with filter li,Supply,RETROSPECTIVE,12/07/2016,mdvc,suction,1000cc,liner,Diluent / Flush / Irrigant,0.69,Pharmacy,0.33,Supply,0.922913715593,Supply,0.999086543575,Supply,"Logistic_OvR, DeepNN",2,0,0,1,1,0.480500064792,filter,sx,,
635,1156,BLOOD ADMINISTRATION (,blood administration,Nursing Services,RETROSPECTIVE,12/07/2016,administration,blood,,,Nursing Services,1.0,Nursing Services,1.0,Nursing Services,0.96,Nursing Services,0.996816288617,Nursing Services,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.989204072154,administration,blood,,
636,2702,27054009 - FLUORO GDE CVAD ACCESS/REM,fluroscopy guide cvad access/ream,Radiology,RETROSPECTIVE,13/07/2016,fluroscopy,access,cvad,gde,Radiology,0.75,Radiology,0.42,PT / OT / Speech Therapy,0.397694397304,PT / OT / Speech Therapy,0.879050714242,PT / OT / Speech Therapy,"Logistic_OvR, DeepNN",2,0,0,1,1,0.319186277886,access,guide,,
637,4212,PROPOFOL 10 MG INJ,propofol 10_mg injection,Pharmacy,RETROSPECTIVE,13/07/2016,injection,propofol,10_mg,,Pharmacy,1.0,Pharmacy,1.0,Pharmacy,0.951813830207,Pharmacy,0.999889377598,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.987925801951,inj,propofol,10_mg,
638,4730,ASSAY OF CALCIUM IONIZED,assay of calcium ionized,Laboratory,ONLINE,16/09/2016,calcium,ionized,assay,,Laboratory,0.89,Monitoring,0.93,Laboratory,0.96,Laboratory,0.998801295592,Laboratory,"Jaro, Logistic_OvR, DeepNN",3,1,0,1,1,0.712200323898,calcium,ionized,assay,
639,3377,TRANSFUSION BLOOD OR BLOOD COMPONE,transfusion blood or blood components,Nursing Services,RETROSPECTIVE,13/07/2016,transfusion,blood,or,,Nursing Services,0.93,Nursing Services,0.96,Laboratory,0.561583654065,Laboratory,0.670526640532,Nursing Services,"Jaro, DLevenshtein",2,1,1,0,0,0.4725,transfusion,blood,compone,
640,4867,CEPHALEXIN 500 MG CAPS,cephalexin 500_mg capsule,Pharmacy,ONLINE,16/09/2016,capsule,cephalexin,500_mg,,Pharmacy,0.82,Pharmacy,0.58,Pharmacy,0.971114628807,Pharmacy,0.999956161648,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.842767697614,capsule,cephalexin,500_mg,
641,4864,CEFTRIAXONE 2 G SOLR 1 EACH VIAL,ceftriaxone 2 g solution 1 each vial,Pharmacy,ONLINE,16/09/2016,vial,ceftriaxone,solution,g,Pharmacy,0.83,Pharmacy,0.93,Pharmacy,0.956893789211,Pharmacy,0.98967514329,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.926642233125,vial,ceftriaxone,solution,g
642,277,SODIUM CHLORIDE 0.45% FLUS,sodium chloride 0.45% flush,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,flush,chloride,0.45%,sodium,Diluent / Flush / Irrigant,0.94,Diluent / Flush / Irrigant,0.96,Diluent / Flush / Irrigant,0.905171378245,Diluent / Flush / Irrigant,0.999556035908,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.951181853538,flus,chloride,0.45%,sodium
643,5866,PROCAINAMIDE PER 1 G,procainamide per 1 g,Pharmacy,ONLINE,16/09/2016,g,per,procainamide,,Pharmacy,0.75,Pharmacy,0.5,Pharmacy,0.96,Pharmacy,0.982787611028,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.798196902757,g,per,procainamide,
644,4437,C REACTIVE PROTEIN SE,c reactive protein serum,Laboratory,ONLINE,29/08/2016,reactive,protein,se,,Laboratory,0.94,Laboratory,0.96,Laboratory,0.94645434591,Laboratory,0.999996145708,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.961612622905,reactive,c,protein,serum
645,2722,30572000 - VENOUS DUPLEX IMAGE BILAT,venous duplex image bilateral,Radiology,RETROSPECTIVE,13/07/2016,venous,duplex,image,bilat,Radiology,0.75,Radiology,0.47,Radiology,0.688777730181,Radiology,0.995252689018,Radiology,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.7260076048,venous,duplex,image,bilateral
646,516,ASSAY OF SERUM SODIUM,assay of serum sodium,Laboratory,RETROSPECTIVE,12/07/2016,assay,serum,sodium,,Laboratory,0.9,Laboratory,0.93,Laboratory,0.939113064148,Laboratory,0.999940759389,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.942263455884,assay,serum,sodium,
647,720,GLUCOSE BLD BY MONITOR DEVICE,glucose blood by monitor device,Monitoring,RETROSPECTIVE,12/07/2016,device,bay,monitor,blood,Monitoring,1.0,Monitoring,1.0,Monitoring,0.96,Monitoring,0.999020621729,Monitoring,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.989755155432,device,monitor,bld,glucose
648,2163,SODIUM BICARB TAB 650MG,sodium bicarb tablet 650_mg,Pharmacy,RETROSPECTIVE,12/07/2016,650_mg,bicarb,tab,sodium,Pharmacy,0.81,Pharmacy,0.93,Pharmacy,0.909776389051,Pharmacy,0.992313915661,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.910522576178,650_mg,bicarb,tab,sodium
649,1301,CAN SUCT,canister suction,Supply,RETROSPECTIVE,12/07/2016,suction,canister,,,Diluent / Flush / Irrigant,0.76,Supply,0.46,Supply,0.96,Supply,0.913443267225,Supply,"DLevenshtein, Logistic_OvR, DeepNN",3,0,1,1,1,0.583360816806,suct,canister,,
650,5097,FAMOTIDINE 10 MG/ML SOLN,famotidine 10_mg/ml solution,Pharmacy,ONLINE,16/09/2016,famotidine,soln,10_mg/ml,,Pharmacy,0.88,Pharmacy,0.93,Pharmacy,0.965858449904,Pharmacy,0.99686538112,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.943180957756,famotidine,soln,10_mg/ml,
651,2257,FERROUS SULFATE OS,ferrous sulfate mouth,Pharmacy,RETROSPECTIVE,12/07/2016,os,ferrous,sulfate,,Pharmacy,0.87,Pharmacy,0.93,Pharmacy,0.96,Pharmacy,0.963745489595,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.930936372399,os,ferrous,sulfate,
652,18,EQ PUMP  SYRINGE,equipment pump syringe,Capital Equipment,RETROSPECTIVE,12/07/2016,syringe,equipment,pump,,Capital Equipment,1.0,Capital Equipment,1.0,Capital Equipment,0.96,Capital Equipment,0.999585099499,Capital Equipment,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.989896274875,syringe,eq,pump,
653,2645,HC EMER DEPT HIGH SEVERITY&THREAT FUNCJ,emergency department high severity&threat funcj,Other,RETROSPECTIVE,12/07/2016,high, , ,,Laboratory,0.72,Respiratory Therapy,0.35,Respiratory Therapy,0.201324421142,Respiratory Therapy,0.373224678921,Respiratory Therapy,"DLevenshtein, Logistic_OvR, DeepNN",3,0,1,1,1,0.231137275016,high,emergency,,
654,5986,SOL INHAL SEVOFLURANE 250ML,solution inhalation sevoflurane 250_ml,Pharmacy,ONLINE,16/09/2016,250_ml,sevoflurane,sol,inhal,Diluent / Flush / Irrigant,0.78,Diluent / Flush / Irrigant,0.46,Diluent / Flush / Irrigant,0.391282331217,Respiratory Therapy,0.65248376842,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR",3,1,1,1,0,0.407820582804,250_ml,sevoflurane,sol,inhal
655,315,SODIUM CHLORIDE 0.9% SOL,sodium chloride 0.9% solution,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,0.90%,chloride,solution,sodium,Diluent / Flush / Irrigant,0.98,Diluent / Flush / Irrigant,0.95,Diluent / Flush / Irrigant,0.96,Diluent / Flush / Irrigant,0.996510384022,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.971627596006,0.9%,chloride,sol,sodium
656,2960,DRAPE ULTRASOUND PROLIE 3687,drape ultrasound prolie 3687,Supply,RETROSPECTIVE,13/07/2016,ultrasound,drape,prolamine,,Laboratory,0.69,Supply,0.36,Radiology,0.523417324124,Supply,0.649187361886,Supply,"DLevenshtein, DeepNN",2,0,1,0,1,0.252296840471,ultrasound,drape,prolie,
657,5693,NACL 0.9% INJ 50 ML,sodium_chloride 0.9% injection 50_ml,Diluent / Flush / Irrigant,ONLINE,16/09/2016,0.90%,50_ml,inj,nacl,Diluent / Flush / Irrigant,0.98,Diluent / Flush / Irrigant,0.94,Diluent / Flush / Irrigant,0.652955527513,Diluent / Flush / Irrigant,0.989850491505,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.890701504755,0.9%,50_ml,inj,nacl
658,2859,AMINO ACID 4.25/5 DE,amino acid 4.25/5 dextrose,Pharmacy,RETROSPECTIVE,13/07/2016,device,acid,4.25/5,amino,Pharmacy,0.68,Pharmacy,0.36,Pharmacy,0.570502768759,Laboratory,0.716578922254,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR",3,1,1,1,0,0.40262569219,dextrose,acid,4.25/5,amino
659,4684,AIRWY OP BRMN MEDC 80MM X1,airway operative brmn medc 80mm x1,Supply,ONLINE,16/09/2016,airway,,,,Supply,0.74,Supply,0.43,Respiratory Therapy,0.478693715341,Respiratory Therapy,0.984594050163,Respiratory Therapy,"Logistic_OvR, DeepNN",2,0,0,1,1,0.365821941376,airway,,,
660,879,PULSE OXIMETRY/DAILY,pulse oximetry/daily,Monitoring,RETROSPECTIVE,12/07/2016,oximetry,daily,pulse,,Monitoring,0.96,Monitoring,0.96,Monitoring,0.905083565794,Monitoring,0.9998820938,Monitoring,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.956241414898,oximetry,daily,pulse,
661,1578,HB HOLDER INSTRUMENT SANI STOR 24 IN STRAP,holder instrument sanitizer storage 24 in strap,Supply,RETROSPECTIVE,12/07/2016,holder,sanai,store,strap,Monitoring,0.71,OR / Anesthesia / Recovery Room,0.43,Supply,0.935745670546,Supply,0.999942055023,Supply,"Logistic_OvR, DeepNN",2,0,0,1,1,0.483921931392,instrument,,,
662,927,DEXAMETHASONE 0.5MG/5ML 0.5ML,dexamethasone 0.5_mg/5_ml 0.5_ml,Pharmacy,RETROSPECTIVE,12/07/2016,0.5_ml,0.5mg/5_ml,dexamethasone,,Pharmacy,0.84,Pharmacy,0.93,Pharmacy,0.931919826054,Pharmacy,0.997358780333,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.924819651597,0.5_ml,0.5_mg/5_ml,dexamethasone,
663,644,POTASSIUM/K  B,potassium/potassium b,Laboratory,RETROSPECTIVE,12/07/2016,potassium,potassium,b,,Laboratory,0.92,Laboratory,0.93,Pharmacy,0.484830743711,Laboratory,0.927731332057,Laboratory,"Jaro, DLevenshtein, DeepNN",3,1,1,0,1,0.694432833014,potassium,b,,
664,3918,GLUC-6-PHOS DEHYDRO QT (QG,glucose 6 phosphate dehydro quantitative qg,Laboratory,RETROSPECTIVE,13/07/2016,quantitative,phosphate,glucose,,Laboratory,0.78,Monitoring,0.45,Laboratory,0.96,Laboratory,0.999779941761,Laboratory,"Jaro, Logistic_OvR, DeepNN",3,1,0,1,1,0.68494498544,qt,phosphate,glucose,
665,3271,HB CNSLT SURGERY W/ FRZN SECT,consult surgery with frozen section,Laboratory,RETROSPECTIVE,13/07/2016,surgery,cnslt,frzn,sect,Professional Fee,0.94,Professional Fee,0.92,OR / Anesthesia / Recovery Room,0.497828257453,Nursing Services,0.302179705423,Professional Fee,"Jaro, DLevenshtein",2,1,1,0,0,0.465,frozen,surgery,section,consult
666,4436,BRIMONIDINE OP SO 0.2,brimonidine ophthalmic solution 0.2,Pharmacy,ONLINE,29/08/2016,brimonidine,0.2,op,,Radiology,0.69,Pharmacy,0.43,Pharmacy,0.916571638323,Respiratory Therapy,0.445094934841,Pharmacy,"DLevenshtein, Logistic_OvR",2,0,1,1,0,0.336642909581,brimonidine,0.2,so,ophthalmic
667,5759,OXYBUTYNIN CR 5MG TAB,oxybutynin cr 5_mg tablet,Pharmacy,ONLINE,16/09/2016,5_mg,oxybutynin,tab,cream,Pharmacy,0.73,Pharmacy,0.56,Pharmacy,0.936763360638,Pharmacy,0.995375321566,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.805534670551,cr,5_mg,oxybutynin,tab
668,4802,BUFFERED LIDOCAINE 1 % SYRG 0.2 ML SYRINGE,buffered lidocaine 1% syringe 0.2_ml syringe,Pharmacy,ONLINE,16/09/2016,syrg,lidocaine,,,Pharmacy,0.88,Pharmacy,0.63,Pharmacy,0.96,Pharmacy,0.996308698502,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.866577174626,syrg,lidocaine,,
669,1481,"SET FEED EXT 60""",set feed extension 60,Supply,RETROSPECTIVE,12/07/2016,feed,set,extension,,Supply,0.75,Supply,0.5,Supply,0.927602195212,Supply,0.999998105989,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.7944000753,feed,set,ext,
670,2888,BLD GAS-PH PO2 PCO2,blood_gas potential_hydrogen partial_pressure_of_oxygen partial_pressure_of_carbon_dioxide,Laboratory,RETROSPECTIVE,13/07/2016,gas,blood,,,Laboratory,0.73,Laboratory,0.41,Laboratory,0.693220175102,Laboratory,0.996159472027,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.707344911782,pco2,po2,potential_hydrogen,blood_gas
671,5793,PBDS PLASTIC BASIC,pbds plastic basic,Supply,ONLINE,16/09/2016,pbds,basic,plastic,,Laboratory,0.72,Laboratory,0.5,Supply,0.909976180983,Supply,0.99542959349,Supply,"Logistic_OvR, DeepNN",2,0,0,1,1,0.476351443618,pbds,basic,plastic,
672,696,GEM GLUCOSE,glucagon_emergency_management glucose,Monitoring,RETROSPECTIVE,12/07/2016,GEM,glucose,,,Laboratory,0.9,Laboratory,0.93,Monitoring,0.96,Monitoring,0.996607625179,Monitoring,"Logistic_OvR, DeepNN",2,0,0,1,1,0.489151906295,gem,glucose,,
673,3938,HB ANES MATERIALS ADD'L 15 MIN,anesthesia materials additional 15_minutes,OR / Anesthesia / Recovery Room,RETROSPECTIVE,13/07/2016,materials,min,anesthesia,additional,OR / Anesthesia / Recovery Room,0.9,OR / Anesthesia / Recovery Room,0.96,OR / Anesthesia / Recovery Room,0.944408463519,OR / Anesthesia / Recovery Room,0.999610757439,OR / Anesthesia / Recovery Room,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.951004805239,materials,anesthesia,15_minutes,additional
674,1827,HC GLUCOSE QT BY METER FOR,glucose quantitative by meter for,Monitoring,RETROSPECTIVE,12/07/2016,quantitative,bay,meter,glucose,Monitoring,1.0,Monitoring,1.0,Monitoring,0.616066179262,Monitoring,0.934687126618,Monitoring,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.88768832647,qt,meter,glucose,
675,1218,OXYGEN  PER HR,oxygen per hour,Respiratory Therapy,RETROSPECTIVE,12/07/2016,per,oxygen,hour,,Respiratory Therapy,1.0,Respiratory Therapy,1.0,Respiratory Therapy,0.96,Respiratory Therapy,0.999237763179,Respiratory Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.989809440795,per,oxygen,hr,
676,370,BOSENTAN 62.5 MG TABLET,bosentan 62.5_mg tablet,Plan Benefit,RETROSPECTIVE,12/07/2016,62.5_mg,bosentan,tablet,,Plan Benefit,0.97,Plan Benefit,0.95,Plan Benefit,0.92,Plan Benefit,0.997309913392,Plan Benefit,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.959327478348,62.5_mg,bosentan,tablet,
677,314,SODIUM CHLORIDE 0.9% SO,sodium chloride 0.9% so,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,0.90%,chloride,sodium,,Diluent / Flush / Irrigant,0.97,Diluent / Flush / Irrigant,0.91,Diluent / Flush / Irrigant,0.67491863223,Diluent / Flush / Irrigant,0.955056595824,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.877493807013,0.9%,chloride,so,
678,3423,11482222 - BUMETANIDE 0.25MG/ML 10ML,bumetanide 0.25_mg/ml 10_ml,Pharmacy,RETROSPECTIVE,13/07/2016,10_ml,bumetanide,0.25_mg/ml,,Pharmacy,0.75,Pharmacy,0.61,Pharmacy,0.969157243972,Pharmacy,0.992613207667,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.83044261291,10_ml,bumetanide,0.25_mg/ml,
