ORIG_DESC,NORM_DESC_pred,CHRG_CLS_actual,CHRG_CLS_pred,CONF_SCORE,Match_Voted
FLUCONAZOLE 200MG/NS 100ML INJ,fluconazole 200_mg/normal_saline 100_ml injection,Pharmacy,Pharmacy,0.7618,1
FLUCONAZOLE 400-0.9 MG/200ML-% SOLN,fluconazole 400 0.9_mg/200_ml % solution,Pharmacy,Pharmacy,0.94,1
FLUOROSCOPY GREATER THAN 1HR,fluoroscopy greater than 1hr,Radiology,Procedure,0.216,0
FLUTICASONE 44 MCG/PUFF AERO 10.6 G AER W/ADAP,fluticasone 44 mcg_gram_aerosol/puff aero 10.6 gram aero w adapter,Pharmacy,Pharmacy,0.6351,1
FOLATE SERUM,folate serum,Laboratory,Laboratory,0.8972,1
FOLIC ACID 1 MG TABS,folic acid 1_mg tablets,Pharmacy,Pharmacy,0.91,1
FOLIC ACID 5 MG/ML SOLN,folic acid 5_mg/ml solution,Pharmacy,Pharmacy,0.889,1
FOLIC ACID SERUM,folic acid serum,Laboratory,Laboratory,0.9127,1
FORMULA: ELECARE 24 KCAL/O,formula elecare 24 kcal/o_r,Supply,Supply,0.97,1
FORMULA: ELECARE JR 30 KCA,formula elecare jr 30 kca,Supply,Supply,0.92,1
FORMULA: ENFAMIL ENFACARE,formula enfamil enfacare,Supply,Supply,0.305,1
FORMULA: ENFAMIL PREMATURE,formula enfamil premature,Supply,Supply,0.3085,1
FORMULA: PEDIASURE PEPTIDE,formula pediasure peptide,Supply,Supply,0.91,1
FORMULA: PEPTAMEN JR 30 KCAL/OUNCE,formula peptamen jr 30 kcal/ounce,Supply,Supply,0.8938,1
FORMULA: PREGESTIMIL LIPIL 20 KCAL/OUNCE,formula pregestimil lipil 20 kcal/ounce,Supply,Supply,0.8918,1
FOSPHENYTION 50 MG PE/ML I,fosphenytion 50_mg pe/ml i,Pharmacy,Pharmacy,0.8026,1
FUNCT THER ACTIV 15 MIN OT,function therapist activase 15 minutes occupational_therapy,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.97,1
FUROSEMIDE 80 MG TABS,furosemide 80_mg tablets,Pharmacy,Pharmacy,0.96,1
FUROSEMIDE INJ 40MG 4ML,furosemide injection 40_mg 4_ml,Pharmacy,Pharmacy,0.91,1
FUROSEMIDE UP TO 20 MG,furosemide up to 20_mg,Pharmacy,Pharmacy,0.91,1
GABAPENTIN 300 MG CAPSULE,gabapentin 300_mg capsule,Pharmacy,Pharmacy,0.91,1
GABAPENTIN 300 MG ORAL CAP,gabapentin 300_mg oral capillary,Pharmacy,Pharmacy,0.91,1
GAIT TRAINING 5 MIN,gait training 5 minutes,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.96,1
GAIT TRAINING EA 15 MIN,gait training each 15 minutes,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.95,1
GAIT TRAINING-15 MIN,gait training 15 minutes,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.98,1
GAMMAGLOBULIN IGA IGD IGG,gammaglobulin iga igd immunoglobulin,Laboratory,Laboratory,0.91,1
GASES  BLOOD  ARTERIAL (AB,gases blood arterial antibody,Laboratory,Monitoring,0.91,0
GAUZE  KERLIX 4.5,gauze kerlix 4.5,Supply,Supply,0.8631,1
GEM GLUCOSE,glucagon_emergency_management glucose,Monitoring,Laboratory,0.9,0
GEM IONIZED CALCIUM,glucagon_emergency_management ionized calcium,Monitoring,Laboratory,0.91,0
GENTAMICIN 40 MG/ML SOLN 20 ML VIAL,gentamicin 40_mg/ml solution 20_ml vial,Pharmacy,Pharmacy,0.91,1
GENTAMICIN UP TO 90 MG,gentamicin up to 90_mg,Pharmacy,Pharmacy,0.9166,1
GERIRATRIC PSY INPATIENT,geriatric psych inpatient,Room and Board,Room and Board,0.6335,1
GGT (GT),ggt gast,Laboratory,Laboratory,0.7448,1
GLIPIZIDE 5 MG TAB,glipizide 5_mg tablet,Pharmacy,Pharmacy,0.9013,1
GLOVE SKINSENSE 7 31470,glove skinsense 7 31470,Supply,Supply,0.7469,1
GLUC BLOOD TEST BY,glucose blood test by,Monitoring,Monitoring,0.91,1
GLUC-6-PHOS DEHYDRO QT (QG,glucose 6 phosphate dehydro quantitative qg,Laboratory,Laboratory,0.9131,1
GLUCOMETER-POC,glucometer point_of_care,Monitoring,Monitoring,0.91,1
GLUCOSE  BEDSIDE,glucose bedside,Monitoring,Monitoring,1.0,1
GLUCOSE  BLOOD BY GMD,glucose blood by glucose_monitioring_device,Monitoring,Monitoring,1.0,1
GLUCOSE (ACCUCHECK),glucose accucheck,Monitoring,Monitoring,0.9,1
GLUCOSE BLD,glucose blood,Laboratory,Monitoring,0.94,0
GLUCOSE BLD BY MONITOR DEVICE,glucose blood by monitor device,Monitoring,Monitoring,1.0,1
GLUCOSE BLOOD (STICK TEST),glucose blood stick test,Monitoring,Laboratory,0.91,0
GLUCOSE BLOOD TEST - EYER,glucose blood test eyer,Laboratory,Laboratory,0.93,1
GLUCOSE METER F,glucose meter male_female,Monitoring,Monitoring,0.97,1
GLUCOSE NEAR PATIENT TEST,glucose near patient test,Monitoring,Monitoring,0.98,1
GLUCOSE POINT OF CARE.,glucose point of care,Monitoring,Monitoring,0.98,1
GLUCOSE QUAN BLOOD NOT REAGNT,glucose quantitative blood not reagent,Laboratory,Laboratory,0.91,1
GLUCOSE QUANT,glucose quantitative,Laboratory,Laboratory,0.94,1
GLUCOSE QUANTITATIVE BLOOD (EXCEPT,glucose quantitative blood except,Laboratory,Laboratory,0.93,1
GLUCOSE-SCREENING,glucose screening,Monitoring,Monitoring,0.2741,1
GLUTAMYLTRASE GAMMA,glutamyltransferase gamma,Laboratory,Laboratory,0.8399,1
GLYCERIN PEDIATRIC 1.2 G SUPP,glycerin pediatric 1.2 gram suppository,Supply,Supply,1.0,1
GLYCOPYRROLATE 2 MG TAB,glycopyrrolate 2_mg tablet,Pharmacy,Pharmacy,0.91,1
GLYCOSYLAATED A1C,glycosylated a1c,Laboratory,Laboratory,0.8747,1
GOWN SRG XL XLNG IMPR,gown srg xcel xlong impra,Supply,Supply,0.7628,1
GRANISETRON HCL 100MCG INJ,granisetron hcl 100mcg injection,Pharmacy,Pharmacy,0.9199,1
GROSS/MICRO II,gross/miscroscopic ii,Laboratory,Laboratory,0.4798,1
GUAIFENESIN 20MG/ML 10ML,guaifenesin 20_mg/ml 10_ml,Pharmacy,Pharmacy,0.91,1
GUIDNCE ABSCSS DRAIN/CATH,guidance abscess drain/catheter,Radiology,Supply,0.4898,0
H CONDITIONER SKIN ALOE VESTA 4 OZ,conditioner skin aloe vesta 4 ounce,Supply,Supply,0.93,1
H IAAD EIA LAV-1 AG W/LAV-,iaad eia lav 1 silver w lav,Laboratory,Pharmacy,0.3908,0
H PUMP INFUSION DAILY,pump infusion daily,Capital Equipment,Capital Equipment,0.9338,1
H RT OXYGEN PER DAY,respiratory_therapy oxygen per day,Respiratory Therapy,Respiratory Therapy,0.93,1
HAEMOPHILUS B CONJUGATE VA,haemophilus b conjugate vaccine,Pharmacy,Pharmacy,0.91,1
HANDPIECE LIGASURE IMPACT,handpiece ligasure impact,Supply,Supply,0.6272,1
HB - ECHOCARDIOGRAPHY TRANSTHORACIC 2D M-MODE; COMPLETE WITH DOPPLER,echocardiography transthoracic 2 m mode complete w doppler,Cardiology,Cardiology,0.6086,1
HB - UMBILICAL CATHETERIZATION,umbilical catheterization,Procedure,Supply,0.23,0
HB - VENT SUPPORT-CONV; SUBSQUENT DAY,ventilator support conv subsequent day,Respiratory Therapy,Respiratory Therapy,0.9224,1
HB - XRAY COOKIE SWALLOW FLUORO,x-ray cookie swallow fluroscopy,Radiology,Supply,0.4034,0
HB 5%DEXTROSE/ NORMAL SALINE 1000,5%dextrose/normal saline 1000,Pharmacy,Diluent / Flush / Irrigant,0.9037,0
HB ACETAMINOPHEN 80 MG PO TBDP,acetaminophen 80_mg by_mouth tbdp,Pharmacy,Pharmacy,0.9337,1
HB ACTH STIM PANEL,acth stimulating_thyroid_stimulating panel,Laboratory,Laboratory,0.8662,1
HB ADAPTER CIRCT W/O SX PRT DL,adapter circuit without suction port double_lumen,Supply,Supply,0.7409,1
HB ALTERNATING SURFACE BED,alternating surface bed,Capital Equipment,Nursing Services,0.2875,0
HB ANES MATERIALS ADD'L 15 MIN,anesthesia materials additional 15 minutes,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,0.9,1
HB APPLICATOR CHLORAPREP SINGLE S,applicator chloraprep single s,Supply,Supply,0.7669,1
HB BACLOFEN 5MG/ML SUSP,baclofen 5_mg/ml suspension,Pharmacy,Pharmacy,0.9212,1
HB BAG DRAIN BECKER 700ML CSF EXT,bag drain becker 700_ml cerebrospinal_fluid extension,Supply,Supply,0.91,1
HB BASIC METABOLIC PANEL,basic metabolic panel,Laboratory,Laboratory,0.93,1
HB BLOOD GASES,blood gases,Laboratory,Laboratory,0.91,1
HB CDS SHUNT SURGERY,cds shunt surgery,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,0.22,1
HB CNSLT SURGERY W/ FRZN SECT,cnslt surgery w frzn sect,Laboratory,Professional Fee,0.94,0
HB COMPLETE BLOOD COUNT ONLY,complete blood count only,Laboratory,Laboratory,0.8707,1
HB COPPER 100 MCG/ML DILUTION IN SW FOR TPN,copper 100 mcg/ml dilution in sw for total_parenteral_nutrition,Pharmacy,Pharmacy,0.9355,1
HB COSYNTROPIN 0.25MG VL ORGANO,cosyntropin 0.25_mg vial organo,Pharmacy,Pharmacy,0.481,1
HB COVER EQUIP OR SOL WRMR DRP,cover equipment operation_room solution wrmr drape,Supply,Supply,0.3034,1
HB DBC N (SMH ACUTE) 174-NURSERY/LEVEL IV,dbc n smh acute 174 nursery/level intravenous,Room and Board,Room and Board,0.6103,1
HB DEXAMETRASONE NA P04 INJ 4MG/M,dexametrasone sodium p04 injection 4_mg/m,Pharmacy,Pharmacy,0.98,1
HB DIPHENHYDRAMINE HCL 50MG/ML 1M,diphenhydramine hcl 50_mg/ml 1m,Pharmacy,Pharmacy,0.91,1
HB DISTILLED WATER PO LIQD,distilled water by_mouth liquid,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.6619,1
HB DRAPE LEICA MINI MICROSCOPE,drape leica mini microscope,Supply,Supply,0.8573,1
HB DRESSING FOAM MPLX BORDR W3INX,dressing foam mepilex border w3inx,Supply,Supply,0.7847,1
HB DRESSING TRNS TGDRM L4.75INXW4,dressing transparent tegaderm l4.75inxw4,Supply,Supply,0.95,1
HB EMLA 30G,emla 30_gm,Pharmacy,Supply,0.2733,0
HB ESR-AUTO,erythrocyte_sedimentation_rate automated,Laboratory,Laboratory,0.9168,1
HB ESTRADIOL SERUM,estradiol serum,Laboratory,Laboratory,0.8798,1
HB EVOKED POT POST TIBIAL NERVE,evoked pot post tibial nerve,Procedure,Procedure,0.8789,1
HB GENTAMICIN 40MG/ML VIAL,gentamicin 40_mg/ml vial,Pharmacy,Pharmacy,0.91,1
HB GLYCERIN (PEDIATRIC) 1.2 GM RE SUPP,glycerin pediatric 1.2_gm re suppository,Supply,Supply,0.94,1
HB GRAM STAIN,gram stain,Laboratory,Laboratory,0.94,1
HB HOLDER INSTRUMENT SANI STOR 24 IN STRAP,holder instrument sanitizer storage 24 in strap,Supply,Supply,0.4842,1
HB HYDROXYZTNE HCL 25MG TAB UD U,hydroxyztne hcl 25_mg tablet ud up,Pharmacy,Pharmacy,0.91,1
HB INPT CVC MONITORING,inpatient central_venous_catheter monitoring,Monitoring,Monitoring,0.2948,1
HB INTRODUCER PICC 3 FR 20GA SAFETY,introducer peripherally_inserted_central_catheter 3 free 20ga safety,Supply,Supply,0.91,1
HB IOM MEP UPPER & LOWER E,iom mep upper and_insert lower e,Procedure,Procedure,0.4502,1
HB IONIZED CALCIUM,ionized calcium,Laboratory,Laboratory,0.96,1
HB LACTATED RINGERS SOL 1000ML A,lactated ringers solution 1000_ml a,Pharmacy,Pharmacy,0.95,1
HB LIDOCAINE 4% CREAM 5GM TUBE,lidocaine 4% cream 5_gm tube,Pharmacy,Pharmacy,0.8341,1
HB LIDOCAINE HCL 1% EPI 1:100 000,lidocaine hcl 1% epic 1 100 0,Pharmacy,Pharmacy,0.9176,1
HB LINER SX MDVC 1000CC W/FLTR LI,liner suction mdvc 1000_cc w filter li,Supply,Supply,0.4815,1
HB MRI L-SPINE W/ CONTRAST,magnetic_resonance_imagery liter spine w contrast,Radiology,Radiology,0.97,1
HB NITRIC OXIDE THERAPY,nitric oxide therapy,Plan Benefit,Plan Benefit,0.91,1
HB NM 99M TC DTPA TO 25 MCI,nm 99m total_care dtpa to 25 mass_casualty_incident,Pharmacy,Pharmacy,0.5116,1
HB OCCUPATIONAL THERAPY EV,occupational therapy ev,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.94,1
HB OT SELF CARE TRAIN EA 15 MIN,occupational_therapy self care train each 15 minutes,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.9233,1
HB OT THERAPEUTIC ACTV EA 15 MIN,occupational_therapy therapeutic actv each 15 minutes,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.93,1
HB OXIMETRY,oximetry,Monitoring,Monitoring,0.93,1
HB OXYCODONE 5MG/5ML CUP,oxycodone 5_mg/5_ml cup,Pharmacy,Pharmacy,0.91,1
HB PACU 1ST 15 MIN,pacu 1st 15 minutes,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,0.91,1
HB PHENOBARBITAL 20MG/5ML ELIXIR,phenobarbital 20_mg/5_ml elixir,Pharmacy,Pharmacy,0.91,1
HB POC BEDSIDE TESTING-GLUCOSE,point_of_care bedside testing glucose,Monitoring,Monitoring,0.8787,1
HB POSITIONER Z-FLO 12X20 YELLOW,positioner z flo 12x20 yellow,Supply,Supply,0.6533,1
HB PRE-ICU TRANSPORT,pre intensive_care_unit transport,Other,Other,0.4375,1
HB PUMP LVL 2,pump level 2,Capital Equipment,Capital Equipment,0.8708,1
HB REMIFENTANIL 5MG VIAL,remifentanil 5_mg vial,Pharmacy,Pharmacy,0.8993,1
HB RH C29,rhesus c29,Laboratory,Laboratory,0.4758,1
HB ROOM RATE ICU,room rate intensive_care_unit,Room and Board,Room and Board,0.92,1
HB SDS NURSING PREP FOR MR OTHER,stds nursing preparation for mr other,Nursing Services,Nursing Services,0.2174,1
HB SET EXT BIFURCATED 4IN,set extension bifurcated 4 inches,Supply,Supply,0.7714,1
HB SET FEEDING FARRELL GASTRIC PR,set feeding farrell gastric pressure,Supply,Supply,0.7733,1
HB SILDENAFIL 2.5 MG/ML ORAL SUSP,sildenafil 2.5_mg/ml oral suspension,Plan Benefit,Plan Benefit,0.99,1
HB SODIUM WHOLE BLOOD,sodium whole blood,Laboratory,Laboratory,0.95,1
HB SPINAL FLUID COUNT- DIFF,spinal fluid count difficile_clostridium,Laboratory,Laboratory,0.742,1
HB STERILE WATER FOR INJ 1L,sterile water for injection 1l,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.91,1
HB SUTURE ABSRB VCL 4.0 L18IN BRD,suture absorb vicryl 4 l18 inches bard,Supply,Supply,0.91,1
HB TIME ANES-CMPLX EACH 1S,time anesthesia cmplx each 1s,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,0.49,1
HB TIME ANES-CMPLX EACH AD,time anesthesia cmplx each additional,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,0.49,1
HB TOOL DISSECT LEGEND 9CM 7.5MM,tool dissect legend 9cm 7.5mm,Supply,Supply,0.9003,1
HB TOOL DISSECT OD7.0MM ACORN FLU,tool dissect od7.0mm acorn flush,Supply,Supply,0.8643,1
HB TRAY  URETH  CATH  RED,tray urethral catheter red,Supply,Supply,0.8814,1
HB TUBING IV 3 PORT NEEDLE FREE,tubing intravenous 3 port needle free,Supply,Supply,0.7715,1
HB TUBING SX MDVC L6FT OD6MM NONC,tubing suction mdvc l6ft od6mm nonc,Supply,Supply,0.96,1
HB TUMOR SETUP,tumor setup,Radiology,Procedure,0.7054,0
HB VANCOMYCIN 5GM VIAL LEDERLE,vancomycin 5_gm vial lederle,Pharmacy,Laboratory,0.91,0
HB WALL SUCTION UNITS,wall suction unit,Supply,Supply,0.98,1
HB ZOFRAN 4MG/2ML IV SOLN,zofran 4_mg/2_ml intravenous solution,Pharmacy,Pharmacy,0.883,1
HB-GLUCOSE  POC,glucose point_of_care,Monitoring,Monitoring,0.94,1
HBC IV SINGLE LINE PUMP,hbc intravenous single line pump,Capital Equipment,Capital Equipment,0.8489,1
HBC SYRINGE PUMP S/P,hbc syringe pump specification,Capital Equipment,Capital Equipment,0.94,1
HC 3D RENDERING W/INTERP&POSTPROC DIFF WORK STATION,3 rendering w interpretation_&_postprocedure difficile_clostridium work station,Cardiology,Laboratory,0.7334,0
HC 94760 NONINVASIVE EAR/PULSE *,non_invasive ear/pulse,Monitoring,Room and Board,0.255,0
HC 97116 PT GAIT TRAINING EA 15 MIN,patient gait training each 15 minutes,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.8732,1
HC ANES US GUIDE VASCULAR ACCESS,anesthesia ultrasound guide vascular access,Radiology,Radiology,0.8775,1
HC BAIRHUGGER SLEEVE,bairhugger sleeve,Supply,Supply,0.7906,1
HC BB RBC LEUKO REDUCED,blood_bank red_blood_cell leukocyte reduced,Blood Products,Blood Products,0.9213,1
HC BLANKET WARMING UNDERBODY ADULT,blanket warming underbody adult,Supply,Supply,0.7812,1
HC BLD GASES O2 SAT ONLY,blood gases oxygen saturation only,Laboratory,Laboratory,0.6991,1
HC BLOOD GLUCOSE TEST STRIP,blood glucose test strip,Supply,Supply,0.445,1
HC BLOOD TRANSFUSION SERVICE 1 UNIT,blood transfusion service 1_units,Nursing Services,Nursing Services,0.8073,1
HC CALCIUM  IONIZED  WB,calcium ionized whole_blood,Laboratory,Laboratory,0.96,1
HC CAPILLARY GLUCOSE NOVA METER,capsule glucose nova meter,Monitoring,Monitoring,0.9035,1
HC CBC AUTO WO DIFF,complete_blood_count automated without difficile_clostridium,Laboratory,Laboratory,0.93,1
HC CCU ROOM - STEP DOWN,critical_care_unit room step down,Room and Board,Room and Board,0.91,1
HC CHEST 1 VIEW PA OR AP ONLY,chest 1 view posterior_anterior operation_room anterior_posterior only,Radiology,Radiology,0.91,1
HC CK MB,creatinine_kinase mb,Laboratory,Laboratory,0.8987,1
HC CO2 EXPIRED GAS DETRMN INFRARD,carbon_dioxide expired gas determination infrared,Monitoring,Monitoring,0.91,1
HC COMPREHENSIVE METABOLIC,comprehensive metabolic,Laboratory,Laboratory,0.94,1
HC COMPREHENSIVE PANEL,comprehensive panel,Laboratory,Laboratory,0.91,1
HC CT ANGIOGRAPHY HEAD W/CONTRAST/NONCONTRAST,computed_tomography angiography head w contrast/noncontrast,Radiology,Radiology,0.7846,1
HC CULTURE BLOOD,culture blood,Laboratory,Laboratory,0.95,1
HC CULTURE WOUND,culture wound,Laboratory,Laboratory,0.91,1
HC CVP 2 LUMEN SAFETY CVP,central_venous_pressure 2 lumen safety central_venous_pressure,Supply,Laboratory,0.26,0
HC DEBRIDEMENT OPEN WND FIRST 20 SQCM,debridement open wound first 20 sqcm,Nursing Services,Nursing Services,0.91,1
HC DISCONTINUE CENTRAL/ INTRA OSSEOUS LINE,discontinue central/intra osseous line,Nursing Services,Procedure,0.2062,0
HC DRUG SCR UA DOASCR PRESUMPTIVE CLASS A 6 SCREEN,drug screen urinalysis doascr presumptive class a 6 screen,Laboratory,Laboratory,0.4812,1
HC EMER DEPT HIGH SEVERITY&THREAT FUNCJ,emergency department high severity&threat function,Other,PT / OT / Speech Therapy,0.2703,0
HC EVAL SWALLOW FUNC,evaluation swallow function,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.8721,1
HC GLUCOSE  POC,glucose point_of_care,Monitoring,Monitoring,1.0,1
HC GLUCOSE BLD QUANT,glucose blood quantitative,Laboratory,Laboratory,0.92,1
HC GLUCOSE BLOOD TEST,glucose blood test,Laboratory,Laboratory,0.92,1
HC GLUCOSE POINT OF CARE,glucose point of care,Monitoring,Monitoring,0.91,1
HC GLUCOSE QT BY METER FOR,glucose quantitative by meter for,Monitoring,Monitoring,1.0,1
HC GLUCOSE QUANTATIVE BLOOD,glucose quantitative blood,Laboratory,Laboratory,0.9,1
HC GUIDEWIRE PTCA,guidewire ptca,Supply,Supply,0.91,1
HC HEMATOCRIT POC,hematocrit point_of_care,Monitoring,Laboratory,0.93,0
HC HEMODIALYSIS INPATIENT,hemodialysis inpatient,Dialysis,Supply,0.39,0
HC HEMOGRAM CBC WITHOUT DIFF,hemogram complete_blood_count without difficile_clostridium,Laboratory,Laboratory,0.882,1
HC HEPATITIS C VIRUS GENOTYPE,hepatitis cap virus genotype,Laboratory,Laboratory,0.8067,1
HC INHALATION TX HHN MDI IPPB 1 VISIT PER DAY,inhalation treatment high multi-dose_inhaler intermittent_positive_pressure_breathing 1 visit per day,Respiratory Therapy,Respiratory Therapy,0.96,1
HC IV INF THER ADD HR,intravenous infusion therapist additional hour,Nursing Services,Nursing Services,0.91,1
HC IV INF THER INIT 1ST HR,intravenous infusion therapist initial 1st hour,Nursing Services,Nursing Services,0.925,1
HC KIT ARTERIAL BLOOD GAS,kit arterial blood gas,Supply,Monitoring,0.9,0
HC LEFT HEART CATH,left heart catheter,Cardiology,Supply,0.872,0
HC LIPASE,lipase,Laboratory,Laboratory,0.93,1
HC NITRIC OXIDE USE HOURLY,nitric oxide use hourly,Plan Benefit,Plan Benefit,0.94,1
HC PACU CLASS 2 NPR 1:1,pacu class 2 npr 1 1,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,0.96,1
HC PARATHORMONE (PTH),parathormone parathyroid_hormone,Laboratory,Laboratory,0.8815,1
HC PHOSPHORUS,phosphorus,Laboratory,Laboratory,0.9335,1
HC PHYSICAL THERAPY EVAL TIER I,physical therapy evaluation tier i,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.9349,1
HC PLATELETS PHERESIS LEUKOCYTES REDUCED EACH UNIT,platelets pheresis leukocytes reduced each unit,Blood Products,Blood Products,0.7776,1
HC POC LACTIC ACID,point_of_care lactic acid,Monitoring,Monitoring,0.4802,1
HC POTASSIUM  POC,potassium point_of_care,Monitoring,Monitoring,0.95,1
HC POTASSIUM  SERUM,potassium serum,Laboratory,Laboratory,0.96,1
HC POTASSIUM SERUM PLASMA WB,potassium serum plasma whole_blood,Laboratory,Laboratory,0.92,1
HC PROTHROMBIN TIME,prothrombin time,Laboratory,Laboratory,0.96,1
HC PTH INTACT,parathyroid_hormone intact,Laboratory,Laboratory,0.8076,1
HC PUMP IMED PC1,pump imed pc1,Capital Equipment,Capital Equipment,0.8858,1
HC ROOM CHARGE MEDICAL SURGICAL,room charge medical surgical,Room and Board,Room and Board,0.6771,1
HC ROOM CHARGE NICU 174,room charge neonatal_intensive_care_unit 174,Room and Board,Room and Board,0.91,1
HC ROOM CHRG INTERMEDIAT,room charge intermediate,Room and Board,Room and Board,0.91,1
HC RT SUPPLIES LEVEL 1,respiratory_therapy supplies level 1,Supply,Supply,0.96,1
HC SELF CARE HOME MGMNT OT,self care home management occupational_therapy,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.8825,1
HC SELF-CARE D/C STATUS,self care discontinue status,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.91,1
HC SELF-CARE GOAL STATUS,self care goal status,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.8234,1
HC SODIUM SERUM/PLASMA/WHOLE BLD,sodium serum/plasma/whole blood,Laboratory,Laboratory,0.95,1
HC T4 FREE,t4 free,Laboratory,Laboratory,0.92,1
HC TCD STD ICRA ART EMBOLI DETCJ W/O IV MBUBB NJX,transcranial standard intracranial arteries emoli detection without intravenous microbubble injection,Radiology,Radiology,0.32,1
HC THER PROPH/DX NJX EA SEQL IV PUSH SBST/DRUG,therapist prophylactic/diagnostic injection each sequential intravenous push subsequent/drug,Nursing Services,Nursing Services,0.98,1
HC TRANSFUSION BLD/BLD COMPONENTS,transfusion blood/blood components,Nursing Services,Nursing Services,0.8367,1
HC URINALYSIS AUTO WO MICRO,urinalysis automated without miscroscopic,Laboratory,Laboratory,0.96,1
HC URINALYSIS AUTOMATED WITH MICRO,urinalysis automated w miscroscopic,Laboratory,Laboratory,0.9,1
HC US GUIDE VASCU ACCESS,ultrasound guide vascular access,Radiology,Radiology,0.9406,1
HC VENIPUNCTURE,venipuncture,Nursing Services,Nursing Services,0.95,1
HC XR CHEST 1 VIEW,x_ray chest 1 view,Radiology,Radiology,0.95,1
HC-(EACH ADDTL MINUTE) NITRIC OXIDE THERAPY & GAS,each additional minute nitric oxide therapy and_insert gas,Plan Benefit,Plan Benefit,0.7952,1
HC-LAB-CHLORIDE SERUM,laboratory chloride serum,Laboratory,Laboratory,0.91,1
HC-LAB-GLUCOSE BLOOD,laboratory glucose blood,Laboratory,Monitoring,0.91,0
HCHG ABR-SCREENER HCHG ABR-SCREENER,auditory_brainstem_response screener minutes auditory_brainstem_response screener,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.7005,1
HCHG ANESTHESIA PER 15 MIN TO 1HR HCHG ANESTHESIA PER 15 MIN TO 1HR,anesthesia per 15 minutes to 1hr minutes anesthesia per 15 minutes to 1hr,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,0.9332,1
HCHG BILIRUBIN TOTAL,bilirubin total,Laboratory,Laboratory,0.96,1
HCHG BIPAP FIRST DAY HCHG BIPAP FIRST DAY,bipap first day minutes bipap first day,Respiratory Therapy,Respiratory Therapy,0.7665,1
HCHG CBC AUTO W/AUTO DIFF HCHG CBC AUTO W/AUTO DIFF,complete_blood_count automated w automated difficile_clostridium minutes complete_blood_count automated w automated difficile_clostridium,Laboratory,Laboratory,0.91,1
HCHG CIBA HEMOGLOBIN,ciba hemoglobin,Laboratory,Laboratory,0.9086,1
HCHG CMA-INTERPRETATION AND REPORT HCHG CMA-INTERPRETATION AND REPORT,cma interpretation and report minutes cma interpretation and report,Professional Fee,Supply,0.29,0
HCHG CULTURE AEROBIC ID HCHG CULTURE AEROBIC ID,culture aerobic id minutes culture aerobic id,Laboratory,Laboratory,0.9142,1
HCHG DAILY NO  PER HOUR,daily nitric_oxide per hour,Plan Benefit,Plan Benefit,1.0,1
HCHG DAILY NO PER HOUR/HCHG DAILY NO PER HOUR,daily no_catheter per hour/minutes daily no_catheter per hour,Plan Benefit,Plan Benefit,1.0,1
HCHG HEMOGLOBIN,hemoglobin,Laboratory,Laboratory,0.9,1
HCHG MUCOLYSACCHARIDES HCHG MUCOLYSACCHARIDES,mucolysaccharides minutes mucolysaccharides,Laboratory,Laboratory,0.3025,1
HCHG PHOSPHATASE ALKALINE HCHG PHOSPHATASE ALKALINE,phosphatase alkaline minutes phosphatase alkaline,Laboratory,Laboratory,0.7851,1
HCHG POC STICK GLUCOSE HCHG POC STICK GLUCOSE,point_of_care stick glucose minutes point_of_care stick glucose,Monitoring,Monitoring,0.9407,1
HCHG RETICULOCYTE COUNT HCHG RETICULOCYTE COUNT,reticulocyte count minutes reticulocyte count,Laboratory,Laboratory,0.7759,1
HCHG SENSITIVITY MIC HCHG SENSITIVITY MIC,sensitivity microclave minutes sensitivity microclave,Laboratory,Laboratory,0.4025,1
HCHG SUGARS MULTIPLE QUANT HCHG SUGARS MULTIPLE QUANT,sugars multiple quantitative minutes sugars multiple quantitative,Laboratory,Laboratory,0.4911,1
HCHG THERAPY FUNCTIONAL 15 MIN HCHG THERAPY FUNCTIONAL 15 MIN,therapy functional 15 minutes oxygen therapy functional 15 minutes,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.489,1
